,H1135TS003_1,H1135TS003_2,H1135TS003_3,H1135TS003_4,H1135TS003_5,H1135TS011_1,H1135TS011_2,H1135TS011_3,H1135TS011_4,H1135TS011_5,H1135TS035_1,H1135TS035_2,H1135TS035_3,H1135TS035_4,H1135TS035_5,H1135TS037_1,H1135TS037_2,H1135TS037_3,H1135TS037_4,H1135TS037_5,H1135TS054_1,H1135TS054_2,H1135TS054_3,H1135TS054_4,H1135TS054_5,H1135TS071_1,H1135TS071_2,H1135TS071_3,H1135TS071_4,H1135TS071_5,H1135TS073_1,H1135TS073_2,H1135TS073_3,H1135TS073_4,H1135TS073_5,H1135TS086_1,H1135TS086_2,H1135TS086_3,H1135TS086_4,H1135TS086_5,H1135TS091_1,H1135TS091_2,H1135TS091_3,H1135TS091_4,H1135TS091_5,H1135TS092_1,H1135TS098_1,H1135TS098_2,H1135TS098_3,H1135TS098_4,H1135TS098_5,H1135TS119_1,H1135TS119_2,H1135TS119_3,H1135TS119_4,H1135TS119_5,H1135TS125_1,H1135TS125_2,H1135TS125_3,H1135TS125_4,H1135TS125_5,H1135TS131_1,H1135TS131_2,H1135TS131_3,H1135TS131_4,H1135TS131_5,H1135TS132_1,H1135TS133_1,H1135TS133_2,H1135TS133_3,H1135TS133_4,H1135TS133_5,H1135TS147_1,H1135TS147_2,H1135TS147_3,H1135TS147_4,H1135TS147_5,H1135TS150_1,H1135TS150_2,H1135TS150_3,H1135TS150_4,H1135TS150_5,H1135TS158_1,H1135TS158_2,H1135TS158_3,H1135TS158_4,H1135TS158_5,H1135TS165_1,H1135TS165_2,H1135TS165_3,H1135TS165_4,H1135TS165_5,H1135TS169_1,H1135TS169_2,H1135TS169_3,H1135TS169_4,H1135TS169_5,H1135TS180_1,H1135TS180_2,H1135TS180_3,H1135TS180_4,H1135TS180_5,H1135TS185_1,H1135TS185_2,H1135TS185_3,H1135TS185_4,H1135TS185_5,H1135TS187_1,H1135TS187_2,H1135TS187_3,H1135TS187_4,H1135TS187_5,H1135TS188_1,H1135TS188_2,H1135TS188_3,H1135TS188_4,H1135TS188_5,H1135TS205_1,H1135TS205_2,H1135TS205_3,H1135TS205_4,H1135TS205_5,H1135TS215_1,H1135TS215_2,H1135TS215_3,H1135TS215_4,H1135TS215_5,H1135TS225_1,H1135TS225_2,H1135TS225_3,H1135TS225_4,H1135TS225_5,H1135TS227_1,H1135TS227_2,H1135TS227_3,H1135TS227_4,H1135TS227_5,H1135TS229_1,H1135TS229_2,H1135TS229_3,H1135TS229_4,H1135TS229_5,H1135TS234_1,H1135TS234_2,H1135TS234_3,H1135TS234_4,H1135TS234_5,H1135TS239_1,H1135TS239_2,H1135TS239_3,H1135TS239_4,H1135TS239_5,H1135TS245_1,H1135TS245_2,H1135TS245_3,H1135TS245_4,H1135TS245_5,H1135TS248_1,H1135TS248_2,H1135TS248_3,H1135TS248_4,H1135TS248_5,H1135TS257_1,H1135TS257_2,H1135TS257_3,H1135TS257_4,H1135TS257_5,H1135TS278_1,H1135TS278_2,H1135TS278_3,H1135TS278_4,H1135TS278_5,H1135TS291_1,H1135TS291_2,H1135TS291_3,H1135TS291_4,H1135TS291_5,H1135TS298_1,H1135TS298_2,H1135TS298_3,H1135TS298_4,H1135TS298_5,H1135TS312_1,H1135TS312_2,H1135TS312_3,H1135TS312_4,H1135TS312_5,H1135TS320_1,H1135TS320_2,H1135TS320_3,H1135TS320_4,H1135TS320_5,H1135TS325_1,H1135TS325_2,H1135TS325_3,H1135TS325_4,H1135TS325_5,H1135TS333_1,H1135TS333_2,H1135TS333_3,H1135TS333_4,H1135TS333_5,H1135TS347_1,H1135TS347_2,H1135TS347_3,H1135TS347_4,H1135TS347_5,H1135TS348_1,H1135TS348_2,H1135TS348_3,H1135TS348_4,H1135TS348_5,H1135TS350_1,H1135TS350_2,H1135TS350_3,H1135TS350_4,H1135TS350_5,H1135TS360_1,H1135TS360_2,H1135TS360_3,H1135TS360_4,H1135TS360_5,H1135TS367_1,H1135TS367_2,H1135TS367_3,H1135TS367_4,H1135TS367_5,H1135TS368_1,H1135TS368_2,H1135TS368_3,H1135TS368_4,H1135TS368_5,H1135TS374_1,H1135TS374_2,H1135TS374_3,H1135TS374_4,H1135TS374_5,H1135TS385_1,H1135TS390_1,H1135TS390_2,H1135TS390_3,H1135TS390_4,H1135TS390_5,H1135TS398_1,H1135TS399_1,H1135TS399_2,H1135TS399_3,H1135TS399_4,H1135TS399_5,H1135TS423_1,H1135TS423_2,H1135TS423_3,H1135TS423_4,H1135TS423_5,H1135TS433_1,H1135TS433_2,H1135TS433_3,H1135TS433_5,H1135TS434_1,H1135TS434_2,H1135TS434_3,H1135TS434_4,H1135TS434_5,H1135TS439_1,H1135TS439_2,H1135TS439_3,H1135TS439_4,H1135TS439_5,H1135TS441_1,H1135TS441_2,H1135TS441_3,H1135TS441_5,H1135TS444_1,H1135TS444_2,H1135TS444_3,H1135TS444_4,H1135TS444_5,H1135TS446_1,H1135TS446_2,H1135TS446_3,H1135TS446_4,H1135TS446_5,H1135TS456_1,H1135TS456_2,H1135TS456_3,H1135TS456_4,H1135TS456_5,H1135TS461_1,H1135TS461_2,H1135TS461_3,H1135TS461_4,H1135TS461_5,H1135TS462_1,H1135TS462_2,H1135TS462_3,H1135TS462_4,H1135TS462_5,H1135TS472_1,H1135TS477_1,H1135TS493_1,H1135TS493_2,H1135TS493_3,H1135TS493_4,H1135TS493_5,H1135TS494_1,H1135TS494_2,H1135TS494_3,H1135TS494_4,H1135TS494_5
0,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
3,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
4,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
