,model,tmscore
0,H1144TS360_3,0.69407
1,H1144TS133_4,0.63838
2,H1144TS097_5,0.76232
3,H1144TS188_2,0.70043
4,H1144TS225_4,0.79586
5,H1144TS288_3,0.71609
6,H1144TS433_5,0.61579
7,H1144TS494_5,0.67715
8,H1144TS185_4,0.61562
9,H1144TS257_1,0.66227
10,H1144TS399_4,0.61836
11,H1144TS368_1,0.61835
12,H1144TS185_5,0.61039
13,H1144TS011_2,0.61832
14,H1144TS239_2,0.69269
15,H1144TS227_5,0.61852
16,H1144TS248_2,0.61498
17,H1144TS423_3,0.69589
18,H1144TS399_3,0.61898
19,H1144TS314_2,0.69703
20,H1144TS234_2,0.70032
21,H1144TS257_2,0.66159
22,H1144TS278_1,0.70218
23,H1144TS003_1,0.696
24,H1144TS399_2,0.6861
25,H1144TS003_4,0.61848
26,H1144TS131_1,0.90448
27,H1144TS333_2,0.61697
28,H1144TS225_1,0.7599
29,H1144TS037_1,0.9891
30,H1144TS169_2,0.61865
31,H1144TS441_2,0.61554
32,H1144TS493_1,0.60759
33,H1144TS239_1,0.98344
34,H1144TS385_1,0.61853
35,H1144TS248_5,0.61856
36,H1144TS447_3,0.6842
37,H1144TS434_1,0.70142
38,H1144TS187_2,0.69423
39,H1144TS150_3,0.69789
40,H1144TS091_3,0.61445
41,H1144TS086_5,0.6184
42,H1144TS067_1,0.60311
43,H1144TS257_5,0.66349
44,H1144TS035_4,0.70396
45,H1144TS187_3,0.69589
46,H1144TS037_4,0.76034
47,H1144TS158_2,0.69792
48,H1144TS187_4,0.60789
49,H1144TS185_1,0.61736
50,H1144TS390_5,0.69898
51,H1144TS158_3,0.6184
52,H1144TS447_4,0.69754
53,H1144TS234_5,0.68523
54,H1144TS434_3,0.69419
55,H1144TS119_1,0.90448
56,H1144TS360_2,0.69191
57,H1144TS368_3,0.61666
58,H1144TS447_1,0.68645
59,H1144TS374_4,0.69514
60,H1144TS446_2,0.69202
61,H1144TS320_3,0.69789
62,H1144TS320_1,0.69657
63,H1144TS185_2,0.61009
64,H1144TS098_4,0.69176
65,H1144TS399_5,0.70935
66,H1144TS444_2,0.89758
67,H1144TS444_1,0.69484
68,H1144TS205_3,0.6041
69,H1144TS147_2,0.60026
70,H1144TS333_1,0.61835
71,H1144TS447_5,0.69853
72,H1144TS131_5,0.89563
73,H1144TS091_4,0.68854
74,H1144TS187_5,0.61821
75,H1144TS367_4,0.69792
76,H1144TS054_4,0.61836
77,H1144TS348_3,0.66341
78,H1144TS147_3,0.60056
79,H1144TS439_5,0.69609
80,H1144TS433_3,0.61601
81,H1144TS071_4,0.67728
82,H1144TS494_4,0.67672
83,H1144TS398_5,0.69354
84,H1144TS131_3,0.8817
85,H1144TS350_2,0.61787
86,H1144TS086_1,0.69792
87,H1144TS397_5,0.61848
88,H1144TS097_3,0.90541
89,H1144TS494_2,0.60755
90,H1144TS073_4,0.73021
91,H1144TS439_3,0.69332
92,H1144TS091_5,0.70286
93,H1144TS086_2,0.61908
94,H1144TS397_2,0.6117
95,H1144TS494_1,0.60783
96,H1144TS054_3,0.61898
97,H1144TS125_5,0.70935
98,H1144TS444_3,0.61592
99,H1144TS147_1,0.59818
100,H1144TS423_4,0.60789
101,H1144TS073_5,0.77542
102,H1144TS477_1,0.68477
103,H1144TS333_3,0.61666
104,H1144TS493_3,0.60408
105,H1144TS367_1,0.69232
106,H1144TS188_4,0.69176
107,H1144TS215_4,0.60781
108,H1144TS288_1,0.69536
109,H1144TS350_5,0.618
110,H1144TS098_1,0.69544
111,H1144TS188_3,0.61865
112,H1144TS314_4,0.60341
113,H1144TS097_4,0.93689
114,H1144TS374_3,0.6891
115,H1144TS239_4,0.69646
116,H1144TS367_2,0.68557
117,H1144TS215_1,0.6114
118,H1144TS350_3,0.61059
119,H1144TS037_5,0.7115
120,H1144TS011_1,0.70142
121,H1144TS348_1,0.69298
122,H1144TS073_1,0.67091
123,H1144TS052_1,0.48468
124,H1144TS086_4,0.696
125,H1144TS439_4,0.69245
126,H1144TS312_2,0.62987
127,H1144TS493_2,0.59908
128,H1144TS461_2,0.69202
129,H1144TS227_2,0.61819
130,H1144TS150_4,0.62624
131,H1144TS446_3,0.69525
132,H1144TS360_4,0.69254
133,H1144TS234_4,0.68666
134,H1144TS461_1,0.69438
135,H1144TS494_3,0.61007
136,H1144TS239_3,0.69356
137,H1144TS398_4,0.61862
138,H1144TS439_2,0.69358
139,H1144TS169_5,0.62608
140,H1144TS399_1,0.61746
141,H1144TS035_3,0.60654
142,H1144TS257_4,0.65915
143,H1144TS227_4,0.63838
144,H1144TS398_2,0.61857
145,H1144TS446_4,0.68422
146,H1144TS350_1,0.69756
147,H1144TS298_1,0.6945
148,H1144TS444_4,0.76825
149,H1144TS133_2,0.61819
150,H1144TS248_4,0.70396
151,H1144TS158_1,0.696
152,H1144TS165_1,0.61561
153,H1144TS125_3,0.61898
154,H1144TS493_5,0.58458
155,H1144TS390_4,0.61853
156,H1144TS367_5,0.61908
157,H1144TS011_5,0.62444
158,H1144TS169_1,0.69176
159,H1144TS098_3,0.61865
160,H1144TS423_1,0.69376
161,H1144TS119_2,0.61827
162,H1144TS397_1,0.61048
163,H1144TS091_1,0.76627
164,H1144TS035_1,0.67679
165,H1144TS125_2,0.6861
166,H1144TS165_3,0.61853
167,H1144TS320_4,0.61853
168,H1144TS073_3,0.67035
169,H1144TS493_4,0.60463
170,H1144TS125_1,0.61746
171,H1144TS150_5,0.73814
172,H1144TS374_5,0.61836
173,H1144TS367_3,0.70111
174,H1144TS073_2,0.59325
175,H1144TS298_2,0.69191
176,H1144TS441_3,0.61601
177,H1144TS314_1,0.60116
178,H1144TS298_5,0.61815
179,H1144TS234_1,0.68206
180,H1144TS278_5,0.98143
181,H1144TS215_3,0.61072
182,H1144TS320_5,0.69898
183,H1144TS071_3,0.67256
184,H1144TS097_2,0.8932
185,H1144TS397_3,0.61048
186,H1144TS390_3,0.69789
187,H1144TS368_2,0.61697
188,H1144TS205_1,0.67327
189,H1144TS119_3,0.9158
190,H1144TS180_2,0.69712
191,H1144TS278_2,0.79255
192,H1144TS433_2,0.61554
193,H1144TS054_5,0.70935
194,H1144TS098_2,0.70043
195,H1144TS423_5,0.61821
196,H1144TS312_4,0.61832
197,H1144TS434_5,0.62444
198,H1144TS434_4,0.61863
199,H1144TS180_3,0.69758
200,H1144TS441_1,0.61091
201,H1144TS205_4,0.60578
202,H1144TS071_1,0.67615
203,H1144TS165_4,0.6164
204,H1144TS288_4,0.89278
205,H1144TS314_3,0.60403
206,H1144TS333_5,0.60768
207,H1144TS245_1,0.61853
208,H1144TS071_2,0.67508
209,H1144TS239_5,0.69358
210,H1144TS423_2,0.69423
211,H1144TS397_4,0.61681
212,H1144TS147_5,0.60466
213,H1144TS011_3,0.69419
214,H1144TS278_4,0.7816
215,H1144TS315_1,0.48468
216,H1144TS446_1,0.69438
217,H1144TS092_1,0.69008
218,H1144TS234_3,0.68129
219,H1144TS320_2,0.61862
220,H1144TS314_5,0.60493
221,H1144TS035_2,0.61498
222,H1144TS447_2,0.71725
223,H1144TS390_2,0.61862
224,H1144TS098_5,0.71768
225,H1144TS185_3,0.61687
226,H1144TS158_5,0.69358
227,H1144TS054_1,0.61746
228,H1144TS003_3,0.6184
229,H1144TS225_5,0.76161
230,H1144TS390_1,0.69657
231,H1144TS248_3,0.60654
232,H1144TS180_1,0.61547
233,H1144TS225_3,0.61749
234,H1144TS071_5,0.61132
235,H1144TS444_5,0.61556
236,H1144TS461_5,0.68673
237,H1144TS125_4,0.61836
238,H1144TS158_4,0.694
239,H1144TS165_5,0.61859
240,H1144TS439_1,0.98297
241,H1144TS441_4,0.61542
242,H1144TS205_5,0.60391
243,H1144TS368_5,0.60768
244,H1144TS131_4,0.6984
245,H1144TS398_3,0.61862
246,H1144TS180_4,0.6935
247,H1144TS257_3,0.66242
248,H1144TS288_2,0.61879
249,H1144TS312_1,0.69606
250,H1144TS348_5,0.6902
251,H1144TS205_2,0.59725
252,H1144TS119_4,0.61827
253,H1144TS350_4,0.61824
254,H1144TS169_4,0.61845
255,H1144TS441_5,0.61579
256,H1144TS462_1,0.69562
257,H1144TS003_5,0.694
258,H1144TS312_5,0.70304
259,H1144TS188_5,0.71768
260,H1144TS288_5,0.79742
261,H1144TS446_5,0.68673
262,H1144TS374_2,0.98881
263,H1144TS011_4,0.61863
264,H1144TS150_1,0.69657
265,H1144TS035_5,0.61856
266,H1144TS169_3,0.61801
267,H1144TS215_2,0.61094
268,H1144TS368_4,0.61446
269,H1144TS131_2,0.9158
270,H1144TS165_2,0.61835
271,H1144TS003_2,0.69792
272,H1144TS433_4,0.61542
273,H1144TS461_4,0.68422
274,H1144TS433_1,0.61091
275,H1144TS187_1,0.69376
276,H1144TS348_4,0.61757
277,H1144TS462_3,0.69902
278,H1144TS298_4,0.61816
279,H1144TS225_2,0.98961
280,H1144TS461_3,0.69525
281,H1144TS462_2,0.69534
282,H1144TS360_1,0.6945
283,H1144TS462_5,0.69444
284,H1144TS067_2,0.58748
285,H1144TS150_2,0.61862
286,H1144TS180_5,0.61522
287,H1144TS188_1,0.69544
288,H1144TS133_3,0.68731
289,H1144TS227_1,0.69629
290,H1144TS434_2,0.61832
291,H1144TS360_5,0.69657
292,H1144TS462_4,0.69267
293,H1144TS215_5,0.60819
294,H1144TS086_3,0.61848
295,H1144TS054_2,0.6861
296,H1144TS333_4,0.61446
297,H1144TS348_2,0.69909
298,H1144TS133_1,0.69629
299,H1144TS374_1,0.98796
300,H1144TS248_1,0.67679
301,H1144TS398_1,0.61857
302,H1144TS227_3,0.68731
303,H1144TS147_4,0.59966
304,H1144TS312_3,0.69903
305,H1144TS119_5,0.61796
306,H1144TS133_5,0.61852
307,H1144TS278_3,0.73747
308,H1144TS298_3,0.69407
309,H1144TS037_2,0.68846
310,H1144TS091_2,0.86568
311,H1144TS037_3,0.61821
312,H1144TS097_1,0.70824
