,H1111TS003_1,H1111TS003_2,H1111TS003_3,H1111TS003_4,H1111TS003_5,H1111TS035_1,H1111TS035_2,H1111TS035_3,H1111TS035_4,H1111TS035_5,H1111TS037_1,H1111TS037_2,H1111TS037_3,H1111TS037_4,H1111TS037_5,H1111TS054_1,H1111TS054_2,H1111TS054_3,H1111TS054_4,H1111TS054_5,H1111TS086_1,H1111TS086_2,H1111TS086_3,H1111TS086_4,H1111TS086_5,H1111TS091_1,H1111TS091_2,H1111TS091_3,H1111TS091_4,H1111TS091_5,H1111TS092_1,H1111TS097_2,H1111TS097_3,H1111TS097_4,H1111TS097_5,H1111TS098_1,H1111TS098_2,H1111TS098_3,H1111TS098_4,H1111TS098_5,H1111TS119_1,H1111TS119_2,H1111TS119_3,H1111TS119_4,H1111TS119_5,H1111TS125_1,H1111TS125_2,H1111TS125_3,H1111TS125_4,H1111TS125_5,H1111TS147_1,H1111TS147_2,H1111TS147_3,H1111TS150_1,H1111TS150_2,H1111TS150_3,H1111TS150_4,H1111TS150_5,H1111TS158_1,H1111TS158_2,H1111TS158_3,H1111TS158_4,H1111TS158_5,H1111TS165_1,H1111TS169_1,H1111TS169_2,H1111TS169_3,H1111TS169_4,H1111TS169_5,H1111TS180_1,H1111TS180_2,H1111TS180_3,H1111TS180_4,H1111TS180_5,H1111TS185_1,H1111TS185_2,H1111TS185_3,H1111TS185_4,H1111TS185_5,H1111TS187_1,H1111TS187_2,H1111TS187_3,H1111TS187_4,H1111TS187_5,H1111TS188_1,H1111TS188_2,H1111TS188_3,H1111TS188_4,H1111TS188_5,H1111TS225_1,H1111TS225_2,H1111TS227_1,H1111TS227_2,H1111TS227_3,H1111TS227_4,H1111TS227_5,H1111TS234_1,H1111TS234_2,H1111TS234_3,H1111TS234_4,H1111TS234_5,H1111TS239_1,H1111TS239_2,H1111TS239_3,H1111TS239_4,H1111TS239_5,H1111TS245_1,H1111TS245_2,H1111TS245_3,H1111TS245_4,H1111TS245_5,H1111TS248_1,H1111TS248_2,H1111TS248_3,H1111TS248_4,H1111TS248_5,H1111TS257_1,H1111TS278_2,H1111TS278_3,H1111TS278_4,H1111TS278_5,H1111TS288_1,H1111TS288_2,H1111TS288_3,H1111TS288_4,H1111TS288_5,H1111TS298_1,H1111TS298_2,H1111TS298_3,H1111TS298_4,H1111TS298_5,H1111TS320_1,H1111TS320_2,H1111TS320_3,H1111TS320_4,H1111TS320_5,H1111TS333_1,H1111TS333_2,H1111TS333_3,H1111TS333_4,H1111TS333_5,H1111TS348_1,H1111TS348_3,H1111TS348_5,H1111TS360_1,H1111TS360_2,H1111TS360_3,H1111TS360_4,H1111TS360_5,H1111TS367_1,H1111TS367_2,H1111TS367_3,H1111TS367_4,H1111TS367_5,H1111TS368_1,H1111TS368_2,H1111TS368_3,H1111TS368_4,H1111TS368_5,H1111TS374_1,H1111TS374_2,H1111TS374_3,H1111TS374_4,H1111TS374_5,H1111TS385_1,H1111TS385_2,H1111TS385_3,H1111TS385_4,H1111TS385_5,H1111TS390_1,H1111TS390_2,H1111TS390_3,H1111TS390_4,H1111TS390_5,H1111TS397_1,H1111TS397_2,H1111TS397_3,H1111TS397_4,H1111TS397_5,H1111TS399_1,H1111TS399_2,H1111TS399_3,H1111TS399_4,H1111TS399_5,H1111TS423_1,H1111TS423_2,H1111TS423_3,H1111TS423_4,H1111TS433_1,H1111TS433_2,H1111TS433_3,H1111TS433_4,H1111TS433_5,H1111TS434_1,H1111TS434_2,H1111TS439_1,H1111TS439_2,H1111TS439_3,H1111TS439_4,H1111TS439_5,H1111TS441_1,H1111TS441_2,H1111TS441_3,H1111TS441_4,H1111TS441_5,H1111TS444_1,H1111TS444_2,H1111TS444_3,H1111TS444_4,H1111TS444_5,H1111TS446_1,H1111TS446_2,H1111TS446_3,H1111TS446_4,H1111TS446_5,H1111TS461_1,H1111TS461_2,H1111TS461_3,H1111TS461_4,H1111TS461_5,H1111TS462_1,H1111TS462_2,H1111TS462_3,H1111TS462_4,H1111TS462_5,H1111TS494_1,H1111TS494_2,H1111TS494_3,H1111TS494_4
0,1.0,0.995,0.99448,0.99502,0.99596,0.75996,0.72579,0.80319,0.75971,0.74623,0.06829,0.07165,0.07492,0.06863,0.07307,0.09795,0.16513,0.16155,0.19888,0.15877,0.99463,0.9949,0.99485,0.99541,0.99513,0.68174,0.67534,0.69933,0.64171,0.65502,0.08854,0.06779,0.06733,0.06875,0.06864,0.16493,0.32126,0.31234,0.16493,0.32126,0.77557,0.77622,0.77712,0.77629,0.77583,0.09795,0.16513,0.16155,0.19888,0.15877,0.81536,0.81302,0.81301,0.22621,0.21236,0.21605,0.15059,0.20124,0.76202,0.7653,0.76702,0.76219,0.76079,0.61209,0.03319,0.0377,0.03823,0.03009,0.03206,0.57926,0.06821,0.07118,0.06976,0.06972,0.38181,0.23354,0.43374,0.38333,0.48606,0.05194,0.06513,0.05206,0.0733,0.07659,0.32126,0.16493,0.31234,0.31234,0.32145,0.54422,0.53813,0.07753,0.07247,0.07018,0.07141,0.07902,0.35847,0.3414,0.4391,0.33341,0.35028,0.5433,0.54343,0.54412,0.54546,0.55418,0.07048,0.06985,0.07066,0.06993,0.07031,0.72542,0.76016,0.73731,0.76268,0.74479,0.61182,0.77625,0.77105,0.77105,0.77105,0.54985,0.54964,0.54649,0.54915,0.55109,0.32145,0.25335,0.27924,0.12551,0.44502,0.5598,0.55838,0.55754,0.55855,0.55854,0.07319,0.07717,0.08011,0.0767,0.07258,0.67395,0.57849,0.66861,0.32145,0.25335,0.27924,0.12551,0.44502,0.99513,0.99647,0.99541,0.99402,0.9939,0.07319,0.07717,0.08011,0.0767,0.07258,0.85898,0.8797,0.86459,0.85649,0.87794,0.07048,0.06985,0.07066,0.06993,0.07031,0.06798,0.07197,0.06662,0.07264,0.06665,0.77088,0.77448,0.77015,0.77154,0.76599,0.09795,0.16513,0.16155,0.19888,0.15877,0.21669,0.213,0.28192,0.55905,0.04948,0.05753,0.06106,0.05386,0.05253,0.53822,0.5442,0.67295,0.66756,0.66005,0.67593,0.66964,0.04948,0.05753,0.06106,0.05386,0.05253,0.70019,0.66576,0.69675,0.6655,0.69152,0.06477,0.06451,0.07065,0.06429,0.07162,0.57022,0.06451,0.07065,0.06429,0.07162,0.06929,0.06821,0.07118,0.06976,0.06972,0.59543,0.5964,0.66046,0.72544
1,0.995,1.0,0.99358,0.99547,0.99404,0.76075,0.72699,0.79716,0.76172,0.74662,0.06882,0.07186,0.075,0.06931,0.0733,0.0911,0.29703,0.16218,0.20551,0.15928,0.99332,0.99453,0.99425,0.99416,0.99711,0.67854,0.67197,0.6962,0.63904,0.65156,0.08848,0.06794,0.0672,0.06806,0.06889,0.1609,0.32123,0.27999,0.1609,0.32123,0.77653,0.77715,0.77691,0.77677,0.77792,0.0911,0.29703,0.16218,0.20551,0.15928,0.81184,0.81083,0.81084,0.22487,0.21405,0.21792,0.15309,0.19884,0.76052,0.76713,0.76635,0.7613,0.75962,0.619,0.03648,0.03957,0.04054,0.04069,0.03186,0.57703,0.06809,0.07083,0.07005,0.06979,0.38167,0.23268,0.43187,0.38366,0.48425,0.05258,0.06497,0.05194,0.07373,0.07778,0.32123,0.1609,0.27999,0.27999,0.32029,0.54182,0.53647,0.07638,0.0724,0.07039,0.0705,0.07893,0.35214,0.44813,0.43833,0.43855,0.34953,0.54083,0.54116,0.5417,0.54307,0.55167,0.07071,0.07034,0.07078,0.07031,0.07036,0.72641,0.76068,0.73742,0.76135,0.74678,0.61211,0.77524,0.76954,0.76954,0.76954,0.54761,0.54744,0.54418,0.54707,0.5489,0.32029,0.25185,0.27705,0.14784,0.44737,0.55767,0.55623,0.55518,0.55605,0.55573,0.07342,0.07214,0.0799,0.07722,0.07164,0.6679,0.5754,0.664,0.32029,0.25185,0.27705,0.14784,0.44737,0.99711,0.99435,0.99416,0.9933,0.99504,0.07342,0.07214,0.0799,0.07722,0.07164,0.86163,0.88246,0.86614,0.86007,0.88016,0.07071,0.07034,0.07078,0.07031,0.07036,0.06844,0.07199,0.06587,0.07275,0.06664,0.76879,0.77222,0.76907,0.76979,0.76403,0.0911,0.29703,0.16218,0.20551,0.15928,0.21511,0.20245,0.2768,0.5669,0.04859,0.05792,0.06143,0.05427,0.05257,0.53633,0.54182,0.66924,0.66106,0.65274,0.66999,0.66516,0.04859,0.05792,0.06143,0.05427,0.05257,0.69792,0.66164,0.69072,0.66152,0.68849,0.06478,0.06451,0.07057,0.06437,0.0719,0.57025,0.06451,0.07057,0.06437,0.0719,0.0689,0.06809,0.07083,0.07005,0.06979,0.59154,0.58947,0.65936,0.72797
2,0.99448,0.99358,1.0,0.99501,0.99526,0.76074,0.72445,0.8007,0.76244,0.74843,0.06831,0.0713,0.07437,0.06838,0.07265,0.09661,0.29924,0.15547,0.20322,0.15703,0.995,0.99536,0.99565,0.99606,0.9925,0.68482,0.67225,0.70365,0.64643,0.65992,0.08844,0.06783,0.06725,0.06869,0.06814,0.16545,0.3192,0.28496,0.16545,0.3192,0.77899,0.7787,0.77906,0.77935,0.77867,0.09661,0.29924,0.15547,0.20322,0.15703,0.81193,0.81066,0.81066,0.22569,0.214,0.22068,0.15585,0.18796,0.75975,0.76422,0.77129,0.75849,0.7648,0.6154,0.03638,0.03726,0.03273,0.03286,0.03313,0.58037,0.06818,0.07114,0.06785,0.06942,0.38161,0.23456,0.43435,0.38318,0.48514,0.05186,0.0652,0.05204,0.07396,0.07759,0.3192,0.16545,0.28496,0.28496,0.31954,0.54576,0.54018,0.07736,0.07317,0.07109,0.07131,0.0789,0.36183,0.44846,0.33471,0.3348,0.34875,0.54501,0.54517,0.54585,0.54717,0.55572,0.0701,0.0696,0.07032,0.0695,0.06971,0.72464,0.76061,0.73848,0.76286,0.74387,0.61406,0.77739,0.77256,0.77256,0.77256,0.55145,0.55134,0.54824,0.55087,0.55258,0.31954,0.25844,0.27848,0.14963,0.4551,0.55796,0.55592,0.55481,0.55536,0.55645,0.07283,0.07285,0.07955,0.07621,0.07272,0.6719,0.57969,0.66644,0.31954,0.25844,0.27848,0.14963,0.4551,0.9925,0.99434,0.99606,0.99441,0.99389,0.07283,0.07285,0.07955,0.07621,0.07272,0.85979,0.88253,0.86714,0.85766,0.88058,0.0701,0.0696,0.07032,0.0695,0.06971,0.06946,0.07227,0.06687,0.07189,0.06676,0.77031,0.77511,0.77311,0.77306,0.76916,0.09661,0.29924,0.15547,0.20322,0.15703,0.21616,0.21132,0.17353,0.55668,0.04963,0.05841,0.06284,0.05467,0.052,0.54002,0.54575,0.67214,0.66664,0.65726,0.67353,0.66984,0.04963,0.05841,0.06284,0.05467,0.052,0.70397,0.66351,0.69681,0.66335,0.6926,0.06483,0.06451,0.07028,0.06437,0.07007,0.5706,0.06451,0.07028,0.06437,0.07007,0.06911,0.06818,0.07114,0.06785,0.06942,0.59808,0.59995,0.66439,0.72877
3,0.99502,0.99547,0.99501,1.0,0.9952,0.75864,0.7231,0.80149,0.75822,0.7461,0.06817,0.07182,0.07459,0.06893,0.07317,0.09032,0.29852,0.16582,0.20219,0.15692,0.99442,0.99572,0.99548,0.99658,0.99419,0.67986,0.67421,0.68498,0.64055,0.65432,0.08857,0.06776,0.06712,0.06806,0.06895,0.32891,0.32213,0.27431,0.32891,0.32213,0.77568,0.77472,0.77644,0.77709,0.77592,0.09032,0.29852,0.16582,0.20219,0.15692,0.81433,0.81169,0.81164,0.22642,0.21286,0.21766,0.15969,0.2047,0.76228,0.76186,0.76778,0.75983,0.76069,0.61984,0.03606,0.03766,0.03551,0.03639,0.03363,0.57775,0.06817,0.07104,0.06762,0.06903,0.38132,0.23291,0.43267,0.38387,0.48475,0.0519,0.06537,0.05191,0.07335,0.07676,0.32213,0.32891,0.27431,0.27431,0.32037,0.54293,0.53742,0.07503,0.07277,0.07027,0.07129,0.0789,0.3592,0.33519,0.32865,0.43822,0.35114,0.54212,0.54249,0.54314,0.54436,0.55308,0.07032,0.06991,0.0704,0.07013,0.07018,0.72253,0.75762,0.73517,0.75828,0.74393,0.61136,0.77445,0.76945,0.76945,0.76945,0.54936,0.54896,0.54548,0.54852,0.55025,0.32037,0.26148,0.28376,0.15654,0.44947,0.55458,0.55351,0.55288,0.55359,0.55366,0.07309,0.07239,0.07937,0.07739,0.07144,0.67334,0.5773,0.66677,0.32037,0.26148,0.28376,0.15654,0.44947,0.99419,0.99479,0.99658,0.9944,0.99537,0.07309,0.07239,0.07937,0.07739,0.07144,0.85768,0.87997,0.86504,0.85532,0.87813,0.07032,0.06991,0.0704,0.07013,0.07018,0.06823,0.07251,0.06668,0.07198,0.06655,0.76967,0.7737,0.76958,0.77059,0.76469,0.09032,0.29852,0.16582,0.20219,0.15692,0.21292,0.20056,0.26818,0.55859,0.04937,0.0577,0.06204,0.05408,0.05254,0.53741,0.54293,0.67268,0.66775,0.6586,0.67469,0.6698,0.04937,0.0577,0.06204,0.05408,0.05254,0.70078,0.66544,0.6954,0.6644,0.691,0.06458,0.06424,0.06986,0.06409,0.07154,0.56903,0.06424,0.06986,0.06409,0.07154,0.06901,0.06817,0.07104,0.06762,0.06903,0.59354,0.59559,0.6608,0.72616
4,0.99596,0.99404,0.99526,0.9952,1.0,0.76453,0.72511,0.80027,0.76274,0.74825,0.06834,0.07157,0.07396,0.06839,0.07316,0.09059,0.15891,0.16484,0.20291,0.15651,0.99584,0.9968,0.99609,0.99561,0.99365,0.68129,0.67349,0.69758,0.64092,0.6559,0.08848,0.06787,0.067,0.06881,0.06864,0.16286,0.31985,0.31004,0.16286,0.31985,0.78233,0.78294,0.78265,0.77999,0.78033,0.09059,0.15891,0.16484,0.20291,0.15651,0.81502,0.81296,0.8131,0.22594,0.2143,0.21986,0.15704,0.19163,0.76807,0.76675,0.7662,0.76188,0.76655,0.61365,0.03234,0.03689,0.03296,0.03323,0.0338,0.58223,0.0682,0.07101,0.06903,0.06939,0.38096,0.23516,0.43343,0.38397,0.48677,0.05192,0.06505,0.05205,0.0736,0.0772,0.31985,0.16286,0.31004,0.31004,0.32202,0.54595,0.54019,0.07689,0.07242,0.07014,0.07056,0.07872,0.35262,0.33272,0.43163,0.43914,0.35075,0.54519,0.54545,0.54609,0.54734,0.55607,0.06969,0.06959,0.07042,0.0697,0.0694,0.72456,0.76133,0.73717,0.76259,0.74533,0.61692,0.78097,0.77442,0.77442,0.77442,0.5516,0.55153,0.54843,0.55103,0.55281,0.32202,0.25419,0.28192,0.14757,0.45215,0.56234,0.56117,0.56033,0.56122,0.56191,0.07309,0.07146,0.07994,0.07707,0.07175,0.67296,0.5798,0.66937,0.32202,0.25419,0.28192,0.14757,0.45215,0.99365,0.99488,0.99561,0.99575,0.99536,0.07309,0.07146,0.07994,0.07707,0.07175,0.86296,0.88522,0.87038,0.86074,0.88322,0.06969,0.06959,0.07042,0.0697,0.0694,0.06868,0.07201,0.06667,0.07195,0.06718,0.77658,0.78004,0.77677,0.77787,0.77063,0.09059,0.15891,0.16484,0.20291,0.15651,0.21676,0.1708,0.27469,0.55833,0.0493,0.0581,0.06231,0.05381,0.05211,0.54036,0.54595,0.67466,0.66926,0.66065,0.67643,0.67083,0.0493,0.0581,0.06231,0.05381,0.05211,0.69945,0.66419,0.69634,0.66492,0.69106,0.06478,0.06451,0.07075,0.06437,0.07098,0.56871,0.06451,0.07075,0.06437,0.07098,0.06888,0.0682,0.07101,0.06903,0.06939,0.59722,0.60007,0.66581,0.73205
5,0.75991,0.76071,0.76076,0.75864,0.76447,1.0,0.97125,0.71163,0.99276,0.93137,0.06681,0.0675,0.06951,0.06701,0.06842,0.11334,0.29128,0.21498,0.19409,0.15732,0.7627,0.75673,0.76386,0.75558,0.75474,0.72379,0.7251,0.72494,0.71158,0.72861,0.07867,0.06635,0.06669,0.06703,0.07043,0.31164,0.29769,0.28584,0.31164,0.29769,0.66554,0.66211,0.66167,0.66066,0.6603,0.11334,0.29128,0.21498,0.19409,0.15732,0.66104,0.66077,0.65615,0.21763,0.20107,0.21558,0.15751,0.17899,0.70001,0.70048,0.70449,0.69479,0.69735,0.6128,0.03495,0.03827,0.03797,0.04051,0.03544,0.55834,0.06505,0.0653,0.06501,0.06513,0.3831,0.25123,0.45389,0.37688,0.44144,0.0493,0.06489,0.0497,0.0731,0.06859,0.29769,0.31164,0.28584,0.28584,0.29779,0.53684,0.53168,0.06581,0.06506,0.06766,0.06567,0.0682,0.34589,0.34748,0.34669,0.34173,0.34222,0.53429,0.53172,0.53347,0.54692,0.54743,0.066,0.06821,0.06741,0.06754,0.06801,0.97146,0.99993,0.90855,0.99277,0.93166,0.78184,0.6849,0.6695,0.6695,0.6695,0.56995,0.54892,0.54423,0.55386,0.56141,0.29779,0.18636,0.22933,0.16318,0.17861,0.55166,0.54245,0.5427,0.55324,0.54703,0.06984,0.0705,0.0721,0.06633,0.0665,0.59472,0.56507,0.66144,0.29779,0.18636,0.22933,0.16318,0.17861,0.75474,0.76258,0.75558,0.76118,0.76365,0.06984,0.0705,0.0721,0.06633,0.0665,0.85105,0.85243,0.84099,0.85197,0.85304,0.066,0.06821,0.06741,0.06754,0.06801,0.06695,0.0663,0.06487,0.06828,0.06481,0.65243,0.65373,0.64943,0.65261,0.64856,0.11334,0.29128,0.21498,0.19409,0.15732,0.22221,0.14477,0.28016,0.6367,0.04506,0.05258,0.04883,0.04705,0.0484,0.53188,0.53686,0.57737,0.56431,0.55913,0.57429,0.56149,0.04506,0.05258,0.04883,0.04705,0.0484,0.66097,0.58767,0.66172,0.58648,0.66692,0.06425,0.06413,0.06458,0.06399,0.06527,0.53316,0.06413,0.06458,0.06399,0.06527,0.06509,0.06505,0.0653,0.06501,0.06513,0.59584,0.60051,0.77537,0.4768
6,0.72559,0.72608,0.72454,0.72346,0.72515,0.97125,1.0,0.70151,0.96679,0.95851,0.06704,0.06745,0.06975,0.06713,0.06804,0.11044,0.30045,0.20013,0.18742,0.15995,0.72501,0.72023,0.7246,0.71926,0.71956,0.71698,0.71942,0.71031,0.70795,0.72357,0.07537,0.06654,0.06677,0.06711,0.07013,0.30389,0.28654,0.27703,0.30389,0.28654,0.60756,0.60799,0.60814,0.60856,0.60725,0.11044,0.30045,0.20013,0.18742,0.15995,0.65365,0.62117,0.63472,0.2252,0.19443,0.21493,0.14042,0.18233,0.66185,0.66412,0.6668,0.65804,0.65959,0.59831,0.03687,0.04572,0.03264,0.0351,0.03774,0.53336,0.06489,0.06519,0.06509,0.06513,0.37965,0.36865,0.4515,0.36745,0.41201,0.05053,0.06479,0.04983,0.07135,0.06809,0.28654,0.30389,0.27703,0.27703,0.28915,0.51254,0.50917,0.06582,0.06421,0.06729,0.06514,0.06771,0.34054,0.33889,0.42149,0.33603,0.34047,0.50998,0.50678,0.50907,0.52298,0.523,0.06634,0.06824,0.06717,0.06747,0.06796,0.99953,0.97093,0.92444,0.96607,0.95799,0.78765,0.63627,0.61794,0.61794,0.61794,0.54571,0.5257,0.5219,0.52991,0.53865,0.28915,0.18283,0.22923,0.16665,0.18199,0.53318,0.52385,0.52374,0.52797,0.52383,0.06835,0.06822,0.07017,0.06591,0.06624,0.57047,0.54275,0.62442,0.28915,0.18283,0.22923,0.16665,0.18199,0.71956,0.7258,0.71926,0.72591,0.72822,0.06835,0.06822,0.07017,0.06591,0.06624,0.7952,0.7979,0.78478,0.79651,0.79885,0.06634,0.06824,0.06717,0.06747,0.06796,0.06663,0.06603,0.06467,0.06692,0.0647,0.61224,0.61054,0.60998,0.61163,0.60775,0.11044,0.30045,0.20013,0.18742,0.15995,0.20878,0.20406,0.27662,0.63122,0.04545,0.05148,0.04924,0.04611,0.05019,0.50931,0.51256,0.54889,0.53903,0.53517,0.54734,0.53683,0.04545,0.05148,0.04924,0.04611,0.05019,0.64672,0.56629,0.64676,0.5649,0.65364,0.06415,0.06422,0.06442,0.06408,0.06508,0.51291,0.06422,0.06442,0.06408,0.06508,0.06492,0.06489,0.06519,0.06509,0.06513,0.5649,0.56534,0.70936,0.43548
7,0.8022,0.79835,0.80235,0.80271,0.79865,0.71206,0.70151,1.0,0.71484,0.76608,0.06982,0.07371,0.07668,0.07182,0.07565,0.1208,0.20773,0.23566,0.2082,0.16824,0.80029,0.79742,0.79702,0.80275,0.79811,0.73955,0.73269,0.75189,0.70659,0.7044,0.06706,0.06844,0.06809,0.06875,0.0703,0.19528,0.20074,0.20341,0.19528,0.20074,0.69417,0.69463,0.69443,0.69572,0.69495,0.1208,0.20773,0.23566,0.2082,0.16824,0.79552,0.79238,0.79188,0.21794,0.2139,0.20983,0.14612,0.18768,0.68453,0.68246,0.68306,0.68016,0.68081,0.64344,0.03806,0.03958,0.0357,0.03989,0.04384,0.60166,0.06855,0.07301,0.06984,0.07046,0.39634,0.30281,0.43941,0.40158,0.50379,0.05968,0.06795,0.05799,0.07692,0.07763,0.20074,0.19528,0.20341,0.20341,0.20071,0.57732,0.57998,0.07741,0.07444,0.0723,0.07117,0.07888,0.37606,0.35473,0.4569,0.46095,0.38202,0.57374,0.57348,0.57331,0.57838,0.58905,0.07235,0.07301,0.072,0.07183,0.07243,0.70077,0.71127,0.74521,0.7139,0.76497,0.63735,0.70145,0.70389,0.70389,0.70389,0.59378,0.5901,0.58538,0.58253,0.58964,0.20071,0.23896,0.23009,0.144,0.38198,0.4935,0.48937,0.4882,0.49523,0.49249,0.07675,0.07662,0.07823,0.07731,0.07449,0.70185,0.62861,0.73494,0.20071,0.23896,0.23009,0.144,0.38198,0.79811,0.79768,0.80275,0.79702,0.79959,0.07675,0.07662,0.07823,0.07731,0.07449,0.75899,0.75205,0.73552,0.75787,0.75177,0.07235,0.07301,0.072,0.07183,0.07243,0.07071,0.07103,0.06913,0.07634,0.06864,0.6854,0.69587,0.69121,0.68851,0.69685,0.1208,0.20773,0.23566,0.2082,0.16824,0.24335,0.22851,0.29808,0.53545,0.05236,0.06177,0.06777,0.05855,0.0533,0.57999,0.57731,0.68079,0.66339,0.65307,0.67873,0.66384,0.05236,0.06177,0.06777,0.05855,0.0533,0.82939,0.72172,0.83106,0.7144,0.82376,0.06695,0.06697,0.073,0.0665,0.07299,0.56432,0.06697,0.073,0.0665,0.07299,0.06961,0.06855,0.07301,0.06984,0.07046,0.61706,0.6171,0.63737,0.6519
8,0.75971,0.76167,0.7625,0.75838,0.7629,0.99276,0.96679,0.71484,1.0,0.93594,0.06661,0.06728,0.0694,0.06666,0.06828,0.10753,0.29333,0.21552,0.19881,0.14233,0.76183,0.7599,0.76378,0.75615,0.75551,0.73411,0.73776,0.73371,0.72148,0.73478,0.07978,0.0663,0.06681,0.06722,0.07012,0.29659,0.28665,0.28481,0.29659,0.28665,0.66281,0.65763,0.66365,0.65939,0.65728,0.10753,0.29333,0.21552,0.19881,0.14233,0.65799,0.65536,0.65365,0.21497,0.20541,0.19648,0.1585,0.17015,0.6955,0.69439,0.70429,0.69199,0.69423,0.61546,0.03826,0.03267,0.03877,0.04331,0.03131,0.56077,0.06513,0.06531,0.06523,0.06535,0.38202,0.25499,0.45296,0.3762,0.44459,0.04897,0.06495,0.04886,0.07395,0.06836,0.28665,0.29659,0.28481,0.28481,0.2874,0.53951,0.5341,0.06512,0.06546,0.06764,0.06585,0.06766,0.3408,0.34239,0.34164,0.34082,0.35141,0.53696,0.53458,0.53594,0.5496,0.54993,0.06638,0.06828,0.06776,0.06725,0.06769,0.96646,0.99241,0.91508,0.99927,0.93543,0.79122,0.68272,0.66808,0.66808,0.66808,0.57302,0.55134,0.5466,0.55658,0.56412,0.2874,0.17934,0.2247,0.16239,0.17799,0.55378,0.55083,0.54973,0.55388,0.54861,0.06984,0.07058,0.07298,0.06692,0.06677,0.59862,0.5701,0.64834,0.2874,0.17934,0.2247,0.16239,0.17799,0.75551,0.76272,0.75615,0.76194,0.76489,0.06984,0.07058,0.07298,0.06692,0.06677,0.84778,0.84982,0.83492,0.84877,0.85036,0.06638,0.06828,0.06776,0.06725,0.06769,0.067,0.06611,0.06512,0.0686,0.06494,0.64498,0.64794,0.64551,0.6449,0.64895,0.10753,0.29333,0.21552,0.19881,0.14233,0.23179,0.18073,0.28054,0.63642,0.04567,0.05228,0.04893,0.04636,0.04857,0.53422,0.53948,0.57624,0.56532,0.5615,0.57583,0.56384,0.04567,0.05228,0.04893,0.04636,0.04857,0.65901,0.58433,0.65946,0.58337,0.66613,0.06437,0.06434,0.06483,0.06404,0.06541,0.5354,0.06434,0.06483,0.06404,0.06541,0.06516,0.06513,0.06531,0.06523,0.06535,0.59703,0.59727,0.76454,0.47608
9,0.74633,0.74627,0.74843,0.74412,0.74825,0.93137,0.95851,0.76608,0.93594,1.0,0.06692,0.06772,0.06974,0.06708,0.06895,0.11738,0.30156,0.21164,0.19767,0.16507,0.74754,0.74122,0.74699,0.74376,0.74145,0.72994,0.73603,0.72612,0.72009,0.72725,0.07759,0.06725,0.06723,0.06815,0.071,0.18318,0.30761,0.28131,0.18318,0.30761,0.51353,0.51476,0.51693,0.51745,0.5143,0.11738,0.30156,0.21164,0.19767,0.16507,0.66752,0.66998,0.67086,0.2238,0.19111,0.21306,0.14821,0.17141,0.67292,0.67503,0.66719,0.66645,0.66811,0.61371,0.03914,0.03595,0.03759,0.03842,0.04294,0.53213,0.0649,0.06512,0.06501,0.06522,0.37355,0.36419,0.44514,0.36138,0.41692,0.05354,0.06487,0.05379,0.07363,0.06903,0.30761,0.18318,0.28131,0.28131,0.30811,0.51202,0.50828,0.06735,0.06468,0.06722,0.0659,0.06964,0.34018,0.33934,0.33468,0.32965,0.34485,0.5091,0.5065,0.50806,0.5222,0.52179,0.06599,0.0686,0.06834,0.0682,0.06865,0.95809,0.93098,0.94133,0.93484,0.99909,0.7553,0.63273,0.61902,0.61902,0.61902,0.54488,0.52466,0.52087,0.52875,0.53718,0.30811,0.19076,0.19206,0.16379,0.18023,0.52665,0.51835,0.5189,0.52482,0.52129,0.06971,0.07112,0.07305,0.06701,0.06646,0.58997,0.54818,0.64146,0.30811,0.19076,0.19206,0.16379,0.18023,0.74145,0.74516,0.74376,0.74683,0.75082,0.06971,0.07112,0.07305,0.06701,0.06646,0.78415,0.78845,0.77626,0.78509,0.78926,0.06599,0.0686,0.06834,0.0682,0.06865,0.0666,0.06706,0.06539,0.0686,0.0647,0.60979,0.61066,0.60623,0.60903,0.60448,0.11738,0.30156,0.21164,0.19767,0.16507,0.21984,0.18985,0.30183,0.64158,0.04745,0.05238,0.05218,0.04776,0.0509,0.50819,0.51201,0.55882,0.54997,0.54499,0.5577,0.54727,0.04745,0.05238,0.05218,0.04776,0.0509,0.68082,0.58223,0.68211,0.58012,0.69058,0.06468,0.06438,0.0645,0.06416,0.06542,0.50973,0.06438,0.0645,0.06416,0.06542,0.06501,0.0649,0.06512,0.06501,0.06522,0.55678,0.55714,0.67524,0.61131
