,model,interface_size_norm,model_size_norm
0,Elo_0,0.4091710758377425,1.0
1,Elo_1,0.4021164021164021,1.0
2,Elo_2,0.3950617283950617,1.0
3,Elo_3,0.41622574955908287,1.0
4,Elo_4,0.4021164021164021,1.0
5,avg_refine_0,0.37742504409171074,1.0
6,avg_refine_1,0.3880070546737213,1.0
7,avg_refine_2,0.3880070546737213,1.0
8,avg_refine_3,0.4021164021164021,1.0
9,avg_refine_4,0.3880070546737213,1.0
10,default_af_0,0.36331569664902996,1.0
11,default_af_1,0.2892416225749559,1.0
12,default_af_2,0.2927689594356261,1.0
13,default_af_3,0.30687830687830686,1.0
14,default_af_4,0.30335097001763667,1.0
15,default_af_5,0.3350970017636684,1.0
16,default_af_6,0.3386243386243386,1.0
17,default_af_7,0.2962962962962963,1.0
18,default_af_8,0.2962962962962963,1.0
19,default_af_9,0.2821869488536155,1.0
20,default_comp_0,0.4126984126984127,1.0
21,default_comp_1,0.3985890652557319,1.0
22,default_comp_2,0.3844797178130511,1.0
23,default_comp_3,0.3844797178130511,1.0
24,default_comp_4,0.3985890652557319,1.0
25,default_comp_5,0.3985890652557319,1.0
26,default_comp_6,0.3844797178130511,1.0
27,default_comp_7,0.3844797178130511,1.0
28,default_comp_8,0.3950617283950617,1.0
29,default_comp_9,0.3985890652557319,1.0
30,default_mul_newest_0,0.4091710758377425,1.0
31,default_mul_newest_1,0.4056437389770723,1.0
32,default_mul_newest_10,0.3421516754850088,1.0
33,default_mul_newest_11,0.3386243386243386,1.0
34,default_mul_newest_12,0.3315696649029982,1.0
35,default_mul_newest_13,0.31040564373897706,1.0
36,default_mul_newest_14,0.31393298059964725,1.0
37,default_mul_newest_15,0.3315696649029982,1.0
38,default_mul_newest_16,0.3350970017636684,1.0
39,default_mul_newest_17,0.31040564373897706,1.0
40,default_mul_newest_18,0.328042328042328,1.0
41,default_mul_newest_19,0.328042328042328,1.0
42,default_mul_newest_2,0.3985890652557319,1.0
43,default_mul_newest_20,0.31393298059964725,1.0
44,default_mul_newest_21,0.31040564373897706,1.0
45,default_mul_newest_22,0.30335097001763667,1.0
46,default_mul_newest_23,0.2927689594356261,1.0
47,default_mul_newest_24,0.2998236331569665,1.0
48,default_mul_newest_3,0.3880070546737213,1.0
49,default_mul_newest_4,0.3915343915343915,1.0
50,default_mul_newest_5,0.3915343915343915,1.0
51,default_mul_newest_6,0.4056437389770723,1.0
52,default_mul_newest_7,0.41622574955908287,1.0
53,default_mul_newest_8,0.4021164021164021,1.0
54,default_mul_newest_9,0.4021164021164021,1.0
55,default_multimer_0,0.3880070546737213,1.0
56,default_multimer_1,0.3844797178130511,1.0
57,default_multimer_2,0.3844797178130511,1.0
58,default_multimer_3,0.3880070546737213,1.0
59,default_multimer_4,0.4126984126984127,1.0
60,default_multimer_5,0.4056437389770723,1.0
61,default_multimer_6,0.3527336860670194,1.0
62,default_multimer_7,0.3350970017636684,1.0
63,default_multimer_8,0.3527336860670194,1.0
64,default_multimer_9,0.2962962962962963,1.0
65,default_pdb70_0,0.3985890652557319,1.0
66,default_pdb70_1,0.3950617283950617,1.0
67,default_pdb70_2,0.3880070546737213,1.0
68,default_pdb70_3,0.3880070546737213,1.0
69,default_pdb70_4,0.3985890652557319,1.0
70,default_pdb70_5,0.3880070546737213,1.0
71,default_pdb70_6,0.3950617283950617,1.0
72,default_pdb70_7,0.3421516754850088,1.0
73,default_pdb70_8,0.2857142857142857,1.0
74,default_pdb70_9,0.2892416225749559,1.0
75,default_pdb_0,0.3950617283950617,1.0
76,default_pdb_1,0.3950617283950617,1.0
77,default_pdb_2,0.4091710758377425,1.0
78,default_pdb_3,0.4126984126984127,1.0
79,default_pdb_4,0.3880070546737213,1.0
80,default_pdb_5,0.3915343915343915,1.0
81,default_pdb_6,0.4091710758377425,1.0
82,default_pdb_7,0.4021164021164021,1.0
83,default_pdb_8,0.30687830687830686,1.0
84,default_pdb_9,0.30687830687830686,1.0
85,default_struct_0,0.4021164021164021,1.0
86,default_struct_1,0.3915343915343915,1.0
87,default_struct_2,0.3844797178130511,1.0
88,default_struct_3,0.37742504409171074,1.0
89,default_struct_4,0.38095238095238093,1.0
90,default_struct_5,0.3844797178130511,1.0
91,default_struct_6,0.3880070546737213,1.0
92,default_struct_7,0.3844797178130511,1.0
93,default_struct_8,0.3880070546737213,1.0
94,default_struct_9,0.3844797178130511,1.0
95,default_uniclust30_0,0.3985890652557319,1.0
96,default_uniclust30_1,0.3880070546737213,1.0
97,default_uniclust30_2,0.4021164021164021,1.0
98,default_uniclust30_3,0.41622574955908287,1.0
99,default_uniclust30_4,0.4056437389770723,1.0
100,default_uniclust30_5,0.30687830687830686,1.0
101,default_uniclust30_6,0.3350970017636684,1.0
102,default_uniclust30_7,0.32098765432098764,1.0
103,default_uniclust30_8,0.30687830687830686,1.0
104,default_uniclust30_9,0.30687830687830686,1.0
105,default_uniref30_22_0,0.4021164021164021,1.0
106,default_uniref30_22_1,0.4056437389770723,1.0
107,default_uniref30_22_10,0.4091710758377425,1.0
108,default_uniref30_22_11,0.4021164021164021,1.0
109,default_uniref30_22_12,0.32098765432098764,1.0
110,default_uniref30_22_13,0.30335097001763667,1.0
111,default_uniref30_22_14,0.328042328042328,1.0
112,default_uniref30_22_15,0.3350970017636684,1.0
113,default_uniref30_22_16,0.36331569664902996,1.0
114,default_uniref30_22_17,0.32098765432098764,1.0
115,default_uniref30_22_18,0.3386243386243386,1.0
116,default_uniref30_22_19,0.3315696649029982,1.0
117,default_uniref30_22_2,0.4091710758377425,1.0
118,default_uniref30_22_20,0.30687830687830686,1.0
119,default_uniref30_22_21,0.30687830687830686,1.0
120,default_uniref30_22_22,0.30687830687830686,1.0
