,model,interface_size_norm,model_size_norm
0,Elo_0,0.42911877394636017,1.0
1,Elo_1,0.2720306513409962,1.0
2,Elo_2,0.1417624521072797,1.0
3,Elo_3,0.49808429118773945,1.0
4,Elo_4,0.26436781609195403,1.0
5,avg_refine_0,0.20689655172413793,1.0
6,avg_refine_1,0.32567049808429116,1.0
7,avg_refine_2,0.20306513409961685,1.0
8,avg_refine_3,0.20306513409961685,1.0
9,avg_refine_4,0.210727969348659,1.0
10,default_af_0,0.14559386973180077,1.0
11,default_af_1,0.16475095785440613,1.0
12,default_af_2,0.46360153256704983,1.0
13,default_af_3,0.2222222222222222,1.0
14,default_af_4,0.23371647509578544,1.0
15,default_af_5,0.20689655172413793,1.0
16,default_af_6,0.210727969348659,1.0
17,default_af_7,0.1724137931034483,1.0
18,default_af_8,0.1685823754789272,1.0
19,default_af_9,0.17624521072796934,1.0
20,default_comp_0,0.5019157088122606,1.0
21,default_comp_1,0.18773946360153257,1.0
22,default_comp_2,0.6283524904214559,1.0
23,default_comp_3,0.3218390804597701,1.0
24,default_comp_4,0.32567049808429116,1.0
25,default_comp_5,0.32567049808429116,1.0
26,default_comp_6,1.053639846743295,1.0
27,default_comp_7,0.26053639846743293,1.0
28,default_comp_8,0.28735632183908044,1.0
29,default_comp_9,0.2260536398467433,1.0
30,default_img_0,0.6973180076628352,1.0
31,default_img_1,0.17624521072796934,1.0
32,default_img_2,0.23754789272030652,1.0
33,default_img_3,0.29118773946360155,1.0
34,default_img_4,0.17624521072796934,1.0
35,default_img_5,0.15708812260536398,1.0
36,default_img_6,0.3524904214559387,1.0
37,default_img_7,0.13793103448275862,1.0
38,default_img_8,0.22988505747126436,1.0
39,default_img_9,0.12260536398467432,1.0
40,default_mul_newest_0,0.6436781609195402,1.0
41,default_mul_newest_1,0.842911877394636,1.0
42,default_mul_newest_10,0.15708812260536398,1.0
43,default_mul_newest_11,0.19923371647509577,1.0
44,default_mul_newest_12,0.2260536398467433,1.0
45,default_mul_newest_13,0.44061302681992337,1.0
46,default_mul_newest_14,0.17624521072796934,1.0
47,default_mul_newest_15,0.20689655172413793,1.0
48,default_mul_newest_16,0.41379310344827586,1.0
49,default_mul_newest_17,0.41379310344827586,1.0
50,default_mul_newest_18,0.12260536398467432,1.0
51,default_mul_newest_19,0.3333333333333333,1.0
52,default_mul_newest_2,0.19540229885057472,1.0
53,default_mul_newest_20,0.37547892720306514,1.0
54,default_mul_newest_21,0.21839080459770116,1.0
55,default_mul_newest_22,0.1417624521072797,1.0
56,default_mul_newest_23,0.26053639846743293,1.0
57,default_mul_newest_24,0.12260536398467432,1.0
58,default_mul_newest_3,0.18007662835249041,1.0
59,default_mul_newest_4,0.2260536398467433,1.0
60,default_mul_newest_5,0.45977011494252873,1.0
61,default_mul_newest_6,0.2567049808429119,1.0
62,default_mul_newest_7,0.3716475095785441,1.0
63,default_mul_newest_8,0.25287356321839083,1.0
64,default_mul_newest_9,0.3524904214559387,1.0
65,default_multimer_0,0.5325670498084292,1.0
66,default_multimer_1,0.5938697318007663,1.0
67,default_multimer_2,0.49808429118773945,1.0
68,default_multimer_3,0.2681992337164751,1.0
69,default_multimer_4,0.31417624521072796,1.0
70,default_multimer_5,0.2260536398467433,1.0
71,default_multimer_6,0.4061302681992337,1.0
72,default_multimer_7,0.21455938697318008,1.0
73,default_multimer_8,0.17624521072796934,1.0
74,default_multimer_9,0.19157088122605365,1.0
75,default_pdb70_0,0.6666666666666666,1.0
76,default_pdb70_1,0.6283524904214559,1.0
77,default_pdb70_2,0.27586206896551724,1.0
78,default_pdb70_3,0.39846743295019155,1.0
79,default_pdb70_4,0.42528735632183906,1.0
80,default_pdb70_5,0.5210727969348659,1.0
81,default_pdb70_6,0.25287356321839083,1.0
82,default_pdb70_7,0.45977011494252873,1.0
83,default_pdb70_8,0.34099616858237547,1.0
84,default_pdb70_9,0.2720306513409962,1.0
85,default_pdb_0,0.5977011494252874,1.0
86,default_pdb_1,0.44061302681992337,1.0
87,default_pdb_2,0.5977011494252874,1.0
88,default_pdb_3,0.3218390804597701,1.0
89,default_pdb_4,0.30268199233716475,1.0
90,default_pdb_5,0.2796934865900383,1.0
91,default_pdb_6,0.32567049808429116,1.0
92,default_pdb_7,0.32567049808429116,1.0
93,default_pdb_8,0.26436781609195403,1.0
94,default_pdb_9,0.2988505747126437,1.0
95,default_struct_0,0.37547892720306514,1.0
96,default_struct_1,0.3946360153256705,1.0
97,default_struct_2,0.37547892720306514,1.0
98,default_struct_3,0.32950191570881227,1.0
99,default_struct_4,0.3371647509578544,1.0
100,default_struct_5,0.4521072796934866,1.0
101,default_struct_6,0.26053639846743293,1.0
102,default_struct_7,0.25287356321839083,1.0
103,default_struct_8,0.3065134099616858,1.0
104,default_struct_9,0.24521072796934865,1.0
105,default_uniclust30_0,0.19923371647509577,1.0
106,default_uniclust30_1,0.2222222222222222,1.0
107,default_uniclust30_2,0.39846743295019155,1.0
108,default_uniclust30_3,0.28735632183908044,1.0
109,default_uniclust30_4,0.3831417624521073,1.0
110,default_uniclust30_5,0.3333333333333333,1.0
111,default_uniclust30_6,0.16475095785440613,1.0
112,default_uniclust30_7,0.15708812260536398,1.0
113,default_uniclust30_8,0.14942528735632185,1.0
114,default_uniclust30_9,0.15708812260536398,1.0
115,default_uniref30_22_0,0.7586206896551724,1.0
116,default_uniref30_22_1,0.14559386973180077,1.0
117,default_uniref30_22_10,0.21455938697318008,1.0
118,default_uniref30_22_11,0.2413793103448276,1.0
119,default_uniref30_22_12,0.2835249042145594,1.0
120,default_uniref30_22_13,0.1839080459770115,1.0
121,default_uniref30_22_14,0.3486590038314176,1.0
122,default_uniref30_22_15,0.19157088122605365,1.0
123,default_uniref30_22_16,0.11494252873563218,1.0
124,default_uniref30_22_17,0.1685823754789272,1.0
125,default_uniref30_22_18,0.19540229885057472,1.0
126,default_uniref30_22_19,0.210727969348659,1.0
127,default_uniref30_22_2,0.27586206896551724,1.0
128,default_uniref30_22_20,0.4559386973180077,1.0
129,default_uniref30_22_21,0.1724137931034483,1.0
130,default_uniref30_22_22,0.3448275862068966,1.0
131,default_uniref30_22_23,0.1724137931034483,1.0
132,default_uniref30_22_24,0.07279693486590039,1.0
133,default_uniref30_22_3,0.5670498084291188,1.0
134,default_uniref30_22_4,0.26053639846743293,1.0
135,default_uniref30_22_5,0.27586206896551724,1.0
136,default_uniref30_22_6,0.1839080459770115,1.0
137,default_uniref30_22_7,0.17624521072796934,1.0
138,default_uniref30_22_8,0.2681992337164751,1.0
139,default_uniref30_22_9,0.3065134099616858,1.0
140,img_multimer_0,0.9540229885057471,1.0
141,img_multimer_1,0.21455938697318008,1.0
142,img_multimer_2,0.21455938697318008,1.0
143,img_multimer_3,0.4099616858237548,1.0
144,img_multimer_4,0.2796934865900383,1.0
145,img_multimer_5,0.2720306513409962,1.0
146,img_multimer_6,0.31417624521072796,1.0
147,img_multimer_7,0.2720306513409962,1.0
148,img_multimer_8,0.21455938697318008,1.0
149,img_multimer_9,0.13793103448275862,1.0
150,iter_1_0,0.5632183908045977,1.0
151,iter_1_1,0.4367816091954023,1.0
152,iter_1_2,0.4521072796934866,1.0
153,iter_1_3,0.24904214559386972,1.0
154,iter_1_4,0.41762452107279696,1.0
155,iter_1_5,0.30268199233716475,1.0
156,iter_1_6,0.10727969348659004,1.0
157,iter_1_7,0.09195402298850575,1.0
158,iter_1_8,0.06513409961685823,1.0
159,iter_1_9,0.1685823754789272,1.0
160,iter_1_old_0,0.3103448275862069,1.0
161,iter_1_old_1,0.20689655172413793,1.0
162,iter_1_old_2,0.36015325670498083,1.0
163,iter_1_old_3,0.4367816091954023,1.0
164,iter_1_old_4,0.39846743295019155,1.0
165,iter_1_old_5,0.31800766283524906,1.0
166,iter_1_old_6,0.14559386973180077,1.0
167,iter_1_old_7,0.09578544061302682,1.0
168,iter_1_old_8,0.1532567049808429,1.0
169,iter_1_old_9,0.10727969348659004,1.0
170,iter_2_old_0,0.1839080459770115,1.0
171,iter_2_old_1,0.30268199233716475,1.0
172,iter_2_old_2,0.2796934865900383,1.0
