,model,interface_size_norm,model_size_norm
0,Elo_0,0.19916142557651992,1.0
1,Elo_1,0.18238993710691823,1.0
2,Elo_2,0.1918238993710692,1.0
3,Elo_3,0.1792452830188679,1.0
4,Elo_4,0.16876310272536688,1.0
5,default_af_0,0.25052410901467503,1.0
6,default_af_1,0.22536687631027252,1.0
7,default_af_2,0.16981132075471697,1.0
8,default_af_3,0.16771488469601678,1.0
9,default_af_4,0.19077568134171907,1.0
10,default_af_5,0.18658280922431866,1.0
11,default_af_6,0.2148846960167715,1.0
12,default_af_7,0.1970649895178197,1.0
13,default_af_8,0.2557651991614256,1.0
14,default_af_9,0.5534591194968553,1.0
15,default_comp_0,0.240041928721174,1.0
16,default_comp_1,0.2389937106918239,1.0
17,default_comp_2,0.33752620545073375,1.0
18,default_comp_3,0.3113207547169811,1.0
19,default_comp_4,0.2840670859538784,1.0
20,default_comp_5,0.27672955974842767,1.0
21,default_comp_6,0.31236897274633124,1.0
22,default_comp_7,0.20545073375262055,1.0
23,default_comp_8,0.20964360587002095,1.0
24,default_comp_9,0.18029350104821804,1.0
25,default_mul_newest_0,0.19916142557651992,1.0
26,default_mul_newest_1,0.1918238993710692,1.0
27,default_mul_newest_2,0.1970649895178197,1.0
28,default_mul_newest_3,0.1761006289308176,1.0
29,default_mul_newest_4,0.18238993710691823,1.0
30,default_mul_newest_5,0.13417190775681342,1.0
31,default_mul_newest_6,0.11215932914046121,1.0
32,default_multimer_0,0.19916142557651992,1.0
33,default_multimer_1,0.3050314465408805,1.0
34,default_multimer_2,0.3029350104821803,1.0
35,default_multimer_3,0.26834381551362685,1.0
36,default_multimer_4,0.26519916142557654,1.0
37,default_multimer_5,0.1792452830188679,1.0
38,default_multimer_6,0.20125786163522014,1.0
39,default_multimer_7,0.20649895178197064,1.0
40,default_multimer_8,0.11949685534591195,1.0
41,default_multimer_9,0.10587002096436059,1.0
42,default_pdb70_0,0.29979035639413,1.0
43,default_pdb70_1,0.3018867924528302,1.0
44,default_pdb70_2,0.23375262054507337,1.0
45,default_pdb70_3,0.2222222222222222,1.0
46,default_pdb70_4,0.31446540880503143,1.0
47,default_pdb70_5,0.319706498951782,1.0
48,default_pdb70_6,0.20964360587002095,1.0
49,default_pdb70_7,0.20859538784067086,1.0
50,default_pdb70_8,0.1708595387840671,1.0
51,default_pdb70_9,0.1530398322851153,1.0
52,default_pdb_0,0.24109014675052412,1.0
53,default_pdb_1,0.2348008385744235,1.0
54,default_pdb_2,0.31236897274633124,1.0
55,default_pdb_3,0.3081761006289308,1.0
56,default_pdb_4,0.2830188679245283,1.0
57,default_pdb_5,0.2945492662473795,1.0
58,default_pdb_6,0.20230607966457023,1.0
59,default_pdb_7,0.19916142557651992,1.0
60,default_pdb_8,0.18029350104821804,1.0
61,default_pdb_9,0.1761006289308176,1.0
62,default_struct_0,0.3060796645702306,1.0
63,default_struct_1,0.3008385744234801,1.0
64,default_struct_2,0.2578616352201258,1.0
65,default_struct_3,0.17819706498951782,1.0
66,default_struct_4,0.25052410901467503,1.0
67,default_struct_5,0.18343815513626835,1.0
68,default_struct_6,0.1960167714884696,1.0
69,default_struct_7,0.19916142557651992,1.0
70,default_struct_8,0.4570230607966457,1.0
71,default_struct_9,0.10482180293501048,1.0
72,default_uniref30_22_0,0.20020964360587,1.0
73,default_uniref30_22_1,0.3008385744234801,1.0
74,default_uniref30_22_10,0.27672955974842767,1.0
75,default_uniref30_22_11,0.2693920335429769,1.0
76,default_uniref30_22_12,0.26834381551362685,1.0
77,default_uniref30_22_13,0.2578616352201258,1.0
78,default_uniref30_22_14,0.18553459119496854,1.0
79,default_uniref30_22_15,0.20649895178197064,1.0
80,default_uniref30_22_16,0.20545073375262055,1.0
81,default_uniref30_22_17,0.20440251572327045,1.0
82,default_uniref30_22_18,0.20125786163522014,1.0
83,default_uniref30_22_19,0.19811320754716982,1.0
84,default_uniref30_22_2,0.3039832285115304,1.0
85,default_uniref30_22_20,0.12683438155136267,1.0
86,default_uniref30_22_21,0.1289308176100629,1.0
87,default_uniref30_22_22,0.11844863731656184,1.0
88,default_uniref30_22_23,0.11215932914046121,1.0
89,default_uniref30_22_24,0.1111111111111111,1.0
90,default_uniref30_22_3,0.1928721174004193,1.0
91,default_uniref30_22_4,0.3050314465408805,1.0
92,default_uniref30_22_5,0.3039832285115304,1.0
93,default_uniref30_22_6,0.18029350104821804,1.0
94,default_uniref30_22_7,0.17714884696016772,1.0
95,default_uniref30_22_8,0.3008385744234801,1.0
96,default_uniref30_22_9,0.2746331236897275,1.0
