,model,interface_size_norm,model_size_norm
0,Elo_0,0.07977207977207977,1.0
1,Elo_1,0.05128205128205128,1.0
2,Elo_2,0.14245014245014245,1.0
3,Elo_3,0.08547008547008547,1.0
4,Elo_4,0.05698005698005698,1.0
5,avg_refine_0,0.15954415954415954,1.0
6,avg_refine_1,0.15384615384615385,1.0
7,avg_refine_2,0.14245014245014245,1.0
8,avg_refine_3,0.18233618233618235,1.0
9,avg_refine_4,0.09116809116809117,1.0
10,default_af_0,0.13675213675213677,1.0
11,default_af_1,0.05128205128205128,1.0
12,default_af_2,0.07407407407407407,1.0
13,default_af_3,0.022792022792022793,1.0
14,default_af_4,0.09116809116809117,1.0
15,default_af_5,0.07977207977207977,1.0
16,default_af_6,0.15954415954415954,1.0
17,default_af_7,0.13105413105413105,1.0
18,default_af_8,0.011396011396011397,1.0
19,default_af_9,0.03418803418803419,1.0
20,default_comp_0,0.10826210826210826,1.0
21,default_comp_1,0.10256410256410256,1.0
22,default_comp_2,0.18233618233618235,1.0
23,default_comp_3,0.13105413105413105,1.0
24,default_comp_4,0.15954415954415954,1.0
25,default_comp_5,0.07977207977207977,1.0
26,default_comp_6,0.14245014245014245,1.0
27,default_comp_7,0.11965811965811966,1.0
28,default_comp_8,0.10826210826210826,1.0
29,default_comp_9,0.07407407407407407,1.0
30,default_multimer_0,0.12535612535612536,1.0
31,default_multimer_1,0.10256410256410256,1.0
32,default_multimer_2,0.14245014245014245,1.0
33,default_multimer_3,0.0,1.0
34,default_multimer_4,0.05128205128205128,1.0
35,default_multimer_5,0.05128205128205128,1.0
36,default_multimer_6,0.06837606837606838,1.0
37,default_multimer_7,0.045584045584045586,1.0
38,default_multimer_8,0.08547008547008547,1.0
39,default_multimer_9,0.10256410256410256,1.0
40,default_pdb70_0,0.13675213675213677,1.0
41,default_pdb70_1,0.14814814814814814,1.0
42,default_pdb70_2,0.12535612535612536,1.0
43,default_pdb70_3,0.13105413105413105,1.0
44,default_pdb70_4,0.06837606837606838,1.0
45,default_pdb70_5,0.07407407407407407,1.0
46,default_pdb70_6,0.02849002849002849,1.0
47,default_pdb70_7,0.09686609686609686,1.0
48,default_pdb70_8,0.15384615384615385,1.0
49,default_pdb70_9,0.08547008547008547,1.0
50,default_pdb_0,0.08547008547008547,1.0
51,default_pdb_1,0.17094017094017094,1.0
52,default_pdb_2,0.09116809116809117,1.0
53,default_pdb_3,0.08547008547008547,1.0
54,default_pdb_4,0.09116809116809117,1.0
55,default_pdb_5,0.11396011396011396,1.0
56,default_pdb_6,0.09686609686609686,1.0
57,default_pdb_7,0.10826210826210826,1.0
58,default_pdb_8,0.11965811965811966,1.0
59,default_pdb_9,0.07407407407407407,1.0
60,default_struct_0,0.10256410256410256,1.0
61,default_struct_1,0.10826210826210826,1.0
62,default_struct_2,0.22792022792022792,1.0
63,default_struct_3,0.14245014245014245,1.0
64,default_struct_4,0.17094017094017094,1.0
65,default_struct_5,0.03418803418803419,1.0
66,default_struct_6,0.05128205128205128,1.0
