,model,interface_size_norm,model_size_norm
0,Elo_0,0.11548556430446194,1.0
1,Elo_1,0.11548556430446194,1.0
2,Elo_2,0.11286089238845144,1.0
3,Elo_3,0.11286089238845144,1.0
4,Elo_4,0.10498687664041995,1.0
5,avg_refine_0,0.09711286089238845,1.0
6,avg_refine_1,0.10498687664041995,1.0
7,avg_refine_2,0.11548556430446194,1.0
8,avg_refine_3,0.11548556430446194,1.0
9,avg_refine_4,0.11548556430446194,1.0
10,default_af_0,0.07349081364829396,1.0
11,default_af_1,0.07349081364829396,1.0
12,default_af_2,0.05774278215223097,1.0
13,default_af_3,0.05774278215223097,1.0
14,default_af_4,0.05774278215223097,1.0
15,default_af_5,0.05774278215223097,1.0
16,default_af_6,0.06299212598425197,1.0
17,default_af_7,0.06299212598425197,1.0
18,default_af_8,0.05249343832020997,1.0
19,default_af_9,0.05774278215223097,1.0
20,default_comp_0,0.11548556430446194,1.0
21,default_comp_1,0.10498687664041995,1.0
22,default_comp_2,0.07611548556430446,1.0
23,default_comp_3,0.07874015748031496,1.0
24,default_comp_4,0.08398950131233596,1.0
25,default_comp_5,0.08923884514435695,1.0
26,default_comp_6,0.05774278215223097,1.0
27,default_comp_7,0.05774278215223097,1.0
28,default_comp_8,0.06299212598425197,1.0
29,default_comp_9,0.05774278215223097,1.0
30,default_img_0,0.11548556430446194,1.0
31,default_img_1,0.11548556430446194,1.0
32,default_img_2,0.07874015748031496,1.0
33,default_img_3,0.10498687664041995,1.0
34,default_img_4,0.08398950131233596,1.0
35,default_img_5,0.09448818897637795,1.0
36,default_img_6,0.09448818897637795,1.0
37,default_img_7,0.06824146981627296,1.0
38,default_img_8,0.05774278215223097,1.0
39,default_img_9,0.05774278215223097,1.0
40,default_multimer_0,0.11023622047244094,1.0
41,default_multimer_1,0.12860892388451445,1.0
42,default_multimer_2,0.09973753280839895,1.0
43,default_multimer_3,0.10236220472440945,1.0
44,default_multimer_4,0.10498687664041995,1.0
45,default_multimer_5,0.09186351706036745,1.0
46,default_multimer_6,0.10236220472440945,1.0
47,default_multimer_7,0.06036745406824147,1.0
48,default_multimer_8,0.05774278215223097,1.0
49,default_multimer_9,0.05774278215223097,1.0
50,default_pdb70_0,0.11548556430446194,1.0
51,default_pdb70_1,0.11548556430446194,1.0
52,default_pdb70_2,0.07874015748031496,1.0
53,default_pdb70_3,0.09711286089238845,1.0
54,default_pdb70_4,0.06299212598425197,1.0
55,default_pdb70_5,0.05774278215223097,1.0
56,default_pdb70_6,0.09448818897637795,1.0
57,default_pdb70_7,0.07874015748031496,1.0
58,default_pdb70_8,0.05774278215223097,1.0
59,default_pdb70_9,0.05774278215223097,1.0
60,default_pdb_0,0.11548556430446194,1.0
61,default_pdb_1,0.11548556430446194,1.0
62,default_pdb_2,0.06036745406824147,1.0
63,default_pdb_3,0.06299212598425197,1.0
64,default_pdb_4,0.08398950131233596,1.0
65,default_pdb_5,0.05774278215223097,1.0
66,default_pdb_6,0.05774278215223097,1.0
67,default_pdb_7,0.05774278215223097,1.0
68,default_pdb_8,0.05774278215223097,1.0
69,default_pdb_9,0.06036745406824147,1.0
70,default_struct_0,0.11548556430446194,1.0
71,default_struct_1,0.11548556430446194,1.0
72,default_struct_2,0.08923884514435695,1.0
73,default_struct_3,0.10236220472440945,1.0
74,default_struct_4,0.07874015748031496,1.0
75,default_struct_5,0.08398950131233596,1.0
76,default_struct_6,0.09711286089238845,1.0
77,default_struct_7,0.30446194225721784,1.0
78,default_struct_8,0.05774278215223097,1.0
79,default_struct_9,0.05774278215223097,1.0
80,default_uniclust30_0,0.11548556430446194,1.0
81,default_uniclust30_1,0.11548556430446194,1.0
82,default_uniclust30_2,0.10498687664041995,1.0
83,default_uniclust30_3,0.09448818897637795,1.0
84,default_uniclust30_4,0.10236220472440945,1.0
