,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,avg_refine_0,avg_refine_1,avg_refine_2,avg_refine_3,avg_refine_4,default_af_v1_0,default_af_v1_1,default_af_v1_2,default_af_v1_3,default_af_v1_4,default_af_v1_5,default_af_v1_6,default_af_v1_7,default_af_v1_8,default_af_v1_9,default_comp_v1_0,default_comp_v1_1,default_comp_v1_2,default_comp_v1_3,default_comp_v1_4,default_comp_v1_5,default_comp_v1_6,default_comp_v1_7,default_comp_v1_8,default_comp_v1_9,default_comp_v2_0,default_comp_v2_1,default_comp_v2_2,default_comp_v2_3,default_comp_v2_4,default_comp_v2_5,default_comp_v2_6,default_comp_v2_7,default_comp_v2_8,default_comp_v2_9,default_img_v2_0,default_img_v2_1,default_img_v2_2,default_img_v2_3,default_img_v2_4,default_img_v2_5,default_img_v2_6,default_img_v2_7,default_img_v2_8,default_img_v2_9,default_multimer_v1_0,default_multimer_v1_1,default_multimer_v1_2,default_multimer_v1_3,default_multimer_v1_4,default_multimer_v1_5,default_multimer_v1_6,default_multimer_v1_7,default_multimer_v1_8,default_multimer_v1_9,default_multimer_v2_0,default_multimer_v2_1,default_multimer_v2_2,default_multimer_v2_3,default_multimer_v2_4,default_multimer_v2_5,default_multimer_v2_6,default_multimer_v2_7,default_multimer_v2_8,default_multimer_v2_9,default_pdb70_v1_0,default_pdb70_v1_1,default_pdb70_v1_2,default_pdb70_v1_3,default_pdb70_v1_4,default_pdb70_v1_5,default_pdb70_v1_6,default_pdb70_v1_7,default_pdb70_v1_8,default_pdb70_v1_9,default_pdb70_v2_0,default_pdb70_v2_1,default_pdb70_v2_2,default_pdb70_v2_3,default_pdb70_v2_4,default_pdb70_v2_5,default_pdb70_v2_6,default_pdb70_v2_7,default_pdb70_v2_8,default_pdb70_v2_9,default_pdb_v1_0,default_pdb_v1_1,default_pdb_v1_2,default_pdb_v1_3,default_pdb_v1_4,default_pdb_v1_5,default_pdb_v1_6,default_pdb_v1_7,default_pdb_v1_8,default_pdb_v1_9,default_pdb_v2_0,default_pdb_v2_1,default_pdb_v2_2,default_pdb_v2_3,default_pdb_v2_4,default_pdb_v2_5,default_pdb_v2_6,default_pdb_v2_7,default_pdb_v2_8,default_pdb_v2_9,default_struct_v1_0,default_struct_v1_1,default_struct_v1_2,default_struct_v1_3,default_struct_v1_4,default_struct_v1_5,default_struct_v1_6,default_struct_v1_7,default_struct_v1_8,default_struct_v1_9,default_uniclust_v1_0,default_uniclust_v1_1,default_uniclust_v1_2,default_uniclust_v1_3,default_uniclust_v1_4,default_uniclust_v1_5,default_uniclust_v1_6,default_uniclust_v1_7,default_uniclust_v1_8,default_uniclust_v1_9,default_uniclust_v2_0,default_uniclust_v2_1,default_uniclust_v2_2,default_uniclust_v2_3,default_uniclust_v2_4,default_uniclust_v2_5,default_uniclust_v2_6,default_uniclust_v2_7,default_uniclust_v2_8,default_uniclust_v2_9,default_uniref30_22_0,default_uniref30_22_1,default_uniref30_22_2,default_uniref30_22_3,default_uniref30_22_4,default_uniref30_22_5,default_uniref30_22_6,default_uniref30_22_7,default_uniref30_22_8,default_uniref30_22_9,img_multimer_v2_0,img_multimer_v2_1,img_multimer_v2_2,img_multimer_v2_3,img_multimer_v2_4,img_multimer_v2_5,img_multimer_v2_6,img_multimer_v2_7,img_multimer_v2_8,img_multimer_v2_9,iter_1_old_v1_0,iter_1_old_v1_1,iter_1_old_v1_2,iter_1_old_v1_3,iter_1_old_v1_4,iter_1_old_v1_5,iter_1_old_v1_6,iter_1_old_v1_7,iter_1_old_v1_8,iter_1_old_v1_9,iter_1_old_v2_0,iter_1_old_v2_1,iter_1_old_v2_2,iter_1_old_v2_3,iter_1_old_v2_4,iter_1_old_v2_5,iter_1_old_v2_6,iter_1_old_v2_7,iter_1_old_v2_8,iter_1_old_v2_9,iter_1_v1_0,iter_1_v1_1,iter_1_v1_2,iter_1_v1_3,iter_1_v1_4,iter_1_v1_5,iter_1_v1_6,iter_1_v1_7,iter_1_v1_8,iter_1_v1_9,iter_1_v2_0,iter_1_v2_1,iter_1_v2_2,iter_1_v2_3,iter_1_v2_4,iter_1_v2_5,iter_1_v2_6,iter_1_v2_7,iter_1_v2_8,iter_1_v2_9,iter_2_old_v2_0,iter_2_old_v2_1,iter_2_old_v2_2,iter_2_old_v2_3,iter_2_old_v2_4,iter_2_old_v2_5,iter_2_old_v2_6,iter_2_old_v2_7,iter_2_old_v2_8,iter_2_old_v2_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4
0,1.0,0.57691,0.70582,0.46861,0.47264,0.51298,0.51059,0.5079,0.50759,0.53393,0.60099,0.57099,0.57448,0.57454,0.46169,0.47578,0.469,0.45867,0.39171,0.43449,0.5137,0.53634,0.54806,0.56827,0.47493,0.56378,0.55859,0.47034,0.47356,0.39718,0.52046,0.56757,0.55215,0.53905,0.56711,0.54039,0.62271,0.48694,0.39674,0.57477,0.51431,0.55076,0.54824,0.55196,0.52909,0.54519,0.58501,0.57174,0.5337,0.54477,0.54537,0.60513,0.77347,0.64714,0.56811,0.46083,0.39187,0.55346,0.37159,0.48179,0.57698,0.55292,0.66252,0.69685,0.62445,0.67123,0.5952,0.66664,0.49381,0.39662,0.50589,0.53452,0.55314,0.46163,0.4761,0.57751,0.62278,0.53758,0.43345,0.43452,0.56405,0.53998,0.54563,0.5551,0.54158,0.46338,0.47546,0.65909,0.46347,0.34571,0.5183,0.5306,0.54848,0.56298,0.58658,0.57807,0.56474,0.49173,0.47356,0.453,0.526,0.53846,0.51186,0.54905,0.55158,0.55105,0.55477,0.57873,0.5874,0.41471,0.51181,0.52351,0.51917,0.50914,0.54859,0.52258,0.53645,0.53073,0.54205,0.55187,0.49911,0.3719,0.39065,0.37862,0.4132,0.36504,0.45521,0.38144,0.41952,0.43214,0.51092,0.43705,0.41863,0.4695,0.38042,0.35806,0.4043,0.40112,0.32408,0.34411,0.44292,0.42906,0.45291,0.43126,0.43061,0.46301,0.4441,0.44257,0.39394,0.44639,0.53496,0.53941,0.52603,0.44565,0.43903,0.43818,0.41202,0.46501,0.3317,0.40406,0.50946,0.53459,0.50776,0.54406,0.52974,0.54463,0.53311,0.52096,0.52707,0.53049,0.50908,0.50843,0.50988,0.50617,0.52711,0.52612,0.52482,0.53157,0.52792,0.45137,0.53635,0.52577,0.52455,0.52726,0.52744,0.50859,0.54718,0.54168,0.51538,0.52661,0.51269,0.51079,0.51388,0.51456,0.51469,0.52791,0.53331,0.54871,0.54018,0.56743,0.50484,0.51072,0.52266,0.5209,0.53126,0.53374,0.52318,0.51965,0.53015,0.51587,0.51266,0.53754,0.54333,0.54151,0.54054
1,0.57691,1.0,0.49845,0.54242,0.51043,0.73699,0.74417,0.72533,0.7245,0.74263,0.72754,0.72197,0.71925,0.52063,0.52368,0.51287,0.51896,0.5205,0.46226,0.48834,0.73039,0.83041,0.77208,0.79676,0.52622,0.82331,0.73667,0.52265,0.51114,0.40476,0.74653,0.8069,0.79051,0.74972,0.76399,0.74103,0.71918,0.54352,0.40374,0.44005,0.73796,0.79875,0.79843,0.74048,0.73953,0.79615,0.7939,0.73772,0.7053,0.49766,0.79718,0.70979,0.67411,0.5511,0.4011,0.51673,0.36819,0.44114,0.29795,0.39685,0.79997,0.829,0.53824,0.52793,0.52813,0.4708,0.53082,0.51544,0.45734,0.37425,0.73343,0.77006,0.76758,0.52032,0.5199,0.55814,0.46273,0.77066,0.48677,0.45844,0.78517,0.78338,0.85147,0.75986,0.79065,0.5408,0.53508,0.64988,0.4991,0.37671,0.73643,0.73851,0.73068,0.78292,0.81978,0.74831,0.72427,0.53007,0.54113,0.52784,0.76828,0.77964,0.72997,0.78425,0.8142,0.78078,0.76932,0.76573,0.7578,0.4672,0.70905,0.71764,0.74846,0.70575,0.74904,0.70456,0.75306,0.74212,0.69825,0.72014,0.75069,0.46078,0.51066,0.46027,0.52048,0.43447,0.47724,0.43238,0.4966,0.45862,0.68368,0.63908,0.53119,0.48546,0.43527,0.43479,0.43738,0.46937,0.35921,0.381,0.66864,0.65193,0.66665,0.47466,0.52384,0.51578,0.48883,0.46859,0.46304,0.46635,0.79618,0.83773,0.77547,0.47378,0.479,0.46625,0.41634,0.44309,0.36788,0.41471,0.69472,0.69934,0.69265,0.76502,0.7134,0.76205,0.7112,0.70108,0.72045,0.72903,0.7289,0.74193,0.74327,0.72247,0.75404,0.76018,0.75668,0.75087,0.75883,0.66271,0.71723,0.7165,0.71893,0.71713,0.68538,0.71103,0.72777,0.71665,0.71882,0.71646,0.74184,0.74542,0.70243,0.74369,0.74972,0.74069,0.77424,0.74996,0.78054,0.70458,0.72271,0.73579,0.74497,0.74385,0.74926,0.74903,0.732,0.74841,0.75428,0.70881,0.73432,0.70898,0.75971,0.75909,0.70012
2,0.70588,0.49845,1.0,0.49729,0.47575,0.44961,0.44887,0.44201,0.443,0.47531,0.54447,0.52234,0.52709,0.61435,0.4973,0.49189,0.47656,0.4688,0.41778,0.4395,0.44731,0.47132,0.46657,0.4729,0.48577,0.47261,0.47868,0.49148,0.5146,0.36601,0.44199,0.48153,0.46522,0.44439,0.44626,0.45535,0.58428,0.50517,0.37664,0.66289,0.44259,0.47916,0.47689,0.46766,0.44912,0.46446,0.49418,0.50719,0.47976,0.5714,0.46542,0.52526,0.68607,0.62931,0.59105,0.49055,0.39431,0.54235,0.40898,0.4789,0.49685,0.48685,0.7041,0.71737,0.6366,0.73708,0.59261,0.60832,0.55299,0.44189,0.44547,0.46087,0.45709,0.48579,0.49849,0.58589,0.69228,0.47398,0.43595,0.44555,0.46408,0.47318,0.46828,0.46288,0.47315,0.48729,0.48178,0.57555,0.47035,0.32487,0.44826,0.44844,0.48738,0.46587,0.49399,0.49422,0.48559,0.51247,0.49744,0.46574,0.47516,0.46325,0.44431,0.47136,0.47982,0.47071,0.45303,0.47304,0.5064,0.41902,0.4338,0.43161,0.44804,0.43374,0.46484,0.44774,0.44875,0.44716,0.46592,0.48226,0.47663,0.34937,0.38451,0.36827,0.39942,0.35388,0.45045,0.36921,0.41927,0.40193,0.43852,0.43285,0.40323,0.45263,0.36823,0.37003,0.38287,0.40285,0.30433,0.34643,0.44537,0.44488,0.4515,0.43574,0.47132,0.47549,0.45568,0.41758,0.40126,0.43912,0.47946,0.49588,0.475,0.41496,0.43884,0.43052,0.42436,0.50703,0.3355,0.39861,0.42898,0.4483,0.42837,0.46569,0.44176,0.46012,0.44869,0.43479,0.4401,0.44701,0.44488,0.44485,0.45098,0.44337,0.45709,0.45305,0.45558,0.45358,0.45257,0.4553,0.43301,0.4354,0.43937,0.44404,0.45155,0.4345,0.44471,0.43656,0.43579,0.44395,0.44385,0.44868,0.4386,0.45017,0.44556,0.45163,0.45867,0.45203,0.45886,0.48354,0.43533,0.44465,0.45321,0.44576,0.4567,0.44341,0.44113,0.45358,0.45268,0.46849,0.454,0.44006,0.46144,0.46454,0.44917
3,0.46861,0.54242,0.49729,1.0,0.68952,0.50706,0.50459,0.50636,0.49564,0.52017,0.51227,0.51268,0.51299,0.51455,0.56904,0.63338,0.49866,0.49905,0.43636,0.46268,0.49881,0.54205,0.5184,0.55391,0.81632,0.5581,0.50449,0.81237,0.51941,0.41084,0.50604,0.55318,0.54276,0.51061,0.52545,0.50266,0.52571,0.65267,0.45272,0.45282,0.49882,0.54551,0.5497,0.51865,0.50208,0.51773,0.54527,0.51707,0.51102,0.5352,0.54721,0.51947,0.5413,0.48778,0.40095,0.46838,0.48708,0.40865,0.3394,0.35689,0.55917,0.5547,0.53585,0.50486,0.46866,0.46706,0.5209,0.44464,0.45947,0.3651,0.4991,0.52674,0.51207,0.85714,0.79396,0.51885,0.47847,0.49618,0.65509,0.49305,0.52508,0.51908,0.51753,0.50686,0.52574,0.80452,0.81698,0.49831,0.74639,0.3861,0.50438,0.50736,0.51061,0.51476,0.54168,0.515,0.53927,0.77935,0.80463,0.81108,0.51653,0.5193,0.49664,0.55935,0.53076,0.52293,0.52676,0.54227,0.5368,0.47803,0.48825,0.49701,0.50579,0.4919,0.51718,0.4929,0.52169,0.51,0.48961,0.48792,0.51941,0.43264,0.44833,0.4764,0.47981,0.42848,0.61006,0.50409,0.56257,0.50215,0.46182,0.47932,0.46037,0.67679,0.45479,0.42908,0.49836,0.47733,0.37389,0.38495,0.4818,0.47728,0.48707,0.52299,0.64175,0.64394,0.55246,0.56923,0.51378,0.56903,0.54057,0.5216,0.50232,0.60445,0.63605,0.56027,0.40285,0.41542,0.38292,0.43353,0.49622,0.49469,0.49277,0.51442,0.4914,0.51608,0.49669,0.49905,0.49284,0.49739,0.49562,0.50202,0.50495,0.49518,0.51556,0.50618,0.51176,0.51495,0.51562,0.49608,0.50368,0.50809,0.5034,0.50465,0.48854,0.50491,0.50215,0.50606,0.50392,0.5044,0.49819,0.49787,0.48397,0.50029,0.50649,0.49847,0.50855,0.51189,0.52056,0.50393,0.49522,0.50449,0.50955,0.50663,0.51302,0.5166,0.51026,0.50818,0.51423,0.50558,0.50454,0.48181,0.5266,0.52403,0.49706
4,0.47264,0.51041,0.47575,0.68952,1.0,0.50454,0.50715,0.5081,0.51211,0.49459,0.48027,0.47467,0.47455,0.47828,0.61426,0.5784,0.47756,0.48087,0.39318,0.43626,0.51267,0.50687,0.51108,0.50041,0.59441,0.50915,0.51754,0.6812,0.52329,0.44121,0.50948,0.49268,0.49545,0.50847,0.49882,0.50845,0.48943,0.672,0.46326,0.41821,0.49842,0.49545,0.50159,0.49763,0.50426,0.50345,0.48458,0.50084,0.49183,0.48976,0.50558,0.5403,0.51269,0.485,0.3691,0.47363,0.45523,0.38333,0.32396,0.38079,0.49643,0.5098,0.48341,0.46954,0.44479,0.45982,0.48102,0.43519,0.4396,0.3548,0.51251,0.5038,0.50093,0.65947,0.6412,0.49075,0.41592,0.50586,0.60622,0.56892,0.50568,0.50786,0.47266,0.50709,0.50824,0.59456,0.65578,0.49598,0.73514,0.4447,0.51187,0.51041,0.50959,0.47534,0.48438,0.50141,0.49734,0.64057,0.69903,0.65247,0.50293,0.51242,0.51431,0.49957,0.51121,0.50663,0.50071,0.50238,0.51459,0.53788,0.50469,0.50081,0.50747,0.50071,0.51346,0.49942,0.50051,0.49764,0.50287,0.50891,0.49485,0.42361,0.46169,0.43941,0.44625,0.4594,0.53769,0.46472,0.48257,0.49977,0.49278,0.47456,0.47893,0.60647,0.43175,0.39132,0.4547,0.46668,0.35674,0.39188,0.49827,0.50922,0.50101,0.44767,0.55215,0.53457,0.46458,0.49157,0.4553,0.53199,0.49337,0.5107,0.49972,0.6003,0.60181,0.61489,0.4153,0.40792,0.3662,0.44668,0.50302,0.49079,0.50569,0.51623,0.49824,0.51066,0.50515,0.50619,0.50353,0.51313,0.50678,0.50695,0.50594,0.5245,0.51069,0.50174,0.50297,0.50848,0.50837,0.50172,0.50461,0.51172,0.51015,0.51017,0.51507,0.50951,0.51122,0.509,0.5111,0.50942,0.49168,0.50649,0.4996,0.51319,0.50413,0.51074,0.49846,0.51794,0.50894,0.52844,0.5007,0.50503,0.50222,0.50116,0.49938,0.50285,0.50105,0.50307,0.50996,0.50562,0.50221,0.49476,0.50322,0.49969,0.51943
5,0.51362,0.73699,0.44961,0.50706,0.50454,1.0,0.87812,0.87271,0.86837,0.83921,0.58968,0.57961,0.57576,0.48409,0.46818,0.47633,0.47701,0.47251,0.41986,0.43917,0.86843,0.85012,0.8661,0.83752,0.49899,0.84655,0.83758,0.48431,0.50854,0.39738,0.85357,0.8139,0.8488,0.86514,0.83553,0.83407,0.67625,0.48205,0.42858,0.39942,0.88239,0.83137,0.8365,0.83327,0.86774,0.85321,0.78449,0.79072,0.62274,0.52054,0.81126,0.72836,0.58462,0.51048,0.35619,0.5222,0.34122,0.39871,0.25898,0.35517,0.81,0.79611,0.50383,0.48528,0.46997,0.42689,0.45932,0.45394,0.42347,0.35458,0.87246,0.84693,0.84684,0.50092,0.47704,0.55685,0.4199,0.78507,0.50701,0.47533,0.82908,0.87393,0.75892,0.83603,0.87121,0.51574,0.48685,0.64805,0.51183,0.38375,0.86447,0.86662,0.81252,0.68596,0.75283,0.81413,0.79748,0.47814,0.49222,0.51614,0.88738,0.8558,0.86819,0.84274,0.85091,0.84558,0.84394,0.81699,0.8059,0.50526,0.87181,0.83187,0.87935,0.88166,0.86676,0.87515,0.84996,0.85792,0.82424,0.78237,0.7229,0.49014,0.55791,0.47754,0.49232,0.48755,0.47493,0.41886,0.44062,0.44248,0.69143,0.68526,0.54451,0.48094,0.44811,0.42992,0.43319,0.44728,0.34543,0.38283,0.75225,0.70886,0.71699,0.45028,0.48338,0.47925,0.46306,0.47903,0.44904,0.48753,0.79161,0.75289,0.77737,0.4645,0.46248,0.44961,0.40214,0.40986,0.35921,0.39641,0.82375,0.81067,0.82028,0.85559,0.82118,0.85895,0.82052,0.81951,0.82348,0.82271,0.87531,0.92399,0.89191,0.86922,0.87178,0.91866,0.88866,0.85651,0.86812,0.7489,0.82685,0.82767,0.83089,0.82757,0.77368,0.82923,0.81072,0.82572,0.84046,0.82482,0.89088,0.90681,0.8562,0.88278,0.88466,0.8791,0.88395,0.85048,0.88996,0.77604,0.94525,0.93546,0.91328,0.91394,0.85854,0.85863,0.86366,0.91071,0.90075,0.7697,0.9093,0.74556,0.84942,0.81234,0.77128
6,0.51105,0.74417,0.44857,0.50466,0.50715,0.87812,1.0,0.94679,0.85749,0.83724,0.5967,0.59215,0.58793,0.4793,0.46698,0.46773,0.47397,0.47389,0.4275,0.44382,0.85709,0.85669,0.85318,0.82955,0.50331,0.83727,0.80204,0.49144,0.50637,0.3948,0.84472,0.81299,0.84161,0.86961,0.84082,0.79526,0.67458,0.48882,0.42946,0.39053,0.84581,0.84401,0.83922,0.81946,0.84301,0.83992,0.78587,0.79791,0.61914,0.50985,0.80383,0.71778,0.57678,0.5064,0.35495,0.495,0.34909,0.39532,0.27652,0.35753,0.8073,0.81117,0.50234,0.4877,0.46667,0.42768,0.45772,0.4586,0.4259,0.35096,0.85498,0.85363,0.82031,0.50367,0.47765,0.55891,0.41938,0.77334,0.50747,0.46756,0.82842,0.86195,0.75191,0.81481,0.84137,0.51719,0.48803,0.63595,0.51348,0.38322,0.84666,0.81308,0.80458,0.69156,0.75414,0.7807,0.78784,0.48086,0.49735,0.5186,0.85251,0.82962,0.85755,0.83203,0.83212,0.83612,0.83999,0.80701,0.79477,0.50244,0.83761,0.81352,0.86342,0.81085,0.82515,0.8022,0.8348,0.82486,0.76187,0.73642,0.72561,0.49517,0.56282,0.50459,0.47577,0.50043,0.47107,0.43621,0.44929,0.44582,0.68831,0.70202,0.57554,0.47517,0.47437,0.41726,0.45399,0.45503,0.34921,0.39978,0.74498,0.71341,0.72071,0.44213,0.48748,0.47901,0.45527,0.47037,0.44331,0.47504,0.76574,0.72903,0.76445,0.46281,0.46448,0.46806,0.40623,0.40459,0.37016,0.40547,0.81101,0.7805,0.80578,0.85133,0.79539,0.8533,0.79423,0.80484,0.80181,0.81008,0.86751,0.87476,0.86391,0.86044,0.87357,0.8607,0.8733,0.84991,0.866,0.73979,0.81164,0.7912,0.78876,0.78437,0.73034,0.79397,0.79847,0.80672,0.8019,0.78091,0.85085,0.87087,0.83306,0.87075,0.85649,0.86476,0.85881,0.84105,0.84817,0.76655,0.86601,0.85479,0.86571,0.86331,0.8482,0.84548,0.88877,0.85925,0.86296,0.76205,0.87567,0.72476,0.84932,0.80953,0.75316
7,0.5079,0.72509,0.44201,0.50636,0.5081,0.87271,0.94679,1.0,0.84945,0.83885,0.58612,0.57707,0.57311,0.45929,0.4563,0.47005,0.47134,0.46788,0.42156,0.4359,0.8673,0.85344,0.85171,0.82569,0.50256,0.83297,0.80402,0.49049,0.50119,0.39271,0.84706,0.80984,0.84801,0.86786,0.8399,0.79394,0.67585,0.48088,0.42944,0.39506,0.84989,0.83743,0.82746,0.82531,0.84183,0.83705,0.78382,0.79149,0.61311,0.5255,0.80269,0.71902,0.5815,0.5075,0.36049,0.49061,0.34709,0.39399,0.27186,0.36151,0.80298,0.79454,0.49682,0.47879,0.46206,0.42769,0.45406,0.45823,0.42178,0.36227,0.85894,0.85067,0.81574,0.50237,0.47821,0.56045,0.40957,0.74774,0.50617,0.46431,0.81986,0.8585,0.74599,0.81798,0.82714,0.51447,0.48618,0.63788,0.51277,0.38234,0.84439,0.80727,0.81155,0.68667,0.75031,0.78357,0.79617,0.48031,0.49391,0.51393,0.86059,0.81946,0.84882,0.82893,0.8213,0.82764,0.84072,0.80893,0.78716,0.50214,0.84156,0.81815,0.86495,0.82138,0.82532,0.80781,0.84346,0.83011,0.77174,0.7375,0.70358,0.48299,0.55363,0.4965,0.46754,0.49052,0.46418,0.43374,0.44054,0.44153,0.6935,0.68806,0.55803,0.47639,0.46961,0.4128,0.45202,0.45054,0.35583,0.39386,0.73112,0.70041,0.70674,0.43483,0.47243,0.47086,0.44108,0.4596,0.43642,0.46982,0.76552,0.71605,0.73696,0.45973,0.46434,0.45615,0.40203,0.39768,0.36854,0.40406,0.80963,0.78628,0.80507,0.85586,0.80096,0.855,0.79944,0.80917,0.80295,0.80153,0.85544,0.87336,0.86688,0.86341,0.8784,0.85893,0.86391,0.85262,0.87137,0.71957,0.817,0.79139,0.79107,0.78576,0.7405,0.78911,0.79819,0.81025,0.79701,0.78354,0.83768,0.8681,0.84794,0.85859,0.84527,0.86299,0.83839,0.84941,0.83879,0.77589,0.87241,0.86214,0.88473,0.87752,0.86752,0.8615,0.90044,0.8758,0.88339,0.7733,0.86095,0.72105,0.84629,0.80131,0.75618
8,0.50759,0.72447,0.443,0.49564,0.51061,0.86837,0.85749,0.84945,1.0,0.82232,0.58817,0.58055,0.57453,0.47151,0.46702,0.46224,0.46729,0.46545,0.41186,0.43394,0.87399,0.83986,0.84959,0.81564,0.49047,0.82037,0.82927,0.48069,0.49389,0.41603,0.88813,0.80063,0.82139,0.83928,0.82371,0.85559,0.6579,0.48363,0.42897,0.37756,0.88058,0.83188,0.81493,0.81483,0.90335,0.83349,0.77387,0.77433,0.60163,0.51022,0.7924,0.73377,0.57307,0.50268,0.36574,0.48018,0.35068,0.38871,0.28007,0.36516,0.7847,0.79016,0.49557,0.47465,0.46949,0.4327,0.4457,0.46139,0.43005,0.34313,0.87576,0.82121,0.8307,0.48686,0.46451,0.53854,0.40198,0.75952,0.49254,0.47551,0.81969,0.85867,0.74349,0.82936,0.83343,0.50531,0.48289,0.63488,0.50389,0.38186,0.89125,0.85852,0.79279,0.66941,0.74119,0.78849,0.77407,0.47787,0.49011,0.50664,0.84879,0.82725,0.90778,0.81227,0.82512,0.83088,0.83385,0.79314,0.77253,0.49507,0.85108,0.82765,0.89673,0.84445,0.86812,0.83528,0.83475,0.8509,0.78946,0.77493,0.70655,0.49992,0.55002,0.45712,0.4764,0.4884,0.46309,0.41661,0.43266,0.44669,0.71715,0.66255,0.54264,0.45968,0.42963,0.43649,0.42717,0.45302,0.34372,0.38628,0.7399,0.75704,0.71769,0.43737,0.47664,0.47104,0.44639,0.47075,0.44504,0.464,0.77198,0.72562,0.75396,0.46531,0.45827,0.45939,0.4005,0.39184,0.35362,0.39611,0.83398,0.79961,0.83105,0.85732,0.81615,0.86799,0.82081,0.83027,0.81713,0.80545,0.93987,0.88613,0.88088,0.8835,0.87537,0.88497,0.87518,0.86017,0.8528,0.75458,0.8032,0.80253,0.81106,0.81009,0.75235,0.80285,0.79923,0.8063,0.81738,0.80293,0.87567,0.87412,0.83273,0.92163,0.89082,0.86633,0.875,0.86199,0.84962,0.77495,0.87013,0.86743,0.88305,0.87939,0.84273,0.85275,0.83197,0.87223,0.86813,0.7409,0.89565,0.73468,0.83651,0.79291,0.80631
9,0.53393,0.74263,0.47784,0.52017,0.49459,0.83921,0.83724,0.83885,0.82232,1.0,0.63761,0.61797,0.61504,0.47787,0.4584,0.4786,0.47831,0.47571,0.41885,0.43797,0.81855,0.85068,0.83989,0.87367,0.50595,0.8528,0.80254,0.51253,0.51166,0.40774,0.82386,0.82959,0.86618,0.85683,0.87152,0.79183,0.75372,0.50925,0.43182,0.4303,0.8326,0.83039,0.83971,0.88017,0.82096,0.85699,0.82527,0.82758,0.62419,0.52141,0.82948,0.73464,0.63523,0.53947,0.41612,0.48041,0.35184,0.42316,0.25626,0.36902,0.83281,0.82021,0.50879,0.52646,0.47239,0.45334,0.5256,0.48965,0.44123,0.38543,0.8144,0.8598,0.81347,0.51829,0.49957,0.57767,0.44339,0.74874,0.5148,0.46531,0.86933,0.85417,0.76591,0.82992,0.82331,0.5315,0.48532,0.66284,0.53064,0.38265,0.81737,0.80418,0.82641,0.74222,0.81257,0.82492,0.84506,0.49861,0.51939,0.52894,0.83436,0.82578,0.82342,0.83363,0.84694,0.84982,0.86857,0.85052,0.83984,0.5207,0.81657,0.82142,0.84137,0.81605,0.82579,0.81078,0.90738,0.8584,0.79721,0.75781,0.71929,0.48578,0.54992,0.47199,0.4919,0.4883,0.48496,0.42781,0.44728,0.4603,0.70448,0.69164,0.54792,0.47211,0.44097,0.42077,0.43826,0.45688,0.35769,0.37281,0.73617,0.71688,0.71783,0.44307,0.49023,0.47472,0.45792,0.47731,0.46752,0.47491,0.80529,0.72858,0.73328,0.47761,0.47846,0.43884,0.39781,0.38629,0.37458,0.38998,0.82292,0.81457,0.81116,0.88176,0.82542,0.89402,0.8213,0.82917,0.82759,0.83124,0.82341,0.83496,0.83951,0.82089,0.87579,0.85829,0.8524,0.89364,0.89356,0.69638,0.82288,0.81188,0.81332,0.81021,0.75955,0.811,0.82253,0.81706,0.81923,0.80772,0.8417,0.84195,0.82315,0.83565,0.83442,0.83826,0.84749,0.85101,0.85597,0.79252,0.8375,0.82288,0.8549,0.85204,0.90399,0.87757,0.86328,0.84669,0.8639,0.78792,0.84082,0.72353,0.87747,0.84339,0.76315
