,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_0,default_comp_1,default_comp_2,default_comp_3,default_comp_4,default_comp_5,default_comp_6,default_comp_7,default_comp_8,default_comp_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb_0,default_pdb_1,default_pdb_2,default_pdb_3,default_pdb_4,default_pdb_5,default_pdb_6,default_pdb_7,default_pdb_8,default_pdb_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniclust30_0,default_uniclust30_1,default_uniclust30_2,default_uniclust30_3,default_uniclust30_4,default_uniclust30_5,default_uniclust30_6,default_uniclust30_7,default_uniclust30_8,default_uniclust30_9,iter_1_0,iter_1_1,iter_1_2,iter_1_3,iter_1_4,iter_1_5,iter_1_6,iter_1_7,iter_1_8,iter_1_9,iter_1_old_0,iter_1_old_1,iter_1_old_2,iter_1_old_3,iter_1_old_4,iter_1_old_5,iter_1_old_6,iter_1_old_7,iter_1_old_8,iter_1_old_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,pdb_iter_uniref_a3m_0,pdb_iter_uniref_a3m_1,pdb_iter_uniref_a3m_2,pdb_iter_uniref_a3m_3,pdb_iter_uniref_a3m_4,pdb_iter_uniref_a3m_5,pdb_iter_uniref_a3m_6,pdb_iter_uniref_a3m_7,pdb_iter_uniref_a3m_8,pdb_iter_uniref_a3m_9,spec_af_0,spec_af_1,spec_af_2,spec_af_3,spec_af_4,spec_af_5,spec_af_6,spec_af_7,spec_af_8,spec_af_9,spec_comp_0,spec_comp_1,spec_comp_2,spec_comp_3,spec_comp_4,spec_comp_5,spec_comp_6,spec_comp_7,spec_comp_8,spec_comp_9,spec_iter_uniprot_sto_0,spec_iter_uniprot_sto_1,spec_iter_uniprot_sto_2,spec_iter_uniprot_sto_3,spec_iter_uniprot_sto_4,spec_iter_uniprot_sto_5,spec_iter_uniprot_sto_6,spec_iter_uniprot_sto_7,spec_iter_uniprot_sto_8,spec_iter_uniprot_sto_9,spec_iter_uniref_a3m_0,spec_iter_uniref_a3m_1,spec_iter_uniref_a3m_2,spec_iter_uniref_a3m_3,spec_iter_uniref_a3m_4,spec_iter_uniref_a3m_5,spec_iter_uniref_a3m_6,spec_iter_uniref_a3m_7,spec_iter_uniref_a3m_8,spec_iter_uniref_a3m_9,spec_iter_uniref_sto_0,spec_iter_uniref_sto_1,spec_iter_uniref_sto_2,spec_iter_uniref_sto_3,spec_iter_uniref_sto_4,spec_iter_uniref_sto_5,spec_iter_uniref_sto_6,spec_iter_uniref_sto_7,spec_iter_uniref_sto_8,spec_iter_uniref_sto_9,spec_pdb70_0,spec_pdb70_1,spec_pdb70_2,spec_pdb70_3,spec_pdb70_4,spec_pdb70_5,spec_pdb70_6,spec_pdb70_7,spec_pdb70_8,spec_pdb70_9,spec_pdb_0,spec_pdb_1,spec_pdb_2,spec_pdb_3,spec_pdb_4,spec_pdb_5,spec_pdb_6,spec_pdb_7,spec_pdb_8,spec_pdb_9,spec_struct_0,spec_struct_1,spec_struct_2,spec_struct_3,spec_struct_4,spec_struct_5,spec_struct_6,spec_struct_7,spec_struct_8,spec_struct_9,uniclust_oxmatch_a3m_0,uniclust_oxmatch_a3m_1,uniclust_oxmatch_a3m_2,uniclust_oxmatch_a3m_3,uniclust_oxmatch_a3m_4,uniclust_oxmatch_a3m_5,uniclust_oxmatch_a3m_6,uniclust_oxmatch_a3m_7,uniclust_oxmatch_a3m_8,uniclust_oxmatch_a3m_9
0,1.0,0.98029,0.98986,0.9934,0.95439,0.9378,0.93778,0.9378,0.93789,0.93611,0.93624,0.93761,0.93754,0.93765,0.93834,0.98644,0.97246,0.94636,0.94284,0.9566,0.9568,0.94161,0.95442,0.94517,0.95171,0.99721,0.98916,0.98158,0.98064,0.95488,0.95209,0.94482,0.95623,0.94543,0.95568,0.99066,0.95533,0.9442,0.95071,0.94592,0.94614,0.95768,0.94652,0.95852,0.95514,0.99578,0.95688,0.9414,0.94545,0.95581,0.94174,0.95688,0.94752,0.94516,0.94921,0.94352,0.94706,0.94992,0.94597,0.94468,0.94248,0.95516,0.95375,0.95436,0.95196,0.99626,0.99475,0.96559,0.9811,0.94325,0.95571,0.95705,0.95558,0.94973,0.95215,0.95818,0.95417,0.944,0.97358,0.94589,0.94595,0.9446,0.97556,0.95231,0.95546,0.93965,0.94351,0.94131,0.92845,0.92668,0.913,0.92213,0.81588,0.85616,0.86822,0.98876,0.99232,0.9923,0.93826,0.93881,0.83581,0.87399,0.87693,0.88662,0.88084,0.93326,0.87966,0.94418,0.87225,0.86949,0.93749,0.93729,0.93742,0.94136,0.93638,0.93637,0.9386,0.93849,0.93814,0.93805,0.94567,0.85974,0.86532,0.82357,0.84922,0.85464,0.87267,0.79316,0.85785,0.87082,0.97628,0.97042,0.97703,0.95951,0.97642,0.96714,0.97931,0.96259,0.95215,0.9676,0.96552,0.95877,0.88057,0.887,0.84865,0.88828,0.89096,0.86716,0.87112,0.89834,0.97421,0.96975,0.97842,0.96684,0.96504,0.97934,0.95628,0.9533,0.94325,0.94253,0.85501,0.85285,0.83893,0.85205,0.85932,0.84843,0.85978,0.86305,0.85677,0.85829,0.93705,0.8682,0.85446,0.85156,0.86259,0.84841,0.82364,0.93746,0.86244,0.8604,0.95914,0.96667,0.88154,0.891,0.95656,0.9168,0.8312,0.93878,0.93416,0.92707,0.84672,0.84278,0.84354,0.8458,0.85658,0.84376,0.85146,0.84689,0.93122,0.81787
1,0.98029,1.0,0.9834,0.98002,0.95871,0.9417,0.94173,0.9407,0.94041,0.93976,0.93987,0.94118,0.94102,0.94111,0.94189,0.96991,0.9734,0.93798,0.93425,0.94797,0.94967,0.94243,0.95178,0.93472,0.94365,0.98025,0.98178,0.99772,0.99579,0.94956,0.95667,0.94508,0.94967,0.94637,0.95423,0.97559,0.95036,0.93577,0.94346,0.9365,0.9379,0.95338,0.94389,0.95526,0.94807,0.97535,0.94987,0.94726,0.93749,0.955,0.94288,0.95049,0.9395,0.93559,0.9397,0.93522,0.94167,0.94282,0.94103,0.93668,0.93442,0.95043,0.95209,0.95266,0.94475,0.98026,0.98263,0.97211,0.99195,0.94515,0.95985,0.95168,0.95078,0.95484,0.95666,0.9511,0.94822,0.93536,0.97197,0.93754,0.93807,0.93663,0.97901,0.9462,0.94939,0.94855,0.95199,0.95041,0.93313,0.93762,0.91845,0.93627,0.82626,0.86541,0.87781,0.97726,0.97874,0.97877,0.93991,0.94022,0.8435,0.87918,0.87938,0.89361,0.88696,0.93976,0.88548,0.95087,0.87742,0.87472,0.94121,0.94104,0.94067,0.9435,0.94014,0.94008,0.94217,0.94206,0.9416,0.94154,0.94812,0.85753,0.86421,0.82308,0.84905,0.85489,0.87566,0.79639,0.85653,0.87458,0.96182,0.96586,0.97531,0.95714,0.97313,0.96624,0.96984,0.97309,0.9475,0.98247,0.96551,0.95991,0.87935,0.88618,0.85111,0.88655,0.89182,0.86741,0.86938,0.89855,0.95488,0.95569,0.96038,0.96802,0.96771,0.95947,0.96326,0.96264,0.9364,0.93458,0.85315,0.85196,0.83828,0.85126,0.85838,0.84895,0.8631,0.8618,0.86072,0.85779,0.94171,0.86685,0.85554,0.85125,0.86158,0.84936,0.82263,0.94234,0.86592,0.86307,0.96072,0.9648,0.8807,0.89235,0.95842,0.91447,0.83205,0.94513,0.93815,0.92651,0.84642,0.84187,0.84075,0.84527,0.8544,0.84422,0.85357,0.84582,0.93518,0.81609
2,0.98986,0.9834,1.0,0.99059,0.95437,0.94005,0.94007,0.93857,0.93824,0.93789,0.93803,0.93956,0.93928,0.9394,0.94013,0.98253,0.96989,0.94314,0.93914,0.95186,0.9483,0.94627,0.95453,0.94131,0.94688,0.98783,0.97808,0.98302,0.9824,0.94496,0.94993,0.94825,0.95085,0.94905,0.9497,0.98932,0.95209,0.94155,0.94732,0.94168,0.94239,0.95173,0.94442,0.95481,0.95011,0.9905,0.95317,0.95058,0.94233,0.95245,0.94729,0.94817,0.94407,0.94082,0.94367,0.9401,0.94388,0.94704,0.94371,0.94187,0.93959,0.94586,0.94991,0.95169,0.94588,0.99223,0.99446,0.96874,0.97418,0.94768,0.95825,0.9472,0.9471,0.95041,0.9534,0.95341,0.95017,0.94087,0.97022,0.94273,0.94276,0.94126,0.97338,0.94698,0.95106,0.93975,0.9441,0.94149,0.92924,0.92605,0.91424,0.92147,0.80911,0.85777,0.87015,0.98962,0.99258,0.99193,0.94391,0.94427,0.83087,0.86807,0.87232,0.88207,0.87696,0.93461,0.8755,0.94598,0.86734,0.86436,0.93948,0.93926,0.93881,0.94475,0.93833,0.93828,0.94052,0.94039,0.94001,0.93991,0.94762,0.85663,0.86273,0.81957,0.84732,0.85249,0.86871,0.78907,0.85464,0.86619,0.97111,0.97601,0.97066,0.95979,0.97338,0.96081,0.97262,0.96141,0.94788,0.96781,0.96908,0.96306,0.87901,0.88474,0.8449,0.88675,0.88807,0.86614,0.8702,0.89661,0.97122,0.96675,0.97514,0.96064,0.95838,0.97516,0.95938,0.95734,0.93966,0.93847,0.85153,0.85002,0.83628,0.84864,0.85674,0.84664,0.85544,0.86132,0.85262,0.85671,0.94087,0.86578,0.85129,0.84979,0.85973,0.84594,0.81933,0.93934,0.85751,0.85429,0.96343,0.9735,0.87823,0.88714,0.96366,0.91481,0.82622,0.94173,0.93884,0.92639,0.84329,0.83965,0.84137,0.84246,0.85367,0.83972,0.84584,0.84384,0.93601,0.81487
3,0.9934,0.98002,0.99059,1.0,0.95184,0.92817,0.9274,0.92805,0.92771,0.9249,0.92503,0.92816,0.92603,0.92621,0.92848,0.99153,0.97968,0.9523,0.94846,0.9581,0.9524,0.94989,0.96029,0.95043,0.95445,0.99306,0.98533,0.98064,0.98141,0.94544,0.94534,0.95012,0.95541,0.9502,0.95127,0.99591,0.95703,0.9509,0.95446,0.95197,0.95237,0.95813,0.95279,0.96087,0.95626,0.99544,0.95872,0.94885,0.95153,0.95587,0.95007,0.95175,0.95265,0.95157,0.95153,0.94977,0.95324,0.95423,0.95384,0.95089,0.94941,0.94899,0.95685,0.95663,0.95429,0.99639,0.99374,0.97164,0.97587,0.94967,0.95846,0.94836,0.94781,0.9466,0.95077,0.95844,0.9569,0.9515,0.9781,0.95152,0.95169,0.95004,0.98219,0.95422,0.95884,0.92602,0.93111,0.92755,0.91803,0.91075,0.89807,0.90721,0.79736,0.84222,0.85593,0.99315,0.99397,0.99501,0.94756,0.94769,0.81958,0.856,0.85947,0.87181,0.86524,0.91924,0.86367,0.9325,0.8544,0.85147,0.92716,0.92689,0.92707,0.93634,0.92493,0.92489,0.92887,0.92871,0.92734,0.92682,0.93348,0.83986,0.84598,0.80544,0.83074,0.83652,0.85483,0.77559,0.83856,0.85515,0.97389,0.98064,0.97842,0.95393,0.97218,0.97047,0.97892,0.95494,0.95772,0.96232,0.95787,0.9513,0.86334,0.87029,0.83157,0.87195,0.8755,0.85068,0.85392,0.88521,0.97625,0.97357,0.98501,0.97025,0.96767,0.98444,0.96435,0.96174,0.94717,0.94622,0.83763,0.83296,0.8216,0.83431,0.83974,0.82891,0.84187,0.84527,0.83905,0.84011,0.92375,0.84917,0.83503,0.83346,0.84309,0.82919,0.80522,0.92422,0.84454,0.84181,0.95248,0.96914,0.86356,0.87545,0.95334,0.90258,0.81301,0.9277,0.9224,0.91777,0.82806,0.82388,0.82304,0.82637,0.83645,0.82443,0.83172,0.82808,0.9182,0.79774
4,0.95439,0.95871,0.95437,0.95184,1.0,0.95292,0.95343,0.95472,0.95475,0.95364,0.95391,0.95486,0.95502,0.9552,0.95474,0.9453,0.94871,0.96786,0.94824,0.95836,0.98219,0.95916,0.98362,0.96086,0.97174,0.95726,0.95668,0.95938,0.95949,0.98856,0.99498,0.96608,0.98086,0.96731,0.98323,0.94868,0.96228,0.9633,0.97264,0.95824,0.95743,0.98991,0.97605,0.98593,0.98074,0.94998,0.96159,0.97736,0.96468,0.99034,0.9604,0.98454,0.96823,0.95656,0.96556,0.95343,0.95177,0.97148,0.94989,0.96167,0.95299,0.98286,0.98304,0.98573,0.97475,0.95504,0.95698,0.94654,0.95775,0.96617,0.97083,0.99007,0.9807,0.98238,0.99083,0.9628,0.95779,0.95559,0.95321,0.96689,0.9652,0.95667,0.94991,0.9792,0.9816,0.9187,0.92295,0.91986,0.9118,0.90748,0.89556,0.90529,0.79668,0.83414,0.84655,0.95248,0.95363,0.95342,0.95594,0.95673,0.81668,0.85344,0.85339,0.86888,0.85993,0.91173,0.85889,0.92066,0.85098,0.84817,0.95247,0.95221,0.95447,0.96032,0.95321,0.9532,0.95584,0.95527,0.95636,0.95627,0.92343,0.83991,0.84195,0.80102,0.82689,0.8319,0.84951,0.77058,0.83549,0.84849,0.93887,0.93671,0.94013,0.93106,0.94279,0.934,0.93731,0.93553,0.93342,0.94231,0.94198,0.93667,0.85686,0.86376,0.82466,0.86379,0.86597,0.84568,0.84983,0.87408,0.93154,0.93158,0.93304,0.93585,0.93591,0.93337,0.93314,0.93555,0.94412,0.95338,0.84743,0.82936,0.81591,0.84471,0.83548,0.82705,0.83737,0.84131,0.83468,0.83684,0.91706,0.84389,0.8323,0.8289,0.83882,0.82601,0.80091,0.91696,0.84013,0.83752,0.93722,0.94085,0.8579,0.86615,0.93517,0.89714,0.80616,0.91864,0.91482,0.90967,0.82395,0.82297,0.82893,0.82237,0.83367,0.81951,0.82765,0.82373,0.91272,0.79796
5,0.9378,0.9417,0.94005,0.92817,0.95292,1.0,0.99997,0.99847,0.99829,0.99841,0.99817,0.99095,0.99606,0.99613,0.99881,0.91515,0.92337,0.91383,0.90651,0.92632,0.93492,0.91319,0.93825,0.91548,0.92069,0.93572,0.93652,0.94275,0.93817,0.95245,0.95476,0.91864,0.9412,0.92114,0.96175,0.92602,0.92945,0.91044,0.92368,0.9097,0.911,0.93792,0.92495,0.9485,0.92957,0.92936,0.92943,0.93149,0.91168,0.94828,0.91291,0.93683,0.91661,0.90818,0.91628,0.90617,0.91181,0.92237,0.9098,0.91429,0.9059,0.94235,0.93689,0.94518,0.92074,0.93486,0.94216,0.91844,0.9423,0.92022,0.95163,0.95476,0.95838,0.96095,0.94378,0.93218,0.92413,0.90848,0.9297,0.91452,0.91202,0.91051,0.92435,0.92527,0.92901,0.93455,0.93662,0.93744,0.92638,0.93062,0.91759,0.92851,0.83366,0.86482,0.87408,0.92824,0.93496,0.93303,0.91039,0.91189,0.8498,0.8807,0.88094,0.88621,0.88447,0.93165,0.88375,0.93485,0.87891,0.87794,0.99962,0.99972,0.99821,0.97305,0.99897,0.99882,0.99878,0.9991,0.99533,0.99582,0.93648,0.87035,0.8727,0.8358,0.85857,0.86279,0.87786,0.8086,0.86787,0.87486,0.91988,0.9055,0.92447,0.9339,0.94103,0.90876,0.91796,0.94216,0.9056,0.94533,0.94037,0.93405,0.87664,0.87986,0.85025,0.88048,0.88277,0.86771,0.87687,0.887,0.91064,0.904,0.90643,0.9168,0.91149,0.91044,0.90845,0.90616,0.91485,0.91396,0.87419,0.86373,0.84329,0.87216,0.8684,0.86199,0.86876,0.86979,0.86641,0.86734,0.93533,0.8742,0.86608,0.86017,0.87043,0.85875,0.83645,0.93495,0.86912,0.86729,0.93309,0.92118,0.87673,0.88253,0.9302,0.92419,0.83456,0.92871,0.92645,0.92206,0.85669,0.85589,0.86122,0.85482,0.86577,0.85262,0.85887,0.85589,0.93297,0.83467
6,0.93778,0.94173,0.94007,0.9274,0.95304,0.99997,1.0,0.99867,0.99847,0.99861,0.99838,0.99122,0.99609,0.99619,0.99898,0.91517,0.92339,0.9139,0.90651,0.92636,0.93593,0.91321,0.93836,0.91594,0.92114,0.93573,0.93652,0.94277,0.93819,0.95303,0.95529,0.91863,0.9418,0.9217,0.96202,0.92605,0.9295,0.91051,0.92372,0.90973,0.91103,0.93861,0.92546,0.94913,0.93026,0.92939,0.92948,0.93161,0.91174,0.94844,0.91343,0.93739,0.91667,0.90865,0.91636,0.90619,0.91183,0.92321,0.90983,0.9152,0.90592,0.9424,0.93781,0.9454,0.92078,0.9349,0.94216,0.91844,0.9423,0.92064,0.95164,0.95536,0.95862,0.96127,0.94388,0.93223,0.92418,0.90851,0.92971,0.91545,0.91206,0.91053,0.92434,0.92606,0.9298,0.93457,0.93663,0.93747,0.92633,0.93064,0.91756,0.92854,0.83363,0.86472,0.87397,0.92826,0.93499,0.93306,0.91118,0.91278,0.84981,0.88065,0.88088,0.88624,0.88452,0.93172,0.88381,0.93488,0.8789,0.8779,0.99958,0.99965,0.9984,0.97343,0.9991,0.99897,0.99899,0.99927,0.99542,0.99593,0.93653,0.87027,0.87263,0.83576,0.85845,0.86267,0.87779,0.80854,0.86785,0.87475,0.91983,0.90549,0.92442,0.93383,0.94102,0.90875,0.91789,0.94209,0.90559,0.94525,0.94039,0.9341,0.87657,0.87979,0.85026,0.88042,0.8827,0.86759,0.87685,0.88703,0.91058,0.90394,0.90643,0.91675,0.91144,0.91044,0.90843,0.90612,0.91484,0.91434,0.87411,0.86365,0.84333,0.87208,0.86832,0.86194,0.86872,0.86972,0.86637,0.8673,0.93538,0.87412,0.86602,0.86006,0.87035,0.85861,0.8364,0.93495,0.869,0.86717,0.93315,0.92123,0.87666,0.88246,0.93022,0.92423,0.83456,0.92875,0.92653,0.92206,0.85659,0.85578,0.86116,0.85471,0.86572,0.85251,0.85876,0.85577,0.93295,0.83457
7,0.9378,0.9407,0.93857,0.92805,0.95472,0.99847,0.99867,1.0,0.99986,0.99858,0.99842,0.99177,0.99562,0.99583,0.99895,0.91507,0.92355,0.91561,0.90743,0.92649,0.93629,0.91341,0.94064,0.91853,0.92247,0.93565,0.93643,0.94211,0.93742,0.95432,0.95544,0.91992,0.94322,0.92235,0.96511,0.92606,0.92963,0.91261,0.92552,0.91113,0.91188,0.94003,0.92692,0.95155,0.9312,0.92927,0.92956,0.93152,0.91558,0.95045,0.91362,0.93869,0.91769,0.90947,0.91708,0.90818,0.91209,0.92426,0.91012,0.9166,0.90792,0.94302,0.94114,0.94708,0.92246,0.93576,0.94251,0.91779,0.94246,0.92133,0.95174,0.9563,0.96064,0.96255,0.94332,0.93231,0.92435,0.90989,0.9299,0.91744,0.9138,0.91164,0.92451,0.92699,0.93079,0.93277,0.93486,0.93586,0.92543,0.92898,0.91602,0.92682,0.83315,0.86394,0.87313,0.92857,0.93526,0.93332,0.91178,0.91249,0.84949,0.88047,0.88072,0.88562,0.88416,0.92992,0.88344,0.93278,0.87825,0.87691,0.99822,0.99817,0.99878,0.97362,0.99856,0.99852,0.99915,0.9992,0.99521,0.99575,0.93477,0.87016,0.87246,0.8351,0.85821,0.86203,0.87768,0.80795,0.86652,0.87444,0.9201,0.90482,0.92567,0.93506,0.94176,0.90971,0.91891,0.94261,0.90649,0.94409,0.93883,0.93224,0.87645,0.87973,0.84947,0.88024,0.88252,0.86722,0.87635,0.88667,0.91082,0.90416,0.90657,0.91711,0.91168,0.91067,0.90713,0.90561,0.91553,0.91485,0.87413,0.86361,0.84246,0.87212,0.86825,0.86182,0.86743,0.86941,0.8655,0.86689,0.93414,0.87397,0.86586,0.85905,0.87025,0.85839,0.83499,0.93284,0.86872,0.86687,0.93209,0.92037,0.87664,0.88228,0.92804,0.92473,0.83383,0.92702,0.9246,0.92223,0.85633,0.85549,0.86119,0.85456,0.86566,0.85239,0.85857,0.85562,0.93102,0.83421
8,0.93789,0.94041,0.93824,0.92771,0.95475,0.99829,0.99847,0.99986,1.0,0.99879,0.99866,0.99152,0.99597,0.99618,0.99875,0.91465,0.92311,0.91559,0.90792,0.92611,0.93627,0.91303,0.94033,0.91946,0.92223,0.93556,0.93637,0.94186,0.93714,0.95452,0.95557,0.9198,0.94294,0.92205,0.96484,0.92564,0.92926,0.91217,0.9251,0.91074,0.91197,0.94007,0.92665,0.95143,0.93102,0.92891,0.92915,0.93123,0.91512,0.95057,0.91319,0.93874,0.91727,0.90932,0.91723,0.90773,0.91166,0.92383,0.90964,0.91613,0.90709,0.94351,0.94087,0.94723,0.92238,0.93544,0.94236,0.91736,0.94243,0.92102,0.9519,0.95646,0.96063,0.96257,0.94346,0.93193,0.92395,0.90945,0.92954,0.91699,0.91336,0.9112,0.92425,0.92714,0.93097,0.93278,0.93487,0.93557,0.92526,0.92872,0.91608,0.92661,0.83273,0.86365,0.87291,0.92818,0.93491,0.93294,0.91135,0.91207,0.84864,0.88033,0.88057,0.88557,0.88379,0.92956,0.88308,0.93241,0.87785,0.87662,0.99818,0.99813,0.99884,0.97386,0.99871,0.99871,0.99903,0.99908,0.99557,0.99611,0.93454,0.87025,0.87241,0.83486,0.85791,0.86176,0.87758,0.80755,0.86609,0.87412,0.91998,0.90444,0.92559,0.93488,0.94133,0.90934,0.91888,0.94243,0.90611,0.94414,0.93866,0.93208,0.87643,0.8797,0.84897,0.88026,0.88247,0.86712,0.87586,0.88634,0.91083,0.90411,0.90626,0.91709,0.91155,0.9102,0.90679,0.90551,0.91536,0.91504,0.87413,0.86351,0.84163,0.87202,0.8682,0.86164,0.86699,0.86894,0.86466,0.86637,0.9339,0.87393,0.86576,0.85868,0.87021,0.85827,0.83471,0.93253,0.86856,0.86677,0.93194,0.92009,0.87654,0.88227,0.92787,0.92439,0.83329,0.92667,0.92422,0.92209,0.8561,0.85529,0.86105,0.8543,0.86553,0.85223,0.8584,0.85537,0.93082,0.83407
9,0.93611,0.93976,0.93789,0.9249,0.95364,0.99841,0.99861,0.99858,0.99879,1.0,0.99996,0.99169,0.99652,0.99676,0.99843,0.91234,0.92054,0.91281,0.90452,0.92368,0.93457,0.91099,0.93744,0.91729,0.91918,0.93361,0.93439,0.9408,0.93599,0.95324,0.95445,0.91779,0.94139,0.92045,0.96281,0.9234,0.92703,0.90928,0.92253,0.90796,0.90927,0.93688,0.92433,0.94901,0.9277,0.92603,0.92689,0.93045,0.91203,0.94891,0.91112,0.93623,0.91448,0.90653,0.91418,0.90424,0.90901,0.92081,0.90691,0.91322,0.90402,0.94116,0.93788,0.94486,0.91892,0.93246,0.94009,0.91557,0.94065,0.91854,0.95062,0.95559,0.9592,0.96157,0.9428,0.92966,0.92151,0.90666,0.92705,0.91464,0.91152,0.9086,0.92131,0.9247,0.92806,0.93501,0.93689,0.93785,0.92629,0.93158,0.91819,0.9295,0.83555,0.8662,0.87518,0.92572,0.9326,0.93059,0.90966,0.91039,0.85107,0.88167,0.88196,0.88697,0.88481,0.93201,0.88447,0.93457,0.87903,0.8783,0.99838,0.99836,0.99872,0.9738,0.99975,0.9998,0.99892,0.9989,0.9963,0.99683,0.93649,0.87214,0.87431,0.83696,0.85883,0.86307,0.87917,0.81051,0.86808,0.87556,0.9183,0.90277,0.92216,0.93338,0.93974,0.90635,0.91625,0.94185,0.90307,0.94475,0.93935,0.93327,0.87792,0.88088,0.85139,0.88153,0.88366,0.86864,0.87744,0.88741,0.90888,0.90209,0.90361,0.91519,0.90959,0.90777,0.90605,0.90382,0.91299,0.91233,0.87564,0.86563,0.84394,0.87357,0.87024,0.86377,0.86891,0.8705,0.86663,0.86818,0.9357,0.87581,0.8678,0.85957,0.87218,0.86011,0.83755,0.93482,0.87025,0.86852,0.93231,0.91907,0.87785,0.88344,0.92887,0.9248,0.83591,0.92912,0.92689,0.92306,0.85782,0.8572,0.86274,0.8559,0.86737,0.85391,0.86007,0.85698,0.93307,0.83652
