,model,score,score_norm
0,T1174TS003_1o,0.7456,0.74560546875
1,T1174TS003_2o,0.733,0.73291015625
2,T1174TS003_3o,0.807,0.80712890625
3,T1174TS003_4o,0.7563,0.75634765625
4,T1174TS003_5o,0.663,0.6630859375
5,T1174TS011_1o,0.608,0.60791015625
6,T1174TS011_2o,0.6387,0.638671875
7,T1174TS011_3o,0.501,0.5009765625
8,T1174TS011_4o,0.624,0.6240234375
9,T1174TS011_5o,0.5806,0.58056640625
10,T1174TS035_1o,0.7954,0.79541015625
11,T1174TS035_2o,0.5054,0.50537109375
12,T1174TS035_3o,0.8086,0.80859375
13,T1174TS035_4o,0.769,0.76904296875
14,T1174TS035_5o,0.535,0.53515625
15,T1174TS037_1o,0.6904,0.6904296875
16,T1174TS037_2o,0.687,0.68701171875
17,T1174TS037_3o,0.657,0.6572265625
18,T1174TS037_4o,0.635,0.634765625
19,T1174TS037_5o,0.75,0.75
20,T1174TS054_1o,0.673,0.6728515625
21,T1174TS054_2o,0.5728,0.57275390625
22,T1174TS054_3o,0.525,0.52490234375
23,T1174TS054_4o,0.526,0.52587890625
24,T1174TS054_5o,0.647,0.64697265625
25,T1174TS071_1o,0.7153,0.71533203125
26,T1174TS071_2o,0.6445,0.64453125
27,T1174TS071_3o,0.738,0.73779296875
28,T1174TS071_4o,0.6255,0.62548828125
29,T1174TS071_5o,0.6357,0.6357421875
30,T1174TS073_1o,0.623,0.623046875
31,T1174TS073_2o,0.548,0.5478515625
32,T1174TS073_3o,0.6196,0.61962890625
33,T1174TS073_4o,0.629,0.62890625
34,T1174TS073_5o,0.6807,0.6806640625
35,T1174TS074_1o,0.6357,0.6357421875
36,T1174TS074_2o,0.548,0.5478515625
37,T1174TS074_3o,0.6284,0.62841796875
38,T1174TS074_4o,0.6343,0.63427734375
39,T1174TS074_5o,0.6807,0.6806640625
40,T1174TS086_1o,0.733,0.73291015625
41,T1174TS086_2o,0.746,0.74609375
42,T1174TS086_3o,0.663,0.6630859375
43,T1174TS086_4o,0.618,0.6181640625
44,T1174TS086_5o,0.7563,0.75634765625
45,T1174TS091_1o,0.746,0.74609375
46,T1174TS091_2o,0.698,0.6982421875
47,T1174TS091_3o,0.6855,0.685546875
48,T1174TS091_4o,0.802,0.8017578125
49,T1174TS091_5o,0.7314,0.7314453125
50,T1174TS098_1o,0.7026,0.70263671875
51,T1174TS098_2o,0.6353,0.63525390625
52,T1174TS098_3o,0.5723,0.572265625
53,T1174TS098_4o,0.626,0.6259765625
54,T1174TS098_5o,0.583,0.5830078125
55,T1174TS119_1o,0.812,0.81201171875
56,T1174TS119_2o,0.784,0.7841796875
57,T1174TS119_3o,0.786,0.7861328125
58,T1174TS119_4o,0.7686,0.7685546875
59,T1174TS119_5o,0.7656,0.765625
60,T1174TS125_1o,0.673,0.6728515625
61,T1174TS125_2o,0.5728,0.57275390625
62,T1174TS125_3o,0.525,0.52490234375
63,T1174TS125_4o,0.526,0.52587890625
64,T1174TS125_5o,0.647,0.64697265625
65,T1174TS131_1o,0.4556,0.45556640625
66,T1174TS131_2o,0.4348,0.434814453125
67,T1174TS131_3o,0.4578,0.457763671875
68,T1174TS131_4o,0.451,0.450927734375
69,T1174TS131_5o,0.453,0.452880859375
70,T1174TS133_1o,0.6987,0.69873046875
71,T1174TS133_2o,0.751,0.7509765625
72,T1174TS133_3o,0.704,0.7041015625
73,T1174TS133_4o,0.6895,0.689453125
74,T1174TS133_5o,0.6606,0.66064453125
75,T1174TS147_1o,0.719,0.71923828125
76,T1174TS147_2o,0.7188,0.71875
77,T1174TS147_3o,0.7183,0.71826171875
78,T1174TS147_4o,0.718,0.7177734375
79,T1174TS147_5o,0.7173,0.71728515625
80,T1174TS150_1o,0.615,0.615234375
81,T1174TS150_2o,0.6357,0.6357421875
82,T1174TS150_3o,0.605,0.60498046875
83,T1174TS150_4o,0.686,0.68603515625
84,T1174TS150_5o,0.4722,0.47216796875
85,T1174TS158_1o,0.733,0.73291015625
86,T1174TS158_2o,0.7563,0.75634765625
87,T1174TS158_3o,0.663,0.6630859375
88,T1174TS158_4o,0.746,0.74609375
89,T1174TS158_5o,0.738,0.73779296875
90,T1174TS165_1o,0.5903,0.59033203125
91,T1174TS165_2o,0.5957,0.595703125
92,T1174TS165_3o,0.542,0.5419921875
93,T1174TS165_4o,0.6694,0.66943359375
94,T1174TS165_5o,0.67,0.669921875
95,T1174TS169_1o,0.7026,0.70263671875
96,T1174TS169_2o,0.56,0.56005859375
97,T1174TS169_3o,0.6353,0.63525390625
98,T1174TS169_4o,0.635,0.634765625
99,T1174TS169_5o,0.5723,0.572265625
100,T1174TS180_1o,0.86,0.85986328125
101,T1174TS180_2o,0.8276,0.82763671875
102,T1174TS180_3o,0.81,0.81005859375
103,T1174TS180_4o,0.8135,0.8134765625
104,T1174TS180_5o,0.815,0.81494140625
105,T1174TS185_1o,0.8965,0.896484375
106,T1174TS185_2o,0.8887,0.888671875
107,T1174TS185_3o,0.8867,0.88671875
108,T1174TS185_4o,0.8525,0.8525390625
109,T1174TS185_5o,0.8237,0.82373046875
110,T1174TS187_1o,0.722,0.72216796875
111,T1174TS187_2o,0.48,0.47998046875
112,T1174TS187_3o,0.6646,0.66455078125
113,T1174TS187_4o,0.4421,0.442138671875
114,T1174TS187_5o,0.639,0.63916015625
115,T1174TS188_1o,0.635,0.634765625
116,T1174TS188_2o,0.4548,0.454833984375
117,T1174TS188_3o,0.5723,0.572265625
118,T1174TS188_4o,0.56,0.56005859375
119,T1174TS188_5o,0.5386,0.53857421875
120,T1174TS205_1o,0.6,0.60009765625
121,T1174TS205_2o,0.6865,0.6865234375
122,T1174TS205_3o,0.7188,0.71875
123,T1174TS205_4o,0.5786,0.57861328125
124,T1174TS205_5o,0.7188,0.71875
125,T1174TS225_1o,0.598,0.59814453125
126,T1174TS225_2o,0.6,0.60009765625
127,T1174TS225_4o,0.5703,0.5703125
128,T1174TS225_5o,0.535,0.53515625
129,T1174TS227_1o,0.6987,0.69873046875
130,T1174TS227_2o,0.751,0.7509765625
131,T1174TS227_3o,0.704,0.7041015625
132,T1174TS227_4o,0.6895,0.689453125
133,T1174TS227_5o,0.6606,0.66064453125
134,T1174TS229_1o,0.8965,0.896484375
135,T1174TS229_2o,0.6714,0.67138671875
136,T1174TS229_3o,0.657,0.6572265625
137,T1174TS229_4o,0.72,0.72021484375
138,T1174TS229_5o,0.7515,0.75146484375
139,T1174TS239_1o,0.8965,0.896484375
140,T1174TS239_2o,0.6714,0.67138671875
141,T1174TS239_3o,0.657,0.6572265625
142,T1174TS239_4o,0.72,0.72021484375
143,T1174TS239_5o,0.7515,0.75146484375
144,T1174TS245_1o,0.677,0.6767578125
145,T1174TS248_1o,0.7954,0.79541015625
146,T1174TS248_2o,0.5054,0.50537109375
147,T1174TS248_3o,0.8086,0.80859375
148,T1174TS248_4o,0.769,0.76904296875
149,T1174TS248_5o,0.535,0.53515625
150,T1174TS278_1o,0.9033,0.9033203125
151,T1174TS278_2o,0.881,0.880859375
152,T1174TS278_3o,0.8447,0.8447265625
153,T1174TS278_4o,0.7485,0.74853515625
154,T1174TS278_5o,0.6855,0.685546875
