,model,score,score_norm
0,T1187TS003_1o,0.75,0.75
1,T1187TS003_2o,0.713,0.712890625
2,T1187TS003_3o,0.701,0.701171875
3,T1187TS003_4o,0.894,0.89404296875
4,T1187TS003_5o,0.893,0.89306640625
5,T1187TS035_1o,0.8096,0.8095703125
6,T1187TS035_2o,0.8022,0.80224609375
7,T1187TS035_3o,0.811,0.81103515625
8,T1187TS035_4o,0.799,0.798828125
9,T1187TS035_5o,0.785,0.78515625
10,T1187TS037_1o,0.8843,0.88427734375
11,T1187TS037_2o,0.8535,0.853515625
12,T1187TS037_3o,0.758,0.7578125
13,T1187TS037_4o,0.7466,0.74658203125
14,T1187TS037_5o,0.73,0.72998046875
15,T1187TS046_1o,0.8096,0.8095703125
16,T1187TS046_2o,0.8022,0.80224609375
17,T1187TS046_3o,0.811,0.81103515625
18,T1187TS046_4o,0.799,0.798828125
19,T1187TS046_5o,0.785,0.78515625
20,T1187TS054_1o,0.873,0.873046875
21,T1187TS054_2o,0.816,0.81591796875
22,T1187TS054_3o,0.75,0.75
23,T1187TS054_4o,0.797,0.796875
24,T1187TS054_5o,0.792,0.7919921875
25,T1187TS071_1o,0.7554,0.75537109375
26,T1187TS071_2o,0.7637,0.763671875
27,T1187TS071_3o,0.761,0.76123046875
28,T1187TS071_4o,0.748,0.748046875
29,T1187TS071_5o,0.7407,0.74072265625
30,T1187TS073_1o,0.7417,0.74169921875
31,T1187TS073_2o,0.748,0.748046875
32,T1187TS073_3o,0.722,0.72216796875
33,T1187TS073_4o,0.708,0.7080078125
34,T1187TS073_5o,0.721,0.72119140625
35,T1187TS074_4o,0.7554,0.75537109375
36,T1187TS074_5o,0.751,0.7509765625
37,T1187TS086_1o,0.712,0.7119140625
38,T1187TS086_2o,0.75,0.75
39,T1187TS086_3o,0.713,0.712890625
40,T1187TS086_4o,0.893,0.89306640625
41,T1187TS086_5o,0.662,0.662109375
42,T1187TS091_1o,0.4956,0.49560546875
43,T1187TS091_2o,0.469,0.468994140625
44,T1187TS091_3o,0.7876,0.78759765625
45,T1187TS091_4o,0.469,0.468994140625
46,T1187TS091_5o,0.4692,0.46923828125
47,T1187TS098_1o,0.807,0.80712890625
48,T1187TS098_2o,0.763,0.76318359375
49,T1187TS098_3o,0.7734,0.7734375
50,T1187TS098_4o,0.837,0.8369140625
51,T1187TS098_5o,0.8013,0.80126953125
52,T1187TS119_1o,0.7573,0.75732421875
53,T1187TS119_2o,0.739,0.73876953125
54,T1187TS119_3o,0.755,0.7548828125
55,T1187TS119_4o,0.758,0.7578125
56,T1187TS119_5o,0.7324,0.732421875
57,T1187TS122_1o,0.6953,0.6953125
58,T1187TS122_2o,0.696,0.69580078125
59,T1187TS122_3o,0.696,0.69580078125
60,T1187TS122_4o,0.6953,0.6953125
61,T1187TS122_5o,0.696,0.69580078125
62,T1187TS125_1o,0.873,0.873046875
63,T1187TS125_2o,0.816,0.81591796875
64,T1187TS125_3o,0.75,0.75
65,T1187TS125_4o,0.797,0.796875
66,T1187TS125_5o,0.792,0.7919921875
67,T1187TS131_1o,0.6597,0.65966796875
68,T1187TS131_2o,0.6562,0.65625
69,T1187TS131_3o,0.6577,0.65771484375
70,T1187TS131_4o,0.6455,0.6455078125
71,T1187TS131_5o,0.6523,0.65234375
72,T1187TS147_1o,0.7266,0.7265625
73,T1187TS147_2o,0.7637,0.763671875
74,T1187TS147_3o,0.7324,0.732421875
75,T1187TS147_4o,0.7637,0.763671875
76,T1187TS147_5o,0.7495,0.74951171875
77,T1187TS150_1o,0.7627,0.7626953125
78,T1187TS150_2o,0.751,0.7509765625
79,T1187TS150_3o,0.7495,0.74951171875
80,T1187TS150_4o,0.775,0.77490234375
81,T1187TS150_5o,0.7603,0.76025390625
82,T1187TS158_1o,0.75,0.75
83,T1187TS158_2o,0.713,0.712890625
84,T1187TS158_3o,0.712,0.7119140625
85,T1187TS158_4o,0.893,0.89306640625
86,T1187TS158_5o,0.662,0.662109375
87,T1187TS165_1o,0.8296,0.82958984375
88,T1187TS165_2o,0.56,0.56005859375
89,T1187TS165_3o,0.5957,0.595703125
90,T1187TS165_4o,0.8047,0.8046875
91,T1187TS165_5o,0.568,0.56787109375
92,T1187TS169_1o,0.708,0.7080078125
93,T1187TS169_2o,0.74,0.740234375
94,T1187TS169_3o,0.705,0.705078125
95,T1187TS169_4o,0.693,0.69287109375
96,T1187TS169_5o,0.7324,0.732421875
97,T1187TS180_1o,0.8213,0.8212890625
98,T1187TS180_2o,0.798,0.7978515625
99,T1187TS180_3o,0.7725,0.7724609375
100,T1187TS180_4o,0.7944,0.79443359375
101,T1187TS180_5o,0.7896,0.78955078125
102,T1187TS185_1o,0.828,0.828125
103,T1187TS185_2o,0.834,0.833984375
104,T1187TS185_3o,0.83,0.830078125
105,T1187TS185_4o,0.8247,0.82470703125
106,T1187TS185_5o,0.8037,0.8037109375
107,T1187TS187_1o,0.7993,0.79931640625
108,T1187TS187_2o,0.779,0.77880859375
109,T1187TS187_3o,0.7803,0.7802734375
110,T1187TS187_4o,0.763,0.76318359375
111,T1187TS187_5o,0.714,0.7138671875
112,T1187TS188_1o,0.752,0.751953125
113,T1187TS188_2o,0.7393,0.7392578125
114,T1187TS188_3o,0.7397,0.73974609375
115,T1187TS188_4o,0.7065,0.70654296875
116,T1187TS188_5o,0.717,0.716796875
117,T1187TS205_1o,0.7676,0.767578125
