,model,score,score_norm
0,H1151TS003_1,0.629,0.62890625
1,H1151TS003_2,0.6357,0.6357421875
2,H1151TS003_3,0.635,0.634765625
3,H1151TS003_4,0.6304,0.63037109375
4,H1151TS003_5,0.636,0.63623046875
5,H1151TS011_1,0.627,0.626953125
6,H1151TS011_2,0.6235,0.62353515625
7,H1151TS011_3,0.631,0.630859375
8,H1151TS011_4,0.6294,0.62939453125
9,H1151TS011_5,0.6333,0.63330078125
10,H1151TS035_1,0.635,0.634765625
11,H1151TS035_2,0.6367,0.63671875
12,H1151TS035_3,0.6304,0.63037109375
13,H1151TS035_4,0.621,0.62109375
14,H1151TS035_5,0.631,0.630859375
15,H1151TS037_1,0.637,0.63720703125
16,H1151TS037_2,0.6416,0.6416015625
17,H1151TS037_3,0.6504,0.650390625
18,H1151TS037_4,0.5938,0.59375
19,H1151TS037_5,0.5703,0.5703125
20,H1151TS054_1,0.6353,0.63525390625
21,H1151TS054_2,0.63,0.6298828125
22,H1151TS054_3,0.629,0.62890625
23,H1151TS054_4,0.6343,0.63427734375
24,H1151TS054_5,0.63,0.6298828125
25,H1151TS067_1,0.648,0.64794921875
26,H1151TS067_2,0.5923,0.59228515625
27,H1151TS071_1,0.631,0.630859375
28,H1151TS071_2,0.626,0.6259765625
29,H1151TS071_3,0.623,0.623046875
30,H1151TS071_4,0.6206,0.62060546875
31,H1151TS071_5,0.6235,0.62353515625
32,H1151TS073_1,0.625,0.625
33,H1151TS073_2,0.6167,0.61669921875
34,H1151TS073_3,0.6104,0.6103515625
35,H1151TS073_4,0.619,0.619140625
36,H1151TS073_5,0.6367,0.63671875
37,H1151TS074_1,0.6284,0.62841796875
38,H1151TS074_2,0.62,0.6201171875
39,H1151TS074_3,0.6084,0.6083984375
40,H1151TS074_4,0.618,0.6181640625
41,H1151TS074_5,0.634,0.6337890625
42,H1151TS086_1,0.6357,0.6357421875
43,H1151TS086_2,0.635,0.634765625
44,H1151TS086_3,0.6333,0.63330078125
45,H1151TS086_4,0.6304,0.63037109375
46,H1151TS086_5,0.6304,0.63037109375
47,H1151TS091_1,0.752,0.751953125
48,H1151TS091_2,0.7427,0.74267578125
49,H1151TS091_3,0.774,0.77392578125
50,H1151TS091_4,0.789,0.7890625
51,H1151TS091_5,0.7886,0.78857421875
52,H1151TS092_1,0.6206,0.62060546875
53,H1151TS097_1,0.605,0.60498046875
54,H1151TS097_2,0.634,0.6337890625
55,H1151TS097_3,0.5986,0.5986328125
56,H1151TS097_4,0.6396,0.6396484375
57,H1151TS097_5,0.657,0.6572265625
58,H1151TS098_1,0.6343,0.63427734375
59,H1151TS098_2,0.632,0.6318359375
60,H1151TS098_3,0.6313,0.63134765625
61,H1151TS098_4,0.6353,0.63525390625
62,H1151TS098_5,0.632,0.6318359375
63,H1151TS119_1,0.6343,0.63427734375
64,H1151TS119_2,0.6333,0.63330078125
65,H1151TS119_3,0.584,0.583984375
66,H1151TS119_4,0.632,0.6318359375
67,H1151TS119_5,0.6333,0.63330078125
68,H1151TS125_1,0.6353,0.63525390625
69,H1151TS125_2,0.63,0.6298828125
70,H1151TS125_3,0.629,0.62890625
71,H1151TS125_4,0.6343,0.63427734375
72,H1151TS125_5,0.63,0.6298828125
73,H1151TS131_1,0.584,0.583984375
74,H1151TS131_2,0.5684,0.568359375
75,H1151TS131_3,0.572,0.57177734375
76,H1151TS131_4,0.567,0.56689453125
77,H1151TS131_5,0.5767,0.57666015625
78,H1151TS133_1,0.6357,0.6357421875
79,H1151TS133_2,0.6216,0.62158203125
80,H1151TS133_3,0.6357,0.6357421875
81,H1151TS133_4,0.6343,0.63427734375
82,H1151TS133_5,0.634,0.6337890625
83,H1151TS147_1,0.635,0.634765625
84,H1151TS147_2,0.649,0.64892578125
85,H1151TS147_3,0.6494,0.6494140625
86,H1151TS147_4,0.659,0.6591796875
87,H1151TS147_5,0.644,0.64404296875
88,H1151TS150_1,0.6265,0.62646484375
89,H1151TS150_2,0.623,0.623046875
90,H1151TS150_3,0.6226,0.62255859375
91,H1151TS150_4,0.621,0.62109375
92,H1151TS150_5,0.618,0.6181640625
93,H1151TS158_1,0.635,0.634765625
94,H1151TS158_2,0.6357,0.6357421875
95,H1151TS158_3,0.628,0.6279296875
96,H1151TS158_4,0.6333,0.63330078125
97,H1151TS158_5,0.6304,0.63037109375
