,model,score,score_norm
0,H1144TS003_1,0.75,0.75
1,H1144TS003_2,0.7495,0.74951171875
2,H1144TS003_3,0.778,0.77783203125
3,H1144TS003_4,0.7695,0.76953125
4,H1144TS003_5,0.7314,0.7314453125
5,H1144TS011_1,0.7285,0.728515625
6,H1144TS011_2,0.729,0.72900390625
7,H1144TS011_3,0.723,0.72314453125
8,H1144TS011_4,0.73,0.72998046875
9,H1144TS011_5,0.7134,0.71337890625
10,H1144TS035_1,0.684,0.68408203125
11,H1144TS035_2,0.6895,0.689453125
12,H1144TS035_3,0.705,0.705078125
13,H1144TS035_4,0.734,0.73388671875
14,H1144TS035_5,0.7607,0.7607421875
15,H1144TS037_1,0.8887,0.888671875
16,H1144TS037_2,0.867,0.8671875
17,H1144TS037_3,0.808,0.80810546875
18,H1144TS037_4,0.83,0.830078125
19,H1144TS037_5,0.823,0.8232421875
20,H1144TS052_1,0.864,0.86376953125
21,H1144TS054_1,0.7324,0.732421875
22,H1144TS054_2,0.72,0.72021484375
23,H1144TS054_3,0.717,0.716796875
24,H1144TS054_4,0.728,0.72802734375
25,H1144TS054_5,0.714,0.7138671875
26,H1144TS067_1,0.7344,0.734375
27,H1144TS067_2,0.655,0.65478515625
28,H1144TS071_1,0.696,0.69580078125
29,H1144TS071_2,0.6855,0.685546875
30,H1144TS071_3,0.6904,0.6904296875
31,H1144TS071_4,0.688,0.68798828125
32,H1144TS071_5,0.703,0.703125
33,H1144TS073_1,0.776,0.77587890625
34,H1144TS073_2,0.7656,0.765625
35,H1144TS073_3,0.703,0.703125
36,H1144TS073_4,0.7095,0.70947265625
37,H1144TS073_5,0.7104,0.71044921875
38,H1144TS086_1,0.7495,0.74951171875
39,H1144TS086_2,0.7793,0.779296875
40,H1144TS086_3,0.7695,0.76953125
41,H1144TS086_4,0.75,0.75
42,H1144TS086_5,0.778,0.77783203125
43,H1144TS091_1,0.766,0.76611328125
44,H1144TS091_2,0.6846,0.6845703125
45,H1144TS091_3,0.6562,0.65625
46,H1144TS091_4,0.662,0.662109375
47,H1144TS091_5,0.582,0.58203125
48,H1144TS092_1,0.8374,0.83740234375
49,H1144TS097_1,0.865,0.865234375
50,H1144TS097_2,0.835,0.8349609375
51,H1144TS097_3,0.8193,0.8193359375
52,H1144TS097_4,0.8145,0.814453125
53,H1144TS097_5,0.8345,0.83447265625
54,H1144TS098_1,0.738,0.73779296875
55,H1144TS098_2,0.735,0.73486328125
56,H1144TS098_3,0.731,0.73095703125
57,H1144TS098_4,0.7236,0.7236328125
58,H1144TS098_5,0.7153,0.71533203125
59,H1144TS119_1,0.7104,0.71044921875
60,H1144TS119_2,0.709,0.708984375
61,H1144TS119_3,0.7017,0.70166015625
62,H1144TS119_4,0.7075,0.70751953125
63,H1144TS119_5,0.6997,0.69970703125
64,H1144TS125_1,0.7324,0.732421875
65,H1144TS125_2,0.72,0.72021484375
66,H1144TS125_3,0.717,0.716796875
67,H1144TS125_4,0.728,0.72802734375
68,H1144TS125_5,0.714,0.7138671875
69,H1144TS131_1,0.7104,0.71044921875
70,H1144TS131_2,0.7017,0.70166015625
71,H1144TS131_3,0.7173,0.71728515625
72,H1144TS131_4,0.7256,0.7255859375
73,H1144TS131_5,0.706,0.7060546875
74,H1144TS133_1,0.7207,0.720703125
75,H1144TS133_2,0.7236,0.7236328125
76,H1144TS133_3,0.7134,0.71337890625
77,H1144TS133_4,0.715,0.71484375
78,H1144TS133_5,0.728,0.72802734375
79,H1144TS147_1,0.3958,0.395751953125
80,H1144TS147_2,0.3904,0.390380859375
81,H1144TS147_3,0.378,0.3779296875
82,H1144TS147_4,0.3887,0.388671875
83,H1144TS147_5,0.386,0.385986328125
84,H1144TS150_1,0.7393,0.7392578125
85,H1144TS150_2,0.7363,0.736328125
86,H1144TS150_3,0.739,0.73876953125
87,H1144TS150_4,0.736,0.73583984375
88,H1144TS150_5,0.7383,0.73828125
89,H1144TS158_1,0.75,0.75
90,H1144TS158_2,0.7495,0.74951171875
91,H1144TS158_3,0.778,0.77783203125
92,H1144TS158_4,0.7314,0.7314453125
93,H1144TS158_5,0.7305,0.73046875
94,H1144TS165_1,0.5557,0.5556640625
95,H1144TS165_2,0.4377,0.437744140625
96,H1144TS165_3,0.5605,0.560546875
97,H1144TS165_4,0.5786,0.57861328125
98,H1144TS165_5,0.4426,0.442626953125
99,H1144TS169_1,0.7236,0.7236328125
100,H1144TS169_2,0.731,0.73095703125
101,H1144TS169_3,0.725,0.72509765625
102,H1144TS169_4,0.735,0.73486328125
103,H1144TS169_5,0.721,0.72119140625
104,H1144TS180_1,0.839,0.8388671875
105,H1144TS180_2,0.81,0.81005859375
106,H1144TS180_3,0.809,0.80908203125
107,H1144TS180_4,0.772,0.77197265625
108,H1144TS180_5,0.777,0.77685546875
109,H1144TS185_1,0.7812,0.78125
110,H1144TS185_2,0.851,0.85107421875
111,H1144TS185_3,0.7837,0.78369140625
112,H1144TS185_4,0.78,0.77978515625
113,H1144TS185_5,0.75,0.75
114,H1144TS187_1,0.7827,0.78271484375
115,H1144TS187_2,0.7515,0.75146484375
116,H1144TS187_3,0.731,0.73095703125
117,H1144TS187_4,0.7676,0.767578125
118,H1144TS187_5,0.7246,0.724609375
119,H1144TS188_1,0.738,0.73779296875
120,H1144TS188_2,0.735,0.73486328125
121,H1144TS188_3,0.731,0.73095703125
122,H1144TS188_4,0.7236,0.7236328125
123,H1144TS188_5,0.7153,0.71533203125
124,H1144TS205_1,0.6963,0.6962890625
125,H1144TS205_2,0.698,0.6982421875
126,H1144TS205_3,0.6978,0.69775390625
127,H1144TS205_4,0.7,0.7001953125
128,H1144TS205_5,0.701,0.701171875
129,H1144TS215_1,0.782,0.7822265625
130,H1144TS215_2,0.779,0.77880859375
131,H1144TS215_3,0.7896,0.78955078125
132,H1144TS215_4,0.784,0.7841796875
133,H1144TS215_5,0.761,0.76123046875
134,H1144TS225_1,0.8516,0.8515625
135,H1144TS225_2,0.8877,0.8876953125
136,H1144TS225_3,0.808,0.80810546875
137,H1144TS225_4,0.8423,0.84228515625
138,H1144TS225_5,0.8203,0.8203125
139,H1144TS227_1,0.7207,0.720703125
140,H1144TS227_2,0.7236,0.7236328125
141,H1144TS227_3,0.7134,0.71337890625
142,H1144TS227_4,0.715,0.71484375
143,H1144TS227_5,0.728,0.72802734375
144,H1144TS234_1,0.4822,0.482177734375
145,H1144TS234_2,0.483,0.48291015625
146,H1144TS234_3,0.481,0.48095703125
147,H1144TS234_4,0.483,0.48291015625
148,H1144TS234_5,0.482,0.48193359375
149,H1144TS239_1,0.801,0.80078125
150,H1144TS239_2,0.744,0.744140625
151,H1144TS239_3,0.7344,0.734375
152,H1144TS239_4,0.7314,0.7314453125
153,H1144TS239_5,0.7354,0.7353515625
154,H1144TS245_1,0.716,0.7158203125
155,H1144TS248_1,0.684,0.68408203125
156,H1144TS248_2,0.6895,0.689453125
157,H1144TS248_3,0.705,0.705078125
158,H1144TS248_4,0.734,0.73388671875
159,H1144TS248_5,0.7607,0.7607421875
160,H1144TS257_1,0.748,0.748046875
161,H1144TS257_2,0.7593,0.75927734375
162,H1144TS257_3,0.7573,0.75732421875
163,H1144TS257_4,0.7485,0.74853515625
164,H1144TS257_5,0.738,0.73779296875
165,H1144TS278_1,0.8667,0.86669921875
166,H1144TS278_2,0.7847,0.78466796875
167,H1144TS278_3,0.7163,0.71630859375
168,H1144TS278_4,0.746,0.74609375
169,H1144TS278_5,0.7607,0.7607421875
170,H1144TS288_1,0.795,0.794921875
171,H1144TS288_2,0.7827,0.78271484375
172,H1144TS288_3,0.719,0.71923828125
173,H1144TS288_4,0.7197,0.7197265625
174,H1144TS288_5,0.7285,0.728515625
175,H1144TS298_1,0.7373,0.7373046875
176,H1144TS298_2,0.728,0.72802734375
177,H1144TS298_3,0.72,0.72021484375
178,H1144TS298_4,0.7217,0.7216796875
179,H1144TS298_5,0.7324,0.732421875
180,H1144TS312_1,0.702,0.7000893511730206
181,H1144TS312_2,0.7007,0.6863000595674487
