,model,score,score_norm
0,T1178TS003_1o,0.774,0.77392578125
1,T1178TS003_2o,0.7866,0.78662109375
2,T1178TS003_3o,0.74,0.740234375
3,T1178TS003_4o,0.7134,0.71337890625
4,T1178TS003_5o,0.7563,0.75634765625
5,T1178TS035_1o,0.7764,0.7763671875
6,T1178TS035_2o,0.775,0.77490234375
7,T1178TS035_3o,0.769,0.76904296875
8,T1178TS035_4o,0.756,0.755859375
9,T1178TS035_5o,0.656,0.65576171875
10,T1178TS037_1o,0.8306,0.83056640625
11,T1178TS037_2o,0.6724,0.67236328125
12,T1178TS054_1o,0.7417,0.74169921875
13,T1178TS054_2o,0.735,0.73486328125
14,T1178TS054_3o,0.649,0.64892578125
15,T1178TS054_4o,0.6323,0.63232421875
16,T1178TS054_5o,0.6763,0.67626953125
17,T1178TS071_1o,0.6807,0.6806640625
18,T1178TS071_2o,0.649,0.64892578125
19,T1178TS071_3o,0.63,0.6298828125
20,T1178TS071_4o,0.632,0.6318359375
21,T1178TS071_5o,0.616,0.6162109375
22,T1178TS073_1o,0.7725,0.7724609375
23,T1178TS073_2o,0.7734,0.7734375
24,T1178TS073_3o,0.774,0.77392578125
25,T1178TS073_4o,0.761,0.76123046875
26,T1178TS073_5o,0.656,0.65576171875
27,T1178TS074_5o,0.785,0.78515625
28,T1178TS086_1o,0.7563,0.75634765625
29,T1178TS086_2o,0.7617,0.76171875
30,T1178TS086_3o,0.7715,0.771484375
31,T1178TS086_4o,0.758,0.7578125
32,T1178TS086_5o,0.7866,0.78662109375
33,T1178TS091_1o,0.801,0.80078125
34,T1178TS091_2o,0.799,0.798828125
35,T1178TS091_3o,0.4685,0.468505859375
36,T1178TS091_4o,0.8403,0.84033203125
37,T1178TS091_5o,0.4648,0.46484375
38,T1178TS098_1o,0.669,0.6689453125
39,T1178TS098_2o,0.673,0.6728515625
40,T1178TS098_3o,0.6533,0.6533203125
41,T1178TS098_4o,0.7417,0.74169921875
42,T1178TS098_5o,0.673,0.6728515625
43,T1178TS119_1o,0.761,0.76123046875
44,T1178TS119_2o,0.771,0.77099609375
45,T1178TS119_3o,0.646,0.64599609375
46,T1178TS119_4o,0.661,0.6611328125
47,T1178TS119_5o,0.678,0.67822265625
48,T1178TS125_1o,0.7417,0.74169921875
49,T1178TS125_2o,0.735,0.73486328125
50,T1178TS125_3o,0.649,0.64892578125
51,T1178TS125_4o,0.6323,0.63232421875
52,T1178TS125_5o,0.6763,0.67626953125
53,T1178TS131_1o,0.659,0.6591796875
54,T1178TS131_2o,0.625,0.625
55,T1178TS131_3o,0.637,0.63720703125
56,T1178TS131_4o,0.6377,0.6376953125
57,T1178TS131_5o,0.625,0.625
58,T1178TS147_1o,0.7036,0.70361328125
