,model,score,score_norm
0,H1171TS003_1,0.83,0.830078125
1,H1171TS003_2,0.844,0.84423828125
2,H1171TS003_3,0.843,0.8427734375
3,H1171TS003_4,0.8267,0.82666015625
4,H1171TS003_5,0.8257,0.82568359375
5,H1171TS011_1,0.8794,0.16454928345475459
6,H1171TS011_2,0.88,0.1646406489647239
7,H1171TS011_3,0.881,0.16482337998466257
8,H1171TS011_4,0.878,0.1642751869248466
9,H1171TS011_5,0.879,0.16445791794478526
10,H1171TS035_1,0.847,0.84716796875
11,H1171TS035_2,0.847,0.84716796875
12,H1171TS035_3,0.8447,0.8447265625
13,H1171TS035_4,0.8467,0.8466796875
14,H1171TS035_5,0.8423,0.84228515625
15,H1171TS046_1,0.847,0.84716796875
16,H1171TS046_2,0.847,0.84716796875
17,H1171TS046_3,0.8447,0.8447265625
18,H1171TS046_4,0.8467,0.8466796875
19,H1171TS046_5,0.8423,0.84228515625
20,H1171TS054_1,0.812,0.81201171875
21,H1171TS054_2,0.811,0.81103515625
22,H1171TS054_3,0.8027,0.802734375
23,H1171TS054_4,0.754,0.75390625
24,H1171TS054_5,0.786,0.7861328125
25,H1171TS067_1,0.6836,0.68359375
26,H1171TS067_2,0.6816,0.681640625
27,H1171TS071_1,0.782,0.7822265625
28,H1171TS071_2,0.78,0.77978515625
29,H1171TS071_3,0.7754,0.775390625
30,H1171TS071_4,0.7754,0.775390625
31,H1171TS071_5,0.7773,0.77734375
32,H1171TS073_1,0.7686,0.7685546875
33,H1171TS073_2,0.7666,0.7666015625
34,H1171TS073_3,0.776,0.77587890625
35,H1171TS073_4,0.777,0.77685546875
36,H1171TS073_5,0.7637,0.763671875
37,H1171TS086_1,0.83,0.830078125
38,H1171TS086_2,0.833,0.8330078125
39,H1171TS086_3,0.828,0.828125
40,H1171TS086_4,0.8267,0.82666015625
41,H1171TS086_5,0.811,0.81103515625
42,H1171TS092_1,0.7573,0.75732421875
43,H1171TS097_1,0.8984,0.16811253834355827
44,H1171TS097_2,0.883,0.16518884202453984
45,H1171TS097_3,0.8896,0.16646795916411042
46,H1171TS097_4,0.9067,0.1696657520130368
47,H1171TS097_5,0.901,0.16856936589340488
48,H1171TS098_1,0.9,0.89990234375
49,H1171TS098_2,0.9014,0.9013671875
50,H1171TS098_3,0.7236,0.7236328125
51,H1171TS098_4,0.9014,0.9013671875
