,model,DockQ
0,T1121TS494_2o,0.14596
1,T1121TS444_5o,0.0793
2,T1121TS239_5o,0.04815
3,T1121TS147_2o,0.04156
4,T1121TS350_3o,0.03609
5,T1121TS147_4o,0.03311
6,T1121TS447_5o,0.0294
7,T1121TS147_3o,0.02863
8,T1121TS125_5o,0.02845
9,T1121TS054_5o,0.02845
10,T1121TS399_5o,0.02845
11,T1121TS147_1o,0.02833
12,T1121TS185_3o,0.02454
13,T1121TS447_3o,0.02243
14,T1121TS205_2o,0.022
15,T1121TS298_4o,0.02169
16,T1121TS035_5o,0.02169
17,T1121TS248_5o,0.02169
18,T1121TS447_2o,0.02079
19,T1121TS447_4o,0.02025
20,T1121TS288_4o,0.01924
21,T1121TS374_1o,0.01908
22,T1121TS447_1o,0.01906
23,T1121TS037_2o,0.019
24,T1121TS350_5o,0.01865
25,T1121TS444_2o,0.0173
26,T1121TS350_1o,0.0172
27,T1121TS288_2o,0.01704
28,T1121TS350_2o,0.01671
29,T1121TS278_1o,0.01669
30,T1121TS205_4o,0.01652
31,T1121TS239_3o,0.01563
32,T1121TS239_2o,0.01541
33,T1121TS288_1o,0.0139
34,T1121TS312_1o,0.01373
35,T1121TS439_4o,0.0127
36,T1121TS360_3o,0.01258
37,T1121TS239_1o,0.01239
38,T1121TS185_1o,0.01204
39,T1121TS098_1o,0.01194
40,T1121TS188_4o,0.01194
41,T1121TS374_5o,0.01184
42,T1121TS035_4o,0.0114
43,T1121TS248_4o,0.0114
44,T1121TS188_2o,0.01131
45,T1121TS312_2o,0.0112
46,T1121TS185_2o,0.01111
47,T1121TS348_2o,0.0111
48,T1121TS037_5o,0.01101
49,T1121TS185_5o,0.011
50,T1121TS091_1o,0.01082
51,T1121TS147_5o,0.01075
52,T1121TS444_4o,0.01065
53,T1121TS439_5o,0.01047
54,T1121TS439_2o,0.01023
55,T1121TS150_4o,0.01011
56,T1121TS348_5o,0.00995
57,T1121TS350_4o,0.00994
58,T1121TS444_1o,0.00993
59,T1121TS150_2o,0.00981
60,T1121TS493_5o,0.00978
61,T1121TS312_4o,0.00965
62,T1121TS091_4o,0.00962
63,T1121TS462_3o,0.00959
64,T1121TS493_3o,0.00933
65,T1121TS462_1o,0.00917
66,T1121TS185_4o,0.00914
67,T1121TS205_5o,0.00904
68,T1121TS037_4o,0.00903
69,T1121TS278_4o,0.00897
70,T1121TS239_4o,0.00894
71,T1121TS439_1o,0.00894
72,T1121TS494_1o,0.00893
73,T1121TS119_2o,0.00876
74,T1121TS360_5o,0.00875
75,T1121TS091_5o,0.00874
76,T1121TS348_4o,0.00871
77,T1121TS439_3o,0.00865
78,T1121TS360_1o,0.00862
79,T1121TS187_3o,0.0086
80,T1121TS423_3o,0.0086
81,T1121TS125_3o,0.00859
82,T1121TS054_3o,0.00859
83,T1121TS399_3o,0.00859
84,T1121TS320_3o,0.0085
85,T1121TS390_3o,0.0085
86,T1121TS086_1o,0.00845
87,T1121TS158_1o,0.00845
88,T1121TS462_5o,0.00843
89,T1121TS205_1o,0.00836
90,T1121TS248_3o,0.00809
91,T1121TS035_3o,0.00809
92,T1121TS462_4o,0.00795
93,T1121TS494_5o,0.00792
94,T1121TS320_2o,0.00789
95,T1121TS390_2o,0.00789
96,T1121TS125_4o,0.0078
97,T1121TS054_4o,0.0078
98,T1121TS399_4o,0.0078
99,T1121TS169_2o,0.0078
100,T1121TS091_3o,0.00777
101,T1121TS312_5o,0.00772
102,T1121TS493_1o,0.00771
103,T1121TS367_3o,0.00767
104,T1121TS423_2o,0.00762
105,T1121TS187_2o,0.00762
106,T1121TS086_2o,0.00761
107,T1121TS158_2o,0.00761
108,T1121TS446_1o,0.0076
109,T1121TS461_1o,0.0076
110,T1121TS003_2o,0.00748
111,T1121TS098_2o,0.00746
112,T1121TS320_4o,0.00745
113,T1121TS390_4o,0.00745
114,T1121TS298_2o,0.00743
115,T1121TS158_3o,0.00724
116,T1121TS086_4o,0.00724
117,T1121TS037_3o,0.00718
118,T1121TS158_4o,0.00713
119,T1121TS086_3o,0.00713
120,T1121TS169_1o,0.00711
121,T1121TS098_3o,0.00711
122,T1121TS169_4o,0.00711
123,T1121TS169_3o,0.00711
124,T1121TS278_2o,0.007
125,T1121TS493_4o,0.00694
126,T1121TS312_3o,0.00687
127,T1121TS314_4o,0.00677
128,T1121TS188_5o,0.00676
129,T1121TS119_1o,0.00675
130,T1121TS493_2o,0.00673
131,T1121TS119_5o,0.00666
132,T1121TS446_5o,0.0066
133,T1121TS461_5o,0.0066
134,T1121TS091_2o,0.00657
135,T1121TS131_2o,0.00655
136,T1121TS187_4o,0.00654
137,T1121TS071_5o,0.00654
138,T1121TS180_3o,0.00641
139,T1121TS086_5o,0.0064
140,T1121TS158_5o,0.0064
141,T1121TS180_5o,0.00639
142,T1121TS367_1o,0.00634
143,T1121TS367_5o,0.00631
144,T1121TS278_3o,0.0063
145,T1121TS288_3o,0.00623
146,T1121TS165_2o,0.00622
147,T1121TS150_5o,0.00622
148,T1121TS348_3o,0.00621
149,T1121TS398_5o,0.0062
150,T1121TS188_3o,0.00617
151,T1121TS071_3o,0.00613
152,T1121TS131_5o,0.00607
153,T1121TS131_1o,0.00607
154,T1121TS462_2o,0.00605
155,T1121TS071_2o,0.00604
156,T1121TS035_2o,0.00603
157,T1121TS248_2o,0.00603
158,T1121TS314_1o,0.00595
159,T1121TS180_4o,0.0059
160,T1121TS071_4o,0.00585
161,T1121TS385_1o,0.00581
162,T1121TS054_2o,0.00576
163,T1121TS125_2o,0.00576
164,T1121TS399_2o,0.00576
165,T1121TS360_2o,0.00569
166,T1121TS054_1o,0.00568
167,T1121TS125_1o,0.00568
168,T1121TS399_1o,0.00568
169,T1121TS248_1o,0.00558
170,T1121TS035_1o,0.00558
171,T1121TS423_1o,0.00552
172,T1121TS187_1o,0.00552
173,T1121TS446_2o,0.00545
174,T1121TS461_2o,0.00545
175,T1121TS374_3o,0.00544
176,T1121TS461_3o,0.00542
177,T1121TS446_3o,0.00542
178,T1121TS169_5o,0.00542
179,T1121TS119_3o,0.00528
180,T1121TS314_2o,0.00527
181,T1121TS320_1o,0.00527
182,T1121TS360_4o,0.00527
183,T1121TS390_1o,0.00527
184,T1121TS423_4o,0.00524
185,T1121TS187_5o,0.00524
186,T1121TS180_1o,0.00517
187,T1121TS165_1o,0.00515
188,T1121TS003_4o,0.0051
189,T1121TS374_4o,0.00509
190,T1121TS374_2o,0.00507
191,T1121TS071_1o,0.00505
192,T1121TS423_5o,0.00503
193,T1121TS314_5o,0.00503
194,T1121TS150_3o,0.00494
195,T1121TS205_3o,0.00493
196,T1121TS150_1o,0.00487
197,T1121TS446_4o,0.00484
198,T1121TS461_4o,0.00484
199,T1121TS003_5o,0.00481
200,T1121TS367_4o,0.00479
201,T1121TS119_4o,0.00478
202,T1121TS131_3o,0.00471
203,T1121TS298_5o,0.00467
204,T1121TS003_1o,0.00464
205,T1121TS288_5o,0.00464
206,T1121TS494_3o,0.00463
207,T1121TS298_1o,0.00458
208,T1121TS320_5o,0.00445
209,T1121TS390_5o,0.00445
210,T1121TS165_3o,0.00443
211,T1121TS180_2o,0.00438
212,T1121TS398_2o,0.00424
213,T1121TS367_2o,0.00415
214,T1121TS037_1o,0.00412
215,T1121TS298_3o,0.0041
216,T1121TS314_3o,0.00395
217,T1121TS098_5o,0.00393
218,T1121TS003_3o,0.00365
219,T1121TS098_4o,0.00353
220,T1121TS348_1o,0.0035
221,T1121TS444_3o,0.00346
222,T1121TS188_1o,0.00344
223,T1121TS131_4o,0.00336
224,T1121TS278_5o,0.00325
225,T1121TS494_4o,0.00323
226,T1121TS398_3o,0.00322
227,T1121TS398_4o,0.00238
228,T1121TS398_1o,0.00181
229,T1121TS234_1o,0.00094
230,T1121TS165_4o,0.00038
