,model,DockQ
0,H1143TS493_4,0.60429
1,H1143TS447_4,0.35773
2,H1143TS493_3,0.34891
3,H1143TS374_5,0.33097
4,H1143TS447_5,0.32812
5,H1143TS444_4,0.32758
6,H1143TS447_2,0.31924
7,H1143TS205_2,0.30875
8,H1143TS444_3,0.3056
9,H1143TS147_4,0.3012
10,H1143TS348_3,0.29816
11,H1143TS494_5,0.29673
12,H1143TS390_3,0.29625
13,H1143TS385_3,0.29625
14,H1143TS320_3,0.29625
15,H1143TS245_3,0.29625
16,H1143TS447_3,0.29517
17,H1143TS493_5,0.29005
18,H1143TS447_1,0.2878
19,H1143TS180_5,0.28622
20,H1143TS097_3,0.28517
21,H1143TS131_2,0.28517
22,H1143TS398_4,0.28491
23,H1143TS097_2,0.28304
24,H1143TS131_4,0.28281
25,H1143TS185_1,0.28279
26,H1143TS119_3,0.28244
27,H1143TS493_2,0.28239
28,H1143TS298_1,0.28227
29,H1143TS399_4,0.28055
30,H1143TS125_4,0.28055
31,H1143TS054_4,0.28055
32,H1143TS131_3,0.27852
33,H1143TS097_1,0.27848
34,H1143TS133_3,0.27827
35,H1143TS374_1,0.27719
36,H1143TS119_5,0.27579
37,H1143TS245_2,0.27439
38,H1143TS385_2,0.27439
39,H1143TS150_2,0.27343
40,H1143TS054_2,0.27342
41,H1143TS125_2,0.27342
42,H1143TS399_2,0.27342
43,H1143TS071_1,0.27318
44,H1143TS245_1,0.27194
45,H1143TS385_1,0.27194
46,H1143TS073_5,0.27168
47,H1143TS133_2,0.2699
48,H1143TS180_2,0.26979
49,H1143TS150_5,0.26867
50,H1143TS374_4,0.26814
51,H1143TS133_4,0.26801
52,H1143TS227_5,0.26801
53,H1143TS131_5,0.26677
54,H1143TS150_3,0.26633
55,H1143TS350_1,0.26606
56,H1143TS360_5,0.26596
57,H1143TS298_5,0.26596
58,H1143TS169_5,0.26587
59,H1143TS011_1,0.26565
60,H1143TS434_1,0.26565
61,H1143TS227_1,0.26565
62,H1143TS298_4,0.26494
63,H1143TS350_2,0.26485
64,H1143TS360_3,0.26331
65,H1143TS011_5,0.26271
66,H1143TS434_5,0.26271
67,H1143TS439_1,0.26205
68,H1143TS185_3,0.26081
69,H1143TS278_1,0.2604
70,H1143TS180_3,0.26019
71,H1143TS003_5,0.25936
72,H1143TS158_3,0.25936
73,H1143TS086_3,0.25936
74,H1143TS098_1,0.25868
75,H1143TS169_2,0.25868
76,H1143TS188_1,0.25868
77,H1143TS133_5,0.25668
78,H1143TS185_4,0.25627
79,H1143TS278_3,0.25536
80,H1143TS205_1,0.25523
81,H1143TS441_5,0.25516
82,H1143TS433_5,0.25516
83,H1143TS278_5,0.25444
84,H1143TS348_1,0.25282
85,H1143TS360_1,0.25234
86,H1143TS288_1,0.25223
87,H1143TS037_1,0.25182
88,H1143TS398_1,0.25172
89,H1143TS131_1,0.25122
90,H1143TS320_5,0.25112
91,H1143TS390_5,0.25112
92,H1143TS360_4,0.25112
93,H1143TS298_3,0.25033
94,H1143TS119_1,0.25016
95,H1143TS390_2,0.25004
96,H1143TS320_2,0.25004
97,H1143TS314_1,0.25004
98,H1143TS225_2,0.24926
99,H1143TS150_4,0.24924
100,H1143TS367_4,0.24822
101,H1143TS239_3,0.24759
102,H1143TS439_2,0.24759
103,H1143TS314_5,0.2474
104,H1143TS444_2,0.24697
105,H1143TS367_2,0.24697
106,H1143TS086_5,0.24653
107,H1143TS158_4,0.24653
108,H1143TS494_2,0.2462
109,H1143TS423_2,0.24617
110,H1143TS187_2,0.24617
111,H1143TS180_1,0.24562
112,H1143TS367_1,0.24485
113,H1143TS205_3,0.24439
114,H1143TS003_1,0.24343
115,H1143TS374_3,0.24307
116,H1143TS125_1,0.24124
117,H1143TS054_1,0.24124
118,H1143TS399_1,0.24124
119,H1143TS187_1,0.24082
120,H1143TS423_1,0.24082
121,H1143TS477_1,0.23973
122,H1143TS360_2,0.23963
123,H1143TS374_2,0.23826
124,H1143TS003_4,0.23811
125,H1143TS086_1,0.23811
126,H1143TS158_2,0.23811
127,H1143TS348_2,0.23749
128,H1143TS278_2,0.23642
129,H1143TS180_4,0.23467
130,H1143TS446_5,0.23461
131,H1143TS461_5,0.23461
132,H1143TS288_3,0.23431
133,H1143TS165_3,0.23415
134,H1143TS446_2,0.23327
135,H1143TS461_2,0.23327
136,H1143TS462_3,0.23227
137,H1143TS441_3,0.23031
138,H1143TS433_3,0.23031
139,H1143TS462_4,0.22946
140,H1143TS125_5,0.22882
141,H1143TS399_5,0.22882
142,H1143TS054_5,0.22882
143,H1143TS434_2,0.2286
144,H1143TS227_2,0.2286
145,H1143TS011_2,0.2286
146,H1143TS165_2,0.22844
147,H1143TS494_1,0.22823
148,H1143TS003_2,0.22812
149,H1143TS188_4,0.22737
150,H1143TS169_1,0.22737
151,H1143TS098_4,0.22737
152,H1143TS348_4,0.22732
153,H1143TS188_5,0.22692
154,H1143TS098_5,0.22692
155,H1143TS133_1,0.22683
156,H1143TS462_1,0.22674
157,H1143TS350_3,0.22669
158,H1143TS312_3,0.22669
159,H1143TS444_5,0.22636
160,H1143TS320_1,0.2263
161,H1143TS150_1,0.2263
162,H1143TS390_1,0.2263
163,H1143TS399_3,0.22594
