,model,DockQ
0,H1167TS493_2,0.19808
1,H1167TS291_2,0.1973
2,H1167TS350_2,0.1973
3,H1167TS291_5,0.19316
4,H1167TS350_5,0.19316
5,H1167TS291_4,0.18192
6,H1167TS350_4,0.18192
7,H1167TS423_5,0.17946
8,H1167TS180_1,0.17914
9,H1167TS091_3,0.17808
10,H1167TS444_5,0.17398
11,H1167TS493_4,0.17334
12,H1167TS288_5,0.17236
13,H1167TS180_4,0.17179
14,H1167TS444_2,0.16804
15,H1167TS180_2,0.1674
16,H1167TS180_3,0.16597
17,H1167TS447_1,0.165
18,H1167TS447_4,0.16347
19,H1167TS350_1,0.1631
20,H1167TS291_1,0.1631
21,H1167TS165_4,0.16251
22,H1167TS291_3,0.15938
23,H1167TS350_3,0.15938
24,H1167TS447_3,0.15781
25,H1167TS165_3,0.15486
26,H1167TS133_3,0.15427
27,H1167TS227_3,0.15427
28,H1167TS446_4,0.15305
29,H1167TS461_4,0.15305
30,H1167TS493_1,0.15206
31,H1167TS360_5,0.15171
32,H1167TS205_2,0.15152
33,H1167TS205_4,0.15132
34,H1167TS360_4,0.14863
35,H1167TS073_4,0.1479
36,H1167TS180_5,0.14648
37,H1167TS187_4,0.14624
38,H1167TS423_4,0.14624
39,H1167TS165_2,0.14601
40,H1167TS205_3,0.1459
41,H1167TS348_1,0.14499
42,H1167TS493_5,0.14414
43,H1167TS423_3,0.14385
44,H1167TS187_3,0.14385
45,H1167TS360_2,0.1436
46,H1167TS037_3,0.14346
47,H1167TS037_1,0.14332
48,H1167TS446_1,0.1431
49,H1167TS461_1,0.1431
50,H1167TS205_1,0.14281
51,H1167TS239_5,0.14165
52,H1167TS439_5,0.14165
53,H1167TS461_2,0.14139
54,H1167TS446_2,0.14139
55,H1167TS011_2,0.14105
56,H1167TS434_2,0.14105
57,H1167TS434_3,0.13942
58,H1167TS011_3,0.13942
59,H1167TS320_2,0.13899
60,H1167TS390_2,0.13899
61,H1167TS444_3,0.13896
62,H1167TS374_5,0.1389
63,H1167TS439_1,0.13772
64,H1167TS239_1,0.13772
65,H1167TS165_5,0.13653
66,H1167TS447_2,0.13634
67,H1167TS288_2,0.13621
68,H1167TS439_2,0.13597
69,H1167TS239_2,0.13597
70,H1167TS288_3,0.13597
71,H1167TS298_2,0.13549
72,H1167TS444_1,0.13516
73,H1167TS434_1,0.13513
74,H1167TS011_1,0.13513
75,H1167TS374_2,0.1351
76,H1167TS298_1,0.13382
77,H1167TS320_1,0.13375
78,H1167TS150_1,0.13375
79,H1167TS390_1,0.13375
80,H1167TS398_4,0.13354
81,H1167TS150_4,0.13316
82,H1167TS003_2,0.13292
83,H1167TS367_5,0.13292
84,H1167TS348_4,0.13073
85,H1167TS133_2,0.13006
86,H1167TS227_2,0.13006
87,H1167TS037_2,0.13
88,H1167TS360_1,0.12984
89,H1167TS073_2,0.12917
90,H1167TS288_1,0.1289
91,H1167TS133_1,0.1285
92,H1167TS227_1,0.1285
93,H1167TS003_3,0.1285
94,H1167TS367_1,0.1285
95,H1167TS158_1,0.1285
96,H1167TS086_2,0.1285
97,H1167TS131_2,0.12792
98,H1167TS225_1,0.12788
99,H1167TS227_4,0.12761
100,H1167TS133_4,0.12761
101,H1167TS462_4,0.12741
102,H1167TS150_5,0.12729
103,H1167TS462_2,0.1271
104,H1167TS314_1,0.12652
105,H1167TS054_5,0.12568
106,H1167TS125_5,0.12568
107,H1167TS399_5,0.12568
108,H1167TS119_3,0.1254
109,H1167TS187_2,0.12534
110,H1167TS423_2,0.12534
111,H1167TS477_1,0.12531
112,H1167TS073_1,0.12502
113,H1167TS239_3,0.12477
114,H1167TS439_3,0.12477
115,H1167TS447_5,0.124
116,H1167TS003_5,0.12321
117,H1167TS158_2,0.12321
118,H1167TS367_2,0.12321
119,H1167TS086_3,0.12321
120,H1167TS298_5,0.12313
121,H1167TS011_5,0.12202
122,H1167TS434_5,0.12202
123,H1167TS320_4,0.12169
124,H1167TS390_4,0.12169
125,H1167TS131_5,0.12159
126,H1167TS071_3,0.12072
127,H1167TS158_3,0.12053
128,H1167TS367_3,0.12053
129,H1167TS227_5,0.1205
130,H1167TS133_5,0.1205
131,H1167TS312_3,0.11958
132,H1167TS071_2,0.11957
133,H1167TS434_4,0.11939
134,H1167TS011_4,0.11939
135,H1167TS374_4,0.11931
136,H1167TS444_4,0.11928
137,H1167TS367_4,0.11864
138,H1167TS158_4,0.11864
139,H1167TS003_1,0.11864
140,H1167TS086_1,0.11864
141,H1167TS462_3,0.11837
142,H1167TS312_4,0.11768
143,H1167TS348_2,0.11696
144,H1167TS298_4,0.11573
145,H1167TS320_3,0.11508
146,H1167TS390_3,0.11508
147,H1167TS374_1,0.11503
148,H1167TS439_4,0.11486
149,H1167TS239_4,0.11486
150,H1167TS119_5,0.11431
151,H1167TS348_3,0.11427
152,H1167TS150_2,0.1138
153,H1167TS398_1,0.11359
154,H1167TS165_1,0.11333
155,H1167TS423_1,0.11296
156,H1167TS187_1,0.11296
157,H1167TS131_3,0.11283
158,H1167TS390_5,0.11282
159,H1167TS320_5,0.11282
160,H1167TS248_5,0.11273
161,H1167TS035_5,0.11273
162,H1167TS494_2,0.11265
163,H1167TS054_2,0.11255
164,H1167TS125_2,0.11255
165,H1167TS399_2,0.11255
166,H1167TS360_3,0.11226
167,H1167TS494_5,0.11128
168,H1167TS312_2,0.11122
169,H1167TS037_5,0.11119
170,H1167TS150_3,0.11114
171,H1167TS312_5,0.11063
172,H1167TS003_4,0.11038
173,H1167TS158_5,0.11006
174,H1167TS086_4,0.11006
175,H1167TS086_5,0.10878
176,H1167TS119_4,0.10775
177,H1167TS278_5,0.10744
178,H1167TS071_5,0.10731
179,H1167TS298_3,0.10698
180,H1167TS374_3,0.10619
181,H1167TS125_1,0.10611
182,H1167TS399_1,0.10611
183,H1167TS054_1,0.10611
184,H1167TS278_2,0.10603
185,H1167TS385_1,0.10556
186,H1167TS245_1,0.10556
187,H1167TS092_1,0.1054
188,H1167TS125_3,0.10539
189,H1167TS054_3,0.10539
190,H1167TS399_3,0.10539
191,H1167TS312_1,0.10517
192,H1167TS119_2,0.10435
193,H1167TS446_5,0.10421
194,H1167TS461_5,0.10421
195,H1167TS187_5,0.10376
196,H1167TS399_4,0.1034
197,H1167TS125_4,0.1034
198,H1167TS054_4,0.1034
199,H1167TS433_1,0.10336
200,H1167TS441_1,0.10336
201,H1167TS398_2,0.10324
202,H1167TS348_5,0.10291
203,H1167TS446_3,0.10219
204,H1167TS461_3,0.10219
205,H1167TS398_5,0.10215
206,H1167TS131_4,0.1004
207,H1167TS248_4,0.10021
208,H1167TS035_4,0.10021
209,H1167TS073_3,0.09897
210,H1167TS225_4,0.09887
211,H1167TS131_1,0.09873
212,H1167TS462_1,0.09829
213,H1167TS119_1,0.09784
214,H1167TS215_2,0.09749
215,H1167TS147_3,0.09689
216,H1167TS278_4,0.09659
217,H1167TS462_5,0.09524
218,H1167TS091_2,0.09515
219,H1167TS225_2,0.09312
220,H1167TS278_1,0.09293
221,H1167TS225_3,0.09243
222,H1167TS441_5,0.0921
223,H1167TS433_5,0.0921
224,H1167TS278_3,0.09193
225,H1167TS314_5,0.09087
226,H1167TS071_1,0.09085
227,H1167TS035_3,0.09083
228,H1167TS248_3,0.09083
229,H1167TS314_2,0.09057
230,H1167TS215_5,0.0894
231,H1167TS185_3,0.08691
232,H1167TS185_4,0.08648
233,H1167TS071_4,0.0858
234,H1167TS037_4,0.08525
235,H1167TS441_4,0.08463
236,H1167TS433_4,0.08463
237,H1167TS398_3,0.08438
238,H1167TS493_3,0.08363
239,H1167TS248_2,0.08356
240,H1167TS035_2,0.08356
241,H1167TS288_4,0.08345
242,H1167TS441_3,0.08318
243,H1167TS433_3,0.08318
244,H1167TS091_5,0.08271
245,H1167TS225_5,0.08049
246,H1167TS185_5,0.07836
247,H1167TS433_2,0.07799
248,H1167TS441_2,0.07799
249,H1167TS215_4,0.07657
250,H1167TS215_3,0.07645
251,H1167TS215_1,0.07622
252,H1167TS494_1,0.07521
253,H1167TS205_5,0.07346
254,H1167TS185_2,0.07343
255,H1167TS494_4,0.06939
256,H1167TS314_3,0.06905
257,H1167TS185_1,0.06898
258,H1167TS248_1,0.06797
259,H1167TS035_1,0.06797
260,H1167TS494_3,0.06699
261,H1167TS073_5,0.06564
262,H1167TS091_1,0.06349
263,H1167TS314_4,0.05997
264,H1167TS091_4,0.05937
265,H1167TS188_5,0.04597
266,H1167TS147_1,0.0406
267,H1167TS257_3,0.04036
268,H1167TS234_3,0.03953
269,H1167TS169_5,0.03865
270,H1167TS098_2,0.03865
271,H1167TS098_3,0.03865
272,H1167TS169_3,0.03865
273,H1167TS169_4,0.03865
274,H1167TS098_4,0.03865
275,H1167TS169_2,0.03865
276,H1167TS098_5,0.03865
277,H1167TS188_2,0.0367
278,H1167TS147_5,0.0366
279,H1167TS147_4,0.03347
280,H1167TS257_1,0.03228
281,H1167TS234_2,0.03054
282,H1167TS257_2,0.02913
283,H1167TS147_2,0.02843
284,H1167TS067_1,0.02726
285,H1167TS234_4,0.02625
286,H1167TS234_1,0.02481
287,H1167TS257_4,0.0232
288,H1167TS188_3,0.02258
289,H1167TS169_1,0.02258
290,H1167TS098_1,0.02258
291,H1167TS188_4,0.0207
292,H1167TS234_5,0.01735
293,H1167TS257_5,0.01625
294,H1167TS188_1,0.01576
295,H1167TS067_2,0.01488
296,H1167TS368_3,0.00069
297,H1167TS333_3,0.00069
298,H1167TS333_1,0.00069
299,H1167TS368_1,0.00069
300,H1167TS333_2,0.00025
301,H1167TS368_2,0.00025
302,H1167TS333_4,0.0
303,H1167TS368_4,0.0
304,H1167TS333_5,0.0
305,H1167TS368_5,0.0
