,model,DockQ
0,H1172TS097_4,0.04436
1,H1172TS097_2,0.03178
2,H1172TS097_1,0.03112
3,H1172TS097_3,0.03019
4,H1172TS097_5,0.02515
5,H1172TS434_2,0.02439
6,H1172TS227_2,0.02439
7,H1172TS011_2,0.02439
8,H1172TS133_2,0.02439
9,H1172TS434_4,0.02018
10,H1172TS227_4,0.02018
11,H1172TS133_4,0.02018
12,H1172TS011_4,0.02018
13,H1172TS227_5,0.01839
14,H1172TS434_5,0.01839
15,H1172TS133_5,0.01839
16,H1172TS011_5,0.01839
17,H1172TS133_1,0.01761
18,H1172TS011_1,0.01761
19,H1172TS434_1,0.01761
20,H1172TS227_1,0.01761
21,H1172TS011_3,0.01634
22,H1172TS133_3,0.01634
23,H1172TS227_3,0.01634
24,H1172TS434_3,0.01634
25,H1172TS333_5,0.00407
26,H1172TS368_5,0.00407
27,H1172TS368_1,0.00396
28,H1172TS333_1,0.00396
29,H1172TS257_3,0.00365
30,H1172TS333_2,0.00328
31,H1172TS368_2,0.00328
32,H1172TS333_3,0.00244
33,H1172TS368_3,0.00244
34,H1172TS333_4,0.00239
35,H1172TS368_4,0.00239
36,H1172TS185_4,0.00223
37,H1172TS185_5,0.00207
38,H1172TS257_4,0.00196
39,H1172TS257_5,0.00182
40,H1172TS257_1,0.00163
41,H1172TS257_2,0.00149
42,H1172TS288_2,0.00083
43,H1172TS073_2,0.00083
44,H1172TS288_3,0.00075
45,H1172TS073_3,0.00075
46,H1172TS073_5,0.00036
47,H1172TS288_5,0.00036
48,H1172TS131_3,0.00032
49,H1172TS131_2,0.00031
50,H1172TS003_5,0.00029
51,H1172TS367_5,0.00029
52,H1172TS086_4,0.00029
53,H1172TS180_2,0.00029
54,H1172TS288_4,0.00029
55,H1172TS073_4,0.00029
56,H1172TS390_2,0.00026
57,H1172TS073_1,0.00025
58,H1172TS288_1,0.00025
59,H1172TS003_4,0.00024
60,H1172TS367_4,0.00024
61,H1172TS185_1,0.00018
62,H1172TS131_1,0.00017
63,H1172TS185_2,0.00017
64,H1172TS446_2,0.00017
65,H1172TS461_2,0.00017
66,H1172TS131_4,0.00015
67,H1172TS205_3,0.00014
68,H1172TS439_4,0.00013
69,H1172TS229_4,0.00013
70,H1172TS092_1,0.00013
71,H1172TS462_2,0.00012
72,H1172TS185_3,0.00012
73,H1172TS205_2,0.00012
74,H1172TS439_1,0.00012
75,H1172TS229_1,0.00012
76,H1172TS298_4,0.00011
77,H1172TS446_3,0.00011
78,H1172TS461_3,0.00011
79,H1172TS205_1,9e-05
80,H1172TS205_4,9e-05
81,H1172TS229_2,8e-05
82,H1172TS439_2,8e-05
83,H1172TS071_5,8e-05
84,H1172TS158_5,7e-05
85,H1172TS086_5,7e-05
86,H1172TS291_5,6e-05
87,H1172TS461_5,6e-05
88,H1172TS446_5,6e-05
89,H1172TS147_2,5e-05
90,H1172TS350_5,5e-05
91,H1172TS165_5,5e-05
92,H1172TS462_4,5e-05
93,H1172TS374_4,5e-05
94,H1172TS158_3,5e-05
95,H1172TS086_3,5e-05
96,H1172TS003_3,5e-05
97,H1172TS165_2,5e-05
98,H1172TS439_3,4e-05
99,H1172TS229_3,4e-05
100,H1172TS439_5,4e-05
101,H1172TS229_5,4e-05
102,H1172TS360_1,4e-05
103,H1172TS320_2,4e-05
104,H1172TS390_3,4e-05
105,H1172TS180_3,4e-05
106,H1172TS298_2,4e-05
107,H1172TS399_3,3e-05
108,H1172TS054_3,3e-05
109,H1172TS125_3,3e-05
110,H1172TS291_2,3e-05
111,H1172TS461_1,3e-05
112,H1172TS122_4,3e-05
113,H1172TS122_1,3e-05
114,H1172TS122_2,3e-05
115,H1172TS122_3,3e-05
116,H1172TS122_5,3e-05
117,H1172TS446_1,3e-05
118,H1172TS054_1,3e-05
119,H1172TS399_1,3e-05
120,H1172TS125_1,3e-05
121,H1172TS165_3,3e-05
122,H1172TS291_1,3e-05
123,H1172TS312_2,3e-05
124,H1172TS188_3,3e-05
125,H1172TS169_4,3e-05
126,H1172TS350_2,3e-05
127,H1172TS350_1,3e-05
128,H1172TS071_1,3e-05
129,H1172TS462_3,3e-05
130,H1172TS399_2,3e-05
131,H1172TS125_2,3e-05
132,H1172TS054_2,3e-05
133,H1172TS067_2,3e-05
134,H1172TS291_4,3e-05
135,H1172TS165_4,2e-05
136,H1172TS291_3,2e-05
137,H1172TS169_5,2e-05
138,H1172TS188_5,2e-05
139,H1172TS350_4,2e-05
140,H1172TS350_3,2e-05
141,H1172TS067_1,2e-05
142,H1172TS312_1,2e-05
143,H1172TS205_5,2e-05
144,H1172TS165_1,2e-05
145,H1172TS444_5,2e-05
146,H1172TS348_4,2e-05
147,H1172TS444_1,2e-05
148,H1172TS320_5,2e-05
149,H1172TS314_2,2e-05
150,H1172TS360_5,2e-05
151,H1172TS035_5,1e-05
152,H1172TS046_5,1e-05
153,H1172TS304_5,1e-05
154,H1172TS248_5,1e-05
155,H1172TS444_4,1e-05
156,H1172TS399_5,1e-05
157,H1172TS125_5,1e-05
158,H1172TS054_5,1e-05
159,H1172TS444_3,1e-05
160,H1172TS003_2,1e-05
161,H1172TS086_1,1e-05
162,H1172TS158_1,1e-05
163,H1172TS367_3,1e-05
164,H1172TS169_3,1e-05
165,H1172TS188_4,1e-05
166,H1172TS147_5,1e-05
167,H1172TS446_4,1e-05
168,H1172TS461_4,1e-05
169,H1172TS447_1,1e-05
170,H1172TS360_4,1e-05
171,H1172TS447_4,1e-05
172,H1172TS447_5,1e-05
173,H1172TS169_2,1e-05
174,H1172TS188_1,1e-05
175,H1172TS367_2,1e-05
176,H1172TS158_2,1e-05
177,H1172TS003_1,1e-05
178,H1172TS367_1,1e-05
179,H1172TS086_2,1e-05
180,H1172TS374_2,1e-05
181,H1172TS298_1,1e-05
182,H1172TS248_4,1e-05
183,H1172TS035_4,1e-05
184,H1172TS046_4,1e-05
185,H1172TS304_4,1e-05
186,H1172TS360_2,1e-05
187,H1172TS494_4,1e-05
188,H1172TS374_3,1e-05
189,H1172TS348_2,1e-05
190,H1172TS325_4,1e-05
191,H1172TS347_4,1e-05
192,H1172TS325_2,1e-05
193,H1172TS456_4,1e-05
194,H1172TS456_3,1e-05
195,H1172TS456_2,1e-05
196,H1172TS456_1,1e-05
197,H1172TS325_3,1e-05
198,H1172TS325_1,1e-05
199,H1172TS320_1,1e-05
200,H1172TS347_3,1e-05
201,H1172TS390_1,1e-05
202,H1172TS347_1,1e-05
203,H1172TS347_2,1e-05
204,H1172TS199_1,1e-05
205,H1172TS314_4,1e-05
206,H1172TS314_5,1e-05
207,H1172TS071_2,1e-05
208,H1172TS374_5,1e-05
209,H1172TS131_5,1e-05
210,H1172TS180_1,1e-05
211,H1172TS119_2,1e-05
212,H1172TS125_4,1e-05
213,H1172TS399_4,1e-05
214,H1172TS054_4,1e-05
215,H1172TS348_5,1e-05
216,H1172TS447_3,0.0
217,H1172TS248_1,0.0
218,H1172TS035_1,0.0
219,H1172TS046_1,0.0
220,H1172TS304_1,0.0
221,H1172TS348_1,0.0
222,H1172TS298_5,0.0
223,H1172TS462_1,0.0
224,H1172TS447_2,0.0
225,H1172TS035_3,0.0
226,H1172TS046_3,0.0
227,H1172TS248_3,0.0
228,H1172TS304_3,0.0
229,H1172TS147_1,0.0
230,H1172TS180_5,0.0
231,H1172TS188_2,0.0
232,H1172TS169_1,0.0
233,H1172TS385_1,0.0
234,H1172TS245_1,0.0
235,H1172TS119_1,0.0
236,H1172TS158_4,0.0
237,H1172TS348_3,0.0
238,H1172TS374_1,0.0
239,H1172TS320_3,0.0
240,H1172TS314_1,0.0
241,H1172TS390_4,0.0
242,H1172TS180_4,0.0
243,H1172TS494_3,0.0
244,H1172TS320_4,0.0
245,H1172TS314_3,0.0
246,H1172TS390_5,0.0
247,H1172TS494_5,0.0
248,H1172TS494_2,0.0
249,H1172TS494_1,0.0
250,H1172TS119_4,0.0
251,H1172TS360_3,0.0
252,H1172TS298_3,0.0
253,H1172TS147_4,0.0
254,H1172TS444_2,0.0
255,H1172TS462_5,0.0
256,H1172TS147_3,0.0
257,H1172TS119_5,0.0
258,H1172TS119_3,0.0
259,H1172TS071_4,0.0
260,H1172TS071_3,0.0
261,H1172TS304_2,0.0
262,H1172TS248_2,0.0
263,H1172TS046_2,0.0
264,H1172TS035_2,0.0
265,H1172TS312_5,0.0
266,H1172TS312_4,0.0
267,H1172TS098_2,0.0
268,H1172TS312_3,0.0
269,H1172TS098_5,0.0
270,H1172TS098_4,0.0
271,H1172TS098_1,0.0
272,H1172TS098_3,0.0
273,H1172TS493_1,0.0
274,H1172TS493_2,0.0
275,H1172TS493_3,0.0
276,H1172TS493_4,0.0
277,H1172TS493_5,0.0
