,model,DockQ
0,H1129TS185_5,0.13434
1,H1129TS444_5,0.13282
2,H1129TS185_4,0.10734
3,H1129TS037_1,0.0942
4,H1129TS239_1,0.07507
5,H1129TS439_2,0.06095
6,H1129TS185_2,0.05795
7,H1129TS439_3,0.05713
8,H1129TS317_1,0.04948
9,H1129TS239_2,0.04492
10,H1129TS350_3,0.04443
11,H1129TS350_2,0.03929
12,H1129TS439_5,0.0383
13,H1129TS350_5,0.03683
14,H1129TS350_1,0.03683
15,H1129TS439_1,0.03335
16,H1129TS239_5,0.03333
17,H1129TS185_1,0.03105
18,H1129TS225_2,0.03049
19,H1129TS350_4,0.02936
20,H1129TS239_4,0.02763
21,H1129TS239_3,0.02754
22,H1129TS444_1,0.02533
23,H1129TS439_4,0.02336
24,H1129TS444_4,0.0179
25,H1129TS444_2,0.01771
26,H1129TS444_3,0.01679
27,H1129TS185_3,0.01357
28,H1129TS257_4,0.00969
29,H1129TS314_4,0.00867
30,H1129TS314_5,0.00814
31,H1129TS494_1,0.00796
32,H1129TS374_2,0.00692
33,H1129TS314_1,0.00658
34,H1129TS225_4,0.00596
35,H1129TS314_2,0.0056
36,H1129TS180_1,0.00514
37,H1129TS180_2,0.00512
38,H1129TS257_3,0.00459
39,H1129TS147_1,0.00394
40,H1129TS091_2,0.0039
41,H1129TS180_4,0.00382
42,H1129TS446_2,0.00344
43,H1129TS461_2,0.00344
44,H1129TS314_3,0.00339
45,H1129TS257_5,0.00334
46,H1129TS119_5,0.00304
47,H1129TS367_3,0.00259
48,H1129TS003_5,0.00259
49,H1129TS245_3,0.00251
50,H1129TS119_4,0.00243
51,H1129TS147_3,0.00242
52,H1129TS037_4,0.00235
53,H1129TS180_5,0.00235
54,H1129TS086_5,0.00209
55,H1129TS278_1,0.00207
56,H1129TS086_2,0.00198
57,H1129TS245_4,0.00195
58,H1129TS493_2,0.00173
59,H1129TS165_5,0.00165
60,H1129TS071_1,0.0016
61,H1129TS091_3,0.00159
62,H1129TS374_3,0.00141
63,H1129TS385_1,0.00137
64,H1129TS245_1,0.00137
65,H1129TS234_4,0.00131
66,H1129TS225_3,0.0013
67,H1129TS245_5,0.00125
68,H1129TS147_4,0.00124
69,H1129TS493_4,0.00123
70,H1129TS493_3,0.00121
71,H1129TS011_4,0.00117
72,H1129TS434_3,0.00117
73,H1129TS133_4,0.00117
74,H1129TS234_1,0.00113
75,H1129TS493_1,0.00111
76,H1129TS234_2,0.00096
77,H1129TS234_5,0.00095
78,H1129TS011_5,0.00094
79,H1129TS227_2,0.00094
80,H1129TS133_5,0.00094
81,H1129TS091_4,0.00091
82,H1129TS071_4,0.00087
83,H1129TS234_3,0.00086
84,H1129TS494_3,0.00085
85,H1129TS447_5,0.00083
86,H1129TS494_2,0.00069
87,H1129TS398_1,0.00068
88,H1129TS180_3,0.00066
89,H1129TS434_1,0.00065
90,H1129TS133_2,0.00065
91,H1129TS011_2,0.00065
92,H1129TS447_3,0.00065
93,H1129TS227_1,0.00065
94,H1129TS011_1,0.00065
95,H1129TS133_1,0.00065
96,H1129TS003_3,0.00062
97,H1129TS086_4,0.00062
98,H1129TS158_3,0.00062
99,H1129TS398_5,0.00056
100,H1129TS071_2,0.00055
101,H1129TS374_4,0.00053
102,H1129TS037_3,0.0005
103,H1129TS091_1,0.00049
104,H1129TS447_4,0.00048
105,H1129TS494_4,0.00047
106,H1129TS147_2,0.00045
107,H1129TS447_1,0.00039
108,H1129TS147_5,0.00037
109,H1129TS003_4,0.00037
110,H1129TS086_1,0.00037
111,H1129TS367_5,0.00037
112,H1129TS158_4,0.00037
113,H1129TS398_2,0.00036
114,H1129TS398_4,0.00036
115,H1129TS367_2,0.00035
116,H1129TS245_2,0.00034
117,H1129TS367_4,0.00034
118,H1129TS360_5,0.00033
119,H1129TS446_3,0.00032
120,H1129TS461_3,0.00032
121,H1129TS278_4,0.00029
122,H1129TS374_1,0.00025
123,H1129TS447_2,0.00025
124,H1129TS071_5,0.00025
125,H1129TS215_2,0.00024
126,H1129TS398_3,0.00023
127,H1129TS165_1,0.00023
128,H1129TS257_1,0.00023
129,H1129TS423_1,0.00022
130,H1129TS187_1,0.00022
131,H1129TS312_1,0.00021
132,H1129TS312_4,0.0002
133,H1129TS257_2,0.0002
134,H1129TS150_2,0.00019
135,H1129TS320_2,0.00019
136,H1129TS390_2,0.00019
137,H1129TS399_2,0.00017
138,H1129TS125_2,0.00017
139,H1129TS054_2,0.00017
140,H1129TS073_5,0.00016
141,H1129TS278_3,0.00016
142,H1129TS073_1,0.00016
143,H1129TS423_5,0.00016
144,H1129TS187_5,0.00016
145,H1129TS461_1,0.00015
146,H1129TS446_1,0.00015
147,H1129TS119_3,0.00015
148,H1129TS278_2,0.00014
149,H1129TS312_5,0.00013
150,H1129TS423_3,0.00012
151,H1129TS187_3,0.00012
152,H1129TS446_5,0.00012
153,H1129TS461_5,0.00012
154,H1129TS348_1,0.00011
155,H1129TS073_3,0.00011
156,H1129TS165_4,0.00011
157,H1129TS215_1,0.00011
158,H1129TS225_1,0.00011
159,H1129TS312_3,0.0001
160,H1129TS312_2,0.0001
161,H1129TS131_2,9e-05
162,H1129TS150_4,9e-05
163,H1129TS320_4,9e-05
164,H1129TS225_5,9e-05
165,H1129TS390_4,9e-05
166,H1129TS011_3,9e-05
167,H1129TS434_2,9e-05
168,H1129TS133_3,9e-05
169,H1129TS071_3,8e-05
170,H1129TS091_5,8e-05
171,H1129TS494_5,8e-05
172,H1129TS367_1,7e-05
173,H1129TS003_1,7e-05
174,H1129TS086_3,7e-05
175,H1129TS158_1,7e-05
176,H1129TS390_3,6e-05
177,H1129TS150_3,6e-05
178,H1129TS320_3,6e-05
179,H1129TS298_1,6e-05
180,H1129TS248_5,5e-05
181,H1129TS150_5,5e-05
182,H1129TS390_5,5e-05
183,H1129TS320_5,5e-05
184,H1129TS158_5,5e-05
185,H1129TS035_5,5e-05
186,H1129TS158_2,5e-05
187,H1129TS003_2,5e-05
188,H1129TS446_4,5e-05
189,H1129TS461_4,5e-05
190,H1129TS037_5,4e-05
191,H1129TS073_2,4e-05
192,H1129TS169_2,4e-05
193,H1129TS169_1,4e-05
194,H1129TS098_1,4e-05
195,H1129TS073_4,4e-05
196,H1129TS119_1,4e-05
197,H1129TS131_4,4e-05
198,H1129TS188_4,4e-05
199,H1129TS188_1,3e-05
200,H1129TS374_5,3e-05
201,H1129TS298_2,2e-05
202,H1129TS423_2,2e-05
203,H1129TS187_2,2e-05
204,H1129TS227_3,2e-05
205,H1129TS493_5,2e-05
206,H1129TS205_5,2e-05
207,H1129TS165_3,1e-05
208,H1129TS248_3,1e-05
209,H1129TS188_2,1e-05
210,H1129TS035_4,1e-05
211,H1129TS169_3,1e-05
212,H1129TS360_2,1e-05
213,H1129TS131_1,1e-05
214,H1129TS188_5,1e-05
215,H1129TS119_2,1e-05
216,H1129TS150_1,1e-05
217,H1129TS390_1,1e-05
218,H1129TS320_1,1e-05
219,H1129TS298_5,1e-05
220,H1129TS131_5,1e-05
221,H1129TS348_4,1e-05
222,H1129TS092_1,1e-05
