,model,DockQ
0,H1144TS447_1,0.35538
1,H1144TS150_1,0.35175
2,H1144TS320_1,0.35175
3,H1144TS390_1,0.35175
4,H1144TS360_5,0.35175
5,H1144TS360_3,0.35151
6,H1144TS298_3,0.35151
7,H1144TS367_1,0.34897
8,H1144TS444_5,0.34186
9,H1144TS444_1,0.33922
10,H1144TS165_4,0.33737
11,H1144TS147_4,0.33462
12,H1144TS360_4,0.33313
13,H1144TS399_2,0.333
14,H1144TS054_2,0.333
15,H1144TS125_2,0.333
16,H1144TS298_2,0.33009
17,H1144TS360_2,0.33009
18,H1144TS158_5,0.3269
19,H1144TS447_5,0.32258
20,H1144TS390_5,0.32153
21,H1144TS320_5,0.32153
22,H1144TS133_1,0.32043
23,H1144TS227_1,0.32043
24,H1144TS367_4,0.32019
25,H1144TS086_1,0.32019
26,H1144TS003_2,0.32019
27,H1144TS158_2,0.32019
28,H1144TS098_2,0.31994
29,H1144TS188_2,0.31994
30,H1144TS444_4,0.31884
31,H1144TS147_2,0.31844
32,H1144TS147_3,0.31758
33,H1144TS398_5,0.31536
34,H1144TS205_5,0.3151
35,H1144TS003_4,0.31101
36,H1144TS086_3,0.31101
37,H1144TS180_1,0.3106
38,H1144TS150_2,0.31012
39,H1144TS434_1,0.30952
40,H1144TS011_1,0.30952
41,H1144TS003_3,0.30931
42,H1144TS086_5,0.30931
43,H1144TS158_3,0.30931
44,H1144TS320_2,0.30909
45,H1144TS390_2,0.30909
46,H1144TS239_3,0.30874
47,H1144TS350_5,0.30721
48,H1144TS493_4,0.30538
49,H1144TS462_4,0.30536
50,H1144TS434_3,0.30486
51,H1144TS011_3,0.30486
52,H1144TS098_4,0.30401
53,H1144TS169_1,0.30401
54,H1144TS188_4,0.30401
55,H1144TS169_4,0.30362
56,H1144TS444_2,0.30342
57,H1144TS348_4,0.30285
58,H1144TS133_2,0.30282
59,H1144TS227_2,0.30282
60,H1144TS169_3,0.30219
61,H1144TS348_2,0.30211
62,H1144TS011_5,0.30109
63,H1144TS434_5,0.30109
64,H1144TS169_5,0.3009
65,H1144TS133_4,0.29977
66,H1144TS227_4,0.29977
67,H1144TS433_4,0.29932
68,H1144TS441_4,0.29932
69,H1144TS462_1,0.29759
70,H1144TS398_3,0.29688
71,H1144TS312_3,0.29641
72,H1144TS011_2,0.29577
