,model,DockQ
0,H1166TS493_3,0.15514
1,H1166TS147_4,0.15335
2,H1166TS350_3,0.13257
3,H1166TS291_3,0.13257
4,H1166TS446_3,0.13021
5,H1166TS461_3,0.13021
6,H1166TS239_2,0.12526
7,H1166TS350_2,0.12514
8,H1166TS291_2,0.12514
9,H1166TS035_2,0.12465
10,H1166TS248_2,0.12465
11,H1166TS493_1,0.1216
12,H1166TS239_1,0.12147
13,H1166TS158_4,0.12129
14,H1166TS131_3,0.11682
15,H1166TS180_5,0.11642
16,H1166TS374_1,0.11537
17,H1166TS185_5,0.11507
18,H1166TS374_2,0.11496
19,H1166TS291_4,0.11417
20,H1166TS350_4,0.11417
21,H1166TS288_3,0.11404
22,H1166TS180_4,0.11312
23,H1166TS434_4,0.11274
24,H1166TS011_4,0.11274
25,H1166TS444_2,0.11112
26,H1166TS291_1,0.10802
27,H1166TS350_1,0.10802
28,H1166TS447_3,0.10798
29,H1166TS298_1,0.10737
30,H1166TS239_4,0.10692
31,H1166TS398_1,0.10664
32,H1166TS444_3,0.10548
33,H1166TS180_2,0.10497
34,H1166TS158_3,0.104
35,H1166TS147_5,0.10375
36,H1166TS398_3,0.10222
37,H1166TS494_1,0.10219
38,H1166TS423_3,0.10215
39,H1166TS320_5,0.101
40,H1166TS390_5,0.101
41,H1166TS461_1,0.10059
42,H1166TS446_1,0.10059
43,H1166TS360_5,0.09856
44,H1166TS098_4,0.09841
45,H1166TS073_3,0.09781
46,H1166TS447_5,0.09741
47,H1166TS133_3,0.09609
48,H1166TS227_3,0.09609
49,H1166TS447_4,0.09545
50,H1166TS367_3,0.09533
51,H1166TS493_4,0.09507
52,H1166TS225_2,0.09497
53,H1166TS423_1,0.09447
54,H1166TS187_1,0.09447
55,H1166TS360_1,0.09402
56,H1166TS150_2,0.09299
57,H1166TS278_1,0.0927
58,H1166TS071_4,0.0924
59,H1166TS348_5,0.09191
60,H1166TS390_4,0.09137
61,H1166TS314_4,0.09137
62,H1166TS320_4,0.09137
63,H1166TS037_3,0.09094
64,H1166TS360_3,0.09034
65,H1166TS180_3,0.09019
66,H1166TS169_4,0.09005
67,H1166TS188_5,0.09005
68,H1166TS003_3,0.08987
69,H1166TS158_5,0.08987
70,H1166TS086_5,0.08987
71,H1166TS367_5,0.08987
72,H1166TS398_4,0.08974
73,H1166TS003_4,0.08912
74,H1166TS158_2,0.08912
75,H1166TS187_2,0.08902
76,H1166TS423_2,0.08902
77,H1166TS312_4,0.08875
78,H1166TS165_3,0.08842
79,H1166TS462_3,0.08792
80,H1166TS444_1,0.08718
81,H1166TS086_2,0.08675
82,H1166TS227_2,0.08673
83,H1166TS133_2,0.08673
84,H1166TS494_2,0.08669
85,H1166TS278_2,0.08563
86,H1166TS348_3,0.08546
87,H1166TS360_2,0.08544
88,H1166TS447_2,0.08523
89,H1166TS447_1,0.08523
90,H1166TS150_3,0.08522
91,H1166TS298_3,0.08455
92,H1166TS180_1,0.08407
93,H1166TS314_1,0.08403
94,H1166TS399_2,0.08402
95,H1166TS054_2,0.08402
96,H1166TS125_2,0.08402
97,H1166TS494_5,0.08193
98,H1166TS131_2,0.08152
99,H1166TS119_4,0.0814
100,H1166TS185_3,0.08114
101,H1166TS493_2,0.08082
102,H1166TS227_5,0.07958
103,H1166TS133_5,0.07958
104,H1166TS434_1,0.07956
105,H1166TS011_1,0.07956
106,H1166TS350_5,0.07914
107,H1166TS291_5,0.07914
108,H1166TS054_1,0.079
109,H1166TS125_1,0.079
110,H1166TS399_1,0.079
111,H1166TS288_2,0.07853
112,H1166TS348_4,0.07841
113,H1166TS119_3,0.07783
114,H1166TS462_2,0.07758
115,H1166TS312_2,0.07718
116,H1166TS037_5,0.0768
117,H1166TS314_5,0.07637
118,H1166TS360_4,0.07602
119,H1166TS493_5,0.07572
120,H1166TS125_3,0.07466
121,H1166TS054_3,0.07466
122,H1166TS399_3,0.07466
123,H1166TS446_4,0.07368
124,H1166TS461_4,0.07368
125,H1166TS071_3,0.07356
126,H1166TS461_5,0.07338
127,H1166TS446_5,0.07338
128,H1166TS091_1,0.07323
129,H1166TS150_4,0.07285
130,H1166TS444_4,0.07173
131,H1166TS348_2,0.07168
132,H1166TS298_5,0.07152
133,H1166TS131_5,0.07091
134,H1166TS073_5,0.06923
135,H1166TS073_2,0.0686
136,H1166TS374_3,0.06798
137,H1166TS239_3,0.06763
138,H1166TS091_2,0.06759
139,H1166TS225_5,0.06758
140,H1166TS205_2,0.06722
141,H1166TS288_5,0.06649
142,H1166TS239_5,0.0662
143,H1166TS227_1,0.06594
144,H1166TS133_1,0.06594
145,H1166TS071_2,0.06572
146,H1166TS037_4,0.06491
147,H1166TS150_5,0.06448
148,H1166TS188_3,0.06446
149,H1166TS462_5,0.06403
150,H1166TS225_1,0.0638
151,H1166TS147_3,0.06311
152,H1166TS298_2,0.06301
153,H1166TS119_1,0.06232
154,H1166TS185_1,0.06196
155,H1166TS205_3,0.06172
156,H1166TS091_3,0.06082
157,H1166TS278_3,0.0606
158,H1166TS434_3,0.05992
159,H1166TS011_3,0.05992
160,H1166TS398_5,0.05905
161,H1166TS227_4,0.05856
162,H1166TS133_4,0.05856
163,H1166TS119_5,0.05628
164,H1166TS169_1,0.05616
165,H1166TS098_3,0.05616
166,H1166TS205_1,0.05587
167,H1166TS390_3,0.0555
168,H1166TS320_3,0.0555
169,H1166TS165_2,0.05527
170,H1166TS298_4,0.05381
171,H1166TS131_4,0.05342
172,H1166TS003_1,0.05308
173,H1166TS086_3,0.05308
174,H1166TS158_1,0.05308
175,H1166TS367_2,0.05308
176,H1166TS150_1,0.05307
177,H1166TS390_1,0.05307
178,H1166TS320_1,0.05307
179,H1166TS314_2,0.05307
180,H1166TS188_4,0.05305
181,H1166TS169_5,0.05305
182,H1166TS462_4,0.05304
183,H1166TS446_2,0.05214
184,H1166TS461_2,0.05214
185,H1166TS312_3,0.05193
186,H1166TS037_1,0.0508
187,H1166TS423_4,0.05069
188,H1166TS054_5,0.05026
189,H1166TS125_5,0.05026
190,H1166TS399_5,0.05026
191,H1166TS071_1,0.04978
192,H1166TS205_5,0.04897
193,H1166TS444_5,0.04888
194,H1166TS188_2,0.0488
195,H1166TS314_3,0.04873
196,H1166TS035_3,0.04856
197,H1166TS248_3,0.04856
198,H1166TS185_4,0.0483
199,H1166TS374_5,0.0482
200,H1166TS165_4,0.04805
201,H1166TS278_5,0.04759
202,H1166TS348_1,0.04714
203,H1166TS165_5,0.04682
204,H1166TS185_2,0.04584
205,H1166TS188_1,0.04529
206,H1166TS374_4,0.04523
207,H1166TS477_1,0.04475
208,H1166TS073_4,0.04426
209,H1166TS385_1,0.0442
210,H1166TS245_1,0.0442
211,H1166TS086_4,0.04412
212,H1166TS367_4,0.04412
213,H1166TS003_2,0.04412
214,H1166TS312_1,0.04354
215,H1166TS147_2,0.04317
216,H1166TS131_1,0.04303
217,H1166TS119_2,0.04303
218,H1166TS225_4,0.04289
219,H1166TS169_2,0.04229
220,H1166TS320_2,0.0419
221,H1166TS390_2,0.0419
222,H1166TS494_3,0.04185
223,H1166TS288_4,0.04161
224,H1166TS248_4,0.04129
225,H1166TS035_4,0.04129
226,H1166TS187_5,0.04122
227,H1166TS462_1,0.04113
228,H1166TS248_1,0.04107
229,H1166TS035_1,0.04107
230,H1166TS073_1,0.04085
231,H1166TS147_1,0.04014
232,H1166TS494_4,0.04002
233,H1166TS434_2,0.03899
234,H1166TS011_2,0.03899
235,H1166TS086_1,0.03829
236,H1166TS367_1,0.03829
237,H1166TS003_5,0.03829
238,H1166TS398_2,0.03752
239,H1166TS071_5,0.03698
240,H1166TS092_1,0.03647
241,H1166TS312_5,0.03583
242,H1166TS187_4,0.03559
243,H1166TS205_4,0.03516
244,H1166TS288_1,0.03501
245,H1166TS037_2,0.03427
246,H1166TS433_5,0.03418
247,H1166TS441_5,0.03418
248,H1166TS433_3,0.03341
249,H1166TS441_3,0.03341
250,H1166TS434_5,0.03247
251,H1166TS011_5,0.03247
252,H1166TS035_5,0.03228
253,H1166TS248_5,0.03228
254,H1166TS187_3,0.03216
255,H1166TS399_4,0.03068
256,H1166TS125_4,0.03068
257,H1166TS054_4,0.03068
258,H1166TS423_5,0.0304
259,H1166TS278_4,0.02798
260,H1166TS225_3,0.02721
261,H1166TS098_5,0.02524
262,H1166TS098_1,0.02524
263,H1166TS169_3,0.02524
264,H1166TS257_3,0.02386
265,H1166TS433_2,0.02274
266,H1166TS441_2,0.02274
267,H1166TS091_4,0.02011
268,H1166TS067_1,0.01947
269,H1166TS165_1,0.01713
270,H1166TS257_4,0.01643
271,H1166TS441_1,0.01629
272,H1166TS433_1,0.01629
273,H1166TS067_2,0.01494
274,H1166TS091_5,0.01403
275,H1166TS257_5,0.01367
276,H1166TS257_1,0.01351
277,H1166TS441_4,0.01285
278,H1166TS433_4,0.01285
279,H1166TS257_2,0.00901
280,H1166TS098_2,0.0021
281,H1166TS333_3,0.00029
282,H1166TS333_1,0.00029
283,H1166TS368_3,0.00029
284,H1166TS368_1,0.00029
285,H1166TS368_2,3e-05
286,H1166TS333_2,3e-05
287,H1166TS333_5,0.0
288,H1166TS368_5,0.0
289,H1166TS333_4,0.0
290,H1166TS368_4,0.0
