,model,DockQ
0,T1174TS494_1o,0.07027
1,T1174TS147_1o,0.06359
2,T1174TS447_4o,0.06216
3,T1174TS037_5o,0.06177
4,T1174TS447_3o,0.05897
5,T1174TS185_3o,0.05459
6,T1174TS278_2o,0.05056
7,T1174TS291_4o,0.04944
8,T1174TS350_4o,0.04944
9,T1174TS185_2o,0.0488
10,T1174TS119_4o,0.04773
11,T1174TS225_1o,0.0443
12,T1174TS298_3o,0.04374
13,T1174TS225_4o,0.04347
14,T1174TS447_5o,0.0433
15,T1174TS278_1o,0.043
16,T1174TS350_5o,0.04235
17,T1174TS291_5o,0.04235
18,T1174TS185_4o,0.04012
19,T1174TS439_4o,0.03948
20,T1174TS147_4o,0.03903
21,T1174TS185_1o,0.03793
22,T1174TS073_3o,0.03646
23,T1174TS447_1o,0.03583
24,T1174TS074_3o,0.03521
25,T1174TS447_2o,0.03376
26,T1174TS073_1o,0.03122
27,T1174TS288_3o,0.03047
28,T1174TS225_2o,0.0284
29,T1174TS037_2o,0.02829
30,T1174TS288_4o,0.02662
31,T1174TS073_4o,0.02662
32,T1174TS074_4o,0.02601
33,T1174TS147_2o,0.02561
34,T1174TS074_1o,0.02557
35,T1174TS493_1o,0.02513
36,T1174TS494_2o,0.02391
37,T1174TS434_2o,0.02277
38,T1174TS011_2o,0.02277
39,T1174TS074_5o,0.02228
40,T1174TS073_5o,0.02152
41,T1174TS288_5o,0.02152
42,T1174TS091_2o,0.02149
43,T1174TS133_4o,0.02052
44,T1174TS227_4o,0.02052
45,T1174TS229_3o,0.02024
46,T1174TS239_3o,0.02024
47,T1174TS439_3o,0.02024
48,T1174TS035_4o,0.01895
49,T1174TS248_4o,0.01895
50,T1174TS227_3o,0.01894
51,T1174TS133_3o,0.01894
52,T1174TS288_1o,0.01877
53,T1174TS291_2o,0.0187
54,T1174TS350_2o,0.0187
55,T1174TS248_3o,0.01836
56,T1174TS035_3o,0.01836
57,T1174TS278_3o,0.01783
58,T1174TS098_1o,0.01773
59,T1174TS169_1o,0.01773
60,T1174TS320_3o,0.0177
61,T1174TS446_5o,0.01685
62,T1174TS461_5o,0.01685
63,T1174TS493_3o,0.01682
64,T1174TS205_1o,0.01641
65,T1174TS278_5o,0.01617
66,T1174TS462_1o,0.01559
67,T1174TS350_1o,0.01552
68,T1174TS291_1o,0.01552
69,T1174TS348_5o,0.01537
70,T1174TS494_4o,0.01511
71,T1174TS444_2o,0.01499
72,T1174TS278_4o,0.01452
73,T1174TS054_5o,0.01431
74,T1174TS399_5o,0.01431
75,T1174TS125_5o,0.01431
76,T1174TS091_1o,0.01419
77,T1174TS298_2o,0.01414
78,T1174TS360_3o,0.01414
79,T1174TS205_3o,0.01401
80,T1174TS367_3o,0.01385
81,T1174TS003_1o,0.01385
82,T1174TS298_5o,0.01369
83,T1174TS367_5o,0.01326
84,T1174TS158_5o,0.01309
85,T1174TS150_2o,0.01277
86,T1174TS444_5o,0.01226
87,T1174TS037_3o,0.01224
88,T1174TS446_3o,0.0122
89,T1174TS461_3o,0.0122
90,T1174TS444_1o,0.01216
91,T1174TS462_2o,0.0119
92,T1174TS225_5o,0.01189
93,T1174TS205_2o,0.01164
94,T1174TS461_1o,0.01155
95,T1174TS446_1o,0.01155
96,T1174TS119_1o,0.01155
97,T1174TS360_2o,0.01155
