,model,DockQ
0,H1114TS494_2,0.91341
1,H1114TS494_4,0.89022
2,H1114TS494_1,0.77839
3,H1114TS444_2,0.34247
4,H1114TS245_2,0.01649
5,H1114TS385_2,0.01649
6,H1114TS385_5,0.00655
7,H1114TS245_5,0.00655
8,H1114TS245_3,0.00528
9,H1114TS385_3,0.00528
10,H1114TS444_3,0.00514
11,H1114TS037_1,0.00381
12,H1114TS188_4,0.00359
13,H1114TS385_4,0.00292
14,H1114TS245_4,0.00292
15,H1114TS385_1,0.00245
16,H1114TS245_1,0.00245
17,H1114TS278_2,0.00097
18,H1114TS461_1,0.00063
19,H1114TS446_1,0.00063
20,H1114TS461_3,0.00049
21,H1114TS446_3,0.00049
22,H1114TS239_2,0.00046
23,H1114TS187_3,0.00038
24,H1114TS239_5,0.00037
25,H1114TS461_2,0.00034
26,H1114TS446_2,0.00034
27,H1114TS494_3,0.00034
28,H1114TS187_4,0.00033
29,H1114TS187_1,0.00032
30,H1114TS441_4,0.00031
31,H1114TS433_4,0.00031
32,H1114TS037_2,0.0003
33,H1114TS433_3,0.00026
34,H1114TS441_3,0.00026
35,H1114TS441_5,0.00023
36,H1114TS433_5,0.00023
37,H1114TS441_2,0.00023
38,H1114TS433_2,0.00023
39,H1114TS132_1,0.00021
40,H1114TS119_1,0.00019
41,H1114TS433_1,0.00017
42,H1114TS441_1,0.00017
43,H1114TS239_4,0.00016
44,H1114TS446_4,0.00016
45,H1114TS461_4,0.00016
46,H1114TS187_2,0.00014
47,H1114TS215_1,0.00014
48,H1114TS423_2,0.00012
49,H1114TS187_5,0.0001
50,H1114TS119_4,0.0001
51,H1114TS037_3,9e-05
52,H1114TS239_3,8e-05
53,H1114TS119_2,8e-05
54,H1114TS461_5,6e-05
55,H1114TS446_5,6e-05
56,H1114TS119_3,5e-05
57,H1114TS423_1,3e-05
58,H1114TS158_3,2e-05
59,H1114TS003_4,2e-05
60,H1114TS367_4,2e-05
61,H1114TS086_1,2e-05
62,H1114TS188_3,2e-05
63,H1114TS423_3,2e-05
64,H1114TS119_5,2e-05
65,H1114TS423_5,2e-05
66,H1114TS390_1,1e-05
67,H1114TS347_1,1e-05
68,H1114TS199_1,1e-05
69,H1114TS439_4,1e-05
70,H1114TS071_2,1e-05
71,H1114TS169_1,1e-05
72,H1114TS188_1,1e-05
73,H1114TS158_1,1e-05
74,H1114TS086_4,1e-05
75,H1114TS071_1,1e-05
76,H1114TS390_5,1e-05
77,H1114TS158_5,1e-05
78,H1114TS086_5,1e-05
79,H1114TS086_3,1e-05
80,H1114TS158_2,1e-05
81,H1114TS390_4,1e-05
82,H1114TS131_3,1e-05
83,H1114TS131_5,1e-05
84,H1114TS131_4,1e-05
85,H1114TS131_2,1e-05
86,H1114TS131_1,1e-05
87,H1114TS278_5,1e-05
88,H1114TS278_1,1e-05
89,H1114TS071_3,1e-05
90,H1114TS390_2,0.0
91,H1114TS278_3,0.0
92,H1114TS071_4,0.0
93,H1114TS390_3,0.0
94,H1114TS158_4,0.0
95,H1114TS003_5,0.0
96,H1114TS367_5,0.0
97,H1114TS086_2,0.0
98,H1114TS439_2,0.0
99,H1114TS278_4,0.0
100,H1114TS444_5,0.0
101,H1114TS185_5,0.0
102,H1114TS423_4,0.0
103,H1114TS185_1,0.0
104,H1114TS185_2,0.0
105,H1114TS180_3,0.0
106,H1114TS071_5,0.0
107,H1114TS462_3,0.0
108,H1114TS462_1,0.0
109,H1114TS185_4,0.0
110,H1114TS098_3,0.0
111,H1114TS098_2,0.0
112,H1114TS169_3,0.0
113,H1114TS188_2,0.0
114,H1114TS169_5,0.0
115,H1114TS098_4,0.0
116,H1114TS098_1,0.0
117,H1114TS169_4,0.0
118,H1114TS462_4,0.0
119,H1114TS185_3,0.0
120,H1114TS180_2,0.0
121,H1114TS462_2,0.0
122,H1114TS180_4,0.0
123,H1114TS444_4,0.0
124,H1114TS368_1,0.0
125,H1114TS333_1,0.0
126,H1114TS439_1,0.0
127,H1114TS180_5,0.0
128,H1114TS462_5,0.0
129,H1114TS439_5,0.0
130,H1114TS444_1,0.0
131,H1114TS046_4,0.0
132,H1114TS035_4,0.0
133,H1114TS046_2,0.0
134,H1114TS035_2,0.0
135,H1114TS046_5,0.0
136,H1114TS035_5,0.0
137,H1114TS046_3,0.0
138,H1114TS035_3,0.0
139,H1114TS456_3,0.0
140,H1114TS456_2,0.0
141,H1114TS456_5,0.0
142,H1114TS325_1,0.0
143,H1114TS456_4,0.0
144,H1114TS347_4,0.0
145,H1114TS347_2,0.0
146,H1114TS325_2,0.0
147,H1114TS325_4,0.0
148,H1114TS347_5,0.0
149,H1114TS347_3,0.0
150,H1114TS325_5,0.0
151,H1114TS456_1,0.0
152,H1114TS325_3,0.0
153,H1114TS348_3,0.0
154,H1114TS348_2,0.0
155,H1114TS360_5,0.0
156,H1114TS298_5,0.0
157,H1114TS350_2,0.0
158,H1114TS248_2,0.0
159,H1114TS304_2,0.0
160,H1114TS147_1,0.0
161,H1114TS248_4,0.0
162,H1114TS304_4,0.0
163,H1114TS205_2,0.0
164,H1114TS205_3,0.0
165,H1114TS205_4,0.0
166,H1114TS205_1,0.0
167,H1114TS205_5,0.0
168,H1114TS257_1,0.0
169,H1114TS348_1,0.0
170,H1114TS374_1,0.0
171,H1114TS125_5,0.0
172,H1114TS054_5,0.0
173,H1114TS399_5,0.0
174,H1114TS003_3,0.0
175,H1114TS239_1,0.0
176,H1114TS229_1,0.0
177,H1114TS150_2,0.0
178,H1114TS439_3,0.0
179,H1114TS374_2,0.0
180,H1114TS248_5,0.0
181,H1114TS304_5,0.0
182,H1114TS374_4,0.0
183,H1114TS367_3,0.0
184,H1114TS374_5,0.0
185,H1114TS348_4,0.0
186,H1114TS225_1,0.0
187,H1114TS320_3,0.0
188,H1114TS180_1,0.0
189,H1114TS188_5,0.0
190,H1114TS348_5,0.0
191,H1114TS367_1,0.0
192,H1114TS298_2,0.0
193,H1114TS360_2,0.0
194,H1114TS374_3,0.0
195,H1114TS091_1,0.0
196,H1114TS320_1,0.0
197,H1114TS098_5,0.0
198,H1114TS169_2,0.0
199,H1114TS150_3,0.0
200,H1114TS298_3,0.0
201,H1114TS360_3,0.0
202,H1114TS360_4,0.0
203,H1114TS298_4,0.0
204,H1114TS003_2,0.0
205,H1114TS367_2,0.0
206,H1114TS125_2,0.0
207,H1114TS399_2,0.0
208,H1114TS054_2,0.0
209,H1114TS091_4,0.0
210,H1114TS003_1,0.0
211,H1114TS320_2,0.0
212,H1114TS360_1,0.0
213,H1114TS298_1,0.0
214,H1114TS150_5,0.0
215,H1114TS092_1,0.0
216,H1114TS350_3,0.0
217,H1114TS350_1,0.0
218,H1114TS091_5,0.0
219,H1114TS054_4,0.0
220,H1114TS125_4,0.0
221,H1114TS399_4,0.0
222,H1114TS125_3,0.0
223,H1114TS399_3,0.0
224,H1114TS054_3,0.0
225,H1114TS091_3,0.0
226,H1114TS320_5,0.0
227,H1114TS248_3,0.0
228,H1114TS304_3,0.0
229,H1114TS399_1,0.0
230,H1114TS054_1,0.0
231,H1114TS125_1,0.0
232,H1114TS304_1,0.0
233,H1114TS035_1,0.0
234,H1114TS248_1,0.0
235,H1114TS046_1,0.0
236,H1114TS333_2,0.0
237,H1114TS368_2,0.0
238,H1114TS494_5,0.0
239,H1114TS333_5,0.0
240,H1114TS368_5,0.0
241,H1114TS333_3,0.0
242,H1114TS368_3,0.0
243,H1114TS320_4,0.0
244,H1114TS333_4,0.0
245,H1114TS368_4,0.0
246,H1114TS091_2,0.0
247,H1114TS150_4,0.0
248,H1114TS338_3,0.0
249,H1114TS460_1,0.0
250,H1114TS338_2,0.0
251,H1114TS460_4,0.0
252,H1114TS352_4,0.0
253,H1114TS352_5,0.0
254,H1114TS460_3,0.0
255,H1114TS460_5,0.0
256,H1114TS460_2,0.0
257,H1114TS150_1,0.0
258,H1114TS338_5,0.0
259,H1114TS352_1,0.0
260,H1114TS338_4,0.0
261,H1114TS352_2,0.0
262,H1114TS338_1,0.0
263,H1114TS352_3,0.0
264,H1114TS165_1,0.0
265,H1114TS234_2,0.0
266,H1114TS234_3,0.0
267,H1114TS234_1,0.0
268,H1114TS234_4,0.0
269,H1114TS234_5,0.0
270,H1114TS288_1,0.0
271,H1114TS288_2,0.0
272,H1114TS288_3,0.0
273,H1114TS288_4,0.0
274,H1114TS288_5,0.0
