,model,DockQ
0,H1140TS447_2,0.53733
1,H1140TS447_5,0.46015
2,H1140TS447_1,0.3786
3,H1140TS447_4,0.27842
4,H1140TS447_3,0.27842
5,H1140TS360_1,0.2597
6,H1140TS185_3,0.25518
7,H1140TS446_1,0.25323
8,H1140TS461_1,0.25323
9,H1140TS150_5,0.25194
10,H1140TS097_4,0.25036
11,H1140TS098_1,0.24895
12,H1140TS188_1,0.24895
13,H1140TS360_4,0.24765
14,H1140TS227_2,0.24582
15,H1140TS133_2,0.24582
16,H1140TS298_5,0.24424
17,H1140TS444_2,0.24229
18,H1140TS131_3,0.23952
19,H1140TS131_1,0.23905
20,H1140TS119_1,0.23905
21,H1140TS205_3,0.23693
22,H1140TS348_4,0.2366
23,H1140TS423_5,0.23454
24,H1140TS125_3,0.23279
25,H1140TS054_3,0.23279
26,H1140TS399_3,0.23279
27,H1140TS011_5,0.23011
28,H1140TS434_5,0.23011
29,H1140TS098_4,0.22847
30,H1140TS434_2,0.2275
31,H1140TS011_2,0.2275
32,H1140TS165_1,0.22449
33,H1140TS205_2,0.2234
34,H1140TS165_3,0.2234
35,H1140TS158_5,0.22295
36,H1140TS434_1,0.21906
37,H1140TS011_1,0.21906
38,H1140TS097_5,0.21881
39,H1140TS097_2,0.21869
40,H1140TS288_3,0.21835
41,H1140TS288_1,0.21835
42,H1140TS288_4,0.21835
43,H1140TS288_5,0.21835
44,H1140TS288_2,0.21835
45,H1140TS086_5,0.21718
46,H1140TS398_3,0.2158
47,H1140TS245_5,0.21393
48,H1140TS398_1,0.21236
49,H1140TS312_2,0.21076
50,H1140TS493_5,0.20971
51,H1140TS291_1,0.20754
52,H1140TS350_1,0.20754
53,H1140TS360_5,0.20692
54,H1140TS098_3,0.20648
55,H1140TS374_1,0.20596
56,H1140TS439_4,0.20494
57,H1140TS423_2,0.2048
58,H1140TS187_3,0.2048
59,H1140TS348_2,0.20441
60,H1140TS119_5,0.2029
61,H1140TS360_2,0.20195
62,H1140TS493_3,0.20166
63,H1140TS131_2,0.20084
64,H1140TS374_3,0.19964
65,H1140TS494_3,0.19934
66,H1140TS314_1,0.19915
67,H1140TS131_4,0.19913
68,H1140TS312_4,0.19895
69,H1140TS298_3,0.19888
70,H1140TS185_1,0.19732
71,H1140TS298_4,0.19655
72,H1140TS278_3,0.19638
73,H1140TS390_4,0.19568
74,H1140TS320_4,0.19568
75,H1140TS169_4,0.19542
76,H1140TS150_1,0.19441
77,H1140TS390_1,0.19441
78,H1140TS320_1,0.19441
79,H1140TS439_5,0.19431
80,H1140TS150_3,0.19398
81,H1140TS444_1,0.1933
82,H1140TS398_4,0.19258
83,H1140TS439_1,0.19201
84,H1140TS227_1,0.18973
