,model,tmscore
0,default_af_5,0.96323
1,default_multimer_0,0.87134
2,default_pdb70_5,0.87077
3,default_uniref30_22_0,0.87083
4,iter_1_old_5,0.84263
5,default_af_6,0.93114
6,default_multimer_1,0.92512
7,default_pdb70_6,0.87474
8,default_uniref30_22_1,0.87068
9,default_af_7,0.87629
10,spec_af_0,0.87864
11,iter_1_old_6,0.538
12,default_multimer_2,0.87263
13,default_pdb70_7,0.87299
14,default_uniref30_22_2,0.8736
15,default_af_8,0.92989
16,spec_af_1,0.99248
17,default_multimer_3,0.92641
18,spec_iter_uniprot_sto_5,0.87548
19,iter_1_old_7,0.53551
20,default_af_9,0.93114
21,default_uniref30_22_3,0.8721
22,default_pdb70_8,0.87257
23,spec_pdb_0,0.51402
24,spec_struct_5,0.53145
25,spec_af_2,0.8784
26,spec_iter_uniprot_sto_6,0.87389
27,default_comp_0,0.87266
28,default_uniref30_22_4,0.92212
29,default_multimer_4,0.92379
30,spec_af_3,0.87837
31,default_pdb70_9,0.87337
32,iter_1_old_8,0.54467
33,default_uniref30_22_5,0.92341
34,default_comp_1,0.87182
35,spec_pdb_1,0.50722
36,default_multimer_5,0.9238
37,spec_iter_uniprot_sto_7,0.87582
38,default_struct_0,0.92524
39,spec_struct_6,0.53557
40,spec_af_4,0.93286
41,default_multimer_6,0.87274
42,default_uniref30_22_6,0.87065
43,iter_1_old_9,0.5163
44,default_comp_2,0.92774
45,spec_pdb_2,0.5065
46,spec_iter_uniprot_sto_8,0.874
47,default_struct_1,0.92465
48,default_multimer_7,0.92604
49,spec_af_5,0.87786
50,spec_iter_uniprot_sto_9,0.87425
51,default_uniref30_22_7,0.92618
52,default_comp_3,0.87352
53,spec_struct_7,0.52912
54,default_struct_2,0.92802
55,default_multimer_8,0.95711
56,iter_2_old_0,0.86103
57,spec_af_6,0.95403
58,spec_pdb_3,0.52109
59,spec_iter_uniref_a3m_0,0.51358
60,default_comp_4,0.87087
61,default_uniref30_22_8,0.92552
62,spec_af_7,0.95961
63,default_struct_3,0.87352
64,default_multimer_9,0.87349
65,iter_2_old_1,0.8608
66,spec_af_8,0.87095
67,default_comp_5,0.86813
68,spec_pdb_4,0.5241
69,default_uniref30_22_9,0.87394
70,default_struct_4,0.87221
71,spec_struct_8,0.53053
72,spec_iter_uniref_a3m_1,0.52029
73,default_pdb_0,0.87018
74,iter_2_old_2,0.84004
75,img_multimer_0,0.86828
76,spec_af_9,0.87124
77,default_struct_5,0.95233
78,default_comp_6,0.87296
79,default_pdb_1,0.87015
80,img_multimer_1,0.87201
81,spec_comp_0,0.50808
82,spec_iter_uniref_a3m_2,0.50844
83,iter_2_old_3,0.84001
84,default_struct_6,0.87186
85,default_af_0,0.99231
86,default_comp_7,0.8725
87,spec_struct_9,0.53244
88,spec_pdb_5,0.51276
89,img_multimer_2,0.86921
90,default_pdb_2,0.87326
91,default_struct_7,0.95643
92,default_comp_8,0.95458
93,default_af_1,0.9921
94,iter_2_old_4,0.5333
95,img_multimer_3,0.86673
96,default_pdb_3,0.87248
97,spec_iter_uniref_a3m_3,0.53259
98,default_struct_8,0.8727
99,spec_comp_1,0.52142
100,uniclust_oxmatch_a3m_0,0.51535
101,spec_pdb_6,0.52154
102,default_af_2,0.99222
103,img_multimer_4,0.87024
104,default_comp_9,0.92418
105,default_struct_9,0.95625
106,default_pdb_4,0.92351
107,iter_2_old_5,0.54167
108,img_multimer_5,0.87025
109,spec_iter_uniref_a3m_4,0.50712
110,default_af_3,0.9921
111,default_img_0,0.87
112,spec_comp_2,0.51547
113,uniclust_oxmatch_a3m_1,0.51009
114,default_uniclust30_0,0.87112
115,default_pdb_5,0.87093
116,img_multimer_6,0.92827
117,default_af_4,0.96033
118,default_img_1,0.87056
119,iter_2_old_6,0.7567
120,spec_pdb_7,0.52207
121,default_uniclust30_1,0.87055
122,default_pdb_6,0.87334
123,img_multimer_7,0.86624
124,uniclust_oxmatch_a3m_2,0.50388
125,spec_comp_3,0.52152
126,default_img_2,0.87364
127,spec_iter_uniref_a3m_5,0.50811
128,img_multimer_8,0.86506
129,default_pdb_7,0.92389
130,default_uniclust30_2,0.87358
131,iter_2_old_7,0.79091
132,img_multimer_9,0.87342
133,default_pdb_8,0.95867
134,default_img_3,0.87302
135,spec_comp_4,0.50049
136,uniclust_oxmatch_a3m_3,0.54935
137,spec_pdb_8,0.53375
138,default_uniclust30_3,0.87309
139,iter_1_old_0,0.84506
140,iter_2_old_8,0.46035
141,spec_iter_uniref_a3m_6,0.52986
142,default_uniclust30_4,0.86966
143,default_img_4,0.86964
144,default_pdb_9,0.92029
145,iter_1_old_1,0.80901
146,uniclust_oxmatch_a3m_4,0.55051
147,spec_pdb_9,0.53367
148,default_uniclust30_5,0.86544
149,iter_2_old_9,0.46147
150,spec_comp_5,0.53388
151,default_img_5,0.92046
152,default_pdb70_0,0.87087
153,iter_1_old_2,0.83209
154,uniclust_oxmatch_a3m_5,0.50987
155,spec_iter_uniref_a3m_7,0.52789
156,default_uniclust30_6,0.872
157,pdb_iter_uniref_a3m_0,0.88581
158,iter_1_old_3,0.84135
159,default_img_6,0.87236
160,spec_pdb70_0,0.49928
161,default_pdb70_1,0.87097
162,pdb_iter_uniref_a3m_1,0.87571
163,spec_comp_6,0.52175
164,uniclust_oxmatch_a3m_6,0.51338
165,default_uniclust30_7,0.87006
166,default_img_7,0.87267
167,pdb_iter_uniref_a3m_2,0.51124
168,iter_1_old_4,0.82438
169,spec_pdb70_1,0.50259
170,default_pdb70_2,0.87361
171,default_img_8,0.87306
172,default_uniclust30_8,0.87432
173,spec_iter_uniref_a3m_8,0.53003
174,spec_comp_7,0.52192
175,default_uniclust30_9,0.90657
176,uniclust_oxmatch_a3m_7,0.52371
177,default_pdb70_3,0.87298
178,spec_pdb70_2,0.51873
179,default_img_9,0.8729
180,pdb_iter_uniref_a3m_3,0.87123
181,spec_iter_uniref_a3m_9,0.53349
182,default_pdb70_4,0.87147
183,spec_comp_8,0.53339
184,pdb_iter_uniref_a3m_4,0.8373
185,pdb_iter_uniref_a3m_5,0.84873
186,uniclust_oxmatch_a3m_8,0.52941
187,spec_iter_uniref_sto_0,0.87556
188,spec_pdb70_3,0.50572
189,spec_comp_9,0.53207
190,pdb_iter_uniref_a3m_6,0.57712
191,spec_iter_uniref_sto_1,0.87532
192,uniclust_oxmatch_a3m_9,0.47793
193,spec_iter_uniref_sto_2,0.87511
194,spec_iter_uniprot_sto_0,0.87552
195,spec_pdb70_4,0.51003
196,pdb_iter_uniref_a3m_7,0.56962
197,spec_iter_uniref_sto_3,0.87457
198,spec_iter_uniprot_sto_1,0.87579
199,Elo_0,0.86775
200,pdb_iter_uniref_a3m_8,0.56404
201,spec_iter_uniref_sto_4,0.87618
202,spec_iter_uniprot_sto_2,0.87457
203,spec_pdb70_5,0.5234
204,Elo_1,0.86948
205,Elo_2,0.87103
206,spec_iter_uniref_sto_5,0.87508
207,spec_iter_uniprot_sto_3,0.87565
208,pdb_iter_uniref_a3m_9,0.55914
209,spec_iter_uniprot_sto_4,0.87379
210,spec_pdb70_6,0.54068
211,Elo_3,0.86789
212,spec_iter_uniref_sto_6,0.87486
213,spec_iter_uniref_sto_7,0.8759
214,Elo_4,0.87041
215,spec_pdb70_7,0.52839
216,spec_iter_uniref_sto_8,0.87458
217,lewis_0,0.87259
218,spec_pdb70_8,0.52815
219,spec_iter_uniref_sto_9,0.87365
220,lewis_1,0.87464
221,lewis_2,0.8708
222,lewis_3,0.874
223,spec_pdb70_9,0.53623
224,lewis_4,0.87268
225,spec_struct_0,0.50504
226,spec_struct_1,0.50328
227,spec_struct_2,0.50451
228,spec_struct_3,0.51139
229,spec_struct_4,0.54119
