,model,score,score_norm
0,Elo_0,0.678,0.67822265625
1,Elo_1,0.6646,0.66455078125
2,Elo_2,0.651,0.65087890625
3,Elo_3,0.6445,0.64453125
4,Elo_4,0.6245,0.62451171875
5,avg_refine_0,0.74,0.740234375
6,avg_refine_1,0.7734,0.7734375
7,avg_refine_2,0.767,0.76708984375
8,avg_refine_3,0.7056,0.70556640625
9,avg_refine_4,0.7114,0.71142578125
10,default_af_0,0.709,0.708984375
11,default_af_1,0.713,0.712890625
12,default_af_2,0.7153,0.71533203125
13,default_af_3,0.7056,0.70556640625
14,default_af_4,0.7153,0.71533203125
15,default_af_5,0.716,0.7158203125
16,default_af_6,0.672,0.671875
17,default_af_7,0.676,0.67578125
18,default_af_8,0.692,0.69189453125
19,default_af_9,0.6826,0.6826171875
20,default_comp_0,0.709,0.708984375
21,default_comp_1,0.6167,0.61669921875
22,default_comp_2,0.5825,0.58251953125
23,default_comp_3,0.5996,0.599609375
24,default_comp_4,0.557,0.55712890625
25,default_comp_5,0.569,0.56884765625
26,default_comp_6,0.5923,0.59228515625
27,default_comp_7,0.573,0.5732421875
28,default_comp_8,0.537,0.537109375
29,default_comp_9,0.5186,0.5185546875
30,default_img_0,0.663,0.6630859375
31,default_img_1,0.6743,0.67431640625
32,default_img_2,0.662,0.662109375
33,default_img_3,0.662,0.662109375
34,default_img_4,0.628,0.6279296875
35,default_img_5,0.6533,0.6533203125
36,default_img_6,0.6177,0.61767578125
37,default_img_7,0.5923,0.59228515625
38,default_img_8,0.5747,0.57470703125
39,default_img_9,0.585,0.5849609375
40,default_mul_newest_0,0.7227,0.72265625
41,default_mul_newest_1,0.69,0.68994140625
42,default_mul_newest_10,0.581,0.5810546875
43,default_mul_newest_11,0.5767,0.57666015625
44,default_mul_newest_12,0.576,0.576171875
45,default_mul_newest_13,0.576,0.576171875
46,default_mul_newest_14,0.5854,0.58544921875
47,default_mul_newest_15,0.5703,0.5703125
48,default_mul_newest_16,0.5825,0.58251953125
49,default_mul_newest_17,0.5645,0.564453125
50,default_mul_newest_18,0.5713,0.5712890625
51,default_mul_newest_19,0.5737,0.57373046875
52,default_mul_newest_2,0.6836,0.68359375
53,default_mul_newest_20,0.5684,0.568359375
54,default_mul_newest_21,0.564,0.56396484375
55,default_mul_newest_22,0.56,0.56005859375
56,default_mul_newest_23,0.5464,0.54638671875
57,default_mul_newest_24,0.55,0.5498046875
58,default_mul_newest_3,0.651,0.65087890625
59,default_mul_newest_4,0.645,0.64501953125
60,default_mul_newest_5,0.64,0.64013671875
61,default_mul_newest_6,0.62,0.6201171875
62,default_mul_newest_7,0.612,0.61181640625
63,default_mul_newest_8,0.598,0.59814453125
64,default_mul_newest_9,0.589,0.5888671875
65,default_multimer_0,0.7563,0.75634765625
66,default_multimer_1,0.66,0.66015625
67,default_multimer_2,0.64,0.64013671875
68,default_multimer_3,0.6313,0.63134765625
69,default_multimer_4,0.634,0.6337890625
70,default_multimer_5,0.608,0.60791015625
71,default_multimer_6,0.5913,0.59130859375
72,default_multimer_7,0.603,0.60302734375
73,default_multimer_8,0.575,0.5751953125
74,default_multimer_9,0.6016,0.6015625
75,default_pdb70_0,0.6,0.60009765625
76,default_pdb70_1,0.573,0.5732421875
77,default_pdb70_2,0.5845,0.58447265625
78,default_pdb70_3,0.5684,0.568359375
79,default_pdb70_4,0.5522,0.55224609375
80,default_pdb70_5,0.568,0.56787109375
81,default_pdb70_6,0.564,0.56396484375
82,default_pdb70_7,0.5654,0.5654296875
83,default_pdb70_8,0.557,0.55712890625
