,model,score,score_norm
0,Elo_0,0.732,0.73193359375
1,Elo_1,0.7314,0.7314453125
2,Elo_2,0.7324,0.732421875
3,Elo_3,0.733,0.73291015625
4,Elo_4,0.7295,0.7294921875
5,avg_refine_0,0.88,0.8798828125
6,avg_refine_1,0.882,0.8818359375
7,avg_refine_2,0.8794,0.87939453125
8,avg_refine_3,0.882,0.8818359375
9,avg_refine_4,0.8784,0.87841796875
10,default_af_0,0.7935,0.79345703125
11,default_af_1,0.799,0.798828125
12,default_af_2,0.787,0.787109375
13,default_af_3,0.778,0.77783203125
14,default_af_4,0.783,0.783203125
15,default_af_5,0.7896,0.78955078125
16,default_af_6,0.794,0.7939453125
17,default_af_7,0.7793,0.779296875
18,default_af_8,0.781,0.78076171875
19,default_af_9,0.7705,0.7705078125
20,default_comp_0,0.7056,0.70556640625
21,default_comp_1,0.723,0.72314453125
22,default_comp_2,0.7217,0.7216796875
23,default_comp_3,0.724,0.72412109375
24,default_comp_4,0.7163,0.71630859375
25,default_comp_5,0.7046,0.70458984375
26,default_comp_6,0.699,0.69921875
27,default_comp_7,0.7095,0.70947265625
28,default_comp_8,0.7236,0.7236328125
29,default_comp_9,0.728,0.72802734375
30,default_mul_newest_0,0.73,0.72998046875
31,default_mul_newest_1,0.728,0.72802734375
32,default_mul_newest_10,0.743,0.7431640625
33,default_mul_newest_11,0.749,0.7490234375
34,default_mul_newest_12,0.7246,0.724609375
35,default_mul_newest_13,0.7314,0.7314453125
36,default_mul_newest_14,0.733,0.73291015625
37,default_mul_newest_15,0.745,0.7451171875
38,default_mul_newest_16,0.75,0.75
39,default_mul_newest_17,0.751,0.7509765625
40,default_mul_newest_18,0.75,0.75
41,default_mul_newest_19,0.742,0.7421875
42,default_mul_newest_2,0.7285,0.728515625
43,default_mul_newest_20,0.75,0.75
44,default_mul_newest_21,0.7393,0.7392578125
45,default_mul_newest_22,0.7456,0.74560546875
46,default_mul_newest_23,0.7476,0.74755859375
47,default_mul_newest_24,0.744,0.744140625
48,default_mul_newest_3,0.729,0.72900390625
49,default_mul_newest_4,0.7397,0.73974609375
50,default_mul_newest_5,0.738,0.73779296875
51,default_mul_newest_6,0.741,0.7412109375
52,default_mul_newest_7,0.725,0.72509765625
53,default_mul_newest_8,0.7256,0.7255859375
54,default_mul_newest_9,0.725,0.72509765625
55,default_multimer_0,0.7314,0.7314453125
56,default_multimer_1,0.733,0.73291015625
57,default_multimer_2,0.7363,0.736328125
58,default_multimer_3,0.737,0.73681640625
59,default_multimer_4,0.7456,0.74560546875
60,default_multimer_5,0.7485,0.74853515625
61,default_multimer_6,0.723,0.72314453125
62,default_multimer_7,0.7207,0.720703125
63,default_multimer_8,0.7256,0.7255859375
64,default_multimer_9,0.739,0.73876953125
65,default_pdb70_0,0.703,0.703125
66,default_pdb70_1,0.699,0.69921875
67,default_pdb70_2,0.714,0.7138671875
68,default_pdb70_3,0.708,0.7080078125
69,default_pdb70_4,0.71,0.7099609375
70,default_pdb70_5,0.7227,0.72265625
71,default_pdb70_6,0.726,0.72607421875
72,default_pdb70_7,0.705,0.705078125
73,default_pdb70_8,0.713,0.712890625
74,default_pdb70_9,0.7197,0.7197265625
75,default_pdb_0,0.707,0.70703125
76,default_pdb_1,0.71,0.7099609375
77,default_pdb_2,0.704,0.7041015625
78,default_pdb_3,0.715,0.71484375
79,default_pdb_4,0.7085,0.70849609375
80,default_pdb_5,0.719,0.71923828125
81,default_pdb_6,0.706,0.7060546875
82,default_pdb_7,0.706,0.7060546875
83,default_pdb_8,0.7095,0.70947265625
84,default_pdb_9,0.697,0.69677734375
85,default_struct_0,0.7305,0.73046875
86,default_struct_1,0.728,0.72802734375
87,default_struct_2,0.7246,0.724609375
88,default_struct_3,0.74,0.740234375
89,default_struct_4,0.74,0.740234375
90,default_struct_5,0.757,0.7568359375
91,default_struct_6,0.7554,0.75537109375
92,default_struct_7,0.7437,0.74365234375
93,default_struct_8,0.739,0.73876953125
94,default_struct_9,0.7544,0.75439453125
95,default_uniclust30_0,0.732,0.73193359375
96,default_uniclust30_1,0.7397,0.73974609375
97,default_uniclust30_2,0.7314,0.7314453125
98,default_uniclust30_3,0.7354,0.7353515625
99,default_uniclust30_4,0.741,0.7412109375
100,default_uniclust30_5,0.7505,0.75048828125
101,default_uniclust30_6,0.7227,0.72265625
102,default_uniclust30_7,0.7393,0.7392578125
103,default_uniclust30_8,0.741,0.7412109375
104,default_uniclust30_9,0.72,0.72021484375
105,default_uniref30_22_0,0.732,0.73193359375
106,default_uniref30_22_1,0.73,0.72998046875
107,default_uniref30_22_10,0.751,0.7509765625
108,default_uniref30_22_11,0.747,0.7470703125
109,default_uniref30_22_12,0.745,0.7451171875
110,default_uniref30_22_13,0.734,0.73388671875
111,default_uniref30_22_14,0.744,0.744140625
112,default_uniref30_22_15,0.731,0.73095703125
113,default_uniref30_22_16,0.7354,0.7353515625
114,default_uniref30_22_17,0.7266,0.7265625
115,default_uniref30_22_18,0.7515,0.75146484375
116,default_uniref30_22_19,0.732,0.73193359375
117,default_uniref30_22_2,0.7295,0.7294921875
118,default_uniref30_22_20,0.743,0.7431640625
119,default_uniref30_22_21,0.741,0.7412109375
120,default_uniref30_22_22,0.747,0.7470703125
121,default_uniref30_22_23,0.7334,0.7333984375
122,default_uniref30_22_24,0.7275,0.7275390625
123,default_uniref30_22_3,0.741,0.7412109375
124,default_uniref30_22_4,0.723,0.72314453125
125,default_uniref30_22_5,0.724,0.72412109375
126,default_uniref30_22_6,0.726,0.72607421875
127,default_uniref30_22_7,0.747,0.7470703125
128,default_uniref30_22_8,0.7476,0.74755859375
129,default_uniref30_22_9,0.739,0.73876953125
130,iter_1_0,0.7324,0.732421875
131,iter_1_1,0.7334,0.7333984375
132,iter_1_2,0.738,0.73779296875
133,iter_1_3,0.7417,0.74169921875
134,iter_1_4,0.7407,0.74072265625
135,iter_1_5,0.74,0.740234375
136,iter_1_6,0.755,0.7548828125
137,iter_1_7,0.768,0.76806640625
138,iter_1_8,0.7603,0.76025390625
139,iter_1_9,0.7603,0.76025390625
140,iter_2_0,0.7173,0.71728515625
141,iter_2_1,0.729,0.72900390625
142,iter_2_2,0.7397,0.73974609375
143,iter_2_3,0.743,0.7431640625
144,iter_2_4,0.7407,0.74072265625
145,iter_2_5,0.7397,0.73974609375
146,iter_2_6,0.772,0.77197265625
147,iter_2_7,0.7734,0.7734375
148,iter_2_8,0.756,0.755859375
149,iter_2_9,0.7495,0.74951171875
150,lewis_0,0.731,0.73095703125
151,lewis_1,0.73,0.72998046875
152,lewis_2,0.731,0.73095703125
153,lewis_3,0.7305,0.73046875
154,lewis_4,0.731,0.73095703125
155,spec_af_0,0.816,0.81591796875
156,spec_af_1,0.814,0.81396484375
157,spec_af_2,0.786,0.7861328125
158,spec_af_3,0.787,0.787109375
159,spec_af_4,0.788,0.7880859375
160,spec_af_5,0.789,0.7890625
161,spec_af_6,0.7866,0.78662109375
162,spec_af_7,0.781,0.78076171875
163,spec_af_8,0.769,0.76904296875
164,spec_af_9,0.771,0.77099609375
165,spec_colab_iter_0,0.7285,0.728515625
166,spec_colab_iter_1,0.7285,0.728515625
167,spec_colab_iter_2,0.738,0.73779296875
168,spec_colab_iter_3,0.736,0.73583984375
169,spec_colab_iter_4,0.739,0.73876953125
170,spec_colab_iter_5,0.725,0.72509765625
171,spec_colab_iter_6,0.74,0.740234375
172,spec_colab_iter_7,0.7446,0.74462890625
173,spec_colab_iter_8,0.731,0.73095703125
174,spec_colab_iter_9,0.7407,0.74072265625
175,spec_comp_0,0.7085,0.70849609375
176,spec_comp_1,0.713,0.712890625
177,spec_comp_2,0.717,0.716796875
178,spec_comp_3,0.7124,0.71240234375
179,spec_comp_4,0.7134,0.71337890625
180,spec_comp_5,0.7266,0.7265625
181,spec_comp_6,0.732,0.73193359375
182,spec_comp_7,0.711,0.7109375
183,spec_comp_8,0.726,0.72607421875
184,spec_comp_9,0.727,0.72705078125
185,spec_iter_uniprot_sto_0,0.7227,0.72265625
186,spec_iter_uniprot_sto_1,0.7256,0.7255859375
187,spec_iter_uniprot_sto_2,0.737,0.73681640625
188,spec_iter_uniprot_sto_3,0.7344,0.734375
189,spec_iter_uniprot_sto_4,0.7393,0.7392578125
190,spec_iter_uniprot_sto_5,0.717,0.716796875
191,spec_iter_uniprot_sto_6,0.728,0.72802734375
192,spec_iter_uniprot_sto_7,0.744,0.744140625
193,spec_iter_uniprot_sto_8,0.731,0.73095703125
194,spec_iter_uniprot_sto_9,0.733,0.73291015625
195,spec_iter_uniref_a3m_0,0.7285,0.728515625
196,spec_iter_uniref_a3m_1,0.739,0.73876953125
197,spec_iter_uniref_a3m_2,0.732,0.73193359375
198,spec_iter_uniref_a3m_3,0.74,0.740234375
199,spec_iter_uniref_a3m_4,0.7324,0.732421875
200,spec_iter_uniref_a3m_5,0.724,0.72412109375
201,spec_iter_uniref_a3m_6,0.74,0.740234375
202,spec_iter_uniref_a3m_7,0.714,0.7138671875
203,spec_iter_uniref_a3m_8,0.7417,0.74169921875
204,spec_iter_uniref_a3m_9,0.7407,0.74072265625
205,spec_iter_uniref_sto_0,0.7397,0.73974609375
206,spec_iter_uniref_sto_1,0.7373,0.7373046875
207,spec_iter_uniref_sto_2,0.724,0.72412109375
208,spec_iter_uniref_sto_3,0.7397,0.73974609375
209,spec_iter_uniref_sto_4,0.718,0.7177734375
210,spec_iter_uniref_sto_5,0.7456,0.74560546875
211,spec_iter_uniref_sto_6,0.7217,0.7216796875
212,spec_iter_uniref_sto_7,0.743,0.7431640625
213,spec_iter_uniref_sto_8,0.7456,0.74560546875
214,spec_iter_uniref_sto_9,0.732,0.73193359375
215,spec_pdb70_0,0.701,0.701171875
216,spec_pdb70_1,0.7026,0.70263671875
217,spec_pdb70_2,0.7065,0.70654296875
218,spec_pdb70_3,0.72,0.72021484375
219,spec_pdb70_4,0.717,0.716796875
220,spec_pdb70_5,0.7036,0.70361328125
221,spec_pdb70_6,0.7188,0.71875
222,spec_pdb70_7,0.7197,0.7197265625
223,spec_pdb70_8,0.7153,0.71533203125
224,spec_pdb70_9,0.716,0.7158203125
225,spec_pdb_0,0.704,0.7041015625
226,spec_pdb_1,0.701,0.701171875
227,spec_pdb_2,0.7188,0.71875
228,spec_pdb_3,0.7085,0.70849609375
229,spec_pdb_4,0.723,0.72314453125
230,spec_pdb_5,0.6973,0.697265625
231,spec_pdb_6,0.7075,0.70751953125
232,spec_pdb_7,0.697,0.69677734375
233,spec_pdb_8,0.7163,0.71630859375
234,spec_pdb_9,0.7163,0.71630859375
235,spec_struct_0,0.7314,0.7314453125
236,spec_struct_1,0.7295,0.7294921875
237,spec_struct_2,0.7407,0.74072265625
238,spec_struct_3,0.7407,0.74072265625
239,spec_struct_4,0.746,0.74609375
240,spec_struct_5,0.745,0.7451171875
241,spec_struct_6,0.735,0.73486328125
242,spec_struct_7,0.7495,0.74951171875
243,spec_struct_8,0.7373,0.7373046875
244,spec_struct_9,0.7437,0.74365234375
245,uniclust_oxmatch_a3m_0,0.728,0.72802734375
246,uniclust_oxmatch_a3m_1,0.7456,0.74560546875
247,uniclust_oxmatch_a3m_2,0.721,0.72119140625
248,uniclust_oxmatch_a3m_3,0.739,0.73876953125
249,uniclust_oxmatch_a3m_4,0.717,0.716796875
250,uniclust_oxmatch_a3m_5,0.734,0.73388671875
251,uniclust_oxmatch_a3m_6,0.74,0.740234375
252,uniclust_oxmatch_a3m_7,0.741,0.7412109375
253,uniclust_oxmatch_a3m_8,0.7275,0.7275390625
254,uniclust_oxmatch_a3m_9,0.7427,0.74267578125
255,unidist_uniprot_sto_0,0.732,0.73193359375
256,unidist_uniprot_sto_1,0.7354,0.7353515625
257,unidist_uniprot_sto_2,0.732,0.73193359375
258,unidist_uniprot_sto_3,0.7236,0.7236328125
259,unidist_uniprot_sto_4,0.7437,0.74365234375
260,unidist_uniprot_sto_5,0.745,0.7451171875
261,unidist_uniprot_sto_6,0.7344,0.734375
262,unidist_uniprot_sto_7,0.7354,0.7353515625
263,unidist_uniprot_sto_8,0.7256,0.7255859375
264,unidist_uniprot_sto_9,0.7285,0.728515625
265,unidist_uniref_sto_0,0.7275,0.7275390625
266,unidist_uniref_sto_1,0.724,0.72412109375
267,unidist_uniref_sto_2,0.7314,0.7314453125
268,unidist_uniref_sto_3,0.741,0.7412109375
269,unidist_uniref_sto_4,0.7153,0.71533203125
270,unidist_uniref_sto_5,0.7344,0.734375
271,unidist_uniref_sto_6,0.7314,0.7314453125
272,unidist_uniref_sto_7,0.7393,0.7392578125
273,unidist_uniref_sto_8,0.7383,0.73828125
274,unidist_uniref_sto_9,0.7236,0.7236328125
