,model,score,score_norm
0,Elo_0,0.7285,0.728515625
1,Elo_1,0.7334,0.7333984375
2,Elo_2,0.732,0.73193359375
3,Elo_3,0.718,0.7177734375
4,Elo_4,0.715,0.71484375
5,avg_refine_0,0.6055,0.60546875
6,avg_refine_1,0.6113,0.611328125
7,avg_refine_2,0.609,0.60888671875
8,avg_refine_3,0.6045,0.6044921875
9,avg_refine_4,0.6074,0.607421875
10,default_af_0,0.867,0.8671875
11,default_af_1,0.8696,0.86962890625
12,default_af_2,0.858,0.85791015625
13,default_af_3,0.856,0.85595703125
14,default_af_4,0.847,0.84716796875
15,default_af_5,0.827,0.8271484375
16,default_af_6,0.845,0.84521484375
17,default_af_7,0.8335,0.83349609375
18,default_af_8,0.838,0.837890625
19,default_af_9,0.836,0.8359375
20,default_comp_0,0.7344,0.734375
21,default_comp_1,0.734,0.73388671875
22,default_comp_2,0.7246,0.724609375
23,default_comp_3,0.731,0.73095703125
24,default_comp_4,0.718,0.7177734375
25,default_comp_5,0.7183,0.71826171875
26,default_comp_6,0.724,0.72412109375
27,default_comp_7,0.731,0.73095703125
28,default_comp_8,0.7285,0.728515625
29,default_comp_9,0.7183,0.71826171875
30,default_img_0,0.7344,0.734375
31,default_img_1,0.73,0.72998046875
32,default_img_2,0.731,0.73095703125
33,default_img_3,0.7197,0.7197265625
34,default_img_4,0.7173,0.71728515625
35,default_img_5,0.734,0.73388671875
36,default_img_6,0.735,0.73486328125
37,default_img_7,0.7334,0.7333984375
38,default_img_8,0.697,0.69677734375
39,default_img_9,0.6904,0.6904296875
40,default_mul_newest_0,0.734,0.73388671875
41,default_mul_newest_1,0.731,0.73095703125
42,default_mul_newest_10,0.7227,0.72265625
43,default_mul_newest_11,0.7197,0.7197265625
44,default_mul_newest_12,0.7285,0.728515625
45,default_mul_newest_13,0.7207,0.720703125
46,default_mul_newest_14,0.725,0.72509765625
47,default_mul_newest_15,0.723,0.72314453125
48,default_mul_newest_16,0.717,0.716796875
49,default_mul_newest_17,0.732,0.73193359375
50,default_mul_newest_18,0.7305,0.73046875
51,default_mul_newest_19,0.7305,0.73046875
52,default_mul_newest_2,0.724,0.72412109375
53,default_mul_newest_20,0.7314,0.7314453125
54,default_mul_newest_21,0.734,0.73388671875
55,default_mul_newest_22,0.7217,0.7216796875
56,default_mul_newest_23,0.708,0.7080078125
57,default_mul_newest_24,0.705,0.705078125
58,default_mul_newest_3,0.731,0.73095703125
59,default_mul_newest_4,0.7295,0.7294921875
60,default_mul_newest_5,0.729,0.72900390625
61,default_mul_newest_6,0.729,0.72900390625
62,default_mul_newest_7,0.724,0.72412109375
63,default_mul_newest_8,0.722,0.72216796875
64,default_mul_newest_9,0.7207,0.720703125
65,default_multimer_0,0.737,0.73681640625
66,default_multimer_1,0.7227,0.72265625
67,default_multimer_2,0.7344,0.734375
68,default_multimer_3,0.7183,0.71826171875
69,default_multimer_4,0.7236,0.7236328125
70,default_multimer_5,0.7246,0.724609375
71,default_multimer_6,0.735,0.73486328125
72,default_multimer_7,0.7334,0.7333984375
73,default_multimer_8,0.73,0.72998046875
74,default_multimer_9,0.7144,0.71435546875
75,default_pdb70_0,0.7236,0.7236328125
76,default_pdb70_1,0.726,0.72607421875
77,default_pdb70_2,0.7314,0.7314453125
78,default_pdb70_3,0.732,0.73193359375
79,default_pdb70_4,0.7207,0.720703125
80,default_pdb70_5,0.7197,0.7197265625
81,default_pdb70_6,0.732,0.73193359375
82,default_pdb70_7,0.7295,0.7294921875
83,default_pdb70_8,0.7144,0.71435546875
84,default_pdb70_9,0.6987,0.69873046875
85,default_pdb_0,0.732,0.73193359375
86,default_pdb_1,0.7314,0.7314453125
87,default_pdb_2,0.7217,0.7216796875
88,default_pdb_3,0.733,0.73291015625
89,default_pdb_4,0.7324,0.732421875
90,default_pdb_5,0.719,0.71923828125
91,default_pdb_6,0.732,0.73193359375
92,default_pdb_7,0.723,0.72314453125
93,default_pdb_8,0.7324,0.732421875
94,default_pdb_9,0.6504,0.650390625
95,default_struct_0,0.729,0.72900390625
96,default_struct_1,0.7305,0.73046875
97,default_struct_2,0.7236,0.7236328125
98,default_struct_3,0.7285,0.728515625
99,default_struct_4,0.7275,0.7275390625
100,default_struct_5,0.7183,0.71826171875
101,default_struct_6,0.7173,0.71728515625
102,default_struct_7,0.725,0.72509765625
103,default_struct_8,0.7266,0.7265625
104,default_struct_9,0.717,0.716796875
105,default_uniclust30_0,0.739,0.73876953125
106,default_uniclust30_1,0.7344,0.734375
107,default_uniclust30_2,0.7266,0.7265625
108,default_uniclust30_3,0.721,0.72119140625
109,default_uniclust30_4,0.733,0.73291015625
110,default_uniclust30_5,0.721,0.72119140625
111,default_uniclust30_6,0.7305,0.73046875
112,default_uniclust30_7,0.733,0.73291015625
113,default_uniclust30_8,0.7344,0.734375
114,default_uniclust30_9,0.697,0.69677734375
115,default_uniref30_22_0,0.729,0.72900390625
116,default_uniref30_22_1,0.7314,0.7314453125
117,default_uniref30_22_10,0.727,0.72705078125
118,default_uniref30_22_11,0.723,0.72314453125
119,default_uniref30_22_12,0.723,0.72314453125
120,default_uniref30_22_13,0.721,0.72119140625
121,default_uniref30_22_14,0.72,0.72021484375
122,default_uniref30_22_15,0.733,0.73291015625
123,default_uniref30_22_16,0.719,0.71923828125
124,default_uniref30_22_17,0.734,0.73388671875
125,default_uniref30_22_18,0.729,0.72900390625
126,default_uniref30_22_19,0.7324,0.732421875
127,default_uniref30_22_2,0.7295,0.7294921875
128,default_uniref30_22_20,0.7075,0.70751953125
129,default_uniref30_22_21,0.71,0.7099609375
130,default_uniref30_22_22,0.7183,0.71826171875
131,default_uniref30_22_23,0.7266,0.7265625
132,default_uniref30_22_24,0.6978,0.69775390625
133,default_uniref30_22_3,0.7305,0.73046875
134,default_uniref30_22_4,0.7314,0.7314453125
135,default_uniref30_22_5,0.7246,0.724609375
136,default_uniref30_22_6,0.7217,0.7216796875
137,default_uniref30_22_7,0.7295,0.7294921875
