,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,img_multimer_1,11594.229,11594.229,0.962,0.962,0.693,0.693
1,iter_2_old_2,12364.243,12364.243,0.958,0.958,0.688,0.688
2,uniclust_oxmatch_a3m_4,12104.465,12104.465,0.96,0.96,0.662,0.662
3,spec_iter_uniprot_sto_8,13165.295,13165.295,0.911,0.911,0.687,0.687
4,img_multimer_5,12540.041,12540.041,0.916,0.916,0.683,0.683
5,iter_1_old_8,12386.01,12386.01,0.961,0.961,0.69,0.69
6,uniclust_oxmatch_a3m_2,11297.311,11297.311,0.896,0.896,0.664,0.664
7,iter_1_old_1,13143.492,13143.492,0.941,0.941,0.68,0.68
8,img_multimer_6,11578.956,11578.956,0.932,0.932,0.692,0.692
9,spec_iter_uniref_a3m_8,11872.603,11872.603,0.966,0.966,0.666,0.666
10,spec_comp_4,13347.768,13347.768,0.998,0.998,0.66,0.66
11,avg_refine_3,12557.625,12557.625,0.934,0.934,0.671,0.671
12,spec_comp_1,13008.719,13008.719,0.997,0.997,0.666,0.666
13,spec_pdb_3,12226.458,12226.458,0.958,0.958,0.682,0.682
14,spec_iter_uniref_a3m_2,11436.202,11436.202,0.908,0.908,0.672,0.672
15,uniclust_oxmatch_a3m_7,11662.094,11662.094,0.975,0.975,0.663,0.663
16,iter_2_old_8,12264.038,12264.038,0.947,0.947,0.678,0.678
17,spec_iter_uniref_a3m_0,12043.756,12043.756,0.985,0.985,0.662,0.662
18,iter_1_old_6,12403.934,12403.934,0.964,0.964,0.672,0.672
19,img_multimer_8,12153.67,12153.67,0.921,0.921,0.683,0.683
20,uniclust_oxmatch_a3m_0,11604.399,11604.399,0.873,0.873,0.671,0.671
21,spec_struct_3,12434.217,12434.217,0.992,0.992,0.674,0.674
22,spec_comp_8,10573.522,10573.522,0.888,0.888,0.656,0.656
23,spec_pdb70_7,5594.73,5594.73,0.956,0.956,0.676,0.676
24,default_af_8,11753.695,11753.695,0.949,0.949,0.677,0.677
25,spec_iter_uniref_a3m_9,5434.047,5434.047,0.93,0.93,0.654,0.654
26,spec_pdb_9,4213.753,4213.753,0.797,0.797,0.657,0.657
27,spec_struct_9,5219.1,5219.1,0.935,0.935,0.671,0.671
28,Elo_0,0.0,0.0,0.0,0.0,0.0,0.0
29,Elo_1,0.0,0.0,0.0,0.0,0.0,0.0
30,Elo_2,0.0,0.0,0.0,0.0,0.0,0.0
31,Elo_3,0.0,0.0,0.0,0.0,0.0,0.0
32,Elo_4,0.0,0.0,0.0,0.0,0.0,0.0
33,avg_refine_0,0.0,0.0,0.0,0.0,0.0,0.0
34,avg_refine_1,0.0,0.0,0.0,0.0,0.0,0.0
35,avg_refine_2,0.0,0.0,0.0,0.0,0.0,0.0
36,avg_refine_4,0.0,0.0,0.0,0.0,0.0,0.0
37,default_af_0,0.0,0.0,0.0,0.0,0.0,0.0
38,default_af_1,0.0,0.0,0.0,0.0,0.0,0.0
39,default_af_2,0.0,0.0,0.0,0.0,0.0,0.0
40,default_af_3,0.0,0.0,0.0,0.0,0.0,0.0
41,default_af_4,0.0,0.0,0.0,0.0,0.0,0.0
42,default_af_5,0.0,0.0,0.0,0.0,0.0,0.0
43,default_af_6,0.0,0.0,0.0,0.0,0.0,0.0
44,default_af_7,0.0,0.0,0.0,0.0,0.0,0.0
