,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,spec_pdb_2,8085.138,8085.138,0.916,0.916,0.669,0.669
1,spec_iter_uniprot_sto_9,7334.661,7334.661,0.912,0.912,0.662,0.662
2,Elo_2,7724.985,7724.985,0.852,0.852,0.65,0.65
3,avg_refine_1,7551.379,7551.379,0.911,0.911,0.647,0.647
4,spec_struct_4,6825.039,6825.039,0.826,0.826,0.661,0.661
5,default_img_2,7198.45,7198.45,0.857,0.857,0.647,0.647
6,spec_af_8,7279.881,7279.881,0.9,0.9,0.675,0.675
7,default_af_3,7176.116,7176.116,0.87,0.87,0.663,0.663
8,spec_iter_uniref_a3m_7,8046.487,8046.487,0.89,0.89,0.667,0.667
9,spec_af_5,7920.889,7920.889,0.936,0.936,0.663,0.663
10,default_uniref30_22_15,7526.677,7526.677,0.87,0.87,0.642,0.642
11,spec_iter_uniprot_sto_2,7480.004,7480.004,0.893,0.893,0.652,0.652
12,default_multimer_7,7363.807,7363.807,0.89,0.89,0.629,0.629
13,spec_iter_uniref_a3m_6,7186.876,7186.876,0.872,0.872,0.647,0.647
14,spec_af_4,6803.17,6803.17,0.861,0.861,0.67,0.67
15,spec_comp_9,7424.929,7424.929,0.878,0.878,0.645,0.645
16,img_multimer_1,6974.26,6974.26,0.859,0.859,0.64,0.64
17,default_uniclust30_7,7436.996,7436.996,0.884,0.884,0.656,0.656
18,spec_iter_uniref_sto_2,7625.276,7625.276,0.915,0.915,0.661,0.661
19,default_uniref30_22_20,7413.219,7413.219,0.883,0.883,0.651,0.651
20,avg_refine_2,7096.692,7096.692,0.896,0.896,0.646,0.646
21,default_img_4,7869.068,7869.068,0.904,0.904,0.638,0.638
22,default_uniclust30_1,7421.165,7421.165,0.879,0.879,0.649,0.649
23,img_multimer_5,8107.991,8107.991,0.922,0.922,0.64,0.64
24,default_img_9,7531.946,7531.946,0.908,0.908,0.638,0.638
25,default_uniclust30_2,7164.193,7164.193,0.891,0.891,0.638,0.638
26,img_multimer_8,7379.973,7379.973,0.896,0.896,0.636,0.636
27,default_multimer_6,7572.429,7572.429,0.881,0.881,0.625,0.625
28,spec_iter_uniref_a3m_9,7423.531,7423.531,0.901,0.901,0.654,0.654
29,default_uniclust30_8,7801.6,7801.6,0.892,0.892,0.653,0.653
30,spec_comp_4,6673.516,6673.516,0.839,0.839,0.645,0.645
31,uniclust_oxmatch_a3m_1,6545.386,6545.386,0.852,0.852,0.668,0.668
32,default_img_7,7377.698,7377.698,0.889,0.889,0.629,0.629
33,default_pdb_2,6936.537,6936.537,0.89,0.89,0.637,0.637
