,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,spec_struct_0,16723.083,16723.083,0.857,0.857,0.643,0.643
1,spec_iter_uniref_a3m_1,13909.415,13909.415,0.866,0.866,0.653,0.653
2,uniclust_oxmatch_a3m_6,6897.63,6897.63,0.65,0.65,0.658,0.658
3,spec_struct_5,12270.209,12270.209,0.824,0.824,0.651,0.651
4,spec_pdb70_5,7281.505,7281.505,0.668,0.668,0.667,0.667
5,uniclust_oxmatch_a3m_2,14776.21,14776.21,0.897,0.897,0.659,0.659
6,spec_iter_uniref_a3m_3,13050.733,13050.733,0.791,0.791,0.654,0.654
7,spec_comp_3,9927.201,9927.201,0.752,0.752,0.655,0.655
8,uniclust_oxmatch_a3m_7,4712.382,4712.382,0.575,0.575,0.664,0.664
9,spec_comp_1,12551.646,12551.646,0.827,0.827,0.655,0.655
10,spec_pdb70_3,12640.836,12640.836,0.879,0.879,0.659,0.659
11,spec_pdb70_2,12165.086,12165.086,0.819,0.819,0.658,0.658
12,pdb_iter_uniref_a3m_2,15318.151,15318.151,0.902,0.902,0.647,0.647
13,spec_pdb_5,11503.57,11503.57,0.731,0.731,0.644,0.644
14,spec_struct_1,15819.34,15819.34,0.773,0.773,0.643,0.643
15,spec_pdb_3,9140.677,9140.677,0.689,0.689,0.648,0.648
16,spec_pdb70_1,10139.435,10139.435,0.764,0.764,0.656,0.656
17,spec_pdb70_0,18435.803,18435.803,0.875,0.875,0.65,0.65
18,spec_iter_uniref_a3m_6,5142.789,5142.789,0.612,0.612,0.662,0.662
19,spec_struct_7,4738.154,4738.154,0.596,0.596,0.667,0.667
20,spec_struct_4,11973.423,11973.423,0.81,0.81,0.668,0.668
21,uniclust_oxmatch_a3m_3,13132.084,13132.084,0.778,0.778,0.657,0.657
22,spec_pdb70_7,7695.615,7695.615,0.621,0.621,0.66,0.66
23,spec_comp_4,12587.993,12587.993,0.887,0.887,0.65,0.65
24,uniclust_oxmatch_a3m_4,11751.741,11751.741,0.786,0.786,0.65,0.65
25,spec_pdb_0,15829.941,15829.941,0.83,0.83,0.639,0.639
26,spec_comp_5,7630.325,7630.325,0.589,0.589,0.645,0.645
