,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,default_pdb_7,7457.365,7457.365,0.868,0.868,0.721,0.721
1,default_mul_newest_3,7465.32,7465.32,0.849,0.849,0.715,0.715
2,default_af_0,5928.702,5928.702,0.778,0.778,0.72,0.72
3,default_uniref30_22_12,4293.981,4293.981,0.755,0.755,0.713,0.713
4,default_multimer_6,5540.414,5540.414,0.819,0.819,0.714,0.714
5,default_pdb70_9,5586.961,5586.961,0.839,0.839,0.709,0.709
6,spec_iter_uniref_sto_8,5530.961,5530.961,0.817,0.817,0.709,0.709
7,default_pdb_8,6013.236,6013.236,0.878,0.878,0.709,0.709
8,default_uniref30_22_16,5541.161,5541.161,0.787,0.787,0.708,0.708
9,unidist_uniprot_sto_7,5653.611,5653.611,0.813,0.813,0.705,0.705
10,default_multimer_8,6141.626,6141.626,0.849,0.849,0.711,0.711
11,default_af_5,4451.246,4451.246,0.732,0.732,0.71,0.71
12,default_pdb70_7,5043.924,5043.924,0.767,0.767,0.703,0.703
13,iter_2_5,5555.738,5555.738,0.762,0.762,0.704,0.704
14,iter_2_8,5044.0,5044.0,0.82,0.82,0.704,0.704
15,iter_2_3,5192.264,5192.264,0.785,0.785,0.707,0.707
16,iter_1_8,4835.691,4835.691,0.826,0.826,0.704,0.704
17,iter_1_7,5195.726,5195.726,0.801,0.801,0.708,0.708
18,iter_2_2,4908.564,4908.564,0.785,0.785,0.705,0.705
19,default_af_1,4187.913,4187.913,0.703,0.703,0.708,0.708
20,default_af_4,4251.147,4251.147,0.706,0.706,0.71,0.71
21,default_af_3,4311.826,4311.826,0.711,0.711,0.705,0.705
22,default_af_9,4530.188,4530.188,0.733,0.733,0.71,0.71
23,Elo_0,0.0,0.0,0.0,0.0,0.0,0.0
24,Elo_1,0.0,0.0,0.0,0.0,0.0,0.0
25,Elo_2,0.0,0.0,0.0,0.0,0.0,0.0
26,Elo_3,0.0,0.0,0.0,0.0,0.0,0.0
27,Elo_4,0.0,0.0,0.0,0.0,0.0,0.0
28,avg_refine_0,0.0,0.0,0.0,0.0,0.0,0.0
29,avg_refine_1,0.0,0.0,0.0,0.0,0.0,0.0
30,avg_refine_2,0.0,0.0,0.0,0.0,0.0,0.0
31,avg_refine_3,0.0,0.0,0.0,0.0,0.0,0.0
32,avg_refine_4,0.0,0.0,0.0,0.0,0.0,0.0
33,default_af_2,0.0,0.0,0.0,0.0,0.0,0.0
34,default_af_6,0.0,0.0,0.0,0.0,0.0,0.0
35,default_af_7,0.0,0.0,0.0,0.0,0.0,0.0
36,default_af_8,0.0,0.0,0.0,0.0,0.0,0.0
37,default_comp_0,0.0,0.0,0.0,0.0,0.0,0.0
38,default_comp_1,0.0,0.0,0.0,0.0,0.0,0.0
39,default_comp_2,0.0,0.0,0.0,0.0,0.0,0.0
40,default_comp_3,0.0,0.0,0.0,0.0,0.0,0.0
41,default_comp_4,0.0,0.0,0.0,0.0,0.0,0.0
42,default_comp_5,0.0,0.0,0.0,0.0,0.0,0.0
43,default_comp_6,0.0,0.0,0.0,0.0,0.0,0.0
44,default_comp_7,0.0,0.0,0.0,0.0,0.0,0.0
45,default_comp_8,0.0,0.0,0.0,0.0,0.0,0.0
46,default_comp_9,0.0,0.0,0.0,0.0,0.0,0.0
47,default_mul_newest_0,0.0,0.0,0.0,0.0,0.0,0.0
48,default_mul_newest_1,0.0,0.0,0.0,0.0,0.0,0.0
49,default_mul_newest_10,0.0,0.0,0.0,0.0,0.0,0.0
50,default_mul_newest_11,0.0,0.0,0.0,0.0,0.0,0.0
51,default_mul_newest_12,0.0,0.0,0.0,0.0,0.0,0.0
52,default_mul_newest_13,0.0,0.0,0.0,0.0,0.0,0.0
53,default_mul_newest_14,0.0,0.0,0.0,0.0,0.0,0.0
54,default_mul_newest_15,0.0,0.0,0.0,0.0,0.0,0.0
55,default_mul_newest_16,0.0,0.0,0.0,0.0,0.0,0.0
56,default_mul_newest_17,0.0,0.0,0.0,0.0,0.0,0.0
57,default_mul_newest_18,0.0,0.0,0.0,0.0,0.0,0.0
58,default_mul_newest_19,0.0,0.0,0.0,0.0,0.0,0.0
59,default_mul_newest_2,0.0,0.0,0.0,0.0,0.0,0.0
60,default_mul_newest_20,0.0,0.0,0.0,0.0,0.0,0.0
61,default_mul_newest_21,0.0,0.0,0.0,0.0,0.0,0.0
62,default_mul_newest_22,0.0,0.0,0.0,0.0,0.0,0.0
63,default_mul_newest_23,0.0,0.0,0.0,0.0,0.0,0.0
64,default_mul_newest_24,0.0,0.0,0.0,0.0,0.0,0.0
65,default_mul_newest_4,0.0,0.0,0.0,0.0,0.0,0.0
66,default_mul_newest_5,0.0,0.0,0.0,0.0,0.0,0.0
67,default_mul_newest_6,0.0,0.0,0.0,0.0,0.0,0.0
68,default_mul_newest_7,0.0,0.0,0.0,0.0,0.0,0.0
69,default_mul_newest_8,0.0,0.0,0.0,0.0,0.0,0.0
70,default_mul_newest_9,0.0,0.0,0.0,0.0,0.0,0.0
71,default_multimer_0,0.0,0.0,0.0,0.0,0.0,0.0
72,default_multimer_1,0.0,0.0,0.0,0.0,0.0,0.0
73,default_multimer_2,0.0,0.0,0.0,0.0,0.0,0.0
74,default_multimer_3,0.0,0.0,0.0,0.0,0.0,0.0
75,default_multimer_4,0.0,0.0,0.0,0.0,0.0,0.0
