,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,default_pdb70_2,711.172,711.172,0.61,0.61,0.697,0.697
1,default_img_0,928.743,928.743,0.619,0.619,0.713,0.713
2,spec_iter_uniref_sto_2,556.753,556.753,0.509,0.509,0.712,0.712
3,default_struct_0,693.044,693.044,0.629,0.629,0.697,0.697
4,default_comp_1,69.263,69.263,0.462,0.462,0.708,0.708
5,spec_iter_uniref_sto_0,-191.363,-191.363,0.382,0.382,0.719,0.719
6,default_pdb70_1,1446.666,1446.666,0.647,0.647,0.703,0.703
7,default_struct_1,74.403,74.403,0.488,0.488,0.693,0.693
8,spec_iter_uniref_sto_8,23.995,23.995,0.426,0.426,0.715,0.715
9,spec_iter_uniprot_sto_2,-1816.979,-1816.979,0.181,0.181,0.709,0.709
10,spec_iter_uniprot_sto_1,-1132.841,-1132.841,0.267,0.267,0.705,0.705
11,spec_iter_uniref_sto_7,-430.158,-430.158,0.385,0.385,0.69,0.69
12,spec_iter_uniprot_sto_0,81.674,81.674,0.458,0.458,0.71,0.71
13,spec_iter_uniref_sto_6,-1482.357,-1482.357,0.209,0.209,0.695,0.695
14,spec_iter_uniprot_sto_3,-2135.067,-2135.067,0.129,0.129,0.704,0.704
15,spec_iter_uniprot_sto_4,810.159,810.159,0.611,0.611,0.702,0.702
16,spec_iter_uniprot_sto_6,-341.466,-341.466,0.406,0.406,0.699,0.699
17,default_struct_4,-167.031,-167.031,0.368,0.368,0.692,0.692
18,default_comp_2,-390.386,-390.386,0.302,0.302,0.694,0.694
19,default_mul_newest_3,684.567,684.567,0.605,0.605,0.709,0.709
20,spec_iter_uniprot_sto_7,-152.702,-152.702,0.411,0.411,0.699,0.699
21,spec_iter_uniref_sto_5,22.672,22.672,0.441,0.441,0.694,0.694
22,spec_iter_uniprot_sto_5,129.628,129.628,0.478,0.478,0.699,0.699
23,default_pdb_0,-962.141,-962.141,0.215,0.215,0.697,0.697
24,default_pdb_3,48.102,48.102,0.363,0.363,0.7,0.7
25,spec_pdb_1,-1098.684,-1098.684,0.128,0.128,0.717,0.717
26,spec_iter_uniref_sto_1,243.221,243.221,0.5,0.5,0.691,0.691
27,spec_iter_uniref_sto_3,-965.158,-965.158,0.208,0.208,0.704,0.704
28,iter_1_3,-156.974,-156.974,0.383,0.383,0.701,0.701
29,spec_comp_0,-612.032,-612.032,0.314,0.314,0.695,0.695
30,lewis_4,-657.638,-657.638,0.257,0.257,0.702,0.702
31,lewis_2,-786.298,-786.298,0.227,0.227,0.702,0.702
32,default_mul_newest_4,-143.51,-143.51,0.409,0.409,0.698,0.698
33,default_uniclust30_2,144.149,144.149,0.384,0.384,0.683,0.683
34,default_uniref30_22_7,-1075.355,-1075.355,0.111,0.111,0.702,0.702
35,Elo_0,-785.391,-785.391,0.198,0.198,0.702,0.702
36,spec_iter_uniref_a3m_1,-980.516,-980.516,0.136,0.136,0.703,0.703
37,spec_comp_3,-955.356,-955.356,0.117,0.117,0.701,0.701
38,spec_struct_2,-979.667,-979.667,0.098,0.098,0.704,0.704
39,default_mul_newest_0,-647.537,-647.537,0.238,0.238,0.704,0.704
40,spec_struct_1,126.921,126.921,0.423,0.423,0.703,0.703
41,spec_struct_0,-113.692,-113.692,0.359,0.359,0.711,0.711
42,default_af_8,547.963,547.963,0.749,0.749,0.693,0.693
43,default_pdb_6,406.745,406.745,0.508,0.508,0.694,0.694
44,default_comp_5,582.725,582.725,0.595,0.595,0.697,0.697
45,default_pdb70_7,332.779,332.779,0.524,0.524,0.695,0.695
46,img_multimer_0,266.608,266.608,0.435,0.435,0.693,0.693
47,default_pdb70_4,575.816,575.816,0.546,0.546,0.7,0.7
48,uniclust_oxmatch_a3m_1,574.918,574.918,0.499,0.499,0.695,0.695
49,default_mul_newest_19,132.903,132.903,0.481,0.481,0.696,0.696
50,lewis_0,384.776,384.776,0.52,0.52,0.693,0.693
51,spec_af_6,128.493,128.493,0.583,0.583,0.698,0.698
52,uniclust_oxmatch_a3m_0,-32.985,-32.985,0.399,0.399,0.692,0.692
53,spec_iter_uniref_sto_4,-253.007,-253.007,0.369,0.369,0.694,0.694
54,default_pdb_2,-705.362,-705.362,0.264,0.264,0.696,0.696
55,default_mul_newest_6,-502.243,-502.243,0.288,0.288,0.683,0.683
56,default_comp_4,-740.861,-740.861,0.198,0.198,0.682,0.682
57,default_mul_newest_7,-416.413,-416.413,0.332,0.332,0.687,0.687
58,spec_iter_uniprot_sto_8,-957.953,-957.953,0.236,0.236,0.698,0.698
59,default_uniclust30_3,-897.629,-897.629,0.18,0.18,0.686,0.686
60,default_uniref30_22_5,-925.239,-925.239,0.238,0.238,0.693,0.693
61,Elo_1,-506.917,-506.917,0.276,0.276,0.698,0.698
62,default_uniref30_22_8,-287.956,-287.956,0.334,0.334,0.69,0.69
63,default_mul_newest_5,-448.231,-448.231,0.326,0.326,0.695,0.695
64,default_multimer_5,-1474.347,-1474.347,0.067,0.067,0.701,0.701
65,spec_pdb70_6,-713.606,-713.606,0.208,0.208,0.69,0.69
66,img_multimer_6,-283.933,-283.933,0.281,0.281,0.695,0.695
67,default_mul_newest_21,-332.769,-332.769,0.299,0.299,0.699,0.699
68,default_multimer_2,-1067.195,-1067.195,0.089,0.089,0.698,0.698
69,default_mul_newest_20,-237.117,-237.117,0.386,0.386,0.7,0.7
70,default_img_2,-662.613,-662.613,0.23,0.23,0.692,0.692
71,default_multimer_4,-1084.468,-1084.468,0.118,0.118,0.7,0.7
72,default_pdb70_3,-1046.23,-1046.23,0.099,0.099,0.691,0.691
73,default_img_3,-581.955,-581.955,0.223,0.223,0.694,0.694
74,default_pdb_1,-886.176,-886.176,0.279,0.279,0.689,0.689
75,Elo_4,-440.669,-440.669,0.275,0.275,0.694,0.694
76,default_img_4,-1123.682,-1123.682,0.138,0.138,0.697,0.697
77,default_comp_0,-707.106,-707.106,0.302,0.302,0.69,0.69
78,default_uniclust30_4,-1629.792,-1629.792,0.059,0.059,0.7,0.7
79,default_uniref30_22_6,-543.549,-543.549,0.281,0.281,0.697,0.697
80,default_multimer_8,-797.207,-797.207,0.114,0.114,0.698,0.698
81,default_uniref30_22_13,-388.483,-388.483,0.327,0.327,0.701,0.701
82,default_multimer_1,-1190.999,-1190.999,0.153,0.153,0.678,0.678
83,default_pdb70_0,-918.863,-918.863,0.259,0.259,0.685,0.685
84,default_uniref30_22_1,-845.388,-845.388,0.155,0.155,0.702,0.702
85,default_mul_newest_2,-993.696,-993.696,0.108,0.108,0.7,0.7
86,default_mul_newest_1,-1074.534,-1074.534,0.083,0.083,0.704,0.704
87,default_uniref30_22_12,-804.05,-804.05,0.197,0.197,0.692,0.692
88,default_uniref30_22_11,-1532.658,-1532.658,0.076,0.076,0.699,0.699
89,default_uniclust30_1,-806.894,-806.894,0.161,0.161,0.702,0.702
90,default_uniref30_22_3,-1159.057,-1159.057,0.163,0.163,0.694,0.694
91,default_uniref30_22_9,-1141.046,-1141.046,0.086,0.086,0.701,0.701
92,default_mul_newest_14,-1598.006,-1598.006,0.031,0.031,0.698,0.698
93,default_uniref30_22_20,-816.225,-816.225,0.088,0.088,0.697,0.697
94,default_mul_newest_18,-1029.931,-1029.931,0.073,0.073,0.695,0.695
95,default_uniclust30_6,-330.821,-330.821,0.251,0.251,0.694,0.694
96,default_uniclust30_5,-1057.016,-1057.016,0.132,0.132,0.693,0.693
97,default_uniref30_22_0,-1230.944,-1230.944,0.068,0.068,0.698,0.698
98,default_img_1,-844.633,-844.633,0.25,0.25,0.695,0.695
99,default_struct_5,-1392.899,-1392.899,0.076,0.076,0.691,0.691
100,default_uniref30_22_4,-427.346,-427.346,0.303,0.303,0.685,0.685
101,default_mul_newest_16,-332.922,-332.922,0.245,0.245,0.694,0.694
102,default_mul_newest_17,-972.713,-972.713,0.141,0.141,0.693,0.693
103,default_multimer_0,-1130.558,-1130.558,0.084,0.084,0.704,0.704
104,default_mul_newest_24,-808.326,-808.326,0.134,0.134,0.702,0.702
105,default_uniref30_22_15,-804.956,-804.956,0.116,0.116,0.694,0.694
106,default_struct_8,-669.012,-669.012,0.194,0.194,0.7,0.7
107,default_mul_newest_15,-1122.879,-1122.879,0.07,0.07,0.697,0.697
108,default_struct_7,-473.827,-473.827,0.236,0.236,0.698,0.698
109,default_comp_8,22.528,22.528,0.426,0.426,0.692,0.692
110,default_uniclust30_0,-1070.094,-1070.094,0.078,0.078,0.707,0.707
111,default_img_9,-705.905,-705.905,0.207,0.207,0.691,0.691
112,default_struct_2,-881.862,-881.862,0.157,0.157,0.688,0.688
113,default_multimer_6,-899.202,-899.202,0.085,0.085,0.7,0.7
114,default_comp_9,-570.159,-570.159,0.218,0.218,0.693,0.693
115,default_mul_newest_11,-838.63,-838.63,0.23,0.23,0.699,0.699
116,default_img_8,-1270.518,-1270.518,0.04,0.04,0.693,0.693
117,default_pdb_8,-1119.802,-1119.802,0.075,0.075,0.695,0.695
118,default_mul_newest_22,-663.397,-663.397,0.191,0.191,0.692,0.692
119,default_mul_newest_13,-1507.646,-1507.646,0.072,0.072,0.691,0.691
120,default_mul_newest_8,-964.914,-964.914,0.161,0.161,0.694,0.694
121,default_img_5,-1660.756,-1660.756,0.032,0.032,0.686,0.686
122,default_uniref30_22_14,-1145.567,-1145.567,0.132,0.132,0.694,0.694
123,iter_1_5,-956.625,-956.625,0.142,0.142,0.713,0.713
124,default_af_2,-756.498,-756.498,0.177,0.177,0.688,0.688
125,spec_pdb_4,-916.13,-916.13,0.128,0.128,0.702,0.702
126,default_pdb70_8,-1083.619,-1083.619,0.083,0.083,0.687,0.687
127,default_comp_7,-461.502,-461.502,0.168,0.168,0.696,0.696
128,default_multimer_9,-898.801,-898.801,0.101,0.101,0.696,0.696
129,spec_iter_uniprot_sto_9,-1172.314,-1172.314,0.136,0.136,0.698,0.698
130,default_struct_9,-949.212,-949.212,0.102,0.102,0.694,0.694
131,default_uniref30_22_19,-631.467,-631.467,0.143,0.143,0.69,0.69
132,spec_pdb_8,-1056.724,-1056.724,0.06,0.06,0.697,0.697
133,default_uniref30_22_21,-1142.615,-1142.615,0.041,0.041,0.694,0.694
134,spec_iter_uniref_a3m_2,-976.257,-976.257,0.092,0.092,0.701,0.701
135,default_mul_newest_23,-965.699,-965.699,0.095,0.095,0.697,0.697
136,default_pdb70_5,-1594.07,-1594.07,0.055,0.055,0.691,0.691
137,default_pdb_4,-1868.118,-1868.118,0.054,0.054,0.689,0.689
138,spec_pdb70_4,-615.459,-615.459,0.146,0.146,0.699,0.699
139,default_uniref30_22_17,-757.217,-757.217,0.139,0.139,0.691,0.691
140,default_comp_6,-644.29,-644.29,0.145,0.145,0.69,0.69
141,default_img_6,-847.912,-847.912,0.113,0.113,0.689,0.689
142,spec_pdb70_8,-1008.469,-1008.469,0.102,0.102,0.702,0.702
143,Elo_2,-772.772,-772.772,0.101,0.101,0.705,0.705
144,default_pdb_7,-846.055,-846.055,0.097,0.097,0.695,0.695
145,default_uniclust30_9,-1081.741,-1081.741,0.06,0.06,0.686,0.686
146,default_uniclust30_7,-801.644,-801.644,0.076,0.076,0.695,0.695
147,spec_comp_4,-1023.942,-1023.942,0.06,0.06,0.697,0.697
148,spec_pdb70_3,-581.25,-581.25,0.193,0.193,0.699,0.699
149,default_pdb_5,-1219.857,-1219.857,0.093,0.093,0.688,0.688
150,default_af_0,-1003.343,-1003.343,0.081,0.081,0.693,0.693
151,default_pdb_9,-1281.353,-1281.353,0.032,0.032,0.691,0.691
