,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,default_uniref30_22_2,47143.622,47143.622,0.87,0.87,0.684,0.684
1,iter_2_old_0,47911.69,47911.69,0.863,0.863,0.677,0.677
2,iter_1_old_1,47262.742,47262.742,0.857,0.857,0.681,0.681
3,default_mul_newest_3,46236.57,46236.57,0.855,0.855,0.689,0.689
4,default_uniclust30_1,49400.58,49400.58,0.906,0.906,0.692,0.692
5,default_mul_newest_5,47100.046,47100.046,0.856,0.856,0.684,0.684
6,default_uniref30_22_4,45662.506,45662.506,0.838,0.838,0.678,0.678
7,lewis_0,47773.058,47773.058,0.882,0.882,0.688,0.688
8,default_mul_newest_1,44473.114,44473.114,0.829,0.829,0.681,0.681
9,default_mul_newest_2,45436.831,45436.831,0.855,0.855,0.678,0.678
10,default_uniclust30_3,49416.048,49416.048,0.886,0.886,0.685,0.685
11,iter_1_1,46898.738,46898.738,0.88,0.88,0.675,0.675
12,iter_1_old_3,43961.53,43961.53,0.808,0.808,0.671,0.671
13,iter_1_old_0,48100.355,48100.355,0.869,0.869,0.665,0.665
14,default_uniref30_22_5,43141.822,43141.822,0.793,0.793,0.676,0.676
15,iter_2_old_1,48007.243,48007.243,0.876,0.876,0.675,0.675
16,iter_1_old_6,46141.147,46141.147,0.847,0.847,0.675,0.675
17,default_mul_newest_6,46575.007,46575.007,0.869,0.869,0.678,0.678
18,iter_1_3,47711.316,47711.316,0.876,0.876,0.678,0.678
19,default_mul_newest_11,45887.766,45887.766,0.846,0.846,0.685,0.685
20,Elo_0,45691.435,45691.435,0.862,0.862,0.684,0.684
21,iter_2_old_3,46830.307,46830.307,0.857,0.857,0.677,0.677
22,default_multimer_0,44126.075,44126.075,0.794,0.794,0.677,0.677
23,default_mul_newest_15,45163.015,45163.015,0.856,0.856,0.674,0.674
24,default_uniclust30_5,48775.79,48775.79,0.894,0.894,0.679,0.679
