,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,spec_pdb_7,1219.636,1219.636,0.713,0.713,0.696,0.696
1,spec_comp_5,1183.786,1183.786,0.697,0.697,0.695,0.695
2,spec_pdb_6,1834.275,1834.275,0.687,0.687,0.692,0.692
3,default_comp_4,694.521,694.521,0.629,0.629,0.692,0.692
4,default_pdb_1,678.995,678.995,0.627,0.627,0.69,0.69
5,spec_pdb_1,46.496,46.496,0.447,0.447,0.69,0.69
6,default_comp_1,614.239,614.239,0.547,0.547,0.691,0.691
7,default_comp_0,1046.191,1046.191,0.654,0.654,0.687,0.687
8,default_pdb_3,-174.802,-174.802,0.36,0.36,0.692,0.692
9,spec_pdb_4,393.189,393.189,0.483,0.483,0.681,0.681
10,default_pdb_2,169.564,169.564,0.46,0.46,0.689,0.689
11,spec_pdb_3,296.502,296.502,0.479,0.479,0.69,0.69
12,default_comp_3,-7.903,-7.903,0.436,0.436,0.682,0.682
13,default_pdb70_1,-344.346,-344.346,0.352,0.352,0.685,0.685
14,default_uniref30_22_3,-741.257,-741.257,0.25,0.25,0.674,0.674
15,default_uniclust30_2,607.657,607.657,0.538,0.538,0.679,0.679
16,default_pdb_0,630.161,630.161,0.5,0.5,0.688,0.688
17,spec_comp_0,209.294,209.294,0.449,0.449,0.682,0.682
18,spec_iter_uniref_sto_0,701.244,701.244,0.543,0.543,0.687,0.687
19,unidist_uniref_sto_0,1414.985,1414.985,0.652,0.652,0.677,0.677
20,spec_pdb_5,608.805,608.805,0.534,0.534,0.677,0.677
21,spec_comp_1,303.874,303.874,0.479,0.479,0.687,0.687
22,Elo_0,1139.753,1139.753,0.558,0.558,0.68,0.68
23,default_mul_newest_0,588.494,588.494,0.493,0.493,0.686,0.686
24,spec_comp_2,246.094,246.094,0.458,0.458,0.691,0.691
25,spec_comp_6,264.939,264.939,0.473,0.473,0.691,0.691
26,spec_pdb_0,-55.723,-55.723,0.361,0.361,0.683,0.683
27,spec_comp_3,272.845,272.845,0.431,0.431,0.683,0.683
28,spec_colab_iter_1,727.269,727.269,0.514,0.514,0.681,0.681
29,default_uniref30_22_1,383.056,383.056,0.457,0.457,0.681,0.681
30,default_pdb_4,-99.274,-99.274,0.377,0.377,0.679,0.679
31,unidist_uniref_sto_2,964.368,964.368,0.627,0.627,0.679,0.679
32,default_pdb70_3,-839.263,-839.263,0.156,0.156,0.68,0.68
33,spec_pdb70_1,-441.691,-441.691,0.273,0.273,0.683,0.683
34,spec_colab_iter_0,681.147,681.147,0.57,0.57,0.687,0.687
35,spec_struct_1,379.106,379.106,0.544,0.544,0.69,0.69
36,spec_struct_0,408.143,408.143,0.518,0.518,0.686,0.686
37,uniclust_oxmatch_a3m_0,-187.605,-187.605,0.375,0.375,0.684,0.684
38,iter_1_1,253.627,253.627,0.517,0.517,0.68,0.68
39,default_multimer_3,366.843,366.843,0.545,0.545,0.673,0.673
40,avg_refine_1,500.896,500.896,0.488,0.488,0.678,0.678
41,avg_refine_0,-523.867,-523.867,0.28,0.28,0.679,0.679
42,default_pdb_9,788.758,788.758,0.658,0.658,0.679,0.679
43,default_struct_4,500.958,500.958,0.501,0.501,0.68,0.68
44,spec_iter_uniprot_sto_2,286.761,286.761,0.511,0.511,0.67,0.67
45,spec_pdb_2,15.71,15.71,0.401,0.401,0.688,0.688
46,default_uniref30_22_2,202.687,202.687,0.432,0.432,0.68,0.68
47,spec_comp_4,-380.039,-380.039,0.321,0.321,0.685,0.685
48,default_mul_newest_1,83.433,83.433,0.408,0.408,0.681,0.681
49,default_uniref30_22_0,-5.688,-5.688,0.41,0.41,0.679,0.679
50,unidist_uniprot_sto_0,-35.341,-35.341,0.391,0.391,0.675,0.675
51,default_mul_newest_4,31.143,31.143,0.365,0.365,0.682,0.682
52,default_comp_2,113.437,113.437,0.484,0.484,0.691,0.691
53,default_mul_newest_2,-200.733,-200.733,0.365,0.365,0.675,0.675
54,uniclust_oxmatch_a3m_8,592.82,592.82,0.581,0.581,0.674,0.674
55,spec_iter_uniref_sto_1,-47.725,-47.725,0.382,0.382,0.675,0.675
56,Elo_4,-52.665,-52.665,0.408,0.408,0.68,0.68
57,default_uniclust30_0,282.516,282.516,0.452,0.452,0.68,0.68
58,lewis_0,-22.117,-22.117,0.375,0.375,0.686,0.686
59,spec_iter_uniprot_sto_0,284.172,284.172,0.43,0.43,0.681,0.681
60,spec_iter_uniref_a3m_1,-51.827,-51.827,0.356,0.356,0.681,0.681
61,default_comp_5,-45.992,-45.992,0.38,0.38,0.683,0.683
62,spec_iter_uniref_a3m_3,-327.685,-327.685,0.3,0.3,0.672,0.672
63,uniclust_oxmatch_a3m_2,50.612,50.612,0.419,0.419,0.676,0.676
64,spec_iter_uniref_sto_4,-231.421,-231.421,0.32,0.32,0.674,0.674
65,spec_struct_3,-55.239,-55.239,0.427,0.427,0.674,0.674
66,spec_colab_iter_2,356.449,356.449,0.472,0.472,0.674,0.674
67,default_uniref30_22_4,177.614,177.614,0.431,0.431,0.675,0.675
68,uniclust_oxmatch_a3m_1,53.605,53.605,0.39,0.39,0.678,0.678
69,spec_struct_2,152.821,152.821,0.427,0.427,0.674,0.674
70,default_uniref30_22_7,-315.624,-315.624,0.333,0.333,0.674,0.674
71,lewis_1,-803.104,-803.104,0.273,0.273,0.675,0.675
