,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,default_uniref30_22_5,11685.104,11685.104,0.644,0.644,0.682,0.682
1,default_uniref30_22_6,12454.302,12454.302,0.63,0.63,0.681,0.681
2,default_mul_newest_15,12704.046,12704.046,0.643,0.643,0.667,0.667
3,default_uniref30_22_4,13283.916,13283.916,0.694,0.694,0.678,0.678
4,default_mul_newest_11,8293.864,8293.864,0.541,0.541,0.67,0.67
5,default_uniref30_22_1,10078.11,10078.11,0.631,0.631,0.7,0.7
6,default_uniref30_22_8,8319.92,8319.92,0.53,0.53,0.674,0.674
7,default_mul_newest_12,8515.283,8515.283,0.576,0.576,0.7,0.7
8,default_mul_newest_8,11768.038,11768.038,0.589,0.589,0.704,0.704
9,default_uniref30_22_10,8750.259,8750.259,0.541,0.541,0.67,0.67
10,default_uniref30_22_7,8877.016,8877.016,0.575,0.575,0.672,0.672
11,default_uniref30_22_3,11082.585,11082.585,0.644,0.644,0.694,0.694
12,default_uniref30_22_9,7543.38,7543.38,0.53,0.53,0.671,0.671
13,default_mul_newest_1,5392.379,5392.379,0.533,0.533,0.695,0.695
14,default_uniref30_22_0,7250.429,7250.429,0.527,0.527,0.698,0.698
15,default_uniref30_22_16,3067.005,3067.005,0.441,0.441,0.672,0.672
16,default_uniref30_22_2,6775.098,6775.098,0.523,0.523,0.697,0.697
17,default_mul_newest_17,7956.599,7956.599,0.545,0.545,0.672,0.672
18,default_pdb_0,6143.678,6143.678,0.526,0.526,0.704,0.704
19,Elo_0,4290.071,4290.071,0.47,0.47,0.686,0.686
20,default_mul_newest_16,9466.644,9466.644,0.588,0.588,0.674,0.674
21,default_mul_newest_7,10079.887,10079.887,0.638,0.638,0.698,0.698
22,default_mul_newest_13,8149.82,8149.82,0.541,0.541,0.672,0.672
23,default_mul_newest_24,8168.511,8168.511,0.549,0.549,0.675,0.675
24,default_mul_newest_10,10335.722,10335.722,0.599,0.599,0.678,0.678
25,default_pdb70_0,6934.219,6934.219,0.511,0.511,0.699,0.699
26,default_mul_newest_4,8470.041,8470.041,0.553,0.553,0.697,0.697
27,default_mul_newest_21,4506.919,4506.919,0.521,0.521,0.674,0.674
28,default_pdb_5,2616.477,2616.477,0.406,0.406,0.692,0.692
29,default_comp_5,81.37,81.37,0.371,0.371,0.705,0.705
30,default_comp_1,9009.656,9009.656,0.576,0.576,0.665,0.665
31,default_uniref30_22_11,6425.957,6425.957,0.517,0.517,0.681,0.681
32,default_uniclust30_2,7334.176,7334.176,0.553,0.553,0.667,0.667
33,default_mul_newest_9,5592.703,5592.703,0.578,0.578,0.698,0.698
34,default_pdb_4,11471.62,11471.62,0.572,0.572,0.695,0.695
35,default_struct_2,6249.913,6249.913,0.477,0.477,0.698,0.698
36,default_pdb_3,6981.123,6981.123,0.53,0.53,0.688,0.688
37,default_pdb70_4,10290.515,10290.515,0.609,0.609,0.694,0.694
38,default_struct_0,6784.753,6784.753,0.511,0.511,0.692,0.692
39,default_struct_1,4890.244,4890.244,0.464,0.464,0.695,0.695
40,default_comp_3,9166.894,9166.894,0.567,0.567,0.695,0.695
41,default_struct_6,8836.61,8836.61,0.564,0.564,0.684,0.684
42,default_struct_8,1671.368,1671.368,0.425,0.425,0.677,0.677
43,default_uniclust30_3,6614.222,6614.222,0.531,0.531,0.668,0.668
44,default_uniclust30_0,6683.383,6683.383,0.564,0.564,0.682,0.682
45,default_uniclust30_1,8550.468,8550.468,0.595,0.595,0.685,0.685
46,default_uniclust30_5,6732.329,6732.329,0.571,0.571,0.642,0.642
47,spec_pdb_4,5712.597,5712.597,0.578,0.578,0.682,0.682
48,default_af_1,6986.578,6986.578,0.538,0.538,0.646,0.646
49,default_af_6,6926.927,6926.927,0.532,0.532,0.631,0.631
50,default_af_5,5281.53,5281.53,0.476,0.476,0.634,0.634
51,default_af_4,5320.914,5320.914,0.479,0.479,0.62,0.62
52,default_af_8,8281.369,8281.369,0.527,0.527,0.627,0.627
53,default_af_7,6095.112,6095.112,0.48,0.48,0.624,0.624
54,default_af_9,2261.484,2261.484,0.416,0.416,0.629,0.629
55,default_struct_5,3858.387,3858.387,0.47,0.47,0.689,0.689
56,default_comp_2,5418.817,5418.817,0.49,0.49,0.686,0.686
57,default_pdb70_1,3774.421,3774.421,0.426,0.426,0.675,0.675
58,default_comp_6,6726.441,6726.441,0.531,0.531,0.675,0.675
59,default_pdb_1,8094.45,8094.45,0.534,0.534,0.673,0.673
60,default_multimer_2,-1139.791,-1139.791,0.348,0.348,0.675,0.675
61,default_multimer_0,-1768.179,-1768.179,0.356,0.356,0.689,0.689
62,default_mul_newest_20,5972.845,5972.845,0.52,0.52,0.661,0.661
63,default_mul_newest_5,3172.298,3172.298,0.501,0.501,0.694,0.694
64,Elo_1,2451.816,2451.816,0.443,0.443,0.668,0.668
65,default_uniref30_22_24,-225.233,-225.233,0.389,0.389,0.671,0.671
66,default_mul_newest_0,6424.194,6424.194,0.506,0.506,0.701,0.701
67,default_mul_newest_2,3568.252,3568.252,0.522,0.522,0.693,0.693
68,default_mul_newest_3,-993.483,-993.483,0.396,0.396,0.694,0.694
69,default_comp_4,5089.768,5089.768,0.492,0.492,0.678,0.678
70,default_uniref30_22_23,-3477.136,-3477.136,0.304,0.304,0.666,0.666
71,default_mul_newest_14,6663.62,6663.62,0.55,0.55,0.669,0.669
72,default_comp_0,5425.865,5425.865,0.549,0.549,0.668,0.668
73,default_struct_3,5233.678,5233.678,0.505,0.505,0.693,0.693
74,default_mul_newest_6,166.617,166.617,0.418,0.418,0.692,0.692
75,default_pdb_2,7686.679,7686.679,0.546,0.546,0.682,0.682
76,spec_pdb_1,-419.467,-419.467,0.397,0.397,0.682,0.682
77,default_pdb70_6,3562.425,3562.425,0.441,0.441,0.669,0.669
78,default_pdb70_2,1032.26,1032.26,0.369,0.369,0.673,0.673
79,spec_comp_2,-1047.322,-1047.322,0.395,0.395,0.683,0.683
80,default_uniref30_22_21,6337.16,6337.16,0.529,0.529,0.664,0.664
81,spec_iter_uniref_a3m_0,-2415.973,-2415.973,0.345,0.345,0.689,0.689
82,default_uniref30_22_18,4671.815,4671.815,0.464,0.464,0.663,0.663
83,spec_pdb_3,1589.152,1589.152,0.456,0.456,0.677,0.677
84,spec_comp_0,595.155,595.155,0.406,0.406,0.691,0.691
85,spec_comp_5,-1429.484,-1429.484,0.347,0.347,0.686,0.686
86,default_uniref30_22_12,6496.612,6496.612,0.548,0.548,0.666,0.666
87,default_uniref30_22_13,2009.48,2009.48,0.407,0.407,0.665,0.665
88,spec_pdb_6,1981.638,1981.638,0.465,0.465,0.664,0.664
