,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,default_uniref30_22_1,7438.973,7438.973,0.877,0.877,0.704,0.704
1,unidist_uniprot_sto_0,8271.047,8271.047,0.86,0.86,0.706,0.706
2,default_mul_newest_0,7747.385,7747.385,0.855,0.855,0.706,0.706
3,default_comp_0,8020.458,8020.458,0.889,0.889,0.705,0.705
4,default_struct_1,7526.025,7526.025,0.846,0.846,0.706,0.706
5,default_pdb_0,7326.641,7326.641,0.805,0.805,0.701,0.701
6,avg_refine_0,6366.273,6366.273,0.761,0.761,0.706,0.706
7,spec_iter_uniref_sto_2,6443.897,6443.897,0.847,0.847,0.703,0.703
8,default_uniref30_22_16,6648.877,6648.877,0.862,0.862,0.69,0.69
9,default_uniref30_22_4,6469.685,6469.685,0.83,0.83,0.694,0.694
10,default_uniref30_22_8,6840.787,6840.787,0.869,0.869,0.697,0.697
11,default_uniclust30_2,7250.772,7250.772,0.878,0.878,0.699,0.699
12,unidist_uniprot_sto_4,6601.068,6601.068,0.839,0.839,0.688,0.688
13,default_uniref30_22_3,6987.443,6987.443,0.866,0.866,0.7,0.7
14,unidist_uniprot_sto_1,6540.763,6540.763,0.86,0.86,0.697,0.697
15,default_mul_newest_18,6634.726,6634.726,0.864,0.864,0.695,0.695
16,spec_iter_uniref_sto_0,5829.903,5829.903,0.767,0.767,0.694,0.694
17,spec_iter_uniref_sto_4,6288.653,6288.653,0.828,0.828,0.69,0.69
18,default_multimer_5,6418.677,6418.677,0.835,0.835,0.696,0.696
19,default_struct_3,6332.376,6332.376,0.836,0.836,0.697,0.697
20,spec_iter_uniref_sto_3,7120.438,7120.438,0.905,0.905,0.695,0.695
21,spec_iter_uniref_sto_8,5938.707,5938.707,0.804,0.804,0.688,0.688
22,default_mul_newest_1,6116.308,6116.308,0.825,0.825,0.699,0.699
23,unidist_uniprot_sto_9,5836.88,5836.88,0.835,0.835,0.687,0.687
24,default_multimer_8,6705.318,6705.318,0.897,0.897,0.697,0.697
25,spec_iter_uniref_sto_6,7544.846,7544.846,0.898,0.898,0.7,0.7
26,default_mul_newest_21,6155.726,6155.726,0.856,0.856,0.691,0.691
27,default_pdb70_4,5750.691,5750.691,0.777,0.777,0.692,0.692
28,default_struct_4,5134.936,5134.936,0.738,0.738,0.693,0.693
29,default_struct_7,4937.113,4937.113,0.689,0.689,0.697,0.697
30,avg_refine_1,6043.44,6043.44,0.807,0.807,0.698,0.698
31,default_comp_1,5361.15,5361.15,0.726,0.726,0.696,0.696
32,default_uniref30_22_5,6506.884,6506.884,0.833,0.833,0.696,0.696
33,default_struct_0,8412.694,8412.694,0.887,0.887,0.695,0.695
34,default_pdb70_2,5277.842,5277.842,0.74,0.74,0.696,0.696
35,default_af_0,6001.512,6001.512,0.818,0.818,0.694,0.694
36,iter_1_1,5387.758,5387.758,0.762,0.762,0.691,0.691
37,iter_1_0,5802.277,5802.277,0.801,0.801,0.696,0.696
38,default_comp_8,5246.282,5246.282,0.745,0.745,0.692,0.692
39,default_struct_2,6907.831,6907.831,0.809,0.809,0.699,0.699
40,default_multimer_3,5412.909,5412.909,0.783,0.783,0.687,0.687
41,unidist_uniprot_sto_8,5774.492,5774.492,0.838,0.838,0.689,0.689
42,default_uniref30_22_12,6055.207,6055.207,0.846,0.846,0.691,0.691
43,spec_iter_uniref_sto_9,5684.216,5684.216,0.81,0.81,0.689,0.689
44,default_mul_newest_7,5337.019,5337.019,0.774,0.774,0.69,0.69
45,default_mul_newest_23,5592.907,5592.907,0.793,0.793,0.689,0.689
46,default_multimer_2,5954.937,5954.937,0.83,0.83,0.688,0.688
47,default_mul_newest_17,5938.787,5938.787,0.804,0.804,0.694,0.694
48,default_mul_newest_19,5182.778,5182.778,0.748,0.748,0.688,0.688
49,default_mul_newest_10,4986.74,4986.74,0.77,0.77,0.692,0.692
50,default_mul_newest_4,5691.493,5691.493,0.779,0.779,0.692,0.692
51,default_uniref30_22_22,5965.868,5965.868,0.817,0.817,0.689,0.689
52,default_pdb70_0,5593.158,5593.158,0.788,0.788,0.691,0.691
53,default_multimer_7,5146.172,5146.172,0.75,0.75,0.695,0.695
54,unidist_uniprot_sto_3,5563.505,5563.505,0.77,0.77,0.689,0.689
55,default_pdb_2,5192.187,5192.187,0.808,0.808,0.691,0.691
56,default_uniref30_22_9,7029.418,7029.418,0.883,0.883,0.696,0.696
57,default_mul_newest_3,5546.811,5546.811,0.745,0.745,0.698,0.698
58,default_pdb70_5,5973.189,5973.189,0.851,0.851,0.69,0.69
59,spec_iter_uniref_sto_5,5222.831,5222.831,0.768,0.768,0.687,0.687
60,default_mul_newest_13,5260.841,5260.841,0.76,0.76,0.692,0.692
61,default_comp_5,5050.314,5050.314,0.773,0.773,0.688,0.688
62,default_pdb70_8,5610.977,5610.977,0.773,0.773,0.686,0.686
63,default_uniref30_22_7,5673.79,5673.79,0.756,0.756,0.694,0.694
64,default_uniref30_22_13,5267.605,5267.605,0.789,0.789,0.689,0.689
65,lewis_3,5968.945,5968.945,0.792,0.792,0.693,0.693
66,default_comp_4,5793.358,5793.358,0.788,0.788,0.688,0.688
67,default_mul_newest_20,5509.482,5509.482,0.817,0.817,0.691,0.691
68,default_mul_newest_6,5687.753,5687.753,0.742,0.742,0.695,0.695
69,default_multimer_4,5226.59,5226.59,0.759,0.759,0.689,0.689
70,unidist_uniprot_sto_7,5055.331,5055.331,0.728,0.728,0.691,0.691
71,default_pdb70_1,5768.117,5768.117,0.819,0.819,0.69,0.69
72,iter_1_9,5217.502,5217.502,0.775,0.775,0.692,0.692
73,unidist_uniprot_sto_2,5950.153,5950.153,0.771,0.771,0.692,0.692
74,default_uniclust30_6,5209.534,5209.534,0.772,0.772,0.695,0.695
75,Elo_3,5714.669,5714.669,0.769,0.769,0.695,0.695
76,default_uniref30_22_18,5214.703,5214.703,0.753,0.753,0.688,0.688
77,default_uniref30_22_20,5957.657,5957.657,0.817,0.817,0.697,0.697
78,lewis_1,6155.31,6155.31,0.829,0.829,0.701,0.701
79,spec_iter_uniref_sto_1,5952.714,5952.714,0.781,0.781,0.696,0.696
80,default_uniclust30_4,4667.542,4667.542,0.758,0.758,0.689,0.689
81,unidist_uniprot_sto_6,5455.553,5455.553,0.75,0.75,0.692,0.692
82,default_multimer_1,5899.121,5899.121,0.789,0.789,0.698,0.698
83,default_uniref30_22_2,6255.701,6255.701,0.816,0.816,0.695,0.695
84,default_af_9,5053.644,5053.644,0.794,0.794,0.694,0.694
85,Elo_4,6082.746,6082.746,0.809,0.809,0.695,0.695
86,iter_2_5,5116.256,5116.256,0.755,0.755,0.691,0.691
87,iter_1_6,4807.079,4807.079,0.772,0.772,0.692,0.692
88,default_pdb70_9,5457.891,5457.891,0.786,0.786,0.685,0.685
89,unidist_uniprot_sto_5,5669.138,5669.138,0.742,0.742,0.692,0.692
90,default_struct_9,5432.132,5432.132,0.801,0.801,0.69,0.69
91,iter_1_8,5133.6,5133.6,0.774,0.774,0.692,0.692
92,iter_1_4,5228.261,5228.261,0.746,0.746,0.694,0.694
93,default_af_7,5208.678,5208.678,0.816,0.816,0.693,0.693
94,iter_2_7,5102.241,5102.241,0.753,0.753,0.691,0.691
95,default_comp_3,5503.156,5503.156,0.772,0.772,0.689,0.689
96,default_struct_8,4705.307,4705.307,0.678,0.678,0.693,0.693
97,default_af_3,5404.321,5404.321,0.776,0.776,0.689,0.689
98,avg_refine_4,5027.579,5027.579,0.752,0.752,0.694,0.694
99,default_pdb_9,5399.75,5399.75,0.758,0.758,0.691,0.691
