,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,iter_1_0,10345.797,10345.797,0.977,0.977,0.67,0.67
1,spec_uniprot_sto_8,9671.372,9671.372,0.948,0.948,0.666,0.666
2,avg_refine_1,9981.807,9981.807,0.981,0.981,0.671,0.671
3,uniclust_oxmatch_a3m_1,10287.313,10287.313,0.976,0.976,0.676,0.676
4,default_comp_v2_4,9541.027,9541.027,0.975,0.975,0.671,0.671
5,iter_1_old_v2_7,10047.277,10047.277,0.975,0.975,0.676,0.676
6,img_multimer_7,9452.721,9452.721,0.935,0.935,0.658,0.658
7,img_multimer_3,8443.736,8443.736,0.908,0.908,0.678,0.678
8,default_uniclust30_6,9118.71,9118.71,0.954,0.954,0.659,0.659
9,iter_1_7,8322.908,8322.908,0.893,0.893,0.673,0.673
10,iter_1_5,9923.075,9923.075,0.962,0.962,0.663,0.663
11,iter_1_2,9947.778,9947.778,0.967,0.967,0.668,0.668
12,img_multimer_9,9173.239,9173.239,0.953,0.953,0.663,0.663
13,uniclust_oxmatch_a3m_7,7869.632,7869.632,0.91,0.91,0.67,0.67
14,iter_2_6,8289.448,8289.448,0.893,0.893,0.671,0.671
15,iter_1_old_v2_8,8721.921,8721.921,0.911,0.911,0.675,0.675
16,oxmatch_a3m_v2_9,7367.593,7367.593,0.847,0.847,0.67,0.67
17,default_multimer_1,8767.374,8767.374,0.935,0.935,0.669,0.669
18,spec_af_1,9490.465,9490.465,0.961,0.961,0.67,0.67
19,default_pdb_v2_3,8872.052,8872.052,0.942,0.942,0.682,0.682
20,iter_2_2,9412.515,9412.515,0.957,0.957,0.664,0.664
21,spec_pdb70_2,7178.74,7178.74,0.849,0.849,0.674,0.674
22,spec_uniref_a3m_v2_3,8263.312,8263.312,0.938,0.938,0.672,0.672
23,default_comp_4,8906.194,8906.194,0.952,0.952,0.657,0.657
24,iter_1_6,9208.569,9208.569,0.933,0.933,0.661,0.661
25,spec_comp_9,8440.006,8440.006,0.947,0.947,0.659,0.659
26,iter_1_old_v2_9,9367.831,9367.831,0.953,0.953,0.678,0.678
27,spec_pdb70_v2_5,7986.725,7986.725,0.906,0.906,0.671,0.671
28,spec_af_v2_0,6820.327,6820.327,0.874,0.874,0.676,0.676
29,default_uniclust30_0,8872.876,8872.876,0.927,0.927,0.669,0.669
30,default_pdb_0,7628.92,7628.92,0.898,0.898,0.674,0.674
31,uniclust_oxmatch_a3m_5,7975.906,7975.906,0.938,0.938,0.669,0.669
32,spec_uniprot_sto_v2_6,7744.223,7744.223,0.918,0.918,0.664,0.664
33,spec_iter_uniref_sto_2,7202.383,7202.383,0.895,0.895,0.677,0.677
34,Elo_4,8134.221,8134.221,0.926,0.926,0.666,0.666
35,default_uniclust30_4,7072.02,7072.02,0.913,0.913,0.669,0.669
36,default_uniclust30_3,8725.327,8725.327,0.938,0.938,0.664,0.664
37,spec_uniprot_sto_7,7685.057,7685.057,0.94,0.94,0.67,0.67
38,Elo_2,6811.532,6811.532,0.863,0.863,0.673,0.673
39,default_comp_0,6494.639,6494.639,0.845,0.845,0.67,0.67
40,default_uniclust30_1,7165.508,7165.508,0.912,0.912,0.667,0.667
41,spec_pdb_v2_7,7011.793,7011.793,0.885,0.885,0.668,0.668
42,iter_1_9,8255.188,8255.188,0.887,0.887,0.666,0.666
43,default_af_0,8462.561,8462.561,0.931,0.931,0.667,0.667
44,default_af_1,8352.467,8352.467,0.937,0.937,0.668,0.668
45,default_af_v2_6,6531.984,6531.984,0.794,0.794,0.664,0.664
46,default_af_v2_5,6758.585,6758.585,0.858,0.858,0.659,0.659
47,spec_af_v2_5,5608.791,5608.791,0.732,0.732,0.661,0.661
48,default_uniclust30_2,6082.584,6082.584,0.753,0.753,0.659,0.659
49,spec_af_v2_8,5804.896,5804.896,0.704,0.704,0.656,0.656
50,spec_af_v2_4,5077.368,5077.368,0.656,0.656,0.653,0.653
51,default_af_3,-873.261,-873.261,0.17,0.17,0.639,0.639
52,default_af_4,-865.696,-865.696,0.152,0.152,0.636,0.636
53,default_af_9,-824.656,-824.656,0.197,0.197,0.62,0.62
54,default_af_6,-439.238,-439.238,0.214,0.214,0.62,0.62
55,default_af_5,11.365,11.365,0.414,0.414,0.615,0.615
56,default_af_8,35.271,35.271,0.523,0.523,0.615,0.615
57,spec_af_8,-699.458,-699.458,0.077,0.077,0.629,0.629
58,spec_af_9,-315.257,-315.257,0.164,0.164,0.625,0.625
59,default_af_7,-265.245,-265.245,0.098,0.098,0.619,0.619
60,Elo_0,0.0,0.0,0.0,0.0,0.0,0.0
61,Elo_1,0.0,0.0,0.0,0.0,0.0,0.0
62,Elo_3,0.0,0.0,0.0,0.0,0.0,0.0
63,avg_refine_0,0.0,0.0,0.0,0.0,0.0,0.0
64,avg_refine_2,0.0,0.0,0.0,0.0,0.0,0.0
65,avg_refine_3,0.0,0.0,0.0,0.0,0.0,0.0
66,avg_refine_4,0.0,0.0,0.0,0.0,0.0,0.0
67,default_af_2,0.0,0.0,0.0,0.0,0.0,0.0
68,default_af_v2_0,0.0,0.0,0.0,0.0,0.0,0.0
69,default_af_v2_1,0.0,0.0,0.0,0.0,0.0,0.0
70,default_af_v2_2,0.0,0.0,0.0,0.0,0.0,0.0
71,default_af_v2_3,0.0,0.0,0.0,0.0,0.0,0.0
72,default_af_v2_4,0.0,0.0,0.0,0.0,0.0,0.0
73,default_af_v2_7,0.0,0.0,0.0,0.0,0.0,0.0
74,default_af_v2_8,0.0,0.0,0.0,0.0,0.0,0.0
75,default_af_v2_9,0.0,0.0,0.0,0.0,0.0,0.0
76,default_clu30_m_v2_0,0.0,0.0,0.0,0.0,0.0,0.0
77,default_clu30_m_v2_1,0.0,0.0,0.0,0.0,0.0,0.0
78,default_clu30_m_v2_2,0.0,0.0,0.0,0.0,0.0,0.0
79,default_clu30_m_v2_3,0.0,0.0,0.0,0.0,0.0,0.0
80,default_clu30_m_v2_4,0.0,0.0,0.0,0.0,0.0,0.0
81,default_clu30_m_v2_5,0.0,0.0,0.0,0.0,0.0,0.0
82,default_clu30_m_v2_6,0.0,0.0,0.0,0.0,0.0,0.0
83,default_clu30_m_v2_7,0.0,0.0,0.0,0.0,0.0,0.0
84,default_clu30_m_v2_8,0.0,0.0,0.0,0.0,0.0,0.0
85,default_clu30_m_v2_9,0.0,0.0,0.0,0.0,0.0,0.0
