,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,default_pdb_6,3878.774,3878.774,0.761,0.761,0.653,0.653
1,default_pdb70_5,4325.806,4325.806,0.838,0.838,0.65,0.65
2,spec_uniprot_sto_4,4013.661,4013.661,0.765,0.765,0.654,0.654
3,default_pdb_7,4272.433,4272.433,0.823,0.823,0.649,0.649
4,str_uniprot_sto_3,4309.841,4309.841,0.78,0.78,0.651,0.651
5,Elo_multimer_2,4061.129,4061.129,0.81,0.81,0.649,0.649
6,def_uniref30_3,3980.838,3980.838,0.784,0.784,0.651,0.651
7,default_multimer_0,3947.669,3947.669,0.81,0.81,0.649,0.649
8,str_uniref_sto_3,3401.905,3401.905,0.762,0.762,0.653,0.653
9,spec_uniprot_sto_3,3465.591,3465.591,0.712,0.712,0.655,0.655
10,Elo_multimer_1,4246.992,4246.992,0.827,0.827,0.641,0.641
11,spec_uniprot_sto_7,4455.787,4455.787,0.795,0.795,0.657,0.657
12,str_uniref_sto_6,3394.36,3394.36,0.744,0.744,0.649,0.649
13,spec_uniprot_sto_0,5791.645,5791.645,0.843,0.843,0.655,0.655
14,Elo_multimer_3,2278.14,2278.14,0.724,0.724,0.649,0.649
15,spec_uniref_sto_3,2893.564,2893.564,0.835,0.835,0.642,0.642
16,iter_2_3,2450.159,2450.159,0.798,0.798,0.647,0.647
17,iter_2_2,2786.215,2786.215,0.835,0.835,0.644,0.644
18,spec_uniref_sto_0,2371.639,2371.639,0.761,0.761,0.636,0.636
19,Elo_multimer_4,2361.369,2361.369,0.73,0.73,0.643,0.643
20,default_pdb70_2,2230.627,2230.627,0.78,0.78,0.645,0.645
21,def_uniclust30_0,2939.141,2939.141,0.878,0.878,0.644,0.644
22,iter_2_5,2603.231,2603.231,0.826,0.826,0.65,0.65
23,Elo_multimer_0,1759.02,1759.02,0.712,0.712,0.65,0.65
24,iter_1_1,2317.367,2317.367,0.768,0.768,0.648,0.648
25,default_pdb_5,2192.711,2192.711,0.804,0.804,0.643,0.643
26,spec_uniref_a3m_0,2407.043,2407.043,0.781,0.781,0.649,0.649
27,default_struct_5,2421.797,2421.797,0.801,0.801,0.639,0.639
28,avg_refine_0,2294.52,2294.52,0.753,0.753,0.648,0.648
29,unidist_uniref_7,2497.425,2497.425,0.785,0.785,0.638,0.638
30,str_uniref_sto_5,2687.928,2687.928,0.771,0.771,0.642,0.642
31,default_pdb70_6,2117.099,2117.099,0.788,0.788,0.639,0.639
32,spec_comp_5,2554.108,2554.108,0.787,0.787,0.643,0.643
33,str_uniref_sto_4,1979.518,1979.518,0.643,0.643,0.643,0.643
34,spec_comp_3,2311.477,2311.477,0.724,0.724,0.64,0.64
35,spec_struct_1,2551.826,2551.826,0.736,0.736,0.64,0.64
36,def_uniclust30_3,2129.168,2129.168,0.783,0.783,0.633,0.633
37,default_comp_7,2190.497,2190.497,0.699,0.699,0.637,0.637
38,def_uniclust30_7,2084.981,2084.981,0.729,0.729,0.633,0.633
39,def_uniclust30_6,2094.487,2094.487,0.804,0.804,0.649,0.649
40,default_multimer_4,1887.864,1887.864,0.702,0.702,0.632,0.632
41,unidist_uniprot_1,1473.475,1473.475,0.602,0.602,0.651,0.651
42,default_pdb70_4,2085.735,2085.735,0.763,0.763,0.644,0.644
43,spec_struct_6,1913.546,1913.546,0.646,0.646,0.639,0.639
44,default_struct_0,1445.686,1445.686,0.626,0.626,0.653,0.653
45,str_pdb_1,2050.069,2050.069,0.742,0.742,0.653,0.653
46,spec_uniprot_sto_8,1994.011,1994.011,0.691,0.691,0.637,0.637
47,spec_pdb_2,2196.091,2196.091,0.748,0.748,0.642,0.642
48,str_pdb70_4,1999.314,1999.314,0.689,0.689,0.645,0.645
49,str_pdb_3,2368.705,2368.705,0.733,0.733,0.642,0.642
50,spec_pdb70_2,2059.911,2059.911,0.737,0.737,0.648,0.648
51,str_uniprot_sto_7,2153.241,2153.241,0.696,0.696,0.639,0.639
52,spec_pdb70_4,2091.226,2091.226,0.713,0.713,0.643,0.643
53,def_uniref30_2,1820.258,1820.258,0.665,0.665,0.649,0.649
54,default_comp_5,1193.854,1193.854,0.543,0.543,0.642,0.642
55,iter_1_3,1813.496,1813.496,0.714,0.714,0.643,0.643
56,str_pdb_4,2044.02,2044.02,0.681,0.681,0.639,0.639
57,spec_comp_4,2132.128,2132.128,0.676,0.676,0.64,0.64
58,default_struct_3,1863.911,1863.911,0.758,0.758,0.639,0.639
59,default_struct_4,2664.334,2664.334,0.84,0.84,0.642,0.642
60,spec_uniprot_sto_1,1649.843,1649.843,0.703,0.703,0.649,0.649
61,spec_struct_5,1875.381,1875.381,0.682,0.682,0.646,0.646
62,spec_struct_3,2325.334,2325.334,0.737,0.737,0.645,0.645
63,unidist_uniref_6,1960.021,1960.021,0.681,0.681,0.635,0.635
64,spec_struct_7,1433.732,1433.732,0.552,0.552,0.649,0.649
65,spec_uniref_a3m_4,2071.359,2071.359,0.719,0.719,0.636,0.636
66,spec_comp_6,1883.443,1883.443,0.606,0.606,0.639,0.639
67,default_comp_3,2296.545,2296.545,0.804,0.804,0.638,0.638
68,spec_comp_0,1734.744,1734.744,0.608,0.608,0.648,0.648
69,spec_pdb70_7,1821.598,1821.598,0.587,0.587,0.641,0.641
70,unidist_uniprot_3,2156.076,2156.076,0.713,0.713,0.641,0.641
71,iter_1_4,1491.639,1491.639,0.642,0.642,0.644,0.644
72,str_pdb70_2,1270.676,1270.676,0.547,0.547,0.648,0.648
73,str_comp_0,1583.627,1583.627,0.637,0.637,0.65,0.65
74,default_multimer_5,1669.103,1669.103,0.705,0.705,0.641,0.641
75,default_struct_6,1900.452,1900.452,0.696,0.696,0.629,0.629
