,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,default_pdb70_0,1507.648,1507.648,0.781,0.781,0.688,0.688
1,default_pdb70_1,357.577,357.577,0.491,0.491,0.69,0.69
2,spec_pdb70_0,888.346,888.346,0.625,0.625,0.694,0.694
3,spec_struct_0,429.94,429.94,0.589,0.589,0.686,0.686
4,default_pdb70_4,187.519,187.519,0.459,0.459,0.678,0.678
5,avg_refine_1,858.405,858.405,0.674,0.674,0.69,0.69
6,spec_af_0,328.745,328.745,0.465,0.465,0.687,0.687
7,spec_pdb_6,498.83,498.83,0.536,0.536,0.693,0.693
8,spec_pdb_4,370.887,370.887,0.518,0.518,0.689,0.689
9,default_struct_1,610.338,610.338,0.52,0.52,0.687,0.687
10,default_pdb_2,277.615,277.615,0.461,0.461,0.689,0.689
11,spec_pdb70_9,476.488,476.488,0.658,0.658,0.683,0.683
12,spec_colab_iter_4,529.641,529.641,0.675,0.675,0.681,0.681
13,spec_pdb_2,222.186,222.186,0.477,0.477,0.692,0.692
14,spec_iter_uniref_a3m_4,445.336,445.336,0.632,0.632,0.684,0.684
15,unidist_uniprot_sto_5,468.322,468.322,0.656,0.656,0.684,0.684
16,spec_colab_iter_5,216.097,216.097,0.539,0.539,0.68,0.68
17,spec_iter_uniprot_sto_3,173.857,173.857,0.458,0.458,0.68,0.68
18,default_uniclust30_3,-241.132,-241.132,0.343,0.343,0.681,0.681
19,spec_struct_1,-413.584,-413.584,0.273,0.273,0.687,0.687
20,default_pdb_7,92.08,92.08,0.444,0.444,0.686,0.686
21,spec_iter_uniref_a3m_0,-46.216,-46.216,0.337,0.337,0.683,0.683
22,spec_comp_0,-449.928,-449.928,0.213,0.213,0.689,0.689
23,spec_comp_6,-143.353,-143.353,0.319,0.319,0.696,0.696
24,default_uniref30_22_3,-428.805,-428.805,0.275,0.275,0.683,0.683
25,default_uniref30_22_22,336.077,336.077,0.554,0.554,0.681,0.681
26,default_comp_2,541.407,541.407,0.507,0.507,0.694,0.694
27,spec_af_8,916.979,916.979,0.698,0.698,0.689,0.689
28,spec_struct_2,-345.756,-345.756,0.282,0.282,0.692,0.692
29,iter_1_0,-325.45,-325.45,0.339,0.339,0.688,0.688
30,spec_iter_uniref_sto_9,311.053,311.053,0.529,0.529,0.682,0.682
31,default_uniref30_22_19,202.717,202.717,0.602,0.602,0.676,0.676
32,iter_1_ori_3,-384.64,-384.64,0.229,0.229,0.678,0.678
33,avg_refine_0,-641.359,-641.359,0.266,0.266,0.691,0.691
34,default_pdb_5,-21.341,-21.341,0.394,0.394,0.689,0.689
35,iter_2_ori_3,-430.043,-430.043,0.148,0.148,0.672,0.672
36,spec_iter_uniref_a3m_1,163.811,163.811,0.48,0.48,0.681,0.681
37,default_comp_5,-526.779,-526.779,0.16,0.16,0.687,0.687
38,avg_refine_4,12.351,12.351,0.399,0.399,0.684,0.684
39,Elo_1,-985.807,-985.807,0.088,0.088,0.684,0.684
40,avg_refine_3,-605.999,-605.999,0.236,0.236,0.682,0.682
41,spec_pdb70_7,325.571,325.571,0.444,0.444,0.674,0.674
42,spec_comp_3,-691.099,-691.099,0.14,0.14,0.685,0.685
43,spec_struct_5,281.061,281.061,0.449,0.449,0.684,0.684
44,iter_2_ori_6,-65.32,-65.32,0.49,0.49,0.686,0.686
45,iter_1_1,-276.569,-276.569,0.331,0.331,0.683,0.683
46,spec_comp_4,-941.123,-941.123,0.066,0.066,0.687,0.687
47,iter_2_ori_1,-297.688,-297.688,0.319,0.319,0.684,0.684
48,spec_pdb70_3,-426.727,-426.727,0.272,0.272,0.685,0.685
49,default_uniclust30_4,-25.095,-25.095,0.457,0.457,0.686,0.686
50,spec_iter_uniref_a3m_3,-721.782,-721.782,0.212,0.212,0.68,0.68
51,unidist_uniref_sto_0,-361.979,-361.979,0.346,0.346,0.682,0.682
52,unidist_uniprot_sto_7,-657.917,-657.917,0.189,0.189,0.68,0.68
53,iter_2_ori_0,-75.666,-75.666,0.361,0.361,0.686,0.686
54,default_struct_2,-68.638,-68.638,0.418,0.418,0.688,0.688
55,default_uniref30_22_1,-1137.875,-1137.875,0.049,0.049,0.682,0.682
56,iter_1_ori_2,-586.76,-586.76,0.237,0.237,0.679,0.679
57,spec_af_9,305.126,305.126,0.449,0.449,0.685,0.685
58,iter_2_2,-501.528,-501.528,0.25,0.25,0.685,0.685
59,default_uniref30_22_11,-73.409,-73.409,0.382,0.382,0.684,0.684
60,spec_pdb_1,-59.398,-59.398,0.419,0.419,0.686,0.686
61,default_uniclust30_5,-364.342,-364.342,0.213,0.213,0.68,0.68
62,default_uniref30_22_9,-342.04,-342.04,0.324,0.324,0.685,0.685
63,uniclust_oxmatch_a3m_2,-285.083,-285.083,0.243,0.243,0.682,0.682
64,spec_iter_uniprot_sto_4,-335.28,-335.28,0.229,0.229,0.68,0.68
65,spec_iter_uniref_sto_3,-296.764,-296.764,0.243,0.243,0.683,0.683
66,unidist_uniref_sto_2,-308.039,-308.039,0.245,0.245,0.681,0.681
67,spec_iter_uniprot_sto_5,-526.644,-526.644,0.102,0.102,0.679,0.679
68,Elo_2,-695.553,-695.553,0.067,0.067,0.683,0.683
69,default_uniref30_22_6,-532.396,-532.396,0.187,0.187,0.684,0.684
70,default_comp_4,-707.532,-707.532,0.111,0.111,0.683,0.683
71,default_struct_4,-188.24,-188.24,0.27,0.27,0.678,0.678
72,spec_colab_iter_1,-399.761,-399.761,0.174,0.174,0.683,0.683
73,spec_iter_uniref_sto_5,152.862,152.862,0.368,0.368,0.683,0.683
74,default_struct_3,-282.881,-282.881,0.225,0.225,0.685,0.685
75,avg_refine_2,-667.948,-667.948,0.088,0.088,0.683,0.683
76,spec_colab_iter_0,-200.854,-200.854,0.327,0.327,0.685,0.685
77,uniclust_oxmatch_a3m_0,-605.355,-605.355,0.092,0.092,0.681,0.681
78,unidist_uniprot_sto_0,-615.179,-615.179,0.099,0.099,0.683,0.683
79,default_uniref30_22_4,-688.504,-688.504,0.111,0.111,0.684,0.684
80,unidist_uniref_sto_3,-565.02,-565.02,0.107,0.107,0.685,0.685
81,unidist_uniprot_sto_2,-619.33,-619.33,0.089,0.089,0.682,0.682
82,default_comp_7,-595.108,-595.108,0.105,0.105,0.68,0.68
83,default_pdb_8,-758.231,-758.231,0.115,0.115,0.684,0.684
84,spec_comp_5,-602.757,-602.757,0.067,0.067,0.682,0.682
85,spec_iter_uniprot_sto_6,-513.893,-513.893,0.069,0.069,0.669,0.669
86,spec_comp_8,85.172,85.172,0.394,0.394,0.68,0.68
87,iter_1_ori_1,-341.803,-341.803,0.258,0.258,0.677,0.677
88,unidist_uniprot_sto_9,-126.349,-126.349,0.295,0.295,0.681,0.681
89,spec_pdb_8,-226.893,-226.893,0.276,0.276,0.684,0.684
90,spec_struct_3,-384.534,-384.534,0.17,0.17,0.681,0.681
91,default_pdb70_8,-821.137,-821.137,0.066,0.066,0.677,0.677
92,default_comp_9,3.301,3.301,0.338,0.338,0.683,0.683
93,default_uniref30_22_14,-486.908,-486.908,0.159,0.159,0.678,0.678
94,iter_2_ori_4,-799.092,-799.092,0.164,0.164,0.675,0.675
95,Elo_3,-328.545,-328.545,0.221,0.221,0.675,0.675
96,default_pdb70_3,-803.992,-803.992,0.102,0.102,0.682,0.682
97,iter_2_4,-515.907,-515.907,0.165,0.165,0.681,0.681
98,default_pdb70_9,-420.511,-420.511,0.171,0.171,0.679,0.679
99,spec_iter_uniprot_sto_8,-354.967,-354.967,0.107,0.107,0.676,0.676
100,unidist_uniref_sto_4,-683.18,-683.18,0.11,0.11,0.68,0.68
101,iter_1_4,-840.729,-840.729,0.036,0.036,0.688,0.688
102,spec_iter_uniref_sto_4,-11.073,-11.073,0.402,0.402,0.676,0.676
103,spec_pdb70_6,-504.781,-504.781,0.096,0.096,0.679,0.679
104,iter_2_0,-679.818,-679.818,0.104,0.104,0.681,0.681
105,spec_colab_iter_8,28.386,28.386,0.406,0.406,0.684,0.684
106,spec_iter_uniprot_sto_9,207.946,207.946,0.394,0.394,0.683,0.683
107,spec_pdb_5,-651.068,-651.068,0.181,0.181,0.683,0.683
108,uniclust_oxmatch_a3m_9,-384.169,-384.169,0.142,0.142,0.684,0.684
109,spec_colab_iter_6,-308.533,-308.533,0.214,0.214,0.682,0.682
110,default_uniref30_22_20,-127.344,-127.344,0.344,0.344,0.679,0.679
111,default_multimer_1,-367.699,-367.699,0.153,0.153,0.681,0.681
112,spec_iter_uniref_a3m_5,-511.911,-511.911,0.205,0.205,0.674,0.674
113,default_struct_9,-309.568,-309.568,0.184,0.184,0.684,0.684
114,spec_comp_9,-330.317,-330.317,0.159,0.159,0.686,0.686
115,default_comp_8,-514.44,-514.44,0.132,0.132,0.687,0.687
116,default_uniref30_22_10,-598.792,-598.792,0.114,0.114,0.672,0.672
117,default_pdb_6,-570.918,-570.918,0.145,0.145,0.686,0.686
118,default_comp_6,-545.138,-545.138,0.118,0.118,0.687,0.687
119,default_multimer_0,-594.153,-594.153,0.149,0.149,0.679,0.679
120,spec_iter_uniref_a3m_2,-840.944,-840.944,0.058,0.058,0.674,0.674
121,spec_struct_9,-461.542,-461.542,0.116,0.116,0.678,0.678
122,spec_iter_uniref_a3m_8,-49.42,-49.42,0.418,0.418,0.68,0.68
123,default_multimer_4,-203.952,-203.952,0.217,0.217,0.681,0.681
124,spec_struct_8,-341.956,-341.956,0.188,0.188,0.676,0.676
125,iter_1_2,-869.169,-869.169,0.089,0.089,0.679,0.679
126,spec_comp_1,-123.885,-123.885,0.391,0.391,0.682,0.682
127,unidist_uniref_sto_9,-553.756,-553.756,0.075,0.075,0.676,0.676
128,iter_1_ori_5,-1073.038,-1073.038,0.104,0.104,0.686,0.686
129,default_struct_6,-398.868,-398.868,0.188,0.188,0.673,0.673
130,spec_iter_uniref_a3m_6,-562.195,-562.195,0.122,0.122,0.681,0.681
131,uniclust_oxmatch_a3m_8,-575.723,-575.723,0.029,0.029,0.683,0.683
132,iter_2_ori_8,-55.026,-55.026,0.339,0.339,0.676,0.676
133,default_comp_1,-411.013,-411.013,0.199,0.199,0.686,0.686
134,spec_pdb_9,-650.568,-650.568,0.049,0.049,0.675,0.675
135,uniclust_oxmatch_a3m_6,-171.879,-171.879,0.296,0.296,0.679,0.679
136,unidist_uniprot_sto_6,-566.053,-566.053,0.214,0.214,0.679,0.679
137,unidist_uniref_sto_8,-284.516,-284.516,0.247,0.247,0.668,0.668
138,spec_iter_uniref_a3m_7,-530.592,-530.592,0.241,0.241,0.678,0.678
139,spec_comp_7,-197.008,-197.008,0.344,0.344,0.684,0.684
140,default_multimer_8,-650.798,-650.798,0.077,0.077,0.68,0.68
141,iter_2_6,-781.873,-781.873,0.076,0.076,0.68,0.68
142,default_uniclust30_6,-556.169,-556.169,0.108,0.108,0.67,0.67
143,spec_colab_iter_7,-582.978,-582.978,0.195,0.195,0.683,0.683
144,uniclust_oxmatch_a3m_7,-260.493,-260.493,0.274,0.274,0.68,0.68
145,spec_iter_uniprot_sto_1,-254.628,-254.628,0.296,0.296,0.682,0.682
146,uniclust_oxmatch_a3m_5,-1037.813,-1037.813,0.044,0.044,0.677,0.677
147,default_pdb_9,-561.438,-561.438,0.063,0.063,0.68,0.68
148,default_multimer_2,-754.83,-754.83,0.125,0.125,0.675,0.675
149,spec_pdb_7,-458.869,-458.869,0.148,0.148,0.683,0.683
150,default_uniclust30_8,-539.582,-539.582,0.217,0.217,0.679,0.679
151,default_multimer_9,-369.862,-369.862,0.212,0.212,0.668,0.668
152,default_uniref30_22_17,-621.106,-621.106,0.137,0.137,0.669,0.669
153,spec_iter_uniref_sto_7,-563.063,-563.063,0.174,0.174,0.678,0.678
154,iter_1_8,-754.814,-754.814,0.057,0.057,0.68,0.68
155,iter_1_ori_0,-755.94,-755.94,0.226,0.226,0.684,0.684
156,iter_1_7,-848.243,-848.243,0.059,0.059,0.683,0.683
157,default_struct_0,-472.82,-472.82,0.178,0.178,0.682,0.682
158,default_pdb_0,-1171.733,-1171.733,0.072,0.072,0.683,0.683
159,default_pdb_4,-909.359,-909.359,0.12,0.12,0.684,0.684
160,uniclust_oxmatch_a3m_4,-359.622,-359.622,0.292,0.292,0.676,0.676
161,spec_struct_7,-764.273,-764.273,0.088,0.088,0.69,0.69
162,default_uniref30_22_12,-82.247,-82.247,0.403,0.403,0.684,0.684
163,default_pdb70_2,9.488,9.488,0.395,0.395,0.688,0.688
164,spec_iter_uniref_a3m_9,-776.47,-776.47,0.079,0.079,0.677,0.677
165,spec_pdb70_4,-640.367,-640.367,0.074,0.074,0.688,0.688
166,default_struct_8,-698.603,-698.603,0.14,0.14,0.69,0.69
167,unidist_uniprot_sto_8,-96.274,-96.274,0.327,0.327,0.681,0.681
168,default_pdb_1,-1347.156,-1347.156,0.068,0.068,0.686,0.686
169,spec_colab_iter_9,-474.103,-474.103,0.141,0.141,0.678,0.678
170,default_multimer_7,-622.22,-622.22,0.089,0.089,0.663,0.663
171,iter_1_5,-642.383,-642.383,0.105,0.105,0.677,0.677
172,default_uniref30_22_24,-550.493,-550.493,0.125,0.125,0.678,0.678
173,default_uniref30_22_5,-726.115,-726.115,0.087,0.087,0.677,0.677
174,default_uniref30_22_23,-604.545,-604.545,0.075,0.075,0.678,0.678
175,spec_iter_uniref_sto_8,-824.423,-824.423,0.057,0.057,0.674,0.674
176,iter_1_ori_7,-685.028,-685.028,0.095,0.095,0.68,0.68
177,spec_struct_4,-758.552,-758.552,0.121,0.121,0.675,0.675
178,default_multimer_6,-459.9,-459.9,0.072,0.072,0.682,0.682
179,unidist_uniref_sto_6,-106.917,-106.917,0.32,0.32,0.678,0.678
180,iter_2_1,-281.665,-281.665,0.332,0.332,0.685,0.685
181,default_uniclust30_9,-494.374,-494.374,0.177,0.177,0.679,0.679
182,spec_iter_uniref_sto_1,-744.251,-744.251,0.161,0.161,0.673,0.673
183,spec_colab_iter_2,-295.303,-295.303,0.391,0.391,0.676,0.676
184,unidist_uniref_sto_5,-353.291,-353.291,0.281,0.281,0.681,0.681
185,unidist_uniref_sto_7,-714.153,-714.153,0.04,0.04,0.673,0.673
186,spec_iter_uniprot_sto_7,-278.85,-278.85,0.272,0.272,0.681,0.681
187,iter_1_ori_8,-899.211,-899.211,0.083,0.083,0.672,0.672
188,iter_2_ori_2,-386.505,-386.505,0.247,0.247,0.669,0.669
189,spec_iter_uniprot_sto_0,-748.531,-748.531,0.215,0.215,0.671,0.671
190,default_uniref30_22_21,-696.565,-696.565,0.048,0.048,0.667,0.667
191,default_comp_0,-884.036,-884.036,0.076,0.076,0.688,0.688
192,iter_2_9,-408.608,-408.608,0.079,0.079,0.679,0.679
193,default_pdb_3,-848.121,-848.121,0.06,0.06,0.685,0.685
194,default_comp_3,-338.809,-338.809,0.29,0.29,0.685,0.685
195,spec_pdb70_5,-633.357,-633.357,0.154,0.154,0.684,0.684
196,default_uniref30_22_15,-112.359,-112.359,0.346,0.346,0.672,0.672
197,default_uniref30_22_7,-872.869,-872.869,0.038,0.038,0.68,0.68
198,iter_2_5,-881.594,-881.594,0.063,0.063,0.683,0.683
199,uniclust_oxmatch_a3m_3,-208.881,-208.881,0.31,0.31,0.68,0.68
200,spec_pdb_0,-910.745,-910.745,0.147,0.147,0.681,0.681
201,iter_2_ori_9,-631.872,-631.872,0.038,0.038,0.672,0.672
202,spec_pdb70_2,-910.496,-910.496,0.074,0.074,0.683,0.683
203,spec_comp_2,-145.834,-145.834,0.36,0.36,0.693,0.693
204,iter_1_ori_6,-673.753,-673.753,0.044,0.044,0.676,0.676
205,unidist_uniprot_sto_3,-553.212,-553.212,0.154,0.154,0.682,0.682
206,default_pdb70_7,-596.951,-596.951,0.155,0.155,0.682,0.682
207,lewis_3,-1112.631,-1112.631,0.057,0.057,0.676,0.676
208,spec_iter_uniref_sto_2,-685.018,-685.018,0.099,0.099,0.678,0.678
209,default_pdb70_5,-905.069,-905.069,0.076,0.076,0.681,0.681
210,unidist_uniprot_sto_1,-898.396,-898.396,0.102,0.102,0.671,0.671
211,iter_1_3,-101.108,-101.108,0.383,0.383,0.686,0.686
212,default_uniclust30_0,-976.784,-976.784,0.094,0.094,0.678,0.678
213,spec_iter_uniprot_sto_2,-435.745,-435.745,0.285,0.285,0.678,0.678
214,uniclust_oxmatch_a3m_1,-849.177,-849.177,0.109,0.109,0.676,0.676
215,default_uniclust30_1,-8.144,-8.144,0.388,0.388,0.68,0.68
216,spec_pdb70_1,-400.943,-400.943,0.304,0.304,0.692,0.692
217,default_pdb70_6,-621.646,-621.646,0.111,0.111,0.677,0.677
218,iter_2_ori_7,-306.444,-306.444,0.207,0.207,0.687,0.687
219,default_uniclust30_2,-536.143,-536.143,0.205,0.205,0.675,0.675
220,lewis_2,-1252.021,-1252.021,0.12,0.12,0.679,0.679
221,spec_af_3,175.658,175.658,0.476,0.476,0.687,0.687
222,spec_colab_iter_3,-844.867,-844.867,0.1,0.1,0.673,0.673
223,default_af_2,-202.295,-202.295,0.257,0.257,0.688,0.688
224,spec_struct_6,-603.448,-603.448,0.078,0.078,0.677,0.677
225,unidist_uniprot_sto_4,-984.166,-984.166,0.069,0.069,0.673,0.673
226,default_uniref30_22_8,-427.279,-427.279,0.258,0.258,0.684,0.684
227,spec_iter_uniref_sto_0,-1066.218,-1066.218,0.116,0.116,0.678,0.678
228,default_af_5,118.403,118.403,0.418,0.418,0.688,0.688
229,Elo_4,-861.474,-861.474,0.115,0.115,0.678,0.678
230,spec_af_1,170.753,170.753,0.464,0.464,0.686,0.686
231,Elo_0,-1069.133,-1069.133,0.052,0.052,0.685,0.685
232,default_uniref30_22_16,-567.769,-567.769,0.119,0.119,0.677,0.677
233,default_af_1,-103.466,-103.466,0.324,0.324,0.687,0.687
234,unidist_uniref_sto_1,-809.351,-809.351,0.114,0.114,0.678,0.678
235,default_struct_7,-456.836,-456.836,0.184,0.184,0.675,0.675
236,spec_pdb_3,-76.695,-76.695,0.386,0.386,0.69,0.69
237,default_uniref30_22_2,-1257.818,-1257.818,0.057,0.057,0.671,0.671
238,spec_pdb70_8,140.799,140.799,0.383,0.383,0.681,0.681
239,default_uniclust30_7,-449.758,-449.758,0.154,0.154,0.677,0.677
240,iter_2_3,-890.271,-890.271,0.071,0.071,0.677,0.677
241,iter_1_9,-196.643,-196.643,0.251,0.251,0.684,0.684
242,default_uniref30_22_13,-1185.491,-1185.491,0.071,0.071,0.671,0.671
243,iter_1_ori_4,-519.997,-519.997,0.197,0.197,0.676,0.676
244,default_af_3,-202.301,-202.301,0.253,0.253,0.685,0.685
245,default_af_4,-178.16,-178.16,0.352,0.352,0.686,0.686
246,iter_2_8,-683.921,-683.921,0.155,0.155,0.681,0.681
247,lewis_0,-831.126,-831.126,0.066,0.066,0.688,0.688
