,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,Elo_0,82.92,82.92,0.433,0.433,0.678,0.678
1,default_multimer_0,430.454,430.454,0.558,0.558,0.672,0.672
2,lewis_4,199.798,199.798,0.518,0.518,0.678,0.678
3,Elo_1,231.605,231.605,0.567,0.567,0.678,0.678
4,default_uniclust30_0,326.98,326.98,0.567,0.567,0.679,0.679
5,default_mul_newest_1,-390.204,-390.204,0.312,0.312,0.679,0.679
6,iter_1_0,-458.085,-458.085,0.232,0.232,0.678,0.678
7,default_struct_0,161.694,161.694,0.499,0.499,0.682,0.682
8,default_uniref30_22_0,474.378,474.378,0.601,0.601,0.676,0.676
9,lewis_2,240.105,240.105,0.477,0.477,0.68,0.68
10,spec_struct_0,-308.02,-308.02,0.266,0.266,0.679,0.679
11,Elo_2,316.515,316.515,0.562,0.562,0.68,0.68
12,lewis_1,272.823,272.823,0.498,0.498,0.681,0.681
13,spec_af_0,168.542,168.542,0.458,0.458,0.676,0.676
14,unidist_uniprot_sto_1,271.943,271.943,0.492,0.492,0.677,0.677
15,iter_1_1,-639.034,-639.034,0.159,0.159,0.681,0.681
16,spec_pdb_3,852.217,852.217,0.659,0.659,0.685,0.685
17,Elo_3,-415.545,-415.545,0.277,0.277,0.68,0.68
18,default_uniref30_22_1,34.955,34.955,0.447,0.447,0.679,0.679
19,spec_comp_2,-471.706,-471.706,0.233,0.233,0.681,0.681
20,default_comp_5,-76.033,-76.033,0.393,0.393,0.687,0.687
21,unidist_uniprot_sto_0,69.746,69.746,0.491,0.491,0.686,0.686
22,spec_colab_iter_4,224.966,224.966,0.443,0.443,0.678,0.678
23,avg_refine_1,1628.869,1628.869,0.842,0.842,0.703,0.703
24,unidist_uniref_sto_0,-224.618,-224.618,0.366,0.366,0.685,0.685
25,default_struct_2,14.088,14.088,0.409,0.409,0.678,0.678
26,default_comp_4,256.402,256.402,0.429,0.429,0.683,0.683
27,spec_comp_0,414.6,414.6,0.543,0.543,0.685,0.685
28,default_mul_newest_15,375.262,375.262,0.593,0.593,0.673,0.673
29,spec_iter_uniref_a3m_1,-207.581,-207.581,0.398,0.398,0.691,0.691
30,unidist_uniref_sto_3,666.618,666.618,0.529,0.529,0.68,0.68
31,spec_pdb_2,187.989,187.989,0.516,0.516,0.678,0.678
32,uniclust_oxmatch_a3m_3,108.526,108.526,0.411,0.411,0.681,0.681
33,default_pdb70_7,-699.399,-699.399,0.155,0.155,0.683,0.683
34,default_mul_newest_17,71.389,71.389,0.377,0.377,0.677,0.677
35,uniclust_oxmatch_a3m_8,766.155,766.155,0.666,0.666,0.674,0.674
36,unidist_uniprot_sto_8,840.862,840.862,0.691,0.691,0.674,0.674
37,spec_iter_uniref_sto_2,418.647,418.647,0.564,0.564,0.678,0.678
38,default_uniref30_22_8,277.898,277.898,0.462,0.462,0.674,0.674
39,default_pdb_8,970.439,970.439,0.656,0.656,0.676,0.676
40,iter_2_1,403.605,403.605,0.536,0.536,0.672,0.672
41,unidist_uniref_sto_9,577.77,577.77,0.596,0.596,0.678,0.678
42,default_uniclust30_9,583.109,583.109,0.587,0.587,0.675,0.675
43,spec_iter_uniref_a3m_6,-929.263,-929.263,0.095,0.095,0.68,0.68
44,default_multimer_7,517.861,517.861,0.566,0.566,0.673,0.673
45,spec_iter_uniref_sto_8,-390.648,-390.648,0.264,0.264,0.685,0.685
46,default_uniref30_22_24,438.806,438.806,0.566,0.566,0.675,0.675
47,unidist_uniref_sto_6,-721.478,-721.478,0.152,0.152,0.674,0.674
48,spec_pdb70_3,-622.896,-622.896,0.238,0.238,0.679,0.679
49,default_pdb70_5,-561.539,-561.539,0.2,0.2,0.676,0.676
50,spec_iter_uniref_sto_1,-1064.863,-1064.863,0.1,0.1,0.675,0.675
51,default_pdb_5,-1207.66,-1207.66,0.069,0.069,0.677,0.677
52,unidist_uniref_sto_7,-194.326,-194.326,0.321,0.321,0.675,0.675
53,unidist_uniref_sto_8,-980.982,-980.982,0.078,0.078,0.674,0.674
54,spec_comp_8,-657.279,-657.279,0.187,0.187,0.678,0.678
55,default_mul_newest_12,298.525,298.525,0.556,0.556,0.672,0.672
56,uniclust_oxmatch_a3m_4,256.094,256.094,0.556,0.556,0.677,0.677
57,spec_pdb70_0,-360.726,-360.726,0.256,0.256,0.685,0.685
58,default_af_4,501.549,501.549,0.548,0.548,0.671,0.671
59,iter_2_6,280.044,280.044,0.469,0.469,0.678,0.678
60,default_multimer_1,-700.731,-700.731,0.21,0.21,0.675,0.675
61,Elo_4,-558.403,-558.403,0.266,0.266,0.675,0.675
62,default_mul_newest_2,-713.86,-713.86,0.152,0.152,0.678,0.678
63,default_uniclust30_2,-125.279,-125.279,0.382,0.382,0.676,0.676
64,default_mul_newest_0,-350.686,-350.686,0.289,0.289,0.674,0.674
65,spec_iter_uniref_a3m_0,-948.66,-948.66,0.099,0.099,0.677,0.677
66,spec_iter_uniprot_sto_0,-300.837,-300.837,0.293,0.293,0.676,0.676
67,spec_af_4,-93.106,-93.106,0.346,0.346,0.675,0.675
68,spec_colab_iter_1,-480.548,-480.548,0.264,0.264,0.681,0.681
69,spec_colab_iter_0,-108.459,-108.459,0.384,0.384,0.679,0.679
70,default_af_2,-238.816,-238.816,0.335,0.335,0.673,0.673
71,default_mul_newest_22,-695.505,-695.505,0.126,0.126,0.67,0.67
72,unidist_uniprot_sto_7,-530.747,-530.747,0.154,0.154,0.672,0.672
