,model,plddt
0,H1114TS071_2,0.82900155
1,H1114TS360_4,0.8393149
2,H1114TS390_3,0.84325796
3,H1114TS037_2,0.83871275
4,H1114TS037_3,0.8204769
5,H1114TS278_4,0.8296063
6,H1114TS169_4,0.8666139
7,H1114TS433_4,0.79476297
8,H1114TS071_1,0.82870644
9,H1114TS131_5,0.8351562
10,H1114TS188_5,0.84542257
11,H1114TS091_2,0.91148883
12,H1114TS131_4,0.8351562
13,H1114TS180_1,0.92060393
14,H1114TS446_5,0.7961529
15,H1114TS423_2,0.8203691
16,H1114TS338_4,0.80378085
17,H1114TS390_1,0.84640545
18,H1114TS046_1,0.8435859
19,H1114TS320_1,0.8464055
20,H1114TS288_3,0.84211856
21,H1114TS086_2,0.83461374
22,H1114TS461_4,0.78333
23,H1114TS348_5,0.8363819
24,H1114TS348_1,0.8502043
25,H1114TS180_5,0.8477974
26,H1114TS385_4,0.8236482
27,H1114TS071_4,0.820485
28,H1114TS187_4,0.8199715
29,H1114TS086_5,0.8432607
30,H1114TS352_3,0.80378085
31,H1114TS278_1,0.84029156
32,H1114TS131_2,0.8351562
33,H1114TS288_2,0.85902333
34,H1114TS298_1,0.8393149
35,H1114TS333_2,0.91912264
36,H1114TS119_4,0.87865275
37,H1114TS188_1,0.8880329
38,H1114TS460_4,0.80378085
39,H1114TS071_5,0.8271653
40,H1114TS350_3,0.0
41,H1114TS461_1,0.8011459
42,H1114TS125_3,0.83508265
43,H1114TS205_2,0.0
44,H1114TS304_3,0.8435859
45,H1114TS119_1,0.8782059
46,H1114TS390_5,0.8393575
47,H1114TS234_4,0.45875338
48,H1114TS169_3,0.8666217
49,H1114TS494_5,0.6253067
50,H1114TS320_5,0.84278244
51,H1114TS150_5,0.8006414
52,H1114TS125_4,0.83508265
53,H1114TS338_2,0.80378085
54,H1114TS367_5,0.83461374
55,H1114TS205_3,0.0
56,H1114TS456_5,0.8464055
57,H1114TS360_5,0.8393149
58,H1114TS441_2,0.7987362
59,H1114TS325_3,0.8464055
60,H1114TS185_3,0.9585697
61,H1114TS433_1,0.79736274
62,H1114TS091_5,0.85419697
63,H1114TS054_1,0.83508265
64,H1114TS460_2,0.80378085
65,H1114TS187_1,0.81550527
66,H1114TS304_5,0.8647597
67,H1114TS352_1,0.80378085
68,H1114TS188_4,0.87204915
69,H1114TS304_4,0.8647597
70,H1114TS003_1,0.025084816
71,H1114TS035_3,0.8435859
72,H1114TS180_2,0.89213026
73,H1114TS494_3,0.6843284
74,H1114TS325_1,0.8464055
75,H1114TS390_2,0.8447214
76,H1114TS185_4,0.9585697
77,H1114TS046_3,0.8435859
78,H1114TS347_5,0.8464055
79,H1114TS150_2,0.83749765
80,H1114TS446_2,0.80061907
81,H1114TS278_2,0.74671835
82,H1114TS234_3,0.45875338
83,H1114TS158_1,0.8378141
84,H1114TS368_2,0.91912264
85,H1114TS234_5,0.45875338
86,H1114TS245_2,0.86207205
87,H1114TS205_4,0.0
88,H1114TS158_4,0.83461374
89,H1114TS367_3,0.7689718
90,H1114TS035_4,0.8435859
91,H1114TS368_4,0.90073746
92,H1114TS433_5,0.79856616
93,H1114TS444_5,0.84550184
94,H1114TS180_3,0.88263017
95,H1114TS494_1,0.685274
96,H1114TS461_5,0.7961529
97,H1114TS278_3,0.82844603
98,H1114TS374_1,0.87370765
99,H1114TS360_3,0.8393149
100,H1114TS234_1,0.45875338
101,H1114TS347_4,0.8464055
102,H1114TS158_3,0.8434523
103,H1114TS462_5,0.8477974
104,H1114TS374_2,0.87370765
105,H1114TS054_3,0.83508265
106,H1114TS091_4,0.89040244
107,H1114TS086_4,0.8378141
108,H1114TS333_5,0.9202717
109,H1114TS423_5,0.83931434
110,H1114TS494_2,0.6867121
111,H1114TS460_5,0.80378085
112,H1114TS288_4,0.85992277
113,H1114TS054_5,0.8839611
114,H1114TS367_1,0.024961267
115,H1114TS257_1,0.84221023
116,H1114TS298_5,0.8393149
117,H1114TS347_1,0.84640545
118,H1114TS003_3,0.74775714
119,H1114TS035_1,0.8435859
120,H1114TS239_2,0.8274505
121,H1114TS433_3,0.79149115
122,H1114TS320_2,0.8375654
123,H1114TS169_2,0.84542257
124,H1114TS367_2,0.025090886
125,H1114TS338_1,0.80378085
126,H1114TS352_2,0.80378085
127,H1114TS298_4,0.8393149
128,H1114TS131_1,0.8351562
129,H1114TS399_2,0.8016015
130,H1114TS234_2,0.45875338
131,H1114TS385_2,0.86207205
132,H1114TS071_3,0.814577
133,H1114TS245_4,0.8236482
134,H1114TS098_2,0.8666217
135,H1114TS248_3,0.8435859
136,H1114TS338_3,0.80378085
137,H1114TS239_3,0.82143456
138,H1114TS439_1,0.94502807
139,H1114TS360_2,0.8393149
140,H1114TS374_4,0.87370765
141,H1114TS456_4,0.8464055
142,H1114TS125_1,0.83508265
143,H1114TS187_2,0.8098149
144,H1114TS441_4,0.79476297
145,H1114TS444_2,0.8764241
146,H1114TS360_1,0.8393149
147,H1114TS125_5,0.8839611
148,H1114TS119_2,0.87865275
149,H1114TS229_1,0.9285677
150,H1114TS091_1,0.90567136
151,H1114TS399_1,0.83508265
152,H1114TS462_1,0.8917604
153,H1114TS462_3,0.88263017
154,H1114TS091_3,0.78738564
155,H1114TS385_3,0.8429755
156,H1114TS350_1,0.0
157,H1114TS169_1,0.8880329
158,H1114TS368_3,0.9252653
159,H1114TS035_2,0.8435859
160,H1114TS320_4,0.8427682
161,H1114TS180_4,0.8758413
162,H1114TS158_2,0.83712476
163,H1114TS368_1,0.0
164,H1114TS333_1,0.0
165,H1114TS433_2,0.7987362
166,H1114TS399_4,0.83508265
167,H1114TS456_2,0.8464055
168,H1114TS185_5,0.9585697
169,H1114TS185_2,0.9585697
170,H1114TS003_4,0.8434523
171,H1114TS461_3,0.7998515
172,H1114TS352_4,0.80378085
173,H1114TS444_1,0.8463288
174,H1114TS046_4,0.8435859
175,H1114TS423_1,0.8265382
176,H1114TS399_5,0.8839611
177,H1114TS304_2,0.8647597
178,H1114TS298_3,0.8393149
179,H1114TS215_1,0.7960164
180,H1114TS374_3,0.87370765
181,H1114TS348_2,0.856083
182,H1114TS367_4,0.8434523
183,H1114TS185_1,0.9585697
184,H1114TS046_2,0.8435859
185,H1114TS054_2,0.8016015
186,H1114TS446_1,0.8011459
187,H1114TS439_3,0.93229085
188,H1114TS423_4,0.8269676
189,H1114TS439_2,0.9387268
190,H1114TS086_3,0.83712476
191,H1114TS150_3,0.8378009
192,H1114TS119_3,0.87865275
193,H1114TS098_1,0.8666139
194,H1114TS441_1,0.79736274
195,H1114TS098_3,0.8666217
196,H1114TS187_3,0.8270596
197,H1114TS188_2,0.8666217
198,H1114TS054_4,0.83508265
199,H1114TS399_3,0.83508265
200,H1114TS304_1,0.8435859
201,H1114TS333_4,0.90073746
202,H1114TS131_3,0.8351562
203,H1114TS248_1,0.8435859
204,H1114TS385_5,0.85412604
205,H1114TS462_2,0.89213026
206,H1114TS325_2,0.8464055
207,H1114TS098_4,0.8666217
208,H1114TS278_5,0.82214934
209,H1114TS446_4,0.78333
210,H1114TS187_5,0.82153296
211,H1114TS205_1,0.0
212,H1114TS245_3,0.8429755
213,H1114TS390_4,0.8375654
214,H1114TS446_3,0.7998515
215,H1114TS325_5,0.8464055
216,H1114TS288_5,0.86277807
217,H1114TS248_5,0.8647597
218,H1114TS119_5,0.87865275
219,H1114TS165_1,0.059898097
220,H1114TS003_5,0.83461374
221,H1114TS147_1,0.8617493
222,H1114TS035_5,0.8435859
223,H1114TS441_5,0.79856616
224,H1114TS348_4,0.83834594
225,H1114TS333_3,0.9252653
226,H1114TS125_2,0.8016015
227,H1114TS086_1,0.8434523
228,H1114TS150_1,0.80378085
229,H1114TS456_3,0.8464055
230,H1114TS298_2,0.8393149
231,H1114TS439_4,0.93422145
232,H1114TS037_1,0.825373
233,H1114TS444_4,0.8463288
234,H1114TS158_5,0.8432607
235,H1114TS188_3,0.90169656
236,H1114TS205_5,0.0
237,H1114TS385_1,0.8284615
238,H1114TS239_4,0.8158219
239,H1114TS248_2,0.8647597
240,H1114TS169_5,0.8666217
241,H1114TS444_3,0.8764241
242,H1114TS098_5,0.84542257
243,H1114TS423_3,0.8207596
244,H1114TS132_1,0.0
245,H1114TS225_1,0.8482399
246,H1114TS348_3,0.8381225
247,H1114TS288_1,0.8612693
248,H1114TS494_4,0.68448704
249,H1114TS338_5,0.80378085
250,H1114TS199_1,0.84640545
251,H1114TS462_4,0.8758413
252,H1114TS325_4,0.8464055
253,H1114TS460_3,0.80378085
254,H1114TS456_1,0.8464055
255,H1114TS248_4,0.8647597
256,H1114TS245_5,0.85412604
257,H1114TS350_2,0.0
258,H1114TS368_5,0.9202717
259,H1114TS046_5,0.8435859
260,H1114TS460_1,0.80378085
261,H1114TS092_1,0.8298192
262,H1114TS352_5,0.80378085
263,H1114TS374_5,0.87109804
264,H1114TS150_4,0.80396706
265,H1114TS461_2,0.80061907
266,H1114TS239_5,0.81018525
267,H1114TS320_3,0.8393575
268,H1114TS347_3,0.8464055
269,H1114TS003_2,0.025137594
270,H1114TS347_2,0.8464055
271,H1114TS245_1,0.8284615
272,H1114TS439_5,0.9443619
273,H1114TS441_3,0.79149115
274,H1114TS239_1,0.9285677
