,model,plddt
0,H1137TS035_2,0.6430444
1,H1137TS278_5,0.7503868
2,H1137TS360_4,0.61567956
3,H1137TS288_3,0.7683309
4,H1137TS462_4,0.7772688
5,H1137TS374_1,0.85621744
6,H1137TS119_1,0.7222396
7,H1137TS439_1,0.78314954
8,H1137TS298_5,0.65771157
9,H1137TS185_5,0.68885005
10,H1137TS071_2,0.5634992
11,H1137TS188_2,0.57728994
12,H1137TS288_2,0.7683309
13,H1137TS071_5,0.61386126
14,H1137TS434_1,0.57477814
15,H1137TS225_3,0.5407093
16,H1137TS234_5,0.25585532
17,H1137TS248_4,0.6430444
18,H1137TS147_2,0.55635244
19,H1137TS245_1,0.5649496
20,H1137TS169_4,0.64793
21,H1137TS494_2,0.65665185
22,H1137TS125_5,0.7028704
23,H1137TS225_2,0.5625594
24,H1137TS037_2,0.45859042
25,H1137TS165_5,0.5411366
26,H1137TS119_2,0.7189203
27,H1137TS147_4,0.5807697
28,H1137TS054_4,0.6896256
29,H1137TS187_1,0.699021
30,H1137TS150_1,0.5603521
31,H1137TS098_3,0.8081585
32,H1137TS165_2,0.48466784
33,H1137TS169_3,0.5603521
34,H1137TS188_5,0.5603521
35,H1137TS003_2,0.024878442
36,H1137TS003_5,0.024982797
37,H1137TS257_2,0.7777614
38,H1137TS073_1,0.7683309
39,H1137TS288_4,0.7683309
40,H1137TS257_3,0.7777614
41,H1137TS234_2,0.25585532
42,H1137TS158_5,0.024608688
43,H1137TS225_5,0.56241125
44,H1137TS125_3,0.6924395
45,H1137TS054_1,0.67919475
46,H1137TS439_4,0.80509347
47,H1137TS248_2,0.6430444
48,H1137TS071_1,0.61884344
49,H1137TS477_2,0.44172615
50,H1137TS086_1,0.025043229
51,H1137TS390_4,0.46285966
52,H1137TS298_4,0.61567956
53,H1137TS185_3,0.7314317
54,H1137TS278_1,0.7732048
55,H1137TS180_5,0.72775
56,H1137TS439_2,0.7837015
57,H1137TS225_1,0.57477814
58,H1137TS165_1,0.5401778
59,H1137TS150_3,0.5012566
60,H1137TS439_5,0.8021426
