,model,plddt
0,H1134TS225_2,0.8575339
1,H1134TS320_3,0.84401137
2,H1134TS158_1,0.8552553
3,H1134TS187_2,0.8375939
4,H1134TS227_3,0.84534526
5,H1134TS150_1,0.8545466
6,H1134TS147_3,0.84357274
7,H1134TS368_5,0.888105
8,H1134TS187_3,0.83132946
9,H1134TS119_3,0.8549592
10,H1134TS390_1,0.85408473
11,H1134TS439_1,0.8537377
12,H1134TS239_5,0.8523904
13,H1134TS037_1,0.91916686
14,H1134TS133_4,0.8408882
15,H1134TS147_4,0.0
16,H1134TS147_2,0.0
17,H1134TS291_5,0.0
18,H1134TS333_1,0.0
19,H1134TS150_5,0.84017164
20,H1134TS035_5,0.8379858
21,H1134TS133_2,0.8482757
22,H1134TS367_4,0.84196097
23,H1134TS131_3,0.8549592
24,H1134TS158_5,0.8519539
25,H1134TS150_3,0.84401137
26,H1134TS098_5,0.79611033
27,H1134TS067_1,0.8760405
28,H1134TS011_2,0.84343976
29,H1134TS348_5,0.83759534
30,H1134TS312_4,0.0
31,H1134TS131_1,0.8603083
32,H1134TS131_5,0.82078916
33,H1134TS215_1,0.83512473
34,H1134TS493_2,0.8407188
35,H1134TS003_5,0.8483302
36,H1134TS298_2,0.8475302
37,H1134TS423_3,0.83132946
38,H1134TS188_4,0.8436398
39,H1134TS215_5,0.8135391
40,H1134TS205_2,0.84651804
41,H1134TS477_1,0.85271674
42,H1134TS239_4,0.8480652
43,H1134TS147_5,0.0
44,H1134TS462_3,0.86531067
45,H1134TS304_4,0.84938896
46,H1134TS073_2,0.8540924
47,H1134TS374_5,0.8643498
48,H1134TS187_1,0.8350296
49,H1134TS278_5,0.8511689
50,H1134TS446_3,0.84768695
51,H1134TS494_4,0.63915247
52,H1134TS446_4,0.8419083
53,H1134TS374_1,0.91828346
54,H1134TS098_1,0.8591978
55,H1134TS071_2,0.8507607
56,H1134TS158_3,0.85445964
57,H1134TS229_3,0.86062276
58,H1134TS291_3,0.0
59,H1134TS423_4,0.8510823
60,H1134TS348_4,0.8407188
61,H1134TS423_2,0.8375939
62,H1134TS131_4,0.8373256
63,H1134TS003_1,0.8552553
64,H1134TS205_3,0.83514535
65,H1134TS434_5,0.84359795
66,H1134TS205_1,0.0
67,H1134TS119_5,0.82906413
68,H1134TS215_3,0.8202525
69,H1134TS390_3,0.84357274
70,H1134TS234_5,0.4322729
71,H1134TS433_1,0.8494192
72,H1134TS368_3,0.8751915
73,H1134TS461_5,0.8121028
74,H1134TS098_4,0.84692526
75,H1134TS248_3,0.84938896
76,H1134TS188_5,0.8313466
77,H1134TS234_3,0.4322729
78,H1134TS433_5,0.8474683
79,H1134TS439_3,0.8523904
80,H1134TS188_2,0.8512182
81,H1134TS054_1,0.84399724
82,H1134TS188_3,0.8228063
83,H1134TS278_3,0.8474357
84,H1134TS133_5,0.8354501
85,H1134TS180_4,0.86405617
86,H1134TS225_1,0.8774753
87,H1134TS399_3,0.83750236
88,H1134TS035_4,0.84862006
89,H1134TS091_5,0.91146016
90,H1134TS333_4,0.8953702
91,H1134TS234_2,0.4322729
92,H1134TS446_5,0.8121028
93,H1134TS125_3,0.83750236
94,H1134TS439_4,0.8487633
95,H1134TS374_4,0.9293912
96,H1134TS390_5,0.8397146
97,H1134TS229_1,0.859858
98,H1134TS399_5,0.83750236
99,H1134TS125_2,0.88996094
100,H1134TS447_4,0.20694236
101,H1134TS304_2,0.84938896
102,H1134TS165_5,0.83482194
103,H1134TS368_2,0.8715764
104,H1134TS461_4,0.8419083
105,H1134TS367_2,0.85001534
106,H1134TS399_1,0.84399724
107,H1134TS098_2,0.8489329
108,H1134TS165_1,0.83482194
109,H1134TS187_5,0.84217936
110,H1134TS227_2,0.8482757
111,H1134TS205_4,0.85242397
112,H1134TS185_2,0.9460943
113,H1134TS304_3,0.84938896
114,H1134TS360_2,0.84004676
115,H1134TS462_5,0.8584654
116,H1134TS248_4,0.84938896
117,H1134TS399_4,0.8895478
118,H1134TS071_5,0.84475803
119,H1134TS291_2,0.0
120,H1134TS350_3,0.0
121,H1134TS350_1,0.0
122,H1134TS398_2,0.84357274
123,H1134TS245_2,0.86753845
124,H1134TS298_4,0.8460672
125,H1134TS298_5,0.8397398
126,H1134TS229_4,0.86514384
127,H1134TS350_5,0.0
128,H1134TS494_5,0.6671438
129,H1134TS385_4,0.8985503
130,H1134TS444_2,0.8930573
131,H1134TS234_1,0.4322729
132,H1134TS348_2,0.84627604
133,H1134TS461_1,0.8563334
134,H1134TS298_1,0.84784275
135,H1134TS291_1,0.0
136,H1134TS169_2,0.8204319
137,H1134TS367_3,0.8445009
138,H1134TS180_2,0.8691816
139,H1134TS333_5,0.888105
140,H1134TS011_4,0.84921545
141,H1134TS390_2,0.84029096
142,H1134TS360_5,0.81433403
143,H1134TS441_3,0.8461733
144,H1134TS446_2,0.8495199
145,H1134TS312_5,0.0
146,H1134TS462_1,0.8789361
147,H1134TS248_5,0.84938896
148,H1134TS385_2,0.89971787
149,H1134TS374_3,0.92949414
150,H1134TS314_4,0.8404591
151,H1134TS188_1,0.8495586
152,H1134TS462_4,0.86052614
153,H1134TS257_1,0.9236358
154,H1134TS229_5,0.8507704
155,H1134TS348_3,0.8404591
156,H1134TS169_1,0.81145066
157,H1134TS003_3,0.85335267
158,H1134TS133_3,0.84534526
159,H1134TS086_5,0.8519539
160,H1134TS385_1,0.86753845
161,H1134TS360_4,0.8393618
162,H1134TS298_3,0.8403239
163,H1134TS314_5,0.84057826
164,H1134TS227_4,0.8408882
165,H1134TS092_1,0.8525118
166,H1134TS367_5,0.83791476
167,H1134TS278_2,0.85480994
168,H1134TS441_2,0.8439925
169,H1134TS158_2,0.85335267
170,H1134TS119_2,0.86841804
171,H1134TS239_2,0.85360926
172,H1134TS239_1,0.859858
173,H1134TS439_2,0.8453042
174,H1134TS185_1,0.9467018
175,H1134TS035_1,0.84938896
176,H1134TS225_3,0.8848976
177,H1134TS447_2,0.20457108
178,H1134TS245_3,0.8640457
179,H1134TS320_1,0.8545466
180,H1134TS360_1,0.8270694
181,H1134TS165_3,0.8316873
182,H1134TS091_2,0.8506615
183,H1134TS444_3,0.85408473
184,H1134TS350_2,0.0
185,H1134TS180_3,0.8673965
186,H1134TS291_4,0.0
187,H1134TS073_4,0.8067248
188,H1134TS054_2,0.88996094
189,H1134TS493_1,0.8545466
190,H1134TS494_2,0.6474043
191,H1134TS444_1,0.84029096
192,H1134TS125_4,0.8895478
193,H1134TS434_2,0.84343976
194,H1134TS360_3,0.8224836
195,H1134TS433_4,0.8447989
196,H1134TS368_1,0.0
197,H1134TS125_1,0.84399724
198,H1134TS385_3,0.8640457
199,H1134TS314_1,0.8407188
200,H1134TS441_4,0.8447989
201,H1134TS398_5,0.84357274
202,H1134TS350_4,0.0
203,H1134TS399_2,0.88996094
204,H1134TS133_1,0.84674793
205,H1134TS169_5,0.8228063
206,H1134TS312_2,0.0
207,H1134TS446_1,0.8563334
208,H1134TS423_1,0.8350296
209,H1134TS439_5,0.8453186
210,H1134TS187_4,0.8510823
211,H1134TS098_3,0.8479197
212,H1134TS011_3,0.8535624
213,H1134TS248_2,0.84938896
214,H1134TS185_3,0.9460555
215,H1134TS257_3,0.92036337
216,H1134TS348_1,0.84057826
217,H1134TS434_4,0.84921545
218,H1134TS234_4,0.4322729
219,H1134TS169_3,0.80673426
220,H1134TS091_3,0.8687026
221,H1134TS461_3,0.84768695
222,H1134TS185_4,0.9307691
223,H1134TS073_3,0.8067248
224,H1134TS245_5,0.8862668
225,H1134TS003_2,0.85409534
226,H1134TS312_1,0.0
227,H1134TS385_5,0.8862668
228,H1134TS257_4,0.93105805
229,H1134TS447_5,0.20659173
230,H1134TS205_5,0.0
231,H1134TS461_2,0.8495199
232,H1134TS434_3,0.8535624
233,H1134TS073_1,0.8189646
234,H1134TS037_3,0.8713326
235,H1134TS067_2,0.8511234
236,H1134TS304_5,0.84938896
237,H1134TS180_5,0.852677
238,H1134TS180_1,0.8709565
239,H1134TS215_4,0.8181443
240,H1134TS035_2,0.8491015
241,H1134TS245_1,0.89971787
242,H1134TS314_3,0.84627604
243,H1134TS185_5,0.905889
244,H1134TS278_1,0.85755676
245,H1134TS493_4,0.84045917
246,H1134TS169_4,0.8306523
247,H1134TS441_1,0.8494192
248,H1134TS091_4,0.78314286
249,H1134TS245_4,0.8985503
250,H1134TS011_1,0.8511072
251,H1134TS320_2,0.8407188
252,H1134TS239_3,0.83512115
253,H1134TS423_5,0.84217936
254,H1134TS304_1,0.84938896
255,H1134TS165_4,0.83482194
256,H1134TS257_2,0.9253402
257,H1134TS037_5,0.8454648
258,H1134TS229_2,0.8179653
259,H1134TS494_3,0.6388604
260,H1134TS447_1,0.2050803
261,H1134TS037_2,0.8891044
262,H1134TS119_1,0.8603083
263,H1134TS165_2,0.8316873
264,H1134TS433_3,0.8461733
265,H1134TS433_2,0.8439925
266,H1134TS215_2,0.8345634
267,H1134TS003_4,0.8548429
268,H1134TS312_3,0.0
269,H1134TS037_4,0.85904676
270,H1134TS086_3,0.85159725
271,H1134TS131_2,0.86841804
272,H1134TS227_5,0.8354501
273,H1134TS158_4,0.85001534
274,H1134TS434_1,0.8511072
275,H1134TS054_3,0.83750236
276,H1134TS257_5,0.92264223
277,H1134TS147_1,0.84627604
278,H1134TS333_2,0.8715764
279,H1134TS493_5,0.796702
280,H1134TS035_3,0.84952193
281,H1134TS071_3,0.8503516
282,H1134TS320_4,0.84876704
283,H1134TS086_2,0.8552553
284,H1134TS444_5,0.8930573
285,H1134TS444_4,0.84029096
286,H1134TS447_3,0.20325506
287,H1134TS225_5,0.87736315
288,H1134TS227_1,0.84674793
289,H1134TS398_3,0.84029096
290,H1134TS398_1,0.84357274
291,H1134TS248_1,0.84938896
292,H1134TS494_1,0.6836422
293,H1134TS086_1,0.85335267
294,H1134TS054_5,0.83750236
295,H1134TS367_1,0.8371768
296,H1134TS071_1,0.84513664
297,H1134TS086_4,0.85445964
298,H1134TS125_5,0.83750236
299,H1134TS333_3,0.8751915
300,H1134TS054_4,0.8895478
301,H1134TS071_4,0.8499653
302,H1134TS073_5,0.79323256
303,H1134TS150_2,0.8407188
304,H1134TS462_2,0.87479925
305,H1134TS314_2,0.84401137
306,H1134TS441_5,0.8474683
307,H1134TS011_5,0.84359795
308,H1134TS150_4,0.84876704
309,H1134TS368_4,0.8953702
310,H1134TS398_4,0.84357274
311,H1134TS493_3,0.8440114
312,H1134TS278_4,0.84331363
313,H1134TS374_2,0.91638994
314,H1134TS320_5,0.84017164
315,H1134TS390_4,0.848302
316,H1134TS119_4,0.8373256
317,H1134TS091_1,0.84860384
318,H1134TS225_4,0.8562197
