,model,plddt
0,T1173TS227_3o,0.74457407
1,T1173TS131_2o,0.49170032
2,T1173TS086_3o,0.64131486
3,T1173TS125_2o,0.60954916
4,T1173TS278_3o,0.6913531
5,T1173TS239_2o,0.9652473
6,T1173TS227_5o,0.65255314
7,T1173TS398_1o,0.5432108
8,T1173TS374_3o,0.6396853
9,T1173TS444_2o,0.681346
10,T1173TS398_5o,0.5432108
11,T1173TS444_4o,0.681346
12,T1173TS011_2o,0.63250625
13,T1173TS360_3o,0.66064954
14,T1173TS462_3o,0.7938728
15,T1173TS446_2o,0.65242326
16,T1173TS434_1o,0.86864805
17,T1173TS446_5o,0.53179723
18,T1173TS071_5o,0.61156505
19,T1173TS158_3o,0.58662844
20,T1173TS385_1o,0.69160146
21,T1173TS133_1o,0.72261614
22,T1173TS169_4o,0.5822304
23,T1173TS350_3o,0.0
24,T1173TS374_5o,0.5916118
25,T1173TS003_4o,0.7037923
26,T1173TS239_1o,0.96884197
27,T1173TS187_5o,0.51432633
28,T1173TS234_3o,0.48899657
29,T1173TS187_4o,0.57077974
30,T1173TS125_1o,0.72054195
31,T1173TS348_1o,0.73677355
32,T1173TS086_4o,0.58662844
33,T1173TS493_1o,0.54686993
34,T1173TS398_4o,0.5432108
35,T1173TS054_4o,0.58786094
36,T1173TS447_2o,0.2241412
37,T1173TS131_5o,0.46347484
38,T1173TS086_5o,0.7037923
39,T1173TS071_1o,0.7344778
40,T1173TS350_2o,0.0
41,T1173TS314_5o,0.5686948
42,T1173TS165_1o,0.5380975
43,T1173TS003_2o,0.9415728
44,T1173TS374_2o,0.75778925
45,T1173TS227_4o,0.6524066
46,T1173TS227_1o,0.72261614
47,T1173TS119_1o,0.69643205
48,T1173TS314_4o,0.5096103
49,T1173TS367_2o,0.9338742
50,T1173TS071_2o,0.698266
51,T1173TS399_3o,0.615014
52,T1173TS367_5o,0.64131486
53,T1173TS399_5o,0.6505772
54,T1173TS494_3o,0.68307334
55,T1173TS494_4o,0.65184313
56,T1173TS312_1o,0.0
57,T1173TS086_1o,0.93736416
58,T1173TS119_2o,0.54686993
59,T1173TS493_5o,0.49957076
60,T1173TS447_3o,0.21810786
61,T1173TS229_2o,0.9652473
62,T1173TS493_3o,0.5686948
63,T1173TS147_4o,0.0
64,T1173TS446_1o,0.69248337
65,T1173TS423_5o,0.52804184
66,T1173TS098_2o,0.6827998
67,T1173TS367_4o,0.6923204
68,T1173TS288_2o,0.6219928
69,T1173TS314_2o,0.0
70,T1173TS374_4o,0.7206003
71,T1173TS447_5o,0.22300246
72,T1173TS248_5o,0.7067051
73,T1173TS165_5o,0.61844313
74,T1173TS119_3o,0.53179723
75,T1173TS433_1o,0.82203597
76,T1173TS494_5o,0.61780095
77,T1173TS035_2o,0.7426079
78,T1173TS133_2o,0.66751146
79,T1173TS073_1o,0.6243381
80,T1173TS180_3o,0.7938728
81,T1173TS180_1o,0.84735984
82,T1173TS390_4o,0.46914375
83,T1173TS234_1o,0.48899657
84,T1173TS399_1o,0.72054195
85,T1173TS312_3o,0.0
86,T1173TS074_2o,0.6219928
87,T1173TS360_5o,0.67006814
88,T1173TS180_2o,0.82014084
89,T1173TS074_1o,0.6243381
90,T1173TS147_1o,0.0
91,T1173TS398_2o,0.5432108
92,T1173TS348_5o,0.7025485
93,T1173TS434_2o,0.63250625
94,T1173TS494_1o,0.6883884
95,T1173TS433_3o,0.77379394
96,T1173TS234_4o,0.48899657
97,T1173TS054_2o,0.60954916
98,T1173TS248_3o,0.74390894
99,T1173TS150_2o,0.5726235
100,T1173TS298_5o,0.6338439
101,T1173TS288_4o,0.5333754
102,T1173TS439_4o,0.9709379
103,T1173TS098_3o,0.6543376
104,T1173TS150_3o,0.52675885
105,T1173TS320_2o,0.63690454
106,T1173TS348_4o,0.5686948
107,T1173TS037_2o,0.9164716
108,T1173TS439_5o,0.96924865
109,T1173TS390_2o,0.50916505
110,T1173TS433_2o,0.7927794
111,T1173TS441_1o,0.82203597
112,T1173TS350_5o,0.0
113,T1173TS073_3o,0.6747618
114,T1173TS288_3o,0.6747618
115,T1173TS180_4o,0.7077768
116,T1173TS399_2o,0.60954916
117,T1173TS003_5o,0.64131486
118,T1173TS461_1o,0.69248337
119,T1173TS185_5o,0.79110867
120,T1173TS444_5o,0.69050854
121,T1173TS462_4o,0.7077768
122,T1173TS169_5o,0.5881057
123,T1173TS461_2o,0.65242326
124,T1173TS091_2o,0.6552828
125,T1173TS133_3o,0.74457407
126,T1173TS037_3o,0.89245343
127,T1173TS187_1o,0.7867601
128,T1173TS147_2o,0.0
129,T1173TS312_4o,0.0
130,T1173TS037_1o,0.96420026
131,T1173TS374_1o,0.7213124
132,T1173TS312_2o,0.0
133,T1173TS158_5o,0.6814562
134,T1173TS054_3o,0.615014
135,T1173TS360_2o,0.55885375
136,T1173TS314_1o,0.54686993
137,T1173TS035_1o,0.9347963
138,T1173TS119_4o,0.6679067
139,T1173TS125_5o,0.6505772
