,model,plddt
0,H1141TS350_3,0.0
1,H1141TS462_5,0.8801893
2,H1141TS147_2,0.20606704
3,H1141TS461_3,0.8499465
4,H1141TS434_2,0.8902639
5,H1141TS493_1,0.91880435
6,H1141TS011_2,0.8902639
7,H1141TS360_2,0.8805875
8,H1141TS003_3,0.91410553
9,H1141TS350_2,0.0
10,H1141TS180_2,0.94061476
11,H1141TS131_2,0.8549275
12,H1141TS439_2,0.8925439
13,H1141TS374_4,0.91892254
14,H1141TS150_5,0.8783398
15,H1141TS125_5,0.8405808
16,H1141TS003_2,0.91129684
17,H1141TS367_2,0.9228249
18,H1141TS374_1,0.93806714
19,H1141TS444_4,0.91834104
20,H1141TS446_2,0.8738885
21,H1141TS494_4,0.6568847
22,H1141TS188_2,0.91193086
23,H1141TS169_1,0.8624211
24,H1141TS348_2,0.8702687
25,H1141TS350_1,0.0
26,H1141TS397_5,0.33080232
27,H1141TS185_3,0.9461543
28,H1141TS439_4,0.8902345
29,H1141TS312_2,0.0
30,H1141TS439_1,0.9335708
31,H1141TS399_1,0.85781014
32,H1141TS158_1,0.929083
33,H1141TS003_4,0.9244287
34,H1141TS165_1,0.27652052
35,H1141TS477_1,0.91679764
36,H1141TS312_4,0.0
37,H1141TS278_3,0.8849263
38,H1141TS493_4,0.91880435
39,H1141TS439_5,0.8695017
40,H1141TS441_5,0.8796997
41,H1141TS298_4,0.9040674
42,H1141TS086_1,0.929083
43,H1141TS188_1,0.9130777
44,H1141TS397_3,0.3354828
45,H1141TS433_3,0.88033265
46,H1141TS188_3,0.89259046
47,H1141TS133_3,0.8960702
48,H1141TS367_5,0.9183544
49,H1141TS097_4,0.91021293
50,H1141TS494_5,0.6749384
51,H1141TS227_2,0.91015095
52,H1141TS368_2,0.7601936
53,H1141TS314_4,0.0
54,H1141TS446_1,0.8857448
55,H1141TS390_1,0.91834104
56,H1141TS248_4,0.8529275
57,H1141TS390_2,0.9053844
58,H1141TS035_4,0.8529275
59,H1141TS165_3,0.2955494
60,H1141TS227_1,0.91862804
61,H1141TS461_5,0.8592254
62,H1141TS397_1,0.3354828
63,H1141TS086_3,0.91410553
64,H1141TS234_5,0.575289
65,H1141TS288_1,0.93153036
66,H1141TS288_5,0.87279654
67,H1141TS011_5,0.8817696
68,H1141TS348_4,0.8808645
69,H1141TS298_3,0.91304857
70,H1141TS493_2,0.91880435
71,H1141TS398_2,0.89357513
72,H1141TS447_4,0.20646906
73,H1141TS446_3,0.8499465
74,H1141TS447_3,0.20575406
75,H1141TS071_5,0.8579881
76,H1141TS348_3,0.854547
77,H1141TS169_2,0.87400264
78,H1141TS312_1,0.0
79,H1141TS073_5,0.87279654
80,H1141TS320_3,0.8940066
81,H1141TS037_3,0.9223813
82,H1141TS434_1,0.888709
83,H1141TS037_2,0.9285387
84,H1141TS091_3,0.7570683
85,H1141TS288_3,0.83645487
86,H1141TS441_2,0.88662946
87,H1141TS234_4,0.575289
88,H1141TS180_5,0.8945983
89,H1141TS073_4,0.8318194
90,H1141TS333_3,0.79241043
91,H1141TS278_5,0.88773286
92,H1141TS348_5,0.874181
93,H1141TS374_5,0.9118038
94,H1141TS215_3,0.89673406
95,H1141TS278_2,0.88922745
96,H1141TS434_4,0.8873876
97,H1141TS215_5,0.8700561
98,H1141TS169_4,0.91193086
99,H1141TS350_5,0.0
100,H1141TS119_1,0.85467315
101,H1141TS147_4,0.20606704
102,H1141TS180_1,0.94318616
103,H1141TS462_3,0.90214866
104,H1141TS011_1,0.888709
105,H1141TS315_1,0.9482214
106,H1141TS071_2,0.86210454
107,H1141TS073_2,0.8847184
108,H1141TS187_2,0.85820836
109,H1141TS385_1,0.93244857
110,H1141TS147_3,0.20606704
111,H1141TS234_3,0.575289
112,H1141TS350_4,0.0
113,H1141TS125_1,0.85781014
114,H1141TS288_2,0.8847184
115,H1141TS225_1,0.92549425
116,H1141TS433_4,0.88033265
117,H1141TS314_2,0.0
118,H1141TS423_3,0.8765601
119,H1141TS092_1,0.94247633
120,H1141TS397_2,0.0
121,H1141TS097_3,0.9123939
122,H1141TS390_4,0.89420235
123,H1141TS169_3,0.8790144
124,H1141TS035_5,0.8529275
125,H1141TS446_5,0.8592254
126,H1141TS433_5,0.8796997
127,H1141TS397_4,0.35650003
128,H1141TS390_5,0.9014914
129,H1141TS225_3,0.91957086
130,H1141TS165_2,0.9091087
131,H1141TS360_5,0.8718699
132,H1141TS215_1,0.90646935
133,H1141TS125_3,0.8536006
134,H1141TS054_4,0.8858549
135,H1141TS234_2,0.575289
136,H1141TS147_5,0.26112485
137,H1141TS433_2,0.88662946
138,H1141TS097_5,0.92078465
139,H1141TS035_1,0.9306887
140,H1141TS398_4,0.9053844
141,H1141TS098_4,0.0014789017
142,H1141TS097_2,0.90951794
143,H1141TS119_3,0.85966855
144,H1141TS399_5,0.8405808
145,H1141TS052_1,0.9482214
146,H1141TS158_2,0.92737776
147,H1141TS071_4,0.8621798
148,H1141TS399_4,0.8858549
149,H1141TS320_4,0.8946511
150,H1141TS248_2,0.9015222
151,H1141TS187_4,0.8765601
152,H1141TS399_2,0.8596038
153,H1141TS188_4,0.8910167
154,H1141TS441_4,0.88033265
155,H1141TS169_5,0.91193086
156,H1141TS073_1,0.93153036
157,H1141TS493_3,0.91880435
158,H1141TS398_3,0.9014914
159,H1141TS298_1,0.92143667
160,H1141TS067_1,0.80086696
161,H1141TS288_4,0.8318194
162,H1141TS205_1,0.8832008
163,H1141TS180_4,0.9070275
