,model,plddt
0,T1132TS187_3o,0.9611896
1,T1132TS360_2o,0.95913416
2,T1132TS071_2o,0.9608122
3,T1132TS234_2o,0.29746765
4,T1132TS493_4o,0.96073335
5,T1132TS461_1o,0.958974
6,T1132TS348_2o,0.9610815
7,T1132TS035_1o,0.9684491
8,T1132TS350_1o,0.0
9,T1132TS350_4o,0.0
10,T1132TS091_3o,0.38735458
11,T1132TS360_4o,0.95792603
12,T1132TS086_4o,0.967717
13,T1132TS367_3o,0.9606938
14,T1132TS071_3o,0.9605615
15,T1132TS461_2o,0.9598608
16,T1132TS003_1o,0.9673869
17,T1132TS399_5o,0.9594925
18,T1132TS248_3o,0.9640768
19,T1132TS399_2o,0.9603417
20,T1132TS248_2o,0.96843183
21,T1132TS180_5o,0.9790847
22,T1132TS125_5o,0.9594925
23,T1132TS314_1o,0.9390596
24,T1132TS169_1o,0.9440147
25,T1132TS314_4o,0.96025103
26,T1132TS298_3o,0.96022964
27,T1132TS035_5o,0.95950973
28,T1132TS185_3o,0.83457947
29,T1132TS180_1o,0.98201317
30,T1132TS374_5o,0.95041674
31,T1132TS447_2o,0.18279608
32,T1132TS444_1o,0.96254903
33,T1132TS494_1o,0.67570084
34,T1132TS239_2o,0.9608212
35,T1132TS158_4o,0.96755165
36,T1132TS493_3o,0.96073335
37,T1132TS367_2o,0.9602867
38,T1132TS494_5o,0.6432555
39,T1132TS320_3o,0.95913416
40,T1132TS165_2o,0.39683545
41,T1132TS119_2o,0.96298295
42,T1132TS185_1o,0.84572744
43,T1132TS150_1o,0.9629736
44,T1132TS446_4o,0.95584494
45,T1132TS091_1o,0.3855258
46,T1132TS374_3o,0.95602554
47,T1132TS054_4o,0.95907044
48,T1132TS169_3o,0.95903426
49,T1132TS131_2o,0.92580616
50,T1132TS071_5o,0.96058226
51,T1132TS446_5o,0.9496999
52,T1132TS035_2o,0.96843183
53,T1132TS390_2o,0.9613382
54,T1132TS239_1o,0.9689325
55,T1132TS188_2o,0.9562871
56,T1132TS446_2o,0.9598608
57,T1132TS399_4o,0.95907044
58,T1132TS185_2o,0.83990985
59,T1132TS360_3o,0.9587488
60,T1132TS205_3o,0.96088576
61,T1132TS320_2o,0.96177644
62,T1132TS125_4o,0.95907044
63,T1132TS390_1o,0.96254414
64,T1132TS098_3o,0.8932902
65,T1132TS054_3o,0.9574202
66,T1132TS205_4o,0.0
67,T1132TS150_4o,0.9601726
68,T1132TS398_4o,0.96254903
69,T1132TS169_5o,0.9616524
70,T1132TS131_1o,0.9263605
71,T1132TS035_3o,0.9640768
72,T1132TS477_1o,0.95891994
73,T1132TS367_1o,0.96079826
74,T1132TS248_5o,0.95950973
75,T1132TS150_2o,0.96170205
76,T1132TS390_5o,0.9597141
77,T1132TS374_1o,0.96142846
78,T1132TS348_5o,0.9547621
