,model,plddt
0,T1176TS461_5o,0.6960343
1,T1176TS385_1o,0.76521444
2,T1176TS374_2o,0.78527635
3,T1176TS205_4o,0.0
4,T1176TS320_4o,0.7588437
5,T1176TS278_3o,0.74579847
6,T1176TS423_1o,0.7185868
7,T1176TS248_2o,0.87650526
8,T1176TS350_3o,0.0
9,T1176TS205_2o,0.0
10,T1176TS248_3o,0.8379206
11,T1176TS125_2o,0.75011104
12,T1176TS390_3o,0.76475734
13,T1176TS188_5o,0.6890002
14,T1176TS165_3o,0.47981882
15,T1176TS003_1o,0.9172787
16,T1176TS054_3o,0.74733496
17,T1176TS360_1o,0.73077255
18,T1176TS147_2o,0.78345627
19,T1176TS494_3o,0.63359976
20,T1176TS374_5o,0.7041612
21,T1176TS165_2o,0.40140533
22,T1176TS071_4o,0.7212439
23,T1176TS150_1o,0.79453176
24,T1176TS131_3o,0.73186356
25,T1176TS158_2o,0.7477034
26,T1176TS086_1o,0.024763752
27,T1176TS398_2o,0.7635471
28,T1176TS150_5o,0.60162944
29,T1176TS374_3o,0.76747626
30,T1176TS169_3o,0.6317432
31,T1176TS239_3o,0.88594216
32,T1176TS091_2o,0.484433
33,T1176TS003_2o,0.9180395
34,T1176TS320_3o,0.72150546
35,T1176TS439_1o,0.88594216
36,T1176TS086_2o,0.7477034
37,T1176TS399_2o,0.75011104
38,T1176TS188_2o,0.64803284
39,T1176TS131_1o,0.6961597
40,T1176TS245_1o,0.76521444
41,T1176TS131_4o,0.71055
42,T1176TS239_2o,0.88067555
43,T1176TS494_5o,0.6559847
44,T1176TS278_1o,0.74028456
45,T1176TS098_4o,0.6317432
46,T1176TS433_5o,0.8482391
47,T1176TS054_4o,0.7087912
48,T1176TS091_4o,0.44012547
49,T1176TS462_4o,0.84497005
50,T1176TS187_5o,0.69457227
51,T1176TS205_1o,0.0
52,T1176TS188_1o,0.7111266
53,T1176TS298_1o,0.7994338
54,T1176TS054_2o,0.75011104
55,T1176TS037_2o,0.7911036
56,T1176TS091_3o,0.349296
57,T1176TS447_4o,0.19913118
58,T1176TS169_2o,0.94223887
59,T1176TS291_3o,0.0
60,T1176TS423_4o,0.69457227
61,T1176TS291_1o,0.0
62,T1176TS298_5o,0.72458583
63,T1176TS158_3o,0.7114778
64,T1176TS461_3o,0.7520344
65,T1176TS360_2o,0.7632994
66,T1176TS003_4o,0.7423759
67,T1176TS367_3o,0.8856264
68,T1176TS444_2o,0.9200094
69,T1176TS350_5o,0.0
70,T1176TS037_4o,0.7852553
71,T1176TS439_3o,0.8927332
72,T1176TS169_1o,0.9355724
73,T1176TS185_2o,0.8449054
74,T1176TS091_1o,0.4636248
75,T1176TS119_5o,0.94005585
76,T1176TS446_3o,0.7520344
77,T1176TS205_5o,0.0
78,T1176TS086_5o,0.02503022
79,T1176TS187_4o,0.74104357
80,T1176TS071_2o,0.7428795
81,T1176TS187_1o,0.7185868
82,T1176TS086_4o,0.74875474
83,T1176TS073_5o,0.9481923
84,T1176TS003_3o,0.8856264
85,T1176TS131_5o,0.72602797
86,T1176TS054_5o,0.7511741
87,T1176TS494_2o,0.6472369
88,T1176TS291_4o,0.0
89,T1176TS169_4o,0.73765516
90,T1176TS234_3o,0.64741534
91,T1176TS288_1o,0.92708653
92,T1176TS360_3o,0.72561306
93,T1176TS239_1o,0.8927332
94,T1176TS320_2o,0.76537424
95,T1176TS188_3o,0.7088351
96,T1176TS037_5o,0.7777967
97,T1176TS291_2o,0.0
98,T1176TS091_5o,0.51491827
99,T1176TS185_4o,0.83167994
100,T1176TS288_4o,0.89752465
101,T1176TS494_4o,0.6368763
102,T1176TS248_1o,0.8379206
103,T1176TS447_1o,0.2023006
104,T1176TS360_5o,0.72150546
105,T1176TS348_5o,0.7584214
106,T1176TS147_5o,0.7101644
107,T1176TS288_5o,0.9481923
108,T1176TS493_3o,0.94005585
109,T1176TS462_1o,0.8616395
110,T1176TS158_5o,0.024535222
111,T1176TS423_5o,0.6198654
112,T1176TS477_3o,0.8822206
113,T1176TS441_4o,0.8570573
114,T1176TS399_5o,0.7511741
115,T1176TS298_4o,0.70164585
116,T1176TS165_4o,0.48153174
117,T1176TS098_3o,0.73275274
118,T1176TS147_4o,0.78346854
119,T1176TS278_2o,0.7503118
120,T1176TS165_1o,0.40140533
121,T1176TS462_3o,0.86004084
122,T1176TS446_2o,0.67825764
123,T1176TS399_3o,0.74733496
124,T1176TS367_5o,0.7477034
125,T1176TS320_1o,0.74703044
126,T1176TS446_1o,0.6860783
127,T1176TS493_4o,0.94005585
128,T1176TS399_4o,0.7087912
129,T1176TS205_3o,0.0
130,T1176TS125_4o,0.7087912
131,T1176TS073_4o,0.89752465
132,T1176TS439_5o,0.765922
133,T1176TS477_1o,0.8822206
134,T1176TS423_3o,0.74104357
135,T1176TS131_2o,0.7284879
