,model,plddt
0,H1144TS225_3,0.8928319
1,H1144TS165_5,0.1561041
2,H1144TS205_5,0.0
3,H1144TS180_4,0.8895847
4,H1144TS350_4,0.0
5,H1144TS003_5,0.85532403
6,H1144TS446_5,0.8397863
7,H1144TS215_2,0.88254833
8,H1144TS433_4,0.87548476
9,H1144TS348_4,0.8405769
10,H1144TS461_3,0.8430017
11,H1144TS205_2,0.0
12,H1144TS441_5,0.87464774
13,H1144TS288_5,0.8453034
14,H1144TS131_2,0.8338378
15,H1144TS187_1,0.8941472
16,H1144TS360_1,0.86429507
17,H1144TS188_1,0.858864
18,H1144TS462_4,0.88873875
19,H1144TS133_1,0.8425677
20,H1144TS398_1,0.8715895
21,H1144TS147_4,0.107331365
22,H1144TS312_3,0.0
23,H1144TS133_5,0.8427668
24,H1144TS278_3,0.84665626
25,H1144TS298_3,0.84003955
26,H1144TS037_2,0.92748934
27,H1144TS091_2,0.7509056
28,H1144TS037_3,0.90570974
29,H1144TS097_1,0.9281229
30,H1144TS360_3,0.84003955
31,H1144TS225_4,0.9102778
32,H1144TS368_1,0.75982404
33,H1144TS248_2,0.83594215
34,H1144TS257_2,0.8761431
35,H1144TS131_1,0.8430765
36,H1144TS493_1,0.87204367
37,H1144TS248_5,0.8808589
38,H1144TS091_3,0.68639064
39,H1144TS257_5,0.85953754
40,H1144TS187_4,0.8559176
41,H1144TS150_2,0.8505433
42,H1144TS434_2,0.85160035
43,H1144TS433_5,0.87464774
44,H1144TS185_4,0.890242
45,H1144TS185_5,0.8664669
46,H1144TS423_3,0.8553622
47,H1144TS399_2,0.8350727
48,H1144TS225_1,0.9191748
49,H1144TS150_3,0.8505433
50,H1144TS035_4,0.85719186
51,H1144TS185_1,0.89673436
52,H1144TS234_5,0.5612786
53,H1144TS368_3,0.79821694
54,H1144TS374_4,0.8951067
55,H1144TS205_3,0.0
56,H1144TS333_1,0.75982404
57,H1144TS367_4,0.8677193
58,H1144TS071_4,0.81542236
59,H1144TS350_2,0.0
60,H1144TS097_3,0.90581757
61,H1144TS397_2,0.32535857
62,H1144TS444_3,0.8488563
63,H1144TS477_1,0.8599886
64,H1144TS288_1,0.8993795
65,H1144TS374_3,0.92754215
66,H1144TS037_5,0.9010665
67,H1144TS086_4,0.86775917
68,H1144TS150_4,0.8505433
69,H1144TS494_3,0.6861009
70,H1144TS169_5,0.8452091
71,H1144TS398_2,0.845824
72,H1144TS298_1,0.86429507
73,H1144TS125_3,0.8420478
74,H1144TS011_5,0.83922434
75,H1144TS397_1,0.32829615
76,H1144TS165_3,0.29361495
