,model,plddt
0,T1153TS098_2o,0.864549
1,T1153TS462_4o,0.933003
2,T1153TS278_4o,0.7841309
3,T1153TS035_2o,0.86828715
4,T1153TS205_3o,0.862394
5,T1153TS367_4o,0.866726
6,T1153TS390_2o,0.86695987
7,T1153TS320_3o,0.86472875
8,T1153TS298_4o,0.8644009
9,T1153TS180_1o,0.940789
10,T1153TS037_4o,0.8914517
11,T1153TS239_5o,0.8721844
12,T1153TS131_2o,0.8516521
13,T1153TS360_3o,0.8564341
14,T1153TS188_5o,0.8618227
15,T1153TS374_1o,0.87323874
16,T1153TS003_1o,0.95911515
17,T1153TS367_2o,0.8649236
18,T1153TS461_5o,0.87048155
19,T1153TS493_4o,0.8343261
20,T1153TS439_1o,0.8775526
21,T1153TS390_1o,0.8654682
22,T1153TS278_3o,0.84729433
23,T1153TS348_2o,0.8587571
24,T1153TS398_3o,0.8693974
25,T1153TS462_5o,0.92971313
26,T1153TS494_2o,0.6773151
27,T1153TS398_2o,0.8737217
28,T1153TS399_4o,0.86084044
29,T1153TS298_3o,0.8697671
30,T1153TS350_5o,0.0
31,T1153TS439_4o,0.87516516
32,T1153TS091_1o,0.48338747
33,T1153TS494_4o,0.59079427
34,T1153TS098_3o,0.85269696
35,T1153TS180_3o,0.943082
36,T1153TS091_2o,0.48950884
37,T1153TS360_4o,0.85195947
38,T1153TS086_5o,0.86602515
39,T1153TS185_5o,0.8083256
40,T1153TS119_5o,0.8024537
41,T1153TS398_5o,0.87995857
42,T1153TS444_4o,0.87995857
43,T1153TS147_2o,0.8343261
44,T1153TS147_5o,0.8343261
45,T1153TS348_4o,0.85439366
46,T1153TS288_5o,0.73321
47,T1153TS086_2o,0.95898986
48,T1153TS312_5o,0.0
49,T1153TS399_2o,0.86726546
50,T1153TS037_5o,0.87001765
51,T1153TS446_3o,0.86546487
52,T1153TS091_5o,0.48522425
53,T1153TS054_3o,0.90102345
54,T1153TS150_3o,0.8342719
55,T1153TS035_5o,0.8549651
56,T1153TS374_2o,0.8662509
57,T1153TS248_4o,0.86828715
58,T1153TS447_1o,0.20500302
59,T1153TS446_2o,0.87188333
60,T1153TS147_4o,0.8457457
61,T1153TS314_2o,0.0
62,T1153TS150_2o,0.8342719
63,T1153TS125_4o,0.86084044
64,T1153TS320_1o,0.8659174
65,T1153TS360_1o,0.8566071
66,T1153TS205_4o,0.80059
67,T1153TS035_4o,0.86828715
68,T1153TS350_2o,0.0
69,T1153TS188_2o,0.864549
70,T1153TS119_4o,0.8739236
71,T1153TS180_5o,0.92971313
72,T1153TS003_2o,0.95898986
73,T1153TS494_1o,0.6739843
74,T1153TS298_1o,0.86101425
75,T1153TS374_5o,0.86758476
76,T1153TS131_5o,0.8024537
77,T1153TS350_3o,0.0
78,T1153TS071_1o,0.8642289
79,T1153TS003_3o,0.948193
80,T1153TS248_5o,0.8549651
81,T1153TS278_2o,0.87580895
82,T1153TS125_1o,0.8926943
83,T1153TS073_2o,0.74109346
84,T1153TS205_1o,0.86797124
85,T1153TS447_2o,0.20396154
86,T1153TS158_2o,0.95898986
87,T1153TS165_5o,0.8499084
88,T1153TS074_5o,0.73320985
89,T1153TS481_3o,0.85269696
90,T1153TS399_5o,0.8622233
91,T1153TS071_2o,0.86272746
92,T1153TS461_3o,0.86546487
93,T1153TS360_5o,0.85674477
94,T1153TS180_4o,0.933003
95,T1153TS098_5o,0.8618227
96,T1153TS494_5o,0.66654843
97,T1153TS165_2o,0.8608769
98,T1153TS119_3o,0.8457457
99,T1153TS239_1o,0.8833812
100,T1153TS374_4o,0.8832883
101,T1153TS439_5o,0.88375723
102,T1153TS481_2o,0.8664691
103,T1153TS147_3o,0.8457457
