,model,plddt
0,H1166TS131_1,0.9028642
1,H1166TS092_1,0.8969135
2,H1166TS187_3,0.912451
3,H1166TS314_5,0.0
4,H1166TS073_1,0.9116894
5,H1166TS239_1,0.8924342
6,H1166TS348_1,0.91225564
7,H1166TS158_4,0.88677955
8,H1166TS071_5,0.8666562
9,H1166TS133_5,0.8844499
10,H1166TS385_1,0.9202996
11,H1166TS086_1,0.91382045
12,H1166TS288_3,0.88451374
13,H1166TS180_2,0.9078776
14,H1166TS187_2,0.8802513
15,H1166TS444_5,0.9208561
16,H1166TS433_4,0.87159306
17,H1166TS125_2,0.92055446
18,H1166TS133_3,0.8833767
19,H1166TS288_4,0.87681127
20,H1166TS291_4,0.0
21,H1166TS298_5,0.8864047
22,H1166TS390_2,0.90962565
23,H1166TS399_1,0.91769814
24,H1166TS150_3,0.88078314
25,H1166TS054_1,0.91769814
26,H1166TS444_3,0.9086361
27,H1166TS119_5,0.8696274
28,H1166TS320_3,0.9015081
29,H1166TS205_4,0.0
30,H1166TS320_5,0.89063007
31,H1166TS433_1,0.8737303
32,H1166TS147_2,0.0
33,H1166TS298_1,0.88829404
34,H1166TS158_3,0.88793945
35,H1166TS188_1,0.0
36,H1166TS098_3,0.9010693
37,H1166TS091_3,0.754332
38,H1166TS225_5,0.91137064
39,H1166TS011_4,0.8790755
40,H1166TS350_5,0.0
41,H1166TS011_2,0.88395303
42,H1166TS350_3,0.0
43,H1166TS003_1,0.9132606
44,H1166TS360_4,0.88011056
45,H1166TS433_3,0.8757469
46,H1166TS086_4,0.90580976
47,H1166TS462_2,0.8909924
48,H1166TS446_2,0.8790219
49,H1166TS037_3,0.90279067
50,H1166TS165_3,0.37702426
51,H1166TS291_2,0.0
52,H1166TS367_4,0.90580976
53,H1166TS390_1,0.91145056
54,H1166TS461_1,0.8937258
55,H1166TS248_4,0.86990744
56,H1166TS257_2,0.931249
57,H1166TS257_1,0.93126106
58,H1166TS227_2,0.8863614
59,H1166TS131_4,0.8583977
60,H1166TS086_5,0.8923972
61,H1166TS368_3,0.0
62,H1166TS447_2,0.21609862
63,H1166TS493_3,0.9118902
64,H1166TS119_1,0.8583977
65,H1166TS390_4,0.88693416
66,H1166TS035_4,0.86990744
67,H1166TS441_5,0.86781424
68,H1166TS091_1,0.78045315
69,H1166TS423_2,0.8802513
70,H1166TS071_1,0.87989074
71,H1166TS071_3,0.87946224
72,H1166TS446_1,0.8937258
73,H1166TS434_1,0.88059825
74,H1166TS444_4,0.92812896
75,H1166TS320_1,0.9118903
76,H1166TS462_4,0.8958078
77,H1166TS165_1,0.113152675
78,H1166TS185_2,0.9193424
79,H1166TS441_4,0.87159306
80,H1166TS054_2,0.92055446
81,H1166TS278_2,0.8981643
82,H1166TS350_1,0.0
83,H1166TS150_1,0.88078314
84,H1166TS278_4,0.8427371
85,H1166TS248_5,0.8934267
86,H1166TS398_1,0.91145056
87,H1166TS180_4,0.9134291
88,H1166TS205_5,0.0
89,H1166TS133_1,0.8934542
90,H1166TS314_1,0.0
91,H1166TS147_5,0.0
92,H1166TS423_5,0.91743046
93,H1166TS225_3,0.89254415
94,H1166TS462_1,0.89571005
95,H1166TS494_4,0.7112674
96,H1166TS180_1,0.9132946
97,H1166TS073_5,0.87415606
98,H1166TS239_4,0.8699329
99,H1166TS011_3,0.885362
100,H1166TS333_5,0.86423224
101,H1166TS158_5,0.8923972
102,H1166TS374_4,0.90153813
103,H1166TS441_1,0.8737303
104,H1166TS398_5,0.91145056
105,H1166TS188_3,0.0
106,H1166TS169_1,0.9010693
107,H1166TS278_1,0.88562167
108,H1166TS098_4,0.8902027
109,H1166TS185_3,0.90943354
110,H1166TS227_5,0.8844499
111,H1166TS239_3,0.88181543
112,H1166TS441_2,0.86813337
113,H1166TS423_4,0.88444763
114,H1166TS073_2,0.885764
115,H1166TS098_1,0.9222689
116,H1166TS360_1,0.88181365
117,H1166TS278_3,0.88570344
118,H1166TS185_1,0.92393625
119,H1166TS205_1,0.0
120,H1166TS314_3,0.0
121,H1166TS011_5,0.8834504
122,H1166TS433_5,0.86781424
123,H1166TS205_2,0.0
124,H1166TS434_3,0.885362
125,H1166TS035_3,0.8873019
126,H1166TS446_3,0.8829328
127,H1166TS147_1,0.0
128,H1166TS320_4,0.8873806
129,H1166TS257_5,0.91998154
130,H1166TS312_2,0.0
131,H1166TS003_4,0.88530034
132,H1166TS298_4,0.8806903
133,H1166TS125_4,0.9131983
134,H1166TS180_3,0.90934956
135,H1166TS291_1,0.0
136,H1166TS169_2,0.90962565
137,H1166TS131_5,0.8744234
138,H1166TS374_3,0.9130473
139,H1166TS312_5,0.0
140,H1166TS257_3,0.9246153
141,H1166TS248_2,0.9044718
142,H1166TS037_1,0.88837105
143,H1166TS098_2,0.0
144,H1166TS037_5,0.87035894
145,H1166TS333_1,0.0
146,H1166TS434_2,0.88395303
147,H1166TS150_2,0.88078314
148,H1166TS333_3,0.0
149,H1166TS245_1,0.9202996
150,H1166TS360_5,0.8824692
151,H1166TS423_3,0.88344294
152,H1166TS398_2,0.91145056
153,H1166TS444_1,0.92812896
154,H1166TS447_4,0.2149255
155,H1166TS312_3,0.0
156,H1166TS003_5,0.91382045
157,H1166TS011_1,0.88059825
158,H1166TS444_2,0.9086361
159,H1166TS494_5,0.7187932
160,H1166TS225_4,0.90755683
161,H1166TS462_5,0.88907605
162,H1166TS073_3,0.88451374
163,H1166TS446_4,0.8815408
164,H1166TS188_4,0.91145056
165,H1166TS368_5,0.86423224
166,H1166TS125_1,0.91769814
167,H1166TS461_5,0.8761381
168,H1166TS158_2,0.88530034
169,H1166TS399_3,0.9142417
170,H1166TS374_1,0.9121241
171,H1166TS278_5,0.8377553
172,H1166TS205_3,0.0
173,H1166TS288_5,0.87415606
174,H1166TS054_4,0.9131983
175,H1166TS333_2,0.86719245
176,H1166TS119_3,0.8851589
177,H1166TS367_2,0.9132606
178,H1166TS461_4,0.8815408
179,H1166TS125_3,0.9142417
180,H1166TS367_3,0.8806471
181,H1166TS360_3,0.879731
182,H1166TS462_3,0.8889227
183,H1166TS035_5,0.8934267
184,H1166TS374_2,0.8572442
185,H1166TS165_4,0.11169671
186,H1166TS067_2,0.7411764
187,H1166TS320_2,0.9100604
188,H1166TS188_5,0.88693416
189,H1166TS298_2,0.8881493
190,H1166TS312_4,0.0
191,H1166TS185_5,0.9034178
192,H1166TS003_3,0.8923972
193,H1166TS131_3,0.88596535
194,H1166TS169_4,0.88693416
195,H1166TS447_3,0.21569584
196,H1166TS494_1,0.6954191
197,H1166TS446_5,0.8761381
198,H1166TS037_2,0.90207106
199,H1166TS398_4,0.91145056
200,H1166TS091_5,0.5789073
201,H1166TS054_3,0.9142417
202,H1166TS003_2,0.90580976
203,H1166TS239_2,0.88481355
204,H1166TS368_1,0.0
205,H1166TS147_4,0.0
206,H1166TS067_1,0.7270778
207,H1166TS288_1,0.9116894
208,H1166TS086_2,0.87763625
209,H1166TS398_3,0.91145056
210,H1166TS434_5,0.8834504
211,H1166TS493_5,0.9118902
212,H1166TS086_3,0.9132606
213,H1166TS133_2,0.8863614
214,H1166TS348_4,0.89140904
215,H1166TS447_1,0.21609862
216,H1166TS180_5,0.9121683
217,H1166TS390_5,0.8902027
218,H1166TS447_5,0.21404229
219,H1166TS227_1,0.8934542
220,H1166TS312_1,0.0
221,H1166TS441_3,0.8757469
222,H1166TS368_2,0.86719245
223,H1166TS248_1,0.9125073
224,H1166TS054_5,0.89407766
225,H1166TS461_2,0.8790219
226,H1166TS368_4,0.84154594
227,H1166TS071_4,0.8783012
228,H1166TS494_2,0.73044443
229,H1166TS187_5,0.87959146
230,H1166TS125_5,0.89407766
231,H1166TS374_5,0.8996978
232,H1166TS493_4,0.9118902
233,H1166TS165_5,0.043571055
234,H1166TS333_4,0.84154594
235,H1166TS119_2,0.9028642
236,H1166TS169_3,0.9222689
237,H1166TS367_5,0.8923972
238,H1166TS493_2,0.9118902
239,H1166TS434_4,0.8790755
240,H1166TS433_2,0.86813337
241,H1166TS291_3,0.0
242,H1166TS291_5,0.0
243,H1166TS227_4,0.8837624
244,H1166TS314_4,0.8873806
245,H1166TS348_5,0.8873806
246,H1166TS239_5,0.90925974
247,H1166TS493_1,0.9118902
248,H1166TS091_4,0.7372536
249,H1166TS390_3,0.9010693
250,H1166TS188_2,0.0
251,H1166TS119_4,0.8865454
252,H1166TS133_4,0.8837624
253,H1166TS169_5,0.91145056
254,H1166TS158_1,0.9132606
255,H1166TS187_1,0.88465375
256,H1166TS399_4,0.9131983
257,H1166TS147_3,0.0
258,H1166TS150_4,0.88078314
259,H1166TS477_1,0.86966574
260,H1166TS071_2,0.86467797
261,H1166TS348_2,0.88078314
