,model,plddt
0,T1113TS288_1o,0.93060964
1,T1113TS073_4o,0.93060964
2,T1113TS185_5o,0.8978264
3,T1113TS439_3o,0.9280519
4,T1113TS125_1o,0.88415
5,T1113TS188_4o,0.8389157
6,T1113TS367_3o,0.9085531
7,T1113TS390_3o,0.8930778
8,T1113TS169_5o,0.8413687
9,T1113TS188_5o,0.8334205
10,T1113TS320_5o,0.885567
11,T1113TS054_4o,0.8764321
12,T1113TS131_5o,0.899921
13,T1113TS398_3o,0.852
14,T1113TS444_3o,0.8876623
15,T1113TS461_4o,0.9300539
16,T1113TS447_4o,0.20277254
17,T1113TS147_1o,0.894429
18,T1113TS444_2o,0.914612
19,T1113TS239_2o,0.9534435
20,T1113TS035_2o,0.9196811
21,T1113TS165_1o,0.3276497
22,T1113TS320_4o,0.89756066
23,T1113TS494_3o,0.63230157
24,T1113TS461_3o,0.9330674
25,T1113TS035_4o,0.90926236
26,T1113TS054_5o,0.86873937
27,T1113TS071_2o,0.89247644
28,T1113TS188_2o,0.8413687
29,T1113TS180_4o,0.9660189
30,T1113TS439_2o,0.9414997
31,T1113TS399_2o,0.8707411
32,T1113TS494_5o,0.57153994
33,T1113TS298_2o,0.9143479
34,T1113TS461_5o,0.8827837
35,T1113TS119_4o,0.91379684
36,T1113TS288_3o,0.8960448
37,T1113TS165_4o,0.3728202
38,T1113TS169_2o,0.8878179
39,T1113TS239_3o,0.9322078
40,T1113TS098_4o,0.8334205
41,T1113TS201_2o,0.9323891
42,T1113TS288_4o,0.9031217
43,T1113TS091_2o,0.48567486
44,T1113TS298_4o,0.8978588
45,T1113TS360_5o,0.8840707
46,T1113TS320_3o,0.8935239
47,T1113TS239_1o,0.9559754
48,T1113TS390_4o,0.8970751
49,T1113TS054_2o,0.8707411
50,T1113TS119_3o,0.894429
51,T1113TS444_5o,0.9090969
52,T1113TS150_3o,0.8935239
53,T1113TS248_3o,0.9091024
54,T1113TS158_3o,0.93411034
55,T1113TS071_3o,0.89045906
56,T1113TS125_5o,0.8477103
57,T1113TS278_2o,0.9332433
58,T1113TS119_1o,0.9174142
59,T1113TS185_1o,0.93211216
60,T1113TS185_3o,0.91366917
61,T1113TS462_5o,0.9656932
62,T1113TS320_1o,0.894429
63,T1113TS348_1o,0.88265914
64,T1113TS169_4o,0.8334205
65,T1113TS003_3o,0.9285982
66,T1113TS125_4o,0.8532686
67,T1113TS462_3o,0.96896166
68,T1113TS091_4o,0.48930004
69,T1113TS131_1o,0.9174142
70,T1113TS462_2o,0.9714096
71,T1113TS119_2o,0.8827837
72,T1113TS187_2o,0.9322265
73,T1113TS091_5o,0.4854241
74,T1113TS423_2o,0.9322265
75,T1113TS150_4o,0.89756066
76,T1113TS125_3o,0.86228365
77,T1113TS003_2o,0.93464273
78,T1113TS188_3o,0.83996195
79,T1113TS054_1o,0.8894459
80,T1113TS147_3o,0.8935239
81,T1113TS158_1o,0.9334826
82,T1113TS185_2o,0.9266946
83,T1113TS248_5o,0.90926236
84,T1113TS348_3o,0.87095857
85,T1113TS037_4o,0.82478476
86,T1113TS086_1o,0.9334826
87,T1113TS169_3o,0.9131215
88,T1113TS037_1o,0.9093619
89,T1113TS086_2o,0.9320562
90,T1113TS180_5o,0.9643871
91,T1113TS071_5o,0.8945156
92,T1113TS360_4o,0.8619018
93,T1113TS180_3o,0.9657358
94,T1113TS399_4o,0.8764321
95,T1113TS374_5o,0.9395083
96,T1113TS003_4o,0.9334826
97,T1113TS439_5o,0.9525267
98,T1113TS493_1o,0.894429
99,T1113TS098_3o,0.7097541
100,T1113TS071_4o,0.8928204
101,T1113TS350_3o,0.0
102,T1113TS054_3o,0.88954866
103,T1113TS385_1o,0.85428756
104,T1113TS071_1o,0.9031513
105,T1113TS165_2o,0.31111813
106,T1113TS248_4o,0.90926236
107,T1113TS462_4o,0.9686189
108,T1113TS367_5o,0.906764
109,T1113TS187_3o,0.9303114
110,T1113TS446_4o,0.9300539
111,T1113TS158_5o,0.92667925
112,T1113TS444_4o,0.914612
113,T1113TS086_4o,0.9339658
114,T1113TS493_4o,0.885567
115,T1113TS035_1o,0.93518573
116,T1113TS119_5o,0.8827837
117,T1113TS086_5o,0.9366687
118,T1113TS312_1o,0.0
119,T1113TS423_1o,0.9062484
120,T1113TS288_2o,0.9012037
121,T1113TS035_5o,0.90926236
122,T1113TS399_1o,0.8894459
123,T1113TS248_2o,0.92827797
124,T1113TS360_1o,0.86216635
125,T1113TS374_4o,0.9309923
126,T1113TS278_1o,0.9413678
127,T1113TS278_4o,0.9177987
128,T1113TS239_5o,0.9278052
129,T1113TS187_4o,0.8865989
130,T1113TS086_3o,0.93411034
131,T1113TS446_2o,0.93001765
132,T1113TS399_3o,0.88954866
133,T1113TS360_2o,0.8978588
134,T1113TS446_5o,0.8827837
135,T1113TS320_2o,0.89774716
136,T1113TS131_4o,0.90124273
137,T1113TS446_3o,0.9330674
138,T1113TS150_1o,0.894429
139,T1113TS423_5o,0.8880096
140,T1113TS447_5o,0.1819145
141,T1113TS398_1o,0.852
142,T1113TS248_1o,0.9196811
143,T1113TS446_1o,0.9359039
144,T1113TS494_2o,0.6894604
145,T1113TS390_1o,0.8939585
146,T1113TS180_2o,0.96693003
147,T1113TS201_4o,0.9237547
148,T1113TS312_5o,0.0
149,T1113TS185_4o,0.9058503
150,T1113TS098_1o,0.8878179
151,T1113TS477_1o,0.8802846
152,T1113TS374_1o,0.94319427
153,T1113TS187_5o,0.8880096
154,T1113TS073_1o,0.93060964
155,T1113TS125_2o,0.87436485
156,T1113TS165_5o,0.36105284
157,T1113TS073_2o,0.93060964
158,T1113TS201_5o,0.9302148
159,T1113TS493_5o,0.6880389
160,T1113TS037_2o,0.878857
161,T1113TS447_2o,0.20023057
162,T1113TS150_5o,0.885567
163,T1113TS348_5o,0.8840707
164,T1113TS447_3o,0.20070882
165,T1113TS350_4o,0.0
166,T1113TS494_1o,0.7248288
167,T1113TS398_2o,0.852
168,T1113TS350_2o,0.0
169,T1113TS201_3o,0.93265593
170,T1113TS444_1o,0.9090969
171,T1113TS169_1o,0.93211216
172,T1113TS367_4o,0.90654945
173,T1113TS493_3o,0.87199926
174,T1113TS091_1o,0.48768032
175,T1113TS234_1o,0.41827306
176,T1113TS423_3o,0.9303114
177,T1113TS462_1o,0.9709078
178,T1113TS298_5o,0.88980705
179,T1113TS188_1o,0.9131215
180,T1113TS278_5o,0.88181657
181,T1113TS374_3o,0.8993663
182,T1113TS348_4o,0.88753474
183,T1113TS091_3o,0.48808163
184,T1113TS073_3o,0.93060964
185,T1113TS147_5o,0.885567
186,T1113TS374_2o,0.93104714
187,T1113TS187_1o,0.9062484
188,T1113TS360_3o,0.8612303
189,T1113TS390_2o,0.89729536
190,T1113TS447_1o,0.20037667
191,T1113TS131_2o,0.91379684
192,T1113TS098_2o,0.7655839
193,T1113TS158_2o,0.9339658
194,T1113TS239_4o,0.92724663
195,T1113TS423_4o,0.8865989
196,T1113TS158_4o,0.9320562
197,T1113TS312_4o,0.0
198,T1113TS147_2o,0.89774716
199,T1113TS003_5o,0.9339658
200,T1113TS165_3o,0.4243508
201,T1113TS348_2o,0.885567
202,T1113TS298_3o,0.89128834
203,T1113TS312_2o,0.0
204,T1113TS278_3o,0.929314
205,T1113TS073_5o,0.93060964
206,T1113TS493_2o,0.8935239
207,T1113TS131_3o,0.8901829
208,T1113TS288_5o,0.8819865
209,T1113TS037_5o,0.84893703
210,T1113TS150_2o,0.89774716
211,T1113TS461_2o,0.93001765
212,T1113TS003_1o,0.93218654
213,T1113TS367_2o,0.90274197
214,T1113TS147_4o,0.89756066
215,T1113TS098_5o,0.9131215
216,T1113TS035_3o,0.9196811
217,T1113TS494_4o,0.62024873
218,T1113TS350_1o,0.0
219,T1113TS037_3o,0.78556293
220,T1113TS390_5o,0.88512945
221,T1113TS398_4o,0.852
222,T1113TS367_1o,0.91475207
223,T1113TS439_4o,0.95658165
224,T1113TS439_1o,0.9527754
225,T1113TS201_1o,0.9295386
226,T1113TS350_5o,0.0
227,T1113TS398_5o,0.852
228,T1113TS312_3o,0.0
229,T1113TS180_1o,0.9713062
230,T1113TS298_1o,0.91589355
231,T1113TS399_5o,0.86873937
232,T1113TS461_1o,0.9359039
