,model,plddt
0,H1167TS003_1,0.9124236
1,H1167TS291_5,0.0
2,H1167TS390_1,0.9111428
3,H1167TS158_5,0.9114673
4,H1167TS227_3,0.90872926
5,H1167TS147_5,0.0
6,H1167TS434_2,0.90831554
7,H1167TS187_4,0.9175378
8,H1167TS180_2,0.93054676
9,H1167TS278_2,0.79784936
10,H1167TS188_3,0.93985075
11,H1167TS348_4,0.9134839
12,H1167TS086_1,0.9124236
13,H1167TS165_4,0.33376288
14,H1167TS227_2,0.9117578
15,H1167TS493_1,0.9115778
16,H1167TS188_5,0.9330618
17,H1167TS320_3,0.9116698
18,H1167TS423_1,0.9142537
19,H1167TS091_2,0.7032738
20,H1167TS234_3,0.4842271
21,H1167TS441_3,0.90576684
22,H1167TS227_5,0.9106939
23,H1167TS205_1,0.0
24,H1167TS433_1,0.90777713
25,H1167TS073_5,0.9081437
26,H1167TS234_2,0.4842271
27,H1167TS462_2,0.9168965
28,H1167TS098_5,0.93985075
29,H1167TS165_5,0.10950643
30,H1167TS444_3,0.9206822
31,H1167TS348_5,0.9124102
32,H1167TS239_4,0.91307175
33,H1167TS131_4,0.90679014
34,H1167TS298_3,0.9125132
35,H1167TS180_3,0.92777
36,H1167TS447_4,0.21531536
37,H1167TS125_1,0.91877985
38,H1167TS098_1,0.93985075
39,H1167TS398_2,0.9111428
40,H1167TS390_5,0.9118304
41,H1167TS003_2,0.9126
42,H1167TS462_5,0.9099931
43,H1167TS147_4,0.0
44,H1167TS158_2,0.9147385
45,H1167TS447_1,0.21789734
46,H1167TS360_4,0.90627503
47,H1167TS119_4,0.8981122
48,H1167TS169_4,0.93985075
49,H1167TS188_1,0.94117934
50,H1167TS461_3,0.9015407
51,H1167TS248_4,0.9266338
52,H1167TS320_2,0.9130451
53,H1167TS368_2,0.8698946
54,H1167TS011_1,0.9079356
55,H1167TS073_2,0.90611696
56,H1167TS433_5,0.89682394
57,H1167TS441_5,0.89682394
58,H1167TS133_5,0.9106939
59,H1167TS037_1,0.9225719
60,H1167TS037_3,0.915035
61,H1167TS320_1,0.9115779
62,H1167TS119_5,0.90922326
63,H1167TS257_3,0.93456215
64,H1167TS131_2,0.91534835
65,H1167TS092_1,0.9036589
66,H1167TS073_1,0.91230094
67,H1167TS188_2,0.94087535
68,H1167TS098_4,0.93985075
69,H1167TS165_1,0.1303659
70,H1167TS446_2,0.90616596
71,H1167TS350_5,0.0
72,H1167TS493_3,0.9115778
73,H1167TS461_5,0.90595007
74,H1167TS493_2,0.9115778
75,H1167TS368_4,0.8461661
76,H1167TS091_1,0.82960033
77,H1167TS071_4,0.89331424
