,model,plddt
0,T1161TS398_5o,0.9020625
1,T1161TS248_1o,0.84015316
2,T1161TS493_2o,0.8943281
3,T1161TS278_4o,0.6622989
4,T1161TS494_1o,0.79833746
5,T1161TS320_4o,0.9000761
6,T1161TS461_5o,0.76685625
7,T1161TS052_2o,0.0
8,T1161TS229_4o,0.87305516
9,T1161TS074_4o,0.8317948
10,T1161TS037_2o,0.9532333
11,T1161TS348_4o,0.8313375
12,T1161TS446_2o,0.85765415
13,T1161TS446_5o,0.76685625
14,T1161TS037_5o,0.9375031
15,T1161TS278_5o,0.8680312
16,T1161TS125_2o,0.90552187
17,T1161TS446_1o,0.8597396
18,T1161TS348_2o,0.9017167
19,T1161TS461_1o,0.8597396
20,T1161TS119_2o,0.92604786
21,T1161TS205_5o,0.85774475
22,T1161TS003_3o,0.92876035
23,T1161TS462_2o,0.8552823
24,T1161TS423_1o,0.8896291
25,T1161TS037_4o,0.9346052
26,T1161TS462_5o,0.76701665
27,T1161TS091_3o,0.7186063
28,T1161TS003_1o,0.93635315
29,T1161TS239_1o,0.9200844
30,T1161TS158_2o,0.91230315
31,T1161TS446_3o,0.8556072
32,T1161TS180_3o,0.84065527
33,T1161TS461_2o,0.85765415
34,T1161TS147_3o,0.0
35,T1161TS229_2o,0.89682406
36,T1161TS185_5o,0.9118948
37,T1161TS439_2o,0.91734266
38,T1161TS185_2o,0.91683435
39,T1161TS091_5o,0.78070736
40,T1161TS187_1o,0.8896291
41,T1161TS444_5o,0.9281833
42,T1161TS125_4o,0.90103436
43,T1161TS314_5o,0.8943281
44,T1161TS315_2o,0.0
45,T1161TS150_4o,0.8119979
46,T1161TS229_5o,0.91778326
47,T1161TS131_1o,0.92672396
48,T1161TS003_2o,0.91752404
49,T1161TS462_4o,0.7741104
50,T1161TS360_1o,0.8273115
51,T1161TS158_3o,0.91275835
52,T1161TS074_2o,0.85778445
53,T1161TS054_2o,0.90552187
54,T1161TS169_4o,0.90234375
55,T1161TS398_3o,0.90125006
56,T1161TS165_5o,0.43176875
57,T1161TS086_4o,0.9177448
58,T1161TS188_2o,0.89386463
59,T1161TS147_4o,0.0
60,T1161TS447_3o,0.0
61,T1161TS086_5o,0.91275835
62,T1161TS367_3o,0.90085936
63,T1161TS054_3o,0.90100414
64,T1161TS278_1o,0.93980104
65,T1161TS073_5o,0.80242604
66,T1161TS119_3o,0.92533445
67,T1161TS035_5o,0.8939376
68,T1161TS447_4o,0.0
69,T1161TS320_1o,0.90284175
70,T1161TS360_3o,0.8483636
71,T1161TS360_4o,0.8241709
72,T1161TS444_4o,0.89383334
73,T1161TS180_2o,0.8552823
74,T1161TS367_4o,0.9139302
75,T1161TS291_4o,0.0
76,T1161TS037_3o,0.950075
77,T1161TS239_3o,0.9150365
78,T1161TS239_5o,0.91778326
79,T1161TS298_1o,0.9265124
80,T1161TS205_3o,0.92674685
81,T1161TS187_3o,0.8596614
82,T1161TS312_5o,0.0
83,T1161TS350_5o,0.0
84,T1161TS074_3o,0.8669011
85,T1161TS248_2o,0.9172333
86,T1161TS367_2o,0.9023823
87,T1161TS098_3o,0.90127087
