,model,plddt
0,H1111TS097_4,0.8011149
1,H1111TS320_4,0.740918
2,H1111TS119_4,0.0
3,H1111TS278_5,0.7523676
4,H1111TS390_3,0.7925755
5,H1111TS185_1,0.7693629
6,H1111TS461_2,0.8272261
7,H1111TS125_5,0.8334052
8,H1111TS180_1,0.86214864
9,H1111TS239_2,0.8489674
10,H1111TS298_5,0.80377305
11,H1111TS288_3,0.8659691
12,H1111TS180_4,0.891748
13,H1111TS248_5,0.6421562
14,H1111TS180_5,0.8845119
15,H1111TS278_1,0.7523676
16,H1111TS397_5,0.48312718
17,H1111TS399_5,0.8334052
18,H1111TS086_2,0.02512643
19,H1111TS188_2,0.8237713
20,H1111TS245_2,0.84048235
21,H1111TS054_4,0.8334052
22,H1111TS086_3,0.024916051
23,H1111TS439_4,0.8487735
24,H1111TS215_5,0.7923935
25,H1111TS374_3,0.9200573
26,H1111TS227_4,0.7975121
27,H1111TS188_4,0.83739465
28,H1111TS003_3,0.024672057
29,H1111TS225_1,0.8216616
30,H1111TS091_1,0.90010464
31,H1111TS446_3,0.7991037
32,H1111TS150_2,0.83739465
33,H1111TS147_2,0.65530014
34,H1111TS333_4,0.80517435
35,H1111TS288_4,0.86509687
36,H1111TS433_5,0.81347513
37,H1111TS423_4,0.76750904
38,H1111TS180_2,0.90106946
39,H1111TS158_1,0.02495162
40,H1111TS125_4,0.8334052
41,H1111TS227_5,0.8014366
42,H1111TS320_2,0.7334193
43,H1111TS390_1,0.83739465
44,H1111TS333_3,0.80173457
45,H1111TS169_3,0.3373712
46,H1111TS399_4,0.8334052
47,H1111TS441_1,0.82209164
48,H1111TS091_5,0.7978709
49,H1111TS385_3,0.8267552
50,H1111TS150_4,0.83739465
51,H1111TS098_1,0.8237713
52,H1111TS434_1,0.7988585
53,H1111TS385_4,0.7788129
54,H1111TS035_2,0.6421562
55,H1111TS147_1,0.6572721
56,H1111TS169_4,0.332638
57,H1111TS385_5,0.7942819
58,H1111TS441_5,0.81347513
59,H1111TS320_5,0.7405388
60,H1111TS188_5,0.80377305
61,H1111TS125_2,0.8334052
62,H1111TS092_1,0.87752545
63,H1111TS225_2,0.7988585
64,H1111TS158_4,0.025298972
65,H1111TS462_1,0.90872747
66,H1111TS037_3,0.81280994
67,H1111TS054_1,0.8334052
68,H1111TS444_2,0.725484
69,H1111TS239_5,0.8527387
70,H1111TS367_2,0.024841903
71,H1111TS298_2,0.80377305
72,H1111TS035_4,0.6421562
73,H1111TS119_2,0.0
74,H1111TS158_2,0.02502929
75,H1111TS245_1,0.81031823
76,H1111TS360_2,0.80377305
77,H1111TS119_3,0.0
78,H1111TS187_3,0.8081452
79,H1111TS433_1,0.82209164
80,H1111TS333_5,0.78721106
81,H1111TS239_1,0.8874146
82,H1111TS239_4,0.8326614
83,H1111TS278_3,0.7523676
84,H1111TS434_2,0.8216616
85,H1111TS298_1,0.80377305
86,H1111TS278_4,0.7523676
87,H1111TS461_4,0.78932834
88,H1111TS385_2,0.84048235
89,H1111TS494_3,0.63176346
90,H1111TS374_5,0.9200573
91,H1111TS399_2,0.8334052
92,H1111TS125_3,0.8334052
93,H1111TS098_4,0.8237713
94,H1111TS097_5,0.8432735
95,H1111TS368_2,0.8283311
96,H1111TS360_3,0.80377305
97,H1111TS444_3,0.725484
98,H1111TS439_5,0.8487735
99,H1111TS245_3,0.8267552
100,H1111TS054_2,0.8334052
101,H1111TS288_2,0.8732603
102,H1111TS054_3,0.8334052
103,H1111TS086_5,0.024640674
104,H1111TS288_1,0.87637764
105,H1111TS461_1,0.85153294
106,H1111TS003_5,0.024909101
107,H1111TS333_1,0.8010165
108,H1111TS054_5,0.8334052
109,H1111TS374_1,0.9200573
110,H1111TS098_3,0.83739465
111,H1111TS003_1,0.024903452
112,H1111TS234_5,0.6549394
113,H1111TS320_3,0.7337404
114,H1111TS446_2,0.8272261
115,H1111TS119_5,0.0
116,H1111TS494_4,0.6323735
117,H1111TS446_1,0.8038362
118,H1111TS248_2,0.6421562
119,H1111TS423_1,0.81671333
120,H1111TS390_5,0.83442837
121,H1111TS439_2,0.8777448
122,H1111TS150_3,0.83739465
123,H1111TS494_2,0.63784665
124,H1111TS169_1,0.3434714
125,H1111TS444_1,0.725484
126,H1111TS227_1,0.7955591
127,H1111TS298_4,0.80377305
128,H1111TS446_4,0.78932834
129,H1111TS187_4,0.80345345
130,H1111TS091_3,0.9339016
131,H1111TS360_5,0.80377305
132,H1111TS444_4,0.725484
133,H1111TS462_5,0.8845119
134,H1111TS348_1,0.8016206
135,H1111TS374_2,0.9200573
136,H1111TS169_5,0.32853487
137,H1111TS188_1,0.80798286
138,H1111TS150_5,0.83739465
139,H1111TS037_5,0.78868276
140,H1111TS215_1,0.7923935
141,H1111TS462_4,0.891748
142,H1111TS444_5,0.725484
143,H1111TS150_1,0.83739465
144,H1111TS003_4,0.024856571
