,model,plddt
0,H1140TS205_4,0.0
1,H1140TS011_1,0.8320758
2,H1140TS239_4,0.8358242
3,H1140TS312_3,0.0
4,H1140TS245_1,0.90856814
5,H1140TS165_4,0.3075735
6,H1140TS350_4,0.0
7,H1140TS423_4,0.8476846
8,H1140TS462_3,0.85955673
9,H1140TS348_4,0.8487672
10,H1140TS257_5,0.8565342
11,H1140TS073_2,0.8429841
12,H1140TS092_1,0.9149259
13,H1140TS187_2,0.8500442
14,H1140TS037_3,0.9183706
15,H1140TS385_1,0.90856814
16,H1140TS447_3,0.21054304
17,H1140TS169_2,0.838094
18,H1140TS397_2,0.33860114
19,H1140TS368_5,0.79161817
20,H1140TS225_1,0.91444045
21,H1140TS165_2,0.16935498
22,H1140TS374_4,0.90709734
23,H1140TS086_2,0.87854135
24,H1140TS147_2,0.31994012
25,H1140TS399_3,0.82766634
26,H1140TS333_2,0.791735
27,H1140TS071_3,0.8101031
28,H1140TS225_2,0.9143296
29,H1140TS398_1,0.8420798
30,H1140TS205_3,0.0
31,H1140TS320_5,0.842531
32,H1140TS350_3,0.0
33,H1140TS368_2,0.791735
34,H1140TS097_2,0.90071625
35,H1140TS434_1,0.8320758
36,H1140TS314_1,0.0
37,H1140TS131_3,0.84128636
38,H1140TS314_4,0.0
39,H1140TS314_2,0.0
40,H1140TS441_3,0.86836296
41,H1140TS360_3,0.84431595
42,H1140TS278_4,0.86094505
43,H1140TS097_1,0.88930345
44,H1140TS133_3,0.8383596
45,H1140TS158_1,0.8454033
46,H1140TS125_1,0.8313801
47,H1140TS367_1,0.84997636
48,H1140TS188_2,0.85943675
49,H1140TS278_2,0.8662775
50,H1140TS397_5,0.33860114
51,H1140TS291_4,0.0
52,H1140TS447_5,0.2100385
53,H1140TS399_1,0.8313801
54,H1140TS131_2,0.82547265
55,H1140TS215_5,0.8592749
56,H1140TS188_1,0.8326539
57,H1140TS098_3,0.82830304
58,H1140TS493_4,0.8343036
59,H1140TS278_1,0.90619636
60,H1140TS147_5,0.2031316
61,H1140TS493_1,0.8343036
62,H1140TS423_1,0.8387205
63,H1140TS158_5,0.84737325
64,H1140TS433_1,0.87126213
65,H1140TS398_3,0.8338375
66,H1140TS278_5,0.87858605
67,H1140TS314_3,0.0
68,H1140TS185_5,0.8519153
69,H1140TS367_2,0.8531367
70,H1140TS312_2,0.0
71,H1140TS225_4,0.9114693
72,H1140TS444_1,0.838094
73,H1140TS158_4,0.82531774
74,H1140TS037_4,0.9003411
75,H1140TS239_3,0.84399056
76,H1140TS462_1,0.8607157
77,H1140TS071_4,0.81344724
78,H1140TS119_4,0.8405995
79,H1140TS439_2,0.840761
80,H1140TS180_3,0.8883413
81,H1140TS348_1,0.83327925
82,H1140TS288_3,0.8283593
83,H1140TS441_5,0.86794555
84,H1140TS423_5,0.83598036
85,H1140TS098_4,0.8084263
86,H1140TS288_4,0.8283593
87,H1140TS169_4,0.84476066
88,H1140TS374_5,0.84210134
