,model,plddt
0,T1115TS188_4o,0.8482139
1,T1115TS150_3o,0.4959594
2,T1115TS169_2o,0.85509723
3,T1115TS035_1o,0.83796185
4,T1115TS298_5o,0.8482139
5,T1115TS239_2o,0.69204086
6,T1115TS360_4o,0.5834962
7,T1115TS399_5o,0.5781229
8,T1115TS367_2o,0.024560353
9,T1115TS035_4o,0.8821459
10,T1115TS125_2o,0.6844604
11,T1115TS003_2o,0.024759723
12,T1115TS169_3o,0.85509723
13,T1115TS187_2o,0.74859685
14,T1115TS352_1o,0.58853924
15,T1115TS180_5o,0.5731861
16,T1115TS367_5o,0.024617838
17,T1115TS397_4o,0.48158297
18,T1115TS125_4o,0.6468111
19,T1115TS185_4o,0.81262916
20,T1115TS439_1o,0.7292288
21,T1115TS462_2o,0.78453994
22,T1115TS188_1o,0.85060173
23,T1115TS239_1o,0.6793185
24,T1115TS119_2o,0.0
25,T1115TS360_1o,0.56870896
26,T1115TS180_2o,0.64251816
27,T1115TS185_3o,0.81191456
28,T1115TS320_2o,0.5359799
29,T1115TS348_2o,0.5927976
30,T1115TS098_2o,0.85509723
31,T1115TS165_4o,0.3339311
32,T1115TS091_2o,0.9401493
33,T1115TS125_1o,0.6844604
34,T1115TS360_2o,0.57256454
35,T1115TS462_4o,0.7678826
36,T1115TS390_1o,0.57178843
37,T1115TS352_2o,0.5820386
38,T1115TS288_2o,0.85992366
39,T1115TS352_4o,0.54452986
40,T1115TS098_3o,0.85509723
41,T1115TS187_3o,0.6364
42,T1115TS399_4o,0.6468111
43,T1115TS003_5o,0.025155297
44,T1115TS390_5o,0.5619697
45,T1115TS125_5o,0.5781229
46,T1115TS187_4o,0.7935397
47,T1115TS278_2o,0.71912736
48,T1115TS439_2o,0.7757577
49,T1115TS374_5o,0.90037084
50,T1115TS461_1o,0.56935346
51,T1115TS188_3o,0.85060173
52,T1115TS086_4o,0.024831163
53,T1115TS131_5o,0.50501657
54,T1115TS071_5o,0.7164757
55,T1115TS348_4o,0.50721145
56,T1115TS278_1o,0.7884655
57,T1115TS494_3o,0.57381374
58,T1115TS054_1o,0.6844604
59,T1115TS248_3o,0.83796185
60,T1115TS423_3o,0.83282703
61,T1115TS390_4o,0.5764839
62,T1115TS360_3o,0.47243997
63,T1115TS385_1o,0.8711729
64,T1115TS288_3o,0.8444816
65,T1115TS248_4o,0.83796185
66,T1115TS374_4o,0.90037084
67,T1115TS035_5o,0.35431704
68,T1115TS239_5o,0.59244275
69,T1115TS180_1o,0.73329544
70,T1115TS298_2o,0.8482139
71,T1115TS397_5o,0.48158297
72,T1115TS494_4o,0.5346228
73,T1115TS320_4o,0.56870896
74,T1115TS150_1o,0.60178226
75,T1115TS091_5o,0.9383373
76,T1115TS494_5o,0.5635726
77,T1115TS494_2o,0.584569
78,T1115TS278_5o,0.7786785
79,T1115TS169_1o,0.85509723
80,T1115TS423_1o,0.8078556
81,T1115TS397_1o,0.48158297
82,T1115TS397_2o,0.48158297
83,T1115TS119_1o,0.8960204
84,T1115TS098_4o,0.85509723
85,T1115TS071_4o,0.70677346
86,T1115TS248_2o,0.83796185
87,T1115TS054_4o,0.6468111
88,T1115TS374_2o,0.90037084
89,T1115TS086_5o,0.025360808
90,T1115TS390_2o,0.576867
91,T1115TS119_3o,0.8960204
92,T1115TS278_4o,0.7336323
93,T1115TS248_1o,0.8821459
94,T1115TS367_1o,0.02486252
95,T1115TS158_2o,0.025360808
96,T1115TS320_1o,0.57256454
97,T1115TS180_4o,0.61029047
98,T1115TS367_4o,0.02505447
99,T1115TS462_5o,0.7302632
100,T1115TS494_1o,0.5917513
101,T1115TS439_4o,0.65519804
102,T1115TS098_5o,0.8482139
103,T1115TS399_3o,0.6468066
104,T1115TS003_4o,0.024857748
105,T1115TS374_1o,0.90037084
106,T1115TS248_5o,0.35431704
107,T1115TS352_5o,0.5382292
108,T1115TS150_4o,0.5566548
109,T1115TS234_1o,0.4990101
110,T1115TS054_5o,0.5781229
111,T1115TS125_3o,0.6468066
112,T1115TS348_5o,0.57763124
113,T1115TS288_5o,0.81134236
114,T1115TS390_3o,0.5660504
115,T1115TS071_2o,0.7025328
116,T1115TS158_1o,0.024831163
117,T1115TS054_2o,0.6844604
118,T1115TS298_1o,0.8482139
119,T1115TS188_5o,0.8482139
120,T1115TS086_3o,0.025106229
121,T1115TS158_4o,0.025037088
122,T1115TS131_4o,0.55385906
123,T1115TS071_3o,0.6851547
124,T1115TS288_4o,0.8207
125,T1115TS399_2o,0.6844604
126,T1115TS288_1o,0.86159414
127,T1115TS091_1o,0.9183309
128,T1115TS165_2o,0.31802654
129,T1115TS147_5o,0.57281804
130,T1115TS147_1o,0.57281804
131,T1115TS091_3o,0.96403736
132,T1115TS098_1o,0.85509723
133,T1115TS320_3o,0.5480114
134,T1115TS423_4o,0.78411835
135,T1115TS091_4o,0.93181735
136,T1115TS035_2o,0.83796185
137,T1115TS169_4o,0.85509723
138,T1115TS348_3o,0.57535416
139,T1115TS086_1o,0.025037088
140,T1115TS187_5o,0.6412342
141,T1115TS185_1o,0.8341097
142,T1115TS239_4o,0.69117635
143,T1115TS119_5o,0.85547185
144,T1115TS360_5o,0.5583609
145,T1115TS188_2o,0.85060173
146,T1115TS150_2o,0.589875
147,T1115TS131_1o,0.5895473
148,T1115TS423_5o,0.8081977
149,T1115TS462_1o,0.81619877
150,T1115TS003_1o,0.02504809
151,T1115TS119_4o,0.0
152,T1115TS439_5o,0.69117635
153,T1115TS054_3o,0.6468066
154,T1115TS298_3o,0.8482139
155,T1115TS086_2o,0.024901258
156,T1115TS165_5o,0.25324228
157,T1115TS165_1o,0.3339311
158,T1115TS185_5o,0.8074823
159,T1115TS003_3o,0.025092058
160,T1115TS439_3o,0.69204086
161,T1115TS239_3o,0.7292288
162,T1115TS374_3o,0.90037084
163,T1115TS131_2o,0.5223398
164,T1115TS180_3o,0.61357236
165,T1115TS187_1o,0.83187187
166,T1115TS185_2o,0.81794137
167,T1115TS367_3o,0.024582963
168,T1115TS071_1o,0.69502014
169,T1115TS158_5o,0.024901258
170,T1115TS348_1o,0.56190276
171,T1115TS462_3o,0.77475
172,T1115TS147_4o,0.54126924
173,T1115TS397_3o,0.48158297
174,T1115TS298_4o,0.8482139
175,T1115TS147_3o,0.5823663
176,T1115TS278_3o,0.89166176
