,model,plddt
0,H1171TS360_3,0.87023765
1,H1171TS125_1,0.86582166
2,H1171TS227_2,0.9325978
3,H1171TS360_1,0.82611525
4,H1171TS320_5,0.86616623
5,H1171TS054_4,0.8148203
6,H1171TS462_4,0.87098026
7,H1171TS374_3,0.8657123
8,H1171TS035_3,0.8979893
9,H1171TS325_2,0.8699642
10,H1171TS185_1,0.8211147
11,H1171TS003_1,0.8753299
12,H1171TS229_5,0.8706744
13,H1171TS125_2,0.8567398
14,H1171TS456_2,0.8699642
15,H1171TS257_4,0.8747802
16,H1171TS462_3,0.8796646
17,H1171TS086_1,0.8753299
18,H1171TS003_3,0.88130474
19,H1171TS098_5,0.77558804
20,H1171TS350_2,0.0
21,H1171TS434_2,0.9325978
22,H1171TS288_2,0.8359324
23,H1171TS333_1,0.7656639
24,H1171TS011_4,0.93183774
25,H1171TS288_5,0.8359324
26,H1171TS086_3,0.8747489
27,H1171TS180_3,0.86402506
28,H1171TS188_1,0.83822924
29,H1171TS185_4,0.8417407
30,H1171TS348_1,0.85923207
31,H1171TS035_1,0.8979893
32,H1171TS398_2,0.8699642
33,H1171TS314_1,0.87034833
34,H1171TS097_3,0.92424756
35,H1171TS199_1,0.8699642
36,H1171TS350_4,0.0
37,H1171TS461_4,0.7921631
38,H1171TS185_2,0.8058352
39,H1171TS494_3,0.6317237
40,H1171TS398_3,0.8699642
41,H1171TS086_5,0.8609327
42,H1171TS122_4,0.0
43,H1171TS291_2,0.0
44,H1171TS067_1,0.5947035
45,H1171TS291_1,0.0
46,H1171TS291_5,0.0
47,H1171TS347_1,0.8699642
48,H1171TS350_5,0.0
49,H1171TS180_4,0.869907
50,H1171TS494_5,0.6308739
51,H1171TS158_5,0.8609327
52,H1171TS447_4,0.19576657
53,H1171TS119_4,0.8512614
54,H1171TS314_2,0.8720994
55,H1171TS333_4,0.751653
56,H1171TS046_2,0.8979893
57,H1171TS248_1,0.8979893
58,H1171TS158_3,0.8747489
59,H1171TS180_2,0.86638033
60,H1171TS494_4,0.6459907
61,H1171TS434_1,0.93202895
62,H1171TS314_4,0.87023765
63,H1171TS073_2,0.8359324
64,H1171TS439_5,0.8706744
65,H1171TS229_2,0.8593775
66,H1171TS205_2,0.0
67,H1171TS035_5,0.8979893
68,H1171TS131_4,0.8371015
69,H1171TS288_4,0.8359324
70,H1171TS205_3,0.0
71,H1171TS227_5,0.9323298
72,H1171TS320_4,0.87034833
73,H1171TS456_1,0.8699642
74,H1171TS180_5,0.86572653
75,H1171TS439_1,0.87517637
76,H1171TS493_3,0.8644766
77,H1171TS119_5,0.84375834
78,H1171TS147_2,0.8668254
79,H1171TS298_3,0.8699234
80,H1171TS133_3,0.932988
81,H1171TS122_3,0.0
82,H1171TS205_5,0.0
83,H1171TS312_4,0.0
84,H1171TS054_1,0.86582166
85,H1171TS165_4,0.8240693
86,H1171TS462_1,0.89631456
87,H1171TS054_5,0.83937943
88,H1171TS446_4,0.7921631
89,H1171TS368_3,0.7543716
90,H1171TS462_2,0.89636594
91,H1171TS298_5,0.8751635
92,H1171TS158_2,0.87602717
93,H1171TS494_2,0.6457725
94,H1171TS165_3,0.8156994
95,H1171TS119_2,0.85487306
96,H1171TS131_5,0.8227401
97,H1171TS333_3,0.7543716
98,H1171TS122_5,0.0
99,H1171TS333_2,0.7829262
100,H1171TS494_1,0.6468516
101,H1171TS314_5,0.86732507
102,H1171TS229_4,0.8695447
103,H1171TS374_2,0.87308747
104,H1171TS446_5,0.814001
105,H1171TS374_1,0.8711508
106,H1171TS347_3,0.8699642
107,H1171TS169_3,0.77558804
108,H1171TS298_1,0.8681474
109,H1171TS439_2,0.8593775
110,H1171TS003_2,0.88083655
111,H1171TS461_3,0.8213221
112,H1171TS097_5,0.931062
113,H1171TS236_1,0.8699642
114,H1171TS399_1,0.86582166
115,H1171TS368_2,0.7829262
116,H1171TS367_5,0.87214154
117,H1171TS122_1,0.0
118,H1171TS348_3,0.87034833
119,H1171TS125_4,0.8148203
120,H1171TS399_5,0.83937943
121,H1171TS169_5,0.8065459
122,H1171TS125_5,0.83937943
123,H1171TS097_2,0.9219719
124,H1171TS312_1,0.0
125,H1171TS165_5,0.8157252
126,H1171TS185_5,0.8098632
127,H1171TS288_3,0.8359324
128,H1171TS461_5,0.814001
129,H1171TS180_1,0.86996424
130,H1171TS444_5,0.86925566
131,H1171TS229_1,0.87517637
132,H1171TS368_1,0.7656639
133,H1171TS447_2,0.19696212
134,H1171TS434_3,0.932988
135,H1171TS119_1,0.8715432
136,H1171TS071_4,0.84426534
137,H1171TS011_2,0.9325978
138,H1171TS097_4,0.9373932
139,H1171TS304_5,0.8979893
140,H1171TS257_5,0.8747802
141,H1171TS325_4,0.8699642
142,H1171TS257_2,0.8747802
143,H1171TS390_3,0.86402506
144,H1171TS367_4,0.873997
145,H1171TS098_4,0.942088
146,H1171TS073_3,0.8359324
147,H1171TS131_2,0.842052
148,H1171TS054_3,0.8570216
149,H1171TS367_3,0.88130474
150,H1171TS147_4,0.86616623
151,H1171TS188_3,0.77558804
152,H1171TS461_2,0.8235721
153,H1171TS446_3,0.8213221
