,model,plddt
0,T1174TS229_3o,0.8363001
1,T1174TS180_2o,0.9314782
2,T1174TS444_2o,0.77160305
3,T1174TS035_5o,0.7178495
4,T1174TS227_1o,0.8568556
5,T1174TS185_3o,0.92867786
6,T1174TS229_4o,0.8536425
7,T1174TS348_4o,0.78008837
8,T1174TS185_1o,0.9409651
9,T1174TS312_3o,0.0
10,T1174TS390_3o,0.82329094
11,T1174TS462_3o,0.92945325
12,T1174TS248_3o,0.9003411
13,T1174TS188_2o,0.59856486
14,T1174TS098_5o,0.7774905
15,T1174TS158_2o,0.87520945
16,T1174TS037_1o,0.8298439
17,T1174TS158_5o,0.86742216
18,T1174TS434_3o,0.70026726
19,T1174TS188_1o,0.7672958
20,T1174TS165_2o,0.7779988
21,T1174TS119_1o,0.91002315
22,T1174TS288_3o,0.7038887
23,T1174TS312_5o,0.0
24,T1174TS447_5o,0.2247151
25,T1174TS441_1o,0.7680394
26,T1174TS494_1o,0.7464013
27,T1174TS169_2o,0.7383529
28,T1174TS433_3o,0.72048897
29,T1174TS054_2o,0.75325304
30,T1174TS131_2o,0.53637487
31,T1174TS011_1o,0.7840642
32,T1174TS188_3o,0.5549385
33,T1174TS119_5o,0.87602246
34,T1174TS278_1o,0.93989146
35,T1174TS037_3o,0.803617
36,T1174TS398_4o,0.8248225
37,T1174TS423_3o,0.748961
38,T1174TS188_5o,0.52481264
39,T1174TS073_3o,0.7038887
40,T1174TS227_2o,0.8790354
41,T1174TS447_2o,0.22703756
42,T1174TS011_5o,0.73829544
43,T1174TS320_1o,0.8633962
44,T1174TS003_5o,0.83165866
45,T1174TS441_4o,0.71574175
46,T1174TS150_1o,0.738079
47,T1174TS320_3o,0.72146523
48,T1174TS312_1o,0.0
49,T1174TS131_5o,0.5319767
50,T1174TS169_3o,0.7792965
51,T1174TS278_2o,0.9273214
52,T1174TS360_1o,0.79665893
53,T1174TS493_1o,0.81117153
54,T1174TS150_3o,0.78662807
55,T1174TS434_4o,0.729848
56,T1174TS091_4o,0.8641917
57,T1174TS494_5o,0.6947063
58,T1174TS239_3o,0.8363001
59,T1174TS446_5o,0.66850203
60,T1174TS185_2o,0.9367973
61,T1174TS288_2o,0.68116367
62,T1174TS205_5o,0.0
63,T1174TS165_1o,0.7779988
