,model,plddt
0,T1192TS423_4o,0.5244531
1,T1192TS320_4o,0.9094506
2,T1192TS278_2o,0.7289346
3,T1192TS165_2o,0.49996623
4,T1192TS185_1o,0.7500013
5,T1192TS188_5o,0.6647935
6,T1192TS158_2o,0.84589213
7,T1192TS229_2o,0.7569053
8,T1192TS165_4o,0.49996623
9,T1192TS229_5o,0.9174142
10,T1192TS444_1o,0.5370058
11,T1192TS131_3o,0.46625707
12,T1192TS074_2o,0.87440276
13,T1192TS447_1o,0.0
14,T1192TS169_4o,0.6647935
15,T1192TS348_2o,0.73515785
16,T1192TS374_3o,0.43963423
17,T1192TS169_5o,0.68705165
18,T1192TS165_3o,0.49996623
19,T1192TS298_2o,0.48540005
20,T1192TS439_4o,0.9692874
21,T1192TS098_5o,0.68705165
22,T1192TS350_1o,0.0
23,T1192TS298_5o,0.4758809
24,T1192TS086_4o,0.515948
25,T1192TS037_4o,0.5110164
26,T1192TS169_3o,0.6647935
27,T1192TS423_5o,0.5266802
28,T1192TS298_4o,0.44309667
29,T1192TS367_1o,0.025071172
30,T1192TS054_2o,0.6952376
31,T1192TS399_3o,0.67224836
32,T1192TS390_4o,0.44106838
33,T1192TS439_1o,0.96148807
34,T1192TS119_5o,0.53069013
35,T1192TS003_5o,0.515948
36,T1192TS291_4o,0.0
37,T1192TS439_3o,0.9332495
38,T1192TS073_3o,0.8624447
39,T1192TS423_2o,0.54192114
40,T1192TS390_3o,0.4563569
41,T1192TS374_2o,0.5125263
42,T1192TS239_5o,0.9174142
43,T1192TS288_5o,0.8995292
44,T1192TS278_4o,0.8668799
45,T1192TS187_4o,0.562397
46,T1192TS185_5o,0.7145045
47,T1192TS073_4o,0.8721499
48,T1192TS071_2o,0.43429548
49,T1192TS035_3o,0.68593615
50,T1192TS278_1o,0.820712
51,T1192TS367_5o,0.515948
52,T1192TS150_3o,0.50366914
53,T1192TS073_2o,0.87440276
54,T1192TS390_2o,0.48381126
55,T1192TS035_1o,0.6849134
56,T1192TS003_3o,0.024838349
57,T1192TS086_3o,0.82539487
58,T1192TS185_2o,0.7431991
59,T1192TS444_2o,0.5370058
60,T1192TS446_2o,0.4834088
61,T1192TS446_3o,0.5048105
62,T1192TS320_2o,0.93751967
63,T1192TS348_5o,0.76202685
64,T1192TS098_3o,0.7959201
65,T1192TS462_2o,0.812829
66,T1192TS447_3o,0.0
67,T1192TS188_2o,0.6647935
68,T1192TS180_2o,0.9203015
69,T1192TS446_1o,0.50386333
70,T1192TS350_5o,0.0
71,T1192TS291_2o,0.0
72,T1192TS131_2o,0.50671923
73,T1192TS180_5o,0.6695586
74,T1192TS367_2o,0.025168493
75,T1192TS185_3o,0.72569424
76,T1192TS158_1o,0.025341172
77,T1192TS165_5o,0.49996623
78,T1192TS098_4o,0.669394
79,T1192TS423_3o,0.53147453
80,T1192TS180_4o,0.8291942
81,T1192TS086_2o,0.84589213
82,T1192TS158_5o,0.5145051
83,T1192TS003_1o,0.025071172
84,T1192TS348_4o,0.7620438
85,T1192TS185_4o,0.7178651
86,T1192TS119_4o,0.5371372
87,T1192TS348_3o,0.76201916
88,T1192TS320_1o,0.5083761
89,T1192TS447_5o,0.0
90,T1192TS367_3o,0.024838349
91,T1192TS360_2o,0.5065823
92,T1192TS446_4o,0.45826393
93,T1192TS086_5o,0.5145051
94,T1192TS248_4o,0.7139433
95,T1192TS119_2o,0.53104705
96,T1192TS158_4o,0.515948
97,T1192TS390_5o,0.43234688
98,T1192TS131_1o,0.51099277
99,T1192TS446_5o,0.41046172
100,T1192TS444_4o,0.5370058
101,T1192TS239_1o,0.9332495
102,T1192TS205_4o,0.0
103,T1192TS205_5o,0.0
104,T1192TS147_1o,0.0070244577
105,T1192TS360_5o,0.5103484
106,T1192TS074_1o,0.8995293
107,T1192TS037_1o,0.5103494
108,T1192TS187_5o,0.54148924
109,T1192TS169_2o,0.6647935
110,T1192TS188_1o,0.68705165
111,T1192TS098_2o,0.669394
112,T1192TS398_4o,0.5049373
113,T1192TS054_3o,0.67224836
114,T1192TS447_4o,0.0
115,T1192TS350_4o,0.0
116,T1192TS374_4o,0.39790472
117,T1192TS073_5o,0.7487505
118,T1192TS398_5o,0.5049373
119,T1192TS390_1o,0.5083761
120,T1192TS278_5o,0.5143733
121,T1192TS150_4o,0.44274044
122,T1192TS037_5o,0.51517725
123,T1192TS131_4o,0.46769243
124,T1192TS423_1o,0.47337297
125,T1192TS098_1o,0.68705165
126,T1192TS125_5o,0.6679588
127,T1192TS444_3o,0.5370058
128,T1192TS291_5o,0.0
129,T1192TS037_2o,0.5164713
130,T1192TS367_4o,0.5145051
131,T1192TS086_1o,0.025341172
132,T1192TS360_3o,0.44309667
133,T1192TS054_1o,0.6952376
134,T1192TS298_3o,0.5103484
135,T1192TS320_3o,0.91573733
136,T1192TS291_1o,0.0
137,T1192TS188_4o,0.6647935
138,T1192TS187_3o,0.556809
139,T1192TS291_3o,0.0
140,T1192TS399_2o,0.6952376
141,T1192TS494_5o,0.7024192
142,T1192TS444_5o,0.5370058
143,T1192TS494_3o,0.6943681
144,T1192TS035_2o,0.6834725
145,T1192TS131_5o,0.4750786
146,T1192TS187_1o,0.63269216
147,T1192TS158_3o,0.8266608
148,T1192TS494_1o,0.68372416
149,T1192TS180_3o,0.86157066
150,T1192TS150_5o,0.49422076
151,T1192TS248_5o,0.62347895
152,T1192TS462_1o,0.7959201
153,T1192TS165_1o,0.49996623
154,T1192TS399_5o,0.6679588
155,T1192TS125_2o,0.6952376
156,T1192TS398_1o,0.5049373
157,T1192TS205_3o,0.0
158,T1192TS374_5o,0.37975076
159,T1192TS205_2o,0.0
160,T1192TS248_2o,0.6834725
161,T1192TS350_2o,0.0
162,T1192TS239_4o,0.9692874
163,T1192TS119_1o,0.5309182
164,T1192TS071_1o,0.44566527
165,T1192TS037_3o,0.50971377
166,T1192TS119_3o,0.5373919
167,T1192TS003_4o,0.5145051
168,T1192TS360_4o,0.48540005
169,T1192TS462_5o,0.6037478
170,T1192TS398_2o,0.43606773
171,T1192TS360_1o,0.4758809
172,T1192TS239_2o,0.7569053
173,T1192TS150_2o,0.48382246
174,T1192TS348_1o,0.74653876
175,T1192TS187_2o,0.6433736
176,T1192TS035_5o,0.62347895
177,T1192TS494_2o,0.6613694
178,T1192TS188_3o,0.6647935
179,T1192TS278_3o,0.7082288
180,T1192TS288_4o,0.8995292
181,T1192TS071_4o,0.34430385
182,T1192TS150_1o,0.4821567
183,T1192TS320_5o,0.8689869
184,T1192TS229_3o,0.96148807
185,T1192TS350_3o,0.0
186,T1192TS462_4o,0.7550077
187,T1192TS125_3o,0.67224836
188,T1192TS229_4o,0.9692874
189,T1192TS229_1o,0.9332495
190,T1192TS205_1o,0.0
191,T1192TS477_1o,0.81809133
192,T1192TS035_4o,0.7139433
193,T1192TS054_4o,0.67224836
194,T1192TS439_5o,0.9174142
195,T1192TS248_1o,0.6849134
196,T1192TS239_3o,0.96148807
197,T1192TS398_3o,0.5049373
198,T1192TS298_1o,0.5065823
199,T1192TS439_2o,0.7569053
200,T1192TS447_2o,0.0
201,T1192TS399_4o,0.67224836
202,T1192TS054_5o,0.6679588
203,T1192TS399_1o,0.6952376
204,T1192TS248_3o,0.68593615
205,T1192TS071_5o,0.30526048
206,T1192TS125_1o,0.6952376
207,T1192TS494_4o,0.5931443
208,T1192TS073_1o,0.8995292
209,T1192TS374_1o,0.5138305
210,T1192TS169_1o,0.6647935
211,T1192TS125_4o,0.67224836
212,T1192TS180_1o,0.93030804
213,T1192TS462_3o,0.8351044
214,T1192TS003_2o,0.025168493
