,model,plddt
0,T1124TS360_1o,0.8887563
1,T1124TS444_1o,0.88890624
2,T1124TS229_1o,0.89514446
3,T1124TS131_2o,0.8777997
4,T1124TS352_5o,0.8863831
5,T1124TS086_2o,0.96622616
6,T1124TS046_5o,0.8965578
7,T1124TS205_5o,0.0
8,T1124TS119_4o,0.8782289
9,T1124TS147_2o,0.8895151
10,T1124TS098_2o,0.90715355
11,T1124TS439_3o,0.92950064
12,T1124TS131_1o,0.8782367
13,T1124TS035_4o,0.8965578
14,T1124TS398_1o,0.88855726
15,T1124TS125_5o,0.88882995
16,T1124TS439_4o,0.93972147
17,T1124TS320_5o,0.8887563
18,T1124TS456_2o,0.9189833
19,T1124TS046_1o,0.8965578
20,T1124TS188_1o,0.86673206
21,T1124TS320_3o,0.8860514
22,T1124TS348_5o,0.8850824
23,T1124TS446_5o,0.8824549
24,T1124TS098_1o,0.91225606
25,T1124TS374_3o,0.89480907
26,T1124TS288_5o,0.87057066
27,T1124TS446_4o,0.89438754
28,T1124TS462_4o,0.9633854
29,T1124TS248_5o,0.9053502
30,T1124TS399_5o,0.88882995
31,T1124TS185_5o,0.8878718
32,T1124TS347_4o,0.9189833
33,T1124TS423_1o,0.8742399
34,T1124TS187_5o,0.8672835
35,T1124TS494_5o,0.6197075
36,T1124TS494_4o,0.69989246
37,T1124TS037_5o,0.8979799
38,T1124TS350_1o,0.0
39,T1124TS071_5o,0.8870141
40,T1124TS180_2o,0.9652656
41,T1124TS229_3o,0.89555717
42,T1124TS399_4o,0.8825154
43,T1124TS347_2o,0.9189833
44,T1124TS035_3o,0.8965578
45,T1124TS003_3o,0.9662592
46,T1124TS423_3o,0.8887575
47,T1124TS150_3o,0.88620836
48,T1124TS460_2o,0.8863831
49,T1124TS091_1o,0.8949108
50,T1124TS460_3o,0.8863831
51,T1124TS350_2o,0.0
52,T1124TS447_2o,0.20060416
53,T1124TS158_3o,0.9577009
54,T1124TS188_3o,0.8921237
55,T1124TS185_1o,0.8812227
56,T1124TS086_1o,0.9662592
57,T1124TS091_5o,0.90004283
58,T1124TS278_5o,0.74584216
59,T1124TS187_4o,0.871464
60,T1124TS180_3o,0.9642535
61,T1124TS091_4o,0.90154505
62,T1124TS239_2o,0.9081562
63,T1124TS456_4o,0.9189833
64,T1124TS169_1o,0.88625115
65,T1124TS091_2o,0.51483566
