,model,plddt,percentile,plddt_norm,percentile_norm
0,T1121TS374_2o,0.93169636,0.9047619047619048,0.931696355342865,0.9047619047619048
1,T1121TS187_2o,0.8897692,0.30303030303030304,0.8897691965103149,0.30303030303030304
2,T1121TS158_3o,0.9273843,0.7965367965367965,0.9273843169212341,0.7965367965367965
3,T1121TS131_4o,0.8469208,0.16017316017316016,0.8469207882881165,0.16017316017316016
4,T1121TS165_2o,0.920931,0.7186147186147186,0.9209309816360474,0.7186147186147186
5,T1121TS288_5o,0.8819859,0.24675324675324675,0.8819859027862549,0.24675324675324675
6,T1121TS125_1o,0.9178933,0.6103896103896104,0.9178932905197144,0.6103896103896104
7,T1121TS248_4o,0.91702765,0.5974025974025974,0.9170276522636414,0.5974025974025974
8,T1121TS035_5o,0.9151695,0.5670995670995671,0.9151694774627686,0.5670995670995671
9,T1121TS439_4o,0.89358306,0.354978354978355,0.8935830593109131,0.354978354978355
10,T1121TS444_5o,0.88935465,0.2987012987012987,0.8893546462059021,0.2987012987012987
11,T1121TS360_4o,0.9194805,0.670995670995671,0.9194805026054382,0.670995670995671
12,T1121TS367_3o,0.92747,0.8051948051948052,0.9274700284004211,0.8051948051948052
13,T1121TS288_3o,0.8966856,0.39826839826839827,0.8966856002807617,0.39826839826839827
14,T1121TS444_3o,0.9185039,0.6277056277056277,0.9185038805007935,0.6277056277056277
15,T1121TS188_4o,0.9240054,0.7532467532467533,0.924005389213562,0.7532467532467533
16,T1121TS462_4o,0.9304689,0.8658008658008658,0.9304689168930054,0.8658008658008658
17,T1121TS098_4o,0.9466142,0.9653679653679653,0.9466142058372498,0.9653679653679653
18,T1121TS360_5o,0.8957722,0.37662337662337664,0.8957722187042236,0.37662337662337664
19,T1121TS390_5o,0.9079187,0.48917748917748916,0.9079186916351318,0.48917748917748916
20,T1121TS423_3o,0.92870194,0.8225108225108225,0.9287019371986389,0.8225108225108225
21,T1121TS119_5o,0.8968488,0.4025974025974026,0.8968487977981567,0.4025974025974026
22,T1121TS165_4o,0.22737874,0.1038961038961039,0.2273787409067154,0.10822510822510822
23,T1121TS147_2o,0.9194805,0.670995670995671,0.9194805026054382,0.670995670995671
24,T1121TS312_3o,0.0,0.0,0.0,0.0
25,T1121TS147_3o,0.901409,0.4458874458874459,0.9014089703559875,0.4458874458874459
26,T1121TS278_5o,0.9083317,0.5021645021645021,0.9083316922187805,0.5021645021645021
27,T1121TS494_3o,0.35487396,0.10822510822510822,0.2179540827518373,0.1038961038961039
28,T1121TS165_3o,0.9124842,0.5411255411255411,0.9124842286109924,0.5411255411255411
29,T1121TS147_5o,0.8957722,0.37662337662337664,0.8957722187042236,0.37662337662337664
30,T1121TS119_1o,0.92271197,0.7272727272727273,0.922711968421936,0.7272727272727273
31,T1121TS205_1o,0.88262653,0.26406926406926406,0.8826265335083008,0.26406926406926406
32,T1121TS131_3o,0.90498316,0.4805194805194805,0.9049831628799438,0.4805194805194805
33,T1121TS461_3o,0.9040835,0.4588744588744589,0.9040834903717041,0.4588744588744589
34,T1121TS131_2o,0.9123471,0.5367965367965368,0.9123470783233643,0.5367965367965368
35,T1121TS169_1o,0.9312364,0.8874458874458875,0.9312363862991333,0.8874458874458875
36,T1121TS205_4o,0.0,0.0,0.0,0.0
37,T1121TS125_3o,0.88654584,0.2813852813852814,0.8865458369255066,0.2813852813852814
38,T1121TS493_5o,0.88101155,0.23809523809523808,0.8810115456581116,0.23809523809523808
39,T1121TS374_4o,0.9168979,0.5930735930735931,0.9168978929519653,0.5930735930735931
40,T1121TS423_2o,0.8897692,0.30303030303030304,0.8897691965103149,0.30303030303030304
41,T1121TS119_3o,0.9194805,0.670995670995671,0.9194805026054382,0.670995670995671
42,T1121TS367_5o,0.92115635,0.7229437229437229,0.9211563467979431,0.7229437229437229
43,T1121TS367_4o,0.92527896,0.7662337662337663,0.9252789616584778,0.7662337662337663
44,T1121TS447_3o,0.0,0.0,0.0,0.0
45,T1121TS494_4o,0.6677374,0.14285714285714285,0.6677374243736267,0.1471861471861472
46,T1121TS169_3o,0.8897995,0.3116883116883117,0.8897994756698608,0.3116883116883117
47,T1121TS169_2o,0.8904531,0.329004329004329,0.8904531002044678,0.329004329004329
48,T1121TS035_3o,0.9258866,0.7705627705627706,0.9258865714073181,0.7705627705627706
49,T1121TS439_3o,0.8964373,0.3939393939393939,0.8964372873306274,0.3939393939393939
50,T1121TS423_1o,0.9168251,0.5844155844155844,0.9168251156806946,0.5844155844155844
51,T1121TS054_5o,0.8806037,0.22077922077922077,0.8806036710739136,0.22077922077922077
52,T1121TS320_4o,0.91792744,0.6233766233766234,0.9179274439811707,0.6233766233766234
53,T1121TS398_4o,0.9185039,0.6277056277056277,0.9185038805007935,0.6277056277056277
54,T1121TS003_1o,0.92946154,0.8484848484848485,0.9294615387916565,0.8484848484848485
55,T1121TS314_3o,0.0,0.0,0.0,0.0
56,T1121TS185_2o,0.88213485,0.2510822510822511,0.8821348547935486,0.2510822510822511
57,T1121TS185_1o,0.8931354,0.3463203463203463,0.8931354284286499,0.3463203463203463
58,T1121TS288_2o,0.8659491,0.16883116883116883,0.8659490942955017,0.16883116883116883
59,T1121TS320_3o,0.91981214,0.7012987012987013,0.9198121428489685,0.7012987012987013
60,T1121TS493_1o,0.9194805,0.670995670995671,0.9194805026054382,0.670995670995671
61,T1121TS367_2o,0.90744674,0.48484848484848486,0.9074467420578003,0.48484848484848486
62,T1121TS493_3o,0.88227785,0.2554112554112554,0.8822778463363647,0.2554112554112554
63,T1121TS158_2o,0.9309702,0.8787878787878788,0.9309701919555664,0.8787878787878788
64,T1121TS248_1o,0.9465165,0.9567099567099567,0.9465165138244629,0.9567099567099567
65,T1121TS399_5o,0.8806037,0.22077922077922077,0.8806036710739136,0.22077922077922077
66,T1121TS360_1o,0.8798088,0.19913419913419914,0.879808783531189,0.19913419913419914
67,T1121TS278_4o,0.9081531,0.4935064935064935,0.9081531167030334,0.4935064935064935
68,T1121TS314_2o,0.9194805,0.670995670995671,0.9194805026054382,0.670995670995671
69,T1121TS348_3o,0.88056576,0.2077922077922078,0.8805657625198364,0.2077922077922078
70,T1121TS390_4o,0.9174869,0.6060606060606061,0.9174869060516357,0.6060606060606061
71,T1121TS091_2o,0.4179795,0.11688311688311688,0.41797950863838196,0.11688311688311688
72,T1121TS086_3o,0.9287815,0.8311688311688312,0.9287815093994141,0.8311688311688312
73,T1121TS461_2o,0.89392555,0.3593073593073593,0.8939255475997925,0.3593073593073593
74,T1121TS187_1o,0.9168251,0.5844155844155844,0.9168251156806946,0.5844155844155844
75,T1121TS091_1o,0.5183863,0.1341991341991342,0.5183863043785095,0.13852813852813853
76,T1121TS158_1o,0.93125504,0.8961038961038961,0.931255042552948,0.8961038961038961
